name=SetSketch2;numRegisters=16384;q=65534;base=1.00099999999999989e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;3.33166805430666763e-02; 1.11000120240878396e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 3.33166777701448397e-02; 1.11000101763961937e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;9.99997553090793634e-01; 4.47703838822463729e-09; 9.99997553090793634e-01; 4.47703838822463729e-09; 9.99997553114562288e-01; 4.47702414687510313e-09; 9.99997553114562288e-01; 4.47702414687510313e-09; 
2;2.00002853880634568e+00; 8.00800921323962004e-05; 2.00002853880634568e+00; 8.00800921323962004e-05; 2.00002853881683107e+00; 8.00800745078841889e-05; 2.00002853881683107e+00; 8.00800745078841889e-05; 
3;2.99990757589898882e+00; 2.07036049144103894e-04; 2.99990757589898882e+00; 2.07036049144103894e-04; 2.99990757587385781e+00; 2.07036007669362474e-04; 2.99990757587385781e+00; 2.07036007669362474e-04; 
4;4.00032970026764634e+00; 4.10481491250400793e-04; 4.00032970026764634e+00; 4.10481491250400793e-04; 4.00032970024539036e+00; 4.10481419117622636e-04; 4.00032970024539036e+00; 4.10481419117622636e-04; 
5;5.00058641599322762e+00; 6.71487091918153553e-04; 5.00058641599322762e+00; 6.71487091918153553e-04; 5.00058641587719954e+00; 6.71486971292911553e-04; 5.00058641587719954e+00; 6.71486971292911553e-04; 
6;6.00022140695556150e+00; 9.50276148398456616e-04; 6.00022140695556150e+00; 9.50276148398456616e-04; 6.00022140680100513e+00; 9.50275975844394757e-04; 6.00022140680100513e+00; 9.50275975844394757e-04; 
7;6.99961524797237900e+00; 1.36388982691295919e-03; 6.99961524797237900e+00; 1.36388982691295919e-03; 6.99961524802366508e+00; 1.36388958818621812e-03; 6.99961524802366508e+00; 1.36388958818621812e-03; 
8;7.99974925433502992e+00; 1.83887613800796544e-03; 7.99974925433502992e+00; 1.83887613800796544e-03; 7.99974925431852224e+00; 1.83887579388092716e-03; 7.99974925431852224e+00; 1.83887579388092716e-03; 
9;8.99975998685464162e+00; 2.28691069677051375e-03; 8.99975998685464162e+00; 2.28691069677051375e-03; 8.99975998657991383e+00; 2.28691028462117045e-03; 8.99975998657991383e+00; 2.28691028462117045e-03; 
10;9.99946875997605744e+00; 2.76762487222645577e-03; 9.99946875997605744e+00; 2.76762487222645577e-03; 9.99946876018129593e+00; 2.76762434610024069e-03; 9.99946876018129593e+00; 2.76762434610024069e-03; 
11;1.09986757687966765e+01; 3.22457540510645438e-03; 1.09986757687966765e+01; 3.22457540510645438e-03; 1.09986757691525181e+01; 3.22457484841326154e-03; 1.09986757691525181e+01; 3.22457484841326154e-03; 
