name=SetSketch1;numRegisters=256;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
0; 3.60673760222274126e-02; 1.30085561312877547e-03; 3.33066907387546962e-15; 1.00000000000000000e+00; 3.46573590280002605e-02; 1.20113253479558167e-03; 2.99760216648792266e-15; 1.00000000000000000e+00; 
1; 1.00517667925196319e+00; 4.43697060014029872e-03; 6.64091303365935137e-02; 3.21003719005173682e+00; 1.00483778737770790e+00; 4.41275907016817123e-03; 6.62522066308456337e-02; 3.21618399138851885e+00; 
2; 2.00944705597132955e+00; 1.71329421210734689e-02; 1.30551504221698561e-01; 3.10748725762579436e+00; 2.00881889369100364e+00; 1.70410557943352602e-02; 1.30243168375166807e-01; 3.10775291527078235e+00; 
3; 3.01652575251244315e+00; 3.88526373170314104e-02; 1.96416742720494947e-01; 3.19042647326739148e+00; 3.01562898961274106e+00; 3.85988760111225307e-02; 1.95843332015179089e-01; 3.20450903182431635e+00; 
4; 4.02146450796824340e+00; 6.98392252789233337e-02; 2.63397988178735887e-01; 3.13202475158466775e+00; 4.02016100424493938e+00; 6.94051219134505237e-02; 2.62675952118356870e-01; 3.14454979278250413e+00; 
5; 5.02392523086434384e+00; 1.07452338936556549e-01; 3.26924948978575269e-01; 3.08448025956400240e+00; 5.02231232162971786e+00; 1.06866109890066133e-01; 3.26141487998014235e-01; 3.09211164565531016e+00; 
6; 6.02941363697672461e+00; 1.56630394310000226e-01; 3.94671043110337294e-01; 3.11972105537019218e+00; 6.02749285934348222e+00; 1.55796564560556516e-01; 3.93752088560398394e-01; 3.12352794425418168e+00; 
7; 7.03128549344677722e+00; 2.11271188516466590e-01; 4.58576500069791060e-01; 3.15536594384072178e+00; 7.02882905389972024e+00; 2.09697529227091034e-01; 4.57019053080216175e-01; 3.16311502948613388e+00; 
8; 8.03588044161085691e+00; 2.73931982141007557e-01; 5.22153785824460037e-01; 3.11144140933202040e+00; 8.03336932381841251e+00; 2.72331806379315922e-01; 5.20786227359382514e-01; 3.11563527997481016e+00; 
9; 9.04031885518825007e+00; 3.47165766396717701e-01; 5.87826637975032651e-01; 3.10712081009767349e+00; 9.03787254239850490e+00; 3.45512113594989900e-01; 5.86581438614677375e-01; 3.10453657567747632e+00; 
10; 1.00461376369168001e+01; 4.24109864672893022e-01; 6.49600787509235889e-01; 3.04353224406888323e+00; 1.00435708938047394e+01; 4.22219026042288170e-01; 6.48321373437080517e-01; 3.05068044628045509e+00; 
11; 1.10503934144463098e+01; 5.07985533587506644e-01; 7.10947281707967726e-01; 3.12878251364540194e+00; 1.10474076634820850e+01; 5.05787517924705665e-01; 7.09605546319835190e-01; 3.14286285021272738e+00; 
12; 1.20563790534340640e+01; 6.04980216001330340e-01; 7.75758737195539227e-01; 3.10288802214413417e+00; 1.20533928223362317e+01; 6.01866090526125164e-01; 7.73960785214014235e-01; 3.11198553854408511e+00; 
13; 1.30586507650985517e+01; 7.03659263350922215e-01; 8.36791103624001997e-01; 3.14731463694757885e+00; 1.30555109590697107e+01; 7.01035918249124146e-01; 8.35436683221587373e-01; 3.16371925233969309e+00; 
14; 1.40521675790795761e+01; 8.19968042304846101e-01; 9.04016916875907683e-01; 3.16112143921567856e+00; 1.40487772002728040e+01; 8.15694886247403383e-01; 9.01840158221486110e-01; 3.16876777176772251e+00; 
15; 1.50596745056031249e+01; 9.48234097987550872e-01; 9.71942925983092842e-01; 3.12467962020331802e+00; 1.50557516327794172e+01; 9.42437016595643606e-01; 9.69189750274976447e-01; 3.13374570021596455e+00; 
16; 1.60664764003848255e+01; 1.08865581243654375e+00; 1.04126687291415743e+00; 3.17783981093958490e+00; 1.60624889994584628e+01; 1.08243669431490930e+00; 1.03852386552336462e+00; 3.19036826755590575e+00; 
17; 1.70678129825895617e+01; 1.23278211968569984e+00; 1.10823441522000010e+00; 3.10307364824671694e+00; 1.70637767448567637e+01; 1.22764108874224664e+00; 1.10615261856477964e+00; 3.11467565445625683e+00; 
18; 1.80728652892001591e+01; 1.38863135531891957e+00; 1.17614710174736015e+00; 3.04615699929674477e+00; 1.80677702105331335e+01; 1.38263527021008126e+00; 1.17390053615047774e+00; 3.05969837573074344e+00; 
19; 1.90749114989094686e+01; 1.57164598235955877e+00; 1.25141290136018091e+00; 3.03529485139819633e+00; 1.90691294793828199e+01; 1.56308444826798532e+00; 1.24832109785433221e+00; 3.05100201487639877e+00; 
20; 2.00816003625315425e+01; 1.71577209025905497e+00; 1.30733066631735029e+00; 3.01307743864974409e+00; 2.00757023270794299e+01; 1.70733420071248143e+00; 1.30445519600607218e+00; 3.02933157808807607e+00; 
21; 2.10830464697426514e+01; 1.91056816457089762e+00; 1.37973600679048936e+00; 3.11256388924009153e+00; 2.10770162882648222e+01; 1.90023373057274214e+00; 1.37633652204490731e+00; 3.12690965779179075e+00; 
22; 2.20886686423211138e+01; 2.07459616375342648e+00; 1.43761400786941196e+00; 3.06440775004599431e+00; 2.20819260484821349e+01; 2.06553863754578604e+00; 1.43486123375254393e+00; 3.07850196242208352e+00; 
23; 2.30901419080705601e+01; 2.26651495515333501e+00; 1.50279386196601084e+00; 3.00500175486583698e+00; 2.30830243035086653e+01; 2.25698496342635835e+00; 1.50003064250477203e+00; 3.01739882489024369e+00; 
24; 2.40929082103201040e+01; 2.45903470076910979e+00; 1.56537623759408562e+00; 3.03519669008251824e+00; 2.40855806593342088e+01; 2.44845944686286288e+00; 1.56241332483142736e+00; 3.04279563830094002e+00; 
25; 2.51027261099829637e+01; 2.67103424719441040e+00; 1.63109827831500165e+00; 3.06200432244650633e+00; 2.50953072449705239e+01; 2.65757860932344903e+00; 1.62741977939915428e+00; 3.06335506931915535e+00; 
26; 2.61058853437617522e+01; 2.91014490038562901e+00; 1.70262538286085152e+00; 3.07481488423805294e+00; 2.60982667973105364e+01; 2.89296397752931167e+00; 1.69803051034885777e+00; 3.07494902230775580e+00; 
27; 2.71138548304772762e+01; 3.14505915889575149e+00; 1.76977293359141208e+00; 3.09185500464840990e+00; 2.71062150622975189e+01; 3.12676255193797559e+00; 1.76507249496419139e+00; 3.09635115701561681e+00; 
28; 2.81132035595641980e+01; 3.39160328766633956e+00; 1.83814804674932475e+00; 3.10370563597427118e+00; 2.81056214470937498e+01; 3.37188678513992146e+00; 1.83322963511223835e+00; 3.10737228963487544e+00; 
29; 2.91163085537748394e+01; 3.59523166625733204e+00; 1.89253903171800708e+00; 3.10036591600815514e+00; 2.91088218926715214e+01; 3.56936474248847091e+00; 1.88613958607624066e+00; 3.11074338825492580e+00; 
30; 3.01193835740438836e+01; 3.86186254562476305e+00; 1.96153259159088367e+00; 3.08245597456450904e+00; 3.01116267907244399e+01; 3.83216776228580036e+00; 1.95440712797471283e+00; 3.09258293992083111e+00; 
31; 3.11187468043380839e+01; 4.13481484467555216e+00; 2.02995419680716971e+00; 3.11825451539115006e+00; 3.11108226794448086e+01; 4.09989498407150510e+00; 2.02178468630865904e+00; 3.12466397771877036e+00; 
32; 3.21221157497082714e+01; 4.39445720485272862e+00; 2.09273623481935500e+00; 3.09020686619034990e+00; 3.21138636939611501e+01; 4.35980021965624953e+00; 2.08490653959685757e+00; 3.09688993453208328e+00; 
33; 3.31230306646767190e+01; 4.67695795279893201e+00; 2.15912514883880347e+00; 3.09329789701541946e+00; 3.31148335108792082e+01; 4.64768533802027051e+00; 2.15278856435075294e+00; 3.10245457739694164e+00; 
34; 3.41251478682494920e+01; 4.99676980698441486e+00; 2.23183955921052624e+00; 3.09835067641994488e+00; 3.41166409718226333e+01; 4.96544642787219992e+00; 2.22527331165510756e+00; 3.10831380782109523e+00; 
35; 3.51378472003913629e+01; 5.29841155763624627e+00; 2.29769660899356465e+00; 3.09229895480944972e+00; 3.51288614293198123e+01; 5.27055823069532003e+00; 2.29215029235191636e+00; 3.09939919453002899e+00; 
36; 3.61315881872134597e+01; 5.60154870446486797e+00; 2.36309823186654233e+00; 3.05189945445662758e+00; 3.61224172888215165e+01; 5.57203072476102967e+00; 2.35733848485078834e+00; 3.06387134250462356e+00; 
37; 3.71363074622793263e+01; 5.92179819495633097e+00; 2.42965398167789992e+00; 3.09636342847127821e+00; 3.71276773079439835e+01; 5.89024238584135684e+00; 2.42362144133062607e+00; 3.10059263874460811e+00; 
38; 3.81433071368124956e+01; 6.26440572718537325e+00; 2.49877345746348878e+00; 3.10726654283433845e+00; 3.81348229376128742e+01; 6.23810483615889044e+00; 2.49397827008422412e+00; 3.11517192644274132e+00; 
39; 3.91358111126976169e+01; 6.57158044112813844e+00; 2.55990933097170226e+00; 3.14274696815110666e+00; 3.91271372045630912e+01; 6.54400072706590308e+00; 2.55496318139454415e+00; 3.15452806311874578e+00; 
40; 4.01391943354370611e+01; 6.92104320014393437e+00; 2.62710261259931377e+00; 3.21210799748872544e+00; 4.01300402527831750e+01; 6.89069737989611752e+00; 2.62179078352034756e+00; 3.22061275821951520e+00; 
41; 4.11463381147248128e+01; 7.23880213499337088e+00; 2.68651954974687035e+00; 3.19226443710592722e+00; 4.11365525630008051e+01; 7.21016921565772240e+00; 2.68170143998091293e+00; 3.20020921167330252e+00; 
42; 4.21538596781620285e+01; 7.57848726070852319e+00; 2.74860227391022605e+00; 3.18703622392484842e+00; 4.21437257866207275e+01; 7.54849955630306813e+00; 2.74369139200517553e+00; 3.19481416566015852e+00; 
43; 4.31485867776198759e+01; 7.90722831177338925e+00; 2.80805097555046013e+00; 3.15398762237977159e+00; 4.31389813945454748e+01; 7.87943361622474470e+00; 2.80359016052542032e+00; 3.15782763132310773e+00; 
44; 4.41571547746803290e+01; 8.26991097148076015e+00; 2.87144795325910929e+00; 3.12518271586585961e+00; 4.41480027364934102e+01; 8.23971854391696290e+00; 2.86667293807778689e+00; 3.12940412346900976e+00; 
45; 4.51637758379686005e+01; 8.63217897589002270e+00; 2.93348878484094433e+00; 3.17699748079345001e+00; 4.51552501649025899e+01; 8.60334944309253835e+00; 2.92903513625054224e+00; 3.17923534050286927e+00; 
46; 4.61694770590068373e+01; 9.08484822564251893e+00; 3.00933975351951233e+00; 3.16444098981000188e+00; 4.61615627534523156e+01; 9.04999287120848095e+00; 3.00397908579693107e+00; 3.16545662033227160e+00; 
47; 4.71728985696206777e+01; 9.53890139105635271e+00; 3.08366786079167232e+00; 3.17423203035203638e+00; 4.71644018251520265e+01; 9.49975574158747449e+00; 3.07777968371263455e+00; 3.16871675438444189e+00; 
48; 4.81757034602639322e+01; 9.92313112440793432e+00; 3.14519624482465554e+00; 3.18692477145018538e+00; 4.81676072584874433e+01; 9.89525823473828048e+00; 3.14120455265818777e+00; 3.17733669080708214e+00; 
49; 4.91747670337192488e+01; 1.03421680059445080e+01; 3.21117182503044685e+00; 3.17322187964618552e+00; 4.91667286323050092e+01; 1.03130807607228263e+01; 3.20706755836115187e+00; 3.16377631246138957e+00; 
50; 5.01751491381242687e+01; 1.06892163373764912e+01; 3.26474181472148040e+00; 3.13580054891775495e+00; 5.01670113981224688e+01; 1.06637031838649285e+01; 3.26125901712239363e+00; 3.12707175828164008e+00; 
51; 5.11782836163829060e+01; 1.11613780614730622e+01; 3.33610446682992468e+00; 3.12680274271809244e+00; 5.11696839744704945e+01; 1.11417621210455771e+01; 3.33361207549011596e+00; 3.12549060855696581e+00; 
52; 5.21894334571640997e+01; 1.15332758722516076e+01; 3.39078026972530822e+00; 3.13613444487048065e+00; 5.21798228814442808e+01; 1.15230807862924838e+01; 3.38980007044686804e+00; 3.14046511955116348e+00; 
53; 5.31800066317332707e+01; 1.20524709436134305e+01; 3.46699705164937511e+00; 3.13899589569004123e+00; 5.31699484939159248e+01; 1.20323961651608560e+01; 3.46460873325927965e+00; 3.14488360366219144e+00; 
54; 5.41813153278556427e+01; 1.25038500617408825e+01; 3.53142673909929439e+00; 3.12008218968384554e+00; 5.41715240180472293e+01; 1.24815125271538570e+01; 3.52875219282777985e+00; 3.12461983942661314e+00; 
55; 5.51700512020053253e+01; 1.29461826421927064e+01; 3.59405971443008099e+00; 3.11991604275378398e+00; 5.51601341402792613e+01; 1.29210871346094098e+01; 3.59102272225147212e+00; 3.11965519010545345e+00; 
56; 5.61719254692483432e+01; 1.34728125789783260e+01; 3.66650435865036606e+00; 3.13956211986453404e+00; 5.61607247490373567e+01; 1.34365665311486140e+01; 3.66206691448906785e+00; 3.13789741812923539e+00; 
57; 5.71744866856327718e+01; 1.40018602550015405e+01; 3.73783555704880666e+00; 3.15554676845798321e+00; 5.71629174509903990e+01; 1.39633951676065617e+01; 3.73320948672444786e+00; 3.14890386638901276e+00; 
58; 5.81835086050940333e+01; 1.45552639543307514e+01; 3.81072021357998958e+00; 3.16415832126004481e+00; 5.81708501754051923e+01; 1.45045253560185898e+01; 3.80464657669838324e+00; 3.15674247366599792e+00; 
59; 5.91883088326496534e+01; 1.51903571733906340e+01; 3.89292909734262116e+00; 3.16865220934554692e+00; 5.91749522758907034e+01; 1.51315768210940202e+01; 3.88599646451906633e+00; 3.16216019989999042e+00; 
60; 6.01988240189540917e+01; 1.56011767277839102e+01; 3.94482518462743226e+00; 3.19007171890977226e+00; 6.01840604471163800e+01; 1.55442228017584192e+01; 3.93831747749792749e+00; 3.18582634017815058e+00; 
61; 6.12033996262216036e+01; 1.60986247702117318e+01; 4.00715027947099856e+00; 3.19802609401801030e+00; 6.11889587188922448e+01; 1.60493235755987946e+01; 4.00170191020687493e+00; 3.19114203966833720e+00; 
62; 6.22187671227022108e+01; 1.66954677794672008e+01; 4.08014812543513461e+00; 3.23460836989692302e+00; 6.22025011944682689e+01; 1.66505191452058448e+01; 4.07547695508696162e+00; 3.22086696868472666e+00; 
63; 6.32202186956322407e+01; 1.74166590125125325e+01; 4.16751277605799864e+00; 3.25083589838303366e+00; 6.32042054305390195e+01; 1.73557088483811590e+01; 4.16101057322852252e+00; 3.24035786092896938e+00; 
64; 6.42158911397680185e+01; 1.79880573250962854e+01; 4.23573468726096269e+00; 3.23997115523844714e+00; 6.42003042960651271e+01; 1.79234938133085002e+01; 4.22887360916428001e+00; 3.23155467627389026e+00; 
65; 6.52295385073800986e+01; 1.85404147679465510e+01; 4.29973567112867361e+00; 3.23696378884760616e+00; 6.52136361017477526e+01; 1.84696792904523122e+01; 4.29232325279470572e+00; 3.22576670405581956e+00; 
66; 6.62261789993655441e+01; 1.91396026273076814e+01; 4.36903258028065888e+00; 3.22388803306264515e+00; 6.62103091635806322e+01; 1.90532278177559711e+01; 4.35993094824562366e+00; 3.21203733223336130e+00; 
67; 6.72395189494460510e+01; 1.98002121821715455e+01; 4.44329189397094559e+00; 3.21349443979599814e+00; 6.72221503876722011e+01; 1.96907874087212278e+01; 4.43186604197132805e+00; 3.20591635221631188e+00; 
68; 6.82379634779179582e+01; 2.03052224334836744e+01; 4.49984397692417826e+00; 3.22893793431611176e+00; 6.82206401534043323e+01; 2.02092937336931264e+01; 4.49005697696575368e+00; 3.22387783004120632e+00; 
69; 6.92513076294484904e+01; 2.08435702541200527e+01; 4.55855401739423360e+00; 3.21906238746416928e+00; 6.92338608184846862e+01; 2.07553702481501716e+01; 4.54979992590090987e+00; 3.21555584856490650e+00; 
70; 7.02434305853373075e+01; 2.13635388144082903e+01; 4.61565600587073188e+00; 3.20187987652347150e+00; 7.02256437359820183e+01; 2.12746115154919622e+01; 4.60691832138406099e+00; 3.20212341923153998e+00; 
71; 7.12435476245094037e+01; 2.20261004244348335e+01; 4.68687368925497605e+00; 3.18472475026435919e+00; 7.12252664703370186e+01; 2.19308087465955523e+01; 4.67761304127837985e+00; 3.18168770422648484e+00; 
72; 7.22439340491780655e+01; 2.28119277412962340e+01; 4.76995009627437572e+00; 3.15853576382847656e+00; 7.22258249667768553e+01; 2.27134503274974762e+01; 4.76050978487365040e+00; 3.15740882453240612e+00; 
73; 7.32574234703572529e+01; 2.34317591396234768e+01; 4.83378653816370996e+00; 3.17130279654148817e+00; 7.32395979374985302e+01; 2.33232843324336052e+01; 4.82347148439587592e+00; 3.16940675410468353e+00; 
74; 7.42710123218748066e+01; 2.40713699726551695e+01; 4.89876742600086246e+00; 3.19482267464184133e+00; 7.42536548106213559e+01; 2.39696544698977902e+01; 4.88930605576564492e+00; 3.19027989064276429e+00; 
75; 7.52824118512227898e+01; 2.47016077108964076e+01; 4.96204103743461999e+00; 3.17108280289339373e+00; 7.52648957360327699e+01; 2.45982553176365748e+01; 4.95258372636630728e+00; 3.16441905528422351e+00; 
