name=SetSketch2;numRegisters=256;q=65534;base=1.00099999999999989e+00;a=3.00000000000000000e+01;seed=3d7088784ba2c9f9;numCycles=1000;
cardinality; avg time in seconds;avg estimated cardinality;
1;4.4289599999999997e-05;1.0000931375586275
2;6.7371000000000003e-05;2.0021190513304892
5;0.00012627539999999999;5.0123876731282584
10;0.00020037209999999999;10.016263627844454
20;0.00029568690000000001;20.069113447548329
50;0.00044759699999999999;50.201969294906277
100;0.00057266779999999996;100.53176716650204
200;0.0006978927;200.05009179023523
500;0.00086266109999999995;502.50550718990428
1000;0.0009888156999999999;1001.2874378630167
2000;0.0011232899000000001;2005.07833489429
5000;0.0013146865;5008.5789160726945
10000;0.0015238447999999999;10051.141526246769
20000;0.0017579846;20095.450474602025
50000;0.0022380017000000001;50345.272052926681
100000;0.0029165533999999998;100140.31405971899
200000;0.0041339925999999997;200442.4708388127
500000;0.0074221903999999997;502048.97949964303
1000000;0.012750735500000001;1004143.1178399893
2000000;0.023172989799999998;2008823.0835179142
5000000;0.0545479751;5021967.5681826109
10000000;0.1066787582;10062779.805360267
