name=SetSketch1;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;2.40449173481493937e-02; 5.78158050279339668e-04; 0.00000000000000000e+00; 0.00000000000000000e+00; 2.31049060186651577e-02; 5.33836682131348141e-04; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;9.99743680100792065e-01; 2.62519026363492618e-04; 9.99743680100792065e-01; 2.62519026363492618e-04; 9.99683816579123308e-01; 2.60994352943927789e-04; 9.99683816579123308e-01; 2.60994352943927789e-04; 
2;1.99906402268130012e+00; 1.02092265225904653e-03; 1.99906402268130012e+00; 1.02092265225904653e-03; 1.99895954246207186e+00; 1.01366275427819397e-03; 1.99895954246207186e+00; 1.01366275427819397e-03; 
3;2.99900535101806298e+00; 2.29217363351517022e-03; 2.99900535101806298e+00; 2.29217363351517022e-03; 2.99894009072498235e+00; 2.27582440733808738e-03; 2.99894009072498235e+00; 2.27582440733808738e-03; 
4;3.99948238613836038e+00; 4.07670176495125540e-03; 3.99948238613836038e+00; 4.07670176495125540e-03; 3.99958888540266377e+00; 4.05693522354043379e-03; 3.99958888540266377e+00; 4.05693522354043379e-03; 
5;5.00113929137776392e+00; 6.45891460052461577e-03; 5.00113929137776392e+00; 6.45891460052461577e-03; 5.00110136248397019e+00; 6.42905328090982546e-03; 5.00110136248397019e+00; 6.42905328090982546e-03; 
6;6.00289252080638214e+00; 9.10431535863898134e-03; 6.00289252080638214e+00; 9.10431535863898134e-03; 6.00278327481668939e+00; 9.05860789891401591e-03; 6.00278327481668939e+00; 9.05860789891401591e-03; 
7;7.00331332323700995e+00; 1.20874940716781867e-02; 7.00331332323700995e+00; 1.20874940716781867e-02; 7.00329286192427425e+00; 1.20109455801540276e-02; 7.00329286192427425e+00; 1.20109455801540276e-02; 
8;8.00257248399223897e+00; 1.51997914531447238e-02; 8.00257248399223897e+00; 1.51997914531447238e-02; 8.00255494121956623e+00; 1.51133638172067861e-02; 8.00255494121956623e+00; 1.51133638172067861e-02; 
9;9.00441782948859704e+00; 1.94363219544274324e-02; 9.00441782948859704e+00; 1.94363219544274324e-02; 9.00425208260143961e+00; 1.94080980209569952e-02; 9.00425208260143961e+00; 1.94080980209569952e-02; 
10;1.00026695686907576e+01; 2.38355634423885500e-02; 1.00026695686907576e+01; 2.38355634423885500e-02; 1.00025840292240407e+01; 2.37305290611916665e-02; 1.00025840292240407e+01; 2.37305290611916665e-02; 
11;1.10060352963012740e+01; 2.95606347679488388e-02; 1.10060352963012740e+01; 2.95606347679488388e-02; 1.10060481677117874e+01; 2.94565070967566234e-02; 1.10060481677117874e+01; 2.94565070967566234e-02; 
12;1.20044608023863830e+01; 3.60805523228325334e-02; 1.20044608023863830e+01; 3.60805523228325334e-02; 1.20044030351476305e+01; 3.58402149408000997e-02; 1.20044030351476305e+01; 3.58402149408000997e-02; 
13;1.30056532823483231e+01; 4.26503650601120082e-02; 1.30056532823483231e+01; 4.26503650601120082e-02; 1.30052388132209593e+01; 4.25056631981754890e-02; 1.30052388132209593e+01; 4.25056631981754890e-02; 
14;1.40029143796012026e+01; 5.00452081876242572e-02; 1.40029143796012026e+01; 5.00452081876242572e-02; 1.40029655733972245e+01; 4.97749277050897540e-02; 1.40029655733972245e+01; 4.97749277050897540e-02; 
15;1.49987065178922574e+01; 5.74226030220539724e-02; 1.49987065178922574e+01; 5.74226030220539724e-02; 1.49989464565558226e+01; 5.71630169836074564e-02; 1.49989464565558226e+01; 5.71630169836074564e-02; 
16;1.60016765709905435e+01; 6.68357329085815799e-02; 1.60016765709905435e+01; 6.68357329085815799e-02; 1.60020574886091858e+01; 6.64863962657141760e-02; 1.60020574886091858e+01; 6.64863962657141760e-02; 
17;1.69997800173561799e+01; 7.49381731842956450e-02; 1.69997800173561799e+01; 7.49381731842956450e-02; 1.70002664145267133e+01; 7.46761513860416809e-02; 1.70002664145267133e+01; 7.46761513860416809e-02; 
18;1.79992399109068764e+01; 8.63186673163477969e-02; 1.79992399109068764e+01; 8.63186673163477969e-02; 1.79993945802835142e+01; 8.59327339492459152e-02; 1.79993945802835142e+01; 8.59327339492459152e-02; 
19;1.89986139568486330e+01; 9.67076855278591191e-02; 1.89986139568486330e+01; 9.67076855278591191e-02; 1.89983694226320949e+01; 9.61724914994553648e-02; 1.89983694226320949e+01; 9.61724914994553648e-02; 
20;2.00012892425274025e+01; 1.07613746125348200e-01; 2.00012892425274025e+01; 1.07613746125348200e-01; 2.00004968181938914e+01; 1.06901577659262087e-01; 2.00004968181938914e+01; 1.06901577659262087e-01; 
21;2.10002676792674450e+01; 1.15298616427108189e-01; 2.10002676792674450e+01; 1.15298616427108189e-01; 2.09995331282563917e+01; 1.14587082949824365e-01; 2.09995331282563917e+01; 1.14587082949824365e-01; 
22;2.20014556304050117e+01; 1.26535783373497329e-01; 2.20014556304050117e+01; 1.26535783373497329e-01; 2.20004745739256222e+01; 1.25711600005777357e-01; 2.20004745739256222e+01; 1.25711600005777357e-01; 
23;2.30061057732287857e+01; 1.38499095212767737e-01; 2.30061057732287857e+01; 1.38499095212767737e-01; 2.30050104230640002e+01; 1.37744948876233481e-01; 2.30050104230640002e+01; 1.37744948876233481e-01; 
24;2.40150186598042019e+01; 1.53448321621006606e-01; 2.40150186598042019e+01; 1.53448321621006606e-01; 2.40137792414430749e+01; 1.52433549859245593e-01; 2.40137792414430749e+01; 1.52433549859245593e-01; 
25;2.50169100504579696e+01; 1.70440946257966325e-01; 2.50169100504579696e+01; 1.70440946257966325e-01; 2.50155174795653501e+01; 1.69206265090314223e-01; 2.50155174795653501e+01; 1.69206265090314223e-01; 
