name=GeneralizedHyperLogLog;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.44140625000000000e-04;registerStateType=registers with lower bound;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
646; 6.46054076821881608e+02; 5.48517847779485948e+01; 7.40600165239544950e+00; 2.95256337082054232e+00; 6.46052394858433900e+02; 5.36994410019405066e+01; 7.32780292998863825e+00; 2.95066233641579601e+00; 
652; 6.52053852929318282e+02; 5.55446629829943745e+01; 7.45263462441293090e+00; 2.95081644476877170e+00; 6.52051289779936042e+02; 5.43453579764154355e+01; 7.37175198544345456e+00; 2.94801215181834131e+00; 
658; 6.58073810153293834e+02; 5.67355921236122356e+01; 7.53194159462772728e+00; 2.96164659573789324e+00; 6.58070974086458591e+02; 5.55195665832773315e+01; 7.45080728930282987e+00; 2.95924782736598146e+00; 
664; 6.64083574753426660e+02; 5.77445244455706472e+01; 7.59852220541341961e+00; 2.94415583910113510e+00; 6.64081666497514902e+02; 5.64926013695918030e+01; 7.51571233834660735e+00; 2.94421539942500488e+00; 
670; 6.70094657223439071e+02; 5.89638389722376388e+01; 7.67820805802289108e+00; 2.92719216500580570e+00; 6.70092512949434536e+02; 5.76875259315363138e+01; 7.59466702928597392e+00; 2.92446103823316017e+00; 
676; 6.76090787266762050e+02; 5.99927585500247673e+01; 7.74496715436670424e+00; 2.92334954975512717e+00; 6.76088349560739857e+02; 5.87251992531588556e+01; 7.66272755670429717e+00; 2.91965173943765954e+00; 
682; 6.82083997861417060e+02; 6.09529170130492517e+01; 7.80678303607359148e+00; 2.92515655313267819e+00; 6.82079422221765753e+02; 5.96713999186712769e+01; 7.72431822424228365e+00; 2.92207805584946945e+00; 
688; 6.88093644005330134e+02; 6.17610830219389371e+01; 7.85826404635307085e+00; 2.91915346891276295e+00; 6.88089979022865805e+02; 6.04642541968997449e+01; 7.77535581001564235e+00; 2.92208217141105830e+00; 
694; 6.94086759045667691e+02; 6.29459637910976397e+01; 7.93337485935795605e+00; 2.91336660227642907e+00; 6.94083965221279072e+02; 6.16055947100813484e+01; 7.84847402694927965e+00; 2.91462941655853314e+00; 
700; 7.00092737920074796e+02; 6.40426885931349403e+01; 8.00213023333878581e+00; 2.92559101422106060e+00; 7.00090026075000310e+02; 6.26644925433996036e+01; 7.91557880696154470e+00; 2.92393761164206500e+00; 
706; 7.06081666227998539e+02; 6.51339742996330529e+01; 8.07014900276555913e+00; 2.93132881804486445e+00; 7.06078778930930184e+02; 6.37195647284016502e+01; 7.98206480858449119e+00; 2.92656000151712847e+00; 
713; 7.13098305601430980e+02; 6.64140072657728098e+01; 8.14888601432733140e+00; 2.90832984235287517e+00; 7.13095336144240150e+02; 6.49389577899802219e+01; 8.05790722269633619e+00; 2.90358453934408667e+00; 
720; 7.20095651739026039e+02; 6.81073269366191312e+01; 8.25216200043601056e+00; 2.91807554947174319e+00; 7.20092718763365156e+02; 6.65991599684168705e+01; 8.16030411193954563e+00; 2.90961465433690059e+00; 
727; 7.27090061176001427e+02; 6.95042478247030715e+01; 8.33643429826447502e+00; 2.91907460232916982e+00; 7.27085746242697155e+02; 6.79238294429208338e+01; 8.24114537092900079e+00; 2.91497984539817168e+00; 
734; 7.34091073971726473e+02; 7.08648140634926449e+01; 8.41763147180771476e+00; 2.93368374713778524e+00; 7.34088490053916871e+02; 6.91728634218685698e+01; 8.31655174529846342e+00; 2.92843257270819146e+00; 
741; 7.41086048594042154e+02; 7.22993994068022374e+01; 8.50246993798073625e+00; 2.91967600057632870e+00; 7.41083726132649645e+02; 7.05505141829498399e+01; 8.39901804484676973e+00; 2.91471772265529561e+00; 
748; 7.48082153534191775e+02; 7.38323773309866880e+01; 8.59218413023180538e+00; 2.92424978281249004e+00; 7.48080700340130079e+02; 7.20187767979400491e+01; 8.48600402150757027e+00; 2.92170913635943030e+00; 
755; 7.55079918064999674e+02; 7.51901292135808035e+01; 8.67085591602510064e+00; 2.92460992045102941e+00; 7.55078464500625046e+02; 7.33116958367017020e+01; 8.56186540181775690e+00; 2.92185505915602173e+00; 
762; 7.62072819407911311e+02; 7.60953914486635767e+01; 8.72296330282861909e+00; 2.92270993633919929e+00; 7.62072593528457787e+02; 7.41336967757455909e+01; 8.60978669627600190e+00; 2.91771872193617199e+00; 
769; 7.69076271322658727e+02; 7.76360690387430594e+01; 8.81080312594046156e+00; 2.94131873592477611e+00; 7.69077781374907772e+02; 7.56353447403764534e+01; 8.69651049548575727e+00; 2.93782529711163010e+00; 
776; 7.76081105362699645e+02; 7.90726810892071512e+01; 8.89191222456387997e+00; 2.93712230079911674e+00; 7.76082689057551647e+02; 7.70257639887165908e+01; 8.77604275903880193e+00; 2.93479244186040811e+00; 
783; 7.83082624020135881e+02; 8.10196841449949829e+01; 9.00071427256144574e+00; 2.91417927603217120e+00; 7.83084373626202023e+02; 7.88765593959342368e+01; 8.88084683389681118e+00; 2.91546480265512420e+00; 
790; 7.90078683627421924e+02; 8.20576489508087690e+01; 9.05822597629275883e+00; 2.93704998976767051e+00; 7.90080621920847193e+02; 7.98630572660699158e+01; 8.93624962565104575e+00; 2.93724477000881778e+00; 
797; 7.97076753597332981e+02; 8.31469095279916957e+01; 9.11816968548447093e+00; 2.94839327171452448e+00; 7.97077655917651782e+02; 8.08762830509140969e+01; 8.99278892276296915e+00; 2.94968613296871762e+00; 
804; 8.04082179326837377e+02; 8.45971574824573480e+01; 9.19730417245714627e+00; 2.91696198891952507e+00; 8.04083632875609055e+02; 8.23155319910231924e+01; 9.07240527826773224e+00; 2.91654763815769869e+00; 
812; 8.12065319953685048e+02; 8.68926319060026344e+01; 9.32139287926719895e+00; 2.91554353933682364e+00; 8.12068123951324310e+02; 8.45555882226976649e+01; 9.19515890835791438e+00; 2.91282358273729969e+00; 
820; 8.20042105142731089e+02; 8.85958635071289677e+01; 9.41244339500028637e+00; 2.91646135203044343e+00; 8.20046669232377781e+02; 8.63011647887858970e+01; 9.28972479525279304e+00; 2.91338533252040044e+00; 
828; 8.28028802741314053e+02; 9.10126672335873081e+01; 9.54001245469205017e+00; 2.91260244300927607e+00; 8.28035112520612302e+02; 8.86447726445920949e+01; 9.41506982212496979e+00; 2.91054176307499191e+00; 
836; 8.36041410835735633e+02; 9.29697519966294692e+01; 9.64199342145146687e+00; 2.92952815431458058e+00; 8.36048418527117406e+02; 9.05488047944172649e+01; 9.51559038844403560e+00; 2.92571086775056077e+00; 
844; 8.44042101345560923e+02; 9.43989625197710751e+01; 9.71582163259870946e+00; 2.91382951086306807e+00; 8.44051250691147857e+02; 9.18831068729805480e+01; 9.58543062358899967e+00; 2.91580221516087512e+00; 
852; 8.52041639414676411e+02; 9.64887726156459422e+01; 9.82278162104764974e+00; 2.93194971359565626e+00; 8.52052580628665510e+02; 9.39296916091925880e+01; 9.69159052409262856e+00; 2.93155212509915808e+00; 
860; 8.60050845131349547e+02; 9.82355059366798287e+01; 9.91125222710519971e+00; 2.92988251239564468e+00; 8.60061495893943857e+02; 9.56101235479368654e+01; 9.77784954900435288e+00; 2.93314305942693121e+00; 
868; 8.68052344443644529e+02; 1.00349538382224182e+02; 1.00173249144391772e+01; 2.94310092164536741e+00; 8.68062728445103630e+02; 9.75918985711043376e+01; 9.87866204064497566e+00; 2.94578486653626026e+00; 
876; 8.76035546370732391e+02; 1.02260299849398493e+02; 1.01123210147288329e+01; 2.94255122826952231e+00; 8.76047610852536764e+02; 9.94978744219924636e+01; 9.97474849952183895e+00; 2.94209827778304200e+00; 
884; 8.84030234973158258e+02; 1.04105207860648903e+02; 1.02031511655491265e+01; 2.95752580747538030e+00; 8.84042622106709700e+02; 1.01288266912667325e+02; 1.00641169641795667e+01; 2.95578605831126140e+00; 
892; 8.92043887608176874e+02; 1.06087742357249155e+02; 1.02997969026140375e+01; 2.98775425722247334e+00; 8.92056093992158253e+02; 1.03227074031031890e+02; 1.01599176913533249e+01; 2.98725662416406346e+00; 
900; 9.00033373226526805e+02; 1.07823338591140669e+02; 1.03837481103353095e+01; 2.98743641272479543e+00; 9.00046321807390314e+02; 1.04922784477234487e+02; 1.02430776023319492e+01; 2.98648482244354474e+00; 
909; 9.09032954541317395e+02; 1.09579919078090782e+02; 1.04679908805986983e+01; 2.99901207217977506e+00; 9.09046188356597213e+02; 1.06697822687950165e+02; 1.03293605476653081e+01; 2.99548347947443672e+00; 
918; 9.18020477236196257e+02; 1.12085710268576747e+02; 1.05870340960711822e+01; 3.03516294883227422e+00; 9.18035046314406600e+02; 1.09115874850913144e+02; 1.04457956425903529e+01; 3.03082417752149746e+00; 
927; 9.27041275863835040e+02; 1.13957233353057092e+02; 1.06749955342436547e+01; 3.02005280883591887e+00; 9.27055377240404255e+02; 1.10916919718109980e+02; 1.05315646073769020e+01; 3.01711281490513139e+00; 
936; 9.36040090500454426e+02; 1.15695147362263100e+02; 1.07560931622051044e+01; 3.03782226394898736e+00; 9.36054307561037490e+02; 1.12566632825557207e+02; 1.06096033627261974e+01; 3.03379383441704276e+00; 
945; 9.45025882510934821e+02; 1.17707773189636967e+02; 1.08492904507744043e+01; 3.02749777204613224e+00; 9.45043071102564568e+02; 1.14463015759980934e+02; 1.06986522814840708e+01; 3.03009533817251953e+00; 
954; 9.54002505557453674e+02; 1.19999457441823481e+02; 1.09544260992534799e+01; 3.02118082158665757e+00; 9.54019408948678574e+02; 1.16640089885625017e+02; 1.07999867212111482e+01; 3.02907826241544154e+00; 
963; 9.62990580185235331e+02; 1.22137493342063408e+02; 1.10515792812228284e+01; 3.00471208822516189e+00; 9.63008810729285528e+02; 1.18777644729918080e+02; 1.08985121507923370e+01; 3.01441815112093892e+00; 
972; 9.71982740336950883e+02; 1.24035802483886897e+02; 1.11371228146194845e+01; 3.00261780187851857e+00; 9.71999699558895827e+02; 1.20545426800628775e+02; 1.09793181350375448e+01; 3.01274576271535111e+00; 
981; 9.80986414967222458e+02; 1.26552107155010731e+02; 1.12495298835948994e+01; 3.00244643624344354e+00; 9.81002397433057581e+02; 1.23035379672024490e+02; 1.10921311714358986e+01; 3.01463082745666577e+00; 
990; 9.89998725215918171e+02; 1.29018542836928475e+02; 1.13586328936124179e+01; 3.02270368742077755e+00; 9.90013501012330266e+02; 1.25491243804087162e+02; 1.12022793005152614e+01; 3.03225910511315666e+00; 
999; 9.98995530696496871e+02; 1.31269772810931443e+02; 1.14573012894074466e+01; 3.02904614023336416e+00; 9.99010405955025362e+02; 1.27617108836585629e+02; 1.12967694741764468e+01; 3.03387831961336030e+00; 
1008; 1.00800307110489985e+03; 1.32854422915397436e+02; 1.15262488904114786e+01; 3.03343497527366912e+00; 1.00801659922634906e+03; 1.29150715585385626e+02; 1.13644375158240933e+01; 3.03728916072374222e+00; 
1018; 1.01801150123129059e+03; 1.35461990764231217e+02; 1.16388082932021000e+01; 3.05014742677238404e+00; 1.01802390208678025e+03; 1.31702887613787539e+02; 1.14761629608521467e+01; 3.05055679685720627e+00; 
1028; 1.02801258034831926e+03; 1.38007479760701415e+02; 1.17476517438821748e+01; 3.04641229679930081e+00; 1.02802368459497302e+03; 1.34147248311879224e+02; 1.15821710983666719e+01; 3.05353175171232216e+00; 
1038; 1.03801120649016138e+03; 1.40710008264849648e+02; 1.18621196537308489e+01; 3.04004615149738999e+00; 1.03802011924785802e+03; 1.36877435159685973e+02; 1.16994457294160341e+01; 3.04802608343300907e+00; 
1048; 1.04802990794383982e+03; 1.43609687682552789e+02; 1.19836886306949832e+01; 3.03564098869718402e+00; 1.04804123408163878e+03; 1.39752988513403267e+02; 1.18216449051692472e+01; 3.04921548789863284e+00; 
1058; 1.05802236354931142e+03; 1.46891764955860481e+02; 1.21198706605113262e+01; 3.04301919613415572e+00; 1.05803365003249723e+03; 1.42853281201005899e+02; 1.19520771783116668e+01; 3.05386114913078677e+00; 
1068; 1.06805174461948991e+03; 1.50077234545190407e+02; 1.22504921141783392e+01; 3.04666438596456413e+00; 1.06806100980990823e+03; 1.45935429405096130e+02; 1.20802196672159443e+01; 3.05380198951129955e+00; 
1078; 1.07806020751517531e+03; 1.53373530278799649e+02; 1.23842603870362815e+01; 3.06077823621362821e+00; 1.07807151176722800e+03; 1.49315904839857126e+02; 1.22192794757712839e+01; 3.06841770380335044e+00; 
1088; 1.08805218247170683e+03; 1.56167128396246710e+02; 1.24965757464152372e+01; 3.05987477963180821e+00; 1.08806457815223462e+03; 1.52000199119203444e+02; 1.23286669507071078e+01; 3.06988137715743870e+00; 
1098; 1.09805998680240600e+03; 1.59309188300277498e+02; 1.26216318233346634e+01; 3.08187329267020926e+00; 1.09806957171301360e+03; 1.54999847922893395e+02; 1.24496991007671056e+01; 3.09371545350258836e+00; 
1108; 1.10806018169907566e+03; 1.60976621542435481e+02; 1.26875135351861594e+01; 3.07894243588644034e+00; 1.10807031540093135e+03; 1.56553234844664928e+02; 1.25119259344458200e+01; 3.09658890974076062e+00; 
1119; 1.11906865863733765e+03; 1.64311400202506093e+02; 1.28182169662564327e+01; 3.06361924048734258e+00; 1.11907498567315224e+03; 1.59843628692941763e+02; 1.26427056377092235e+01; 3.08271921603426335e+00; 
1130; 1.13008284268453531e+03; 1.68119853230688392e+02; 1.29658393604235016e+01; 3.07050980510203786e+00; 1.13008897821339133e+03; 1.63533168299061600e+02; 1.27876992135646965e+01; 3.08640108564871474e+00; 
1141; 1.14108647601812913e+03; 1.71364629408882251e+02; 1.30903457290924905e+01; 3.06381476180943446e+00; 1.14109066313132257e+03; 1.66605332007931764e+02; 1.29072503735129889e+01; 3.08013003634525084e+00; 
1152; 1.15207732453943458e+03; 1.74794906457044732e+02; 1.32207763528714768e+01; 3.06616852237703874e+00; 1.15207992339286511e+03; 1.69874542994138636e+02; 1.30333478141807984e+01; 3.08049706293359193e+00; 
1163; 1.16308051003670107e+03; 1.78287248152038046e+02; 1.33521820795713797e+01; 3.06902054915024403e+00; 1.16308084512203368e+03; 1.73223824855973817e+02; 1.31612039313360434e+01; 3.08051469097169450e+00; 
1174; 1.17404653744333632e+03; 1.82359758431585050e+02; 1.35039843267812163e+01; 3.05917093865276701e+00; 1.17404527232240412e+03; 1.77019392036529155e+02; 1.33047864489946939e+01; 3.06871500315508827e+00; 
1185; 1.18505008338003381e+03; 1.86610579180687068e+02; 1.36604564651307125e+01; 3.06790406283430528e+00; 1.18504932657002382e+03; 1.80997081802312181e+02; 1.34534251658008337e+01; 3.07281226863048706e+00; 
1196; 1.19605332509774712e+03; 1.89295116986200782e+02; 1.37583528599957052e+01; 3.05749517145445449e+00; 1.19605000987497124e+03; 1.83761666808307297e+02; 1.35557797939002089e+01; 3.05832171581529089e+00; 
1207; 1.20706190611709258e+03; 1.93323956783931038e+02; 1.39039607456507301e+01; 3.06753115244318009e+00; 1.20705839962390996e+03; 1.87662383641064736e+02; 1.36988675854974282e+01; 3.07107543877799882e+00; 
1219; 1.21906707807615612e+03; 1.98271079032126323e+02; 1.40807165855941019e+01; 3.08214174981988664e+00; 1.21906312486174943e+03; 1.92293406666478177e+02; 1.38668461417262527e+01; 3.09070151293174122e+00; 
1231; 1.23105769584660538e+03; 2.02935591205858259e+02; 1.42454295265233597e+01; 3.07237419448884008e+00; 1.23105320979175917e+03; 1.96805665054185027e+02; 1.40286433332752036e+01; 3.08190932352866964e+00; 
1243; 1.24304067103804528e+03; 2.06647019967252277e+02; 1.43751648976252486e+01; 3.08729175895398278e+00; 1.24303623760578057e+03; 2.00289649533344516e+02; 1.41523261822666573e+01; 3.09725866654110593e+00; 
1255; 1.25506190709259658e+03; 2.10447996701914263e+02; 1.45066937726623433e+01; 3.09962246383416362e+00; 1.25505640135697126e+03; 2.03941544601846090e+02; 1.42806989846007450e+01; 3.10290708467167464e+00; 
1267; 1.26705770217582835e+03; 2.15051676206719776e+02; 1.46645268135601086e+01; 3.10101314305964859e+00; 1.26705515270885780e+03; 2.08427693840199481e+02; 1.44369197552284252e+01; 3.10281988691918764e+00; 
1279; 1.27908607779146087e+03; 2.18070075406675187e+02; 1.47669450469788348e+01; 3.08191718791124458e+00; 1.27908388733550214e+03; 2.11438646483976015e+02; 1.45406880648378394e+01; 3.08083782434733999e+00; 
1291; 1.29109397351864823e+03; 2.22168694507334578e+02; 1.49050281276194632e+01; 3.07406586199528453e+00; 1.29109177115421994e+03; 2.15467803911660098e+02; 1.46785347350105795e+01; 3.07475883407923911e+00; 
1303; 1.30310051494270306e+03; 2.25644157504880837e+02; 1.50211202728416637e+01; 3.06638512412944220e+00; 1.30310221283413557e+03; 2.18853730021817228e+02; 1.47933526476709947e+01; 3.06559351991352980e+00; 
1316; 1.31611914463304447e+03; 2.29776432641452175e+02; 1.51579100537596378e+01; 3.07693489671761844e+00; 1.31612095681857954e+03; 2.22948908170779703e+02; 1.49309838128242038e+01; 3.07484784169577052e+00; 
1329; 1.32913398574585426e+03; 2.34395172669406008e+02; 1.53093834131003561e+01; 3.06183703550449637e+00; 1.32913524042534459e+03; 2.27310391712755717e+02; 1.50762097935823931e+01; 3.06139884928993622e+00; 
1342; 1.34219884683703572e+03; 2.39812005573738418e+02; 1.54845879993346163e+01; 3.03915213189561673e+00; 1.34219787618834653e+03; 2.32607610284075236e+02; 1.52501952544274921e+01; 3.03809705301389643e+00; 
1355; 1.35524143405989821e+03; 2.45130521469387190e+02; 1.56547830091671099e+01; 3.05141106114996452e+00; 1.35523942240482006e+03; 2.37711318614807340e+02; 1.54160304724296111e+01; 3.05411404791249419e+00; 
1368; 1.36822893998772474e+03; 2.49371146935484745e+02; 1.57898300629710704e+01; 3.07575214100766692e+00; 1.36822367392348747e+03; 2.41765419470663801e+02; 1.55471987652636496e+01; 3.07662405716284404e+00; 
1381; 1.38122473707224299e+03; 2.54205485436478455e+02; 1.59422388228516336e+01; 3.06015929029444766e+00; 1.38121626927526086e+03; 2.46206870581099338e+02; 1.56894900548640734e+01; 3.05793226734626389e+00; 
1394; 1.39423198312176328e+03; 2.59247960706011042e+02; 1.60995075867937061e+01; 3.05117169180595926e+00; 1.39422207928505122e+03; 2.51259183343817057e+02; 1.58496013872578736e+01; 3.04293174879778183e+00; 
1407; 1.40720467842788275e+03; 2.65476025101062930e+02; 1.62921493929507122e+01; 3.05165784537712348e+00; 1.40720064591730261e+03; 2.57112368520170094e+02; 1.60334684250177872e+01; 3.04267541023983812e+00; 
1421; 1.42126001451626826e+03; 2.71082501481864995e+02; 1.64625299979436868e+01; 3.04661068860530593e+00; 1.42125903789932045e+03; 2.62621462184505674e+02; 1.62035292930652375e+01; 3.04255870419173968e+00; 
1435; 1.43527897433067119e+03; 2.77671474802808802e+02; 1.66611418613982316e+01; 3.04492135051756163e+00; 1.43527951180753621e+03; 2.68931554415689902e+02; 1.63967505184758586e+01; 3.03218643751706463e+00; 
1449; 1.44929207588847862e+03; 2.83832908762162788e+02; 1.68448093024984189e+01; 3.03273002643184020e+00; 1.44929754053446118e+03; 2.74885329785431793e+02; 1.65769960914452028e+01; 3.01762199040597867e+00; 
1463; 1.46327507494328984e+03; 2.89060735399229543e+02; 1.69995608524102586e+01; 3.04243735365668799e+00; 1.46328516960225534e+03; 2.79918751850523620e+02; 1.67283421219341406e+01; 3.02698223246610132e+00; 
1477; 1.47728603760675287e+03; 2.94607963673578809e+02; 1.71617640748583540e+01; 3.05128431538838596e+00; 1.47729458436579148e+03; 2.85392690776031827e+02; 1.68910008829394940e+01; 3.03913763821139105e+00; 
1491; 1.49131626994035105e+03; 2.99906490232725560e+02; 1.73149202584810524e+01; 3.04387064271866281e+00; 1.49132900022237050e+03; 2.90495782191193598e+02; 1.70407611638938441e+01; 3.02890696228740941e+00; 
1505; 1.50530789539274610e+03; 3.06539659593844249e+02; 1.75055665438445800e+01; 3.03407114616374551e+00; 1.50532415154172259e+03; 2.96511738087806464e+02; 1.72164649061823454e+01; 3.01819527157026624e+00; 
1520; 1.52028380791784798e+03; 3.12536560351311721e+02; 1.76764253574380490e+01; 3.02726971195514016e+00; 1.52030343532332881e+03; 3.02162717079874540e+02; 1.73801796332614131e+01; 3.01310844548584811e+00; 
1535; 1.53531353153433270e+03; 3.18925347370464692e+02; 1.78557286422998125e+01; 3.03061823567169242e+00; 1.53533019077678341e+03; 3.08094777419083869e+02; 1.75495228274165385e+01; 3.02123085963843074e+00; 
1550; 1.55030271304245298e+03; 3.25445160931080693e+02; 1.80375587523647098e+01; 3.03306349955338694e+00; 1.55032540666634486e+03; 3.14242631620098336e+02; 1.77239031288708979e+01; 3.03109861362297917e+00; 
1565; 1.56527866880174270e+03; 3.32000920403217606e+02; 1.82187613218394020e+01; 3.02502793519477509e+00; 1.56530273021393032e+03; 3.20745401392020085e+02; 1.79068075270158857e+01; 3.01564348786943714e+00; 
1580; 1.58026379974060569e+03; 3.38210518319551056e+02; 1.83886086481932587e+01; 3.02662887197475250e+00; 1.58028967181090275e+03; 3.26974638469575780e+02; 1.80801197095468851e+01; 3.01525997659875378e+00; 
1595; 1.59528159792501106e+03; 3.44730162999668607e+02; 1.85647748601565183e+01; 3.02024214272816449e+00; 1.59531051684870249e+03; 3.33105624825914390e+02; 1.82485397802834228e+01; 3.00666301235553179e+00; 
1610; 1.61028393980752480e+03; 3.52172219974367465e+02; 1.87641039796754541e+01; 3.02099371869394906e+00; 1.61031302178474448e+03; 3.40343634316871203e+02; 1.84457488782414600e+01; 3.00818820147193744e+00; 
1626; 1.62625611580977625e+03; 3.59864992826664889e+02; 1.89683788848348769e+01; 3.03631027600067993e+00; 1.62628038651242605e+03; 3.47300479488379722e+02; 1.86338901706549471e+01; 3.01915705191209893e+00; 
1642; 1.64226433162723265e+03; 3.67685050307452002e+02; 1.91732933816362419e+01; 3.04031390538543134e+00; 1.64228929608904468e+03; 3.54579703827309345e+02; 1.88280644677082023e+01; 3.01889604072776763e+00; 
1658; 1.65829597942067699e+03; 3.74093597746992828e+02; 1.93392345745515755e+01; 3.05362430449962341e+00; 1.65832230746995128e+03; 3.60484954659400671e+02; 1.89837054484684415e+01; 3.02486846692023237e+00; 
1674; 1.67428618002746430e+03; 3.82886730820890193e+02; 1.95653988411370818e+01; 3.03554469475856425e+00; 1.67431861753239014e+03; 3.68850611808582187e+02; 1.92028407970444910e+01; 3.00544602616274803e+00; 
1690; 1.69031161789122075e+03; 3.89708119104624018e+02; 1.97385666499493411e+01; 3.05170168992735924e+00; 1.69034627977135551e+03; 3.75401574663507290e+02; 1.93721879245341349e+01; 3.01888770773856097e+00; 
1706; 1.70627829597235132e+03; 3.97569475341798920e+02; 1.99372020778637307e+01; 3.06055493770213882e+00; 1.70631375913960937e+03; 3.83482489411442032e+02; 1.95801952138825293e+01; 3.02990785419671882e+00; 
1723; 1.72328574420017185e+03; 4.05416755554112342e+02; 2.01329358466713515e+01; 3.08762540488392778e+00; 1.72332630532757457e+03; 3.90921595680343557e+02; 1.97690445017847765e+01; 3.05101276795593312e+00; 
1740; 1.74030445752662763e+03; 4.10309350058032180e+02; 2.02538059552400291e+01; 3.09002193248318768e+00; 1.74034817940386506e+03; 3.95882480516009252e+02; 1.98937490589060388e+01; 3.05834666585452508e+00; 
1757; 1.75731532272307436e+03; 4.17359387757670390e+02; 2.04269419967351880e+01; 3.11435924659012331e+00; 1.75736068604575462e+03; 4.02689114890757139e+02; 2.00638735160278046e+01; 3.08586222072745464e+00; 
1774; 1.77431867480381175e+03; 4.26961520386915367e+02; 2.06605897001108936e+01; 3.11538593609975312e+00; 1.77436875258413488e+03; 4.12384173530630676e+02; 2.03038960562332456e+01; 3.08887540036466213e+00; 
1791; 1.79136714222247497e+03; 4.38698843868131632e+02; 2.09419208874593501e+01; 3.11423804079874689e+00; 1.79141448430832224e+03; 4.23808478487908189e+02; 2.05824362320417826e+01; 3.08814323460759788e+00; 
1808; 1.80836349904554231e+03; 4.46001587471085429e+02; 2.11156211349553047e+01; 3.10102655439666641e+00; 1.80841655274789514e+03; 4.30922378750020982e+02; 2.07544901782298759e+01; 3.08362139046546835e+00; 
1826; 1.82638234849251990e+03; 4.54581960641883484e+02; 2.13174991561427873e+01; 3.10543827939718264e+00; 1.82642579507473624e+03; 4.39756484493135872e+02; 2.09660483412462035e+01; 3.08365722281063004e+00; 
1844; 1.84437130777771654e+03; 4.66437429878371859e+02; 2.15939704642888799e+01; 3.10603969123919077e+00; 1.84441822918788148e+03; 4.51466080799061899e+02; 2.12436146911362869e+01; 3.08085289492246694e+00; 
1862; 1.86237925758262986e+03; 4.76114545904675765e+02; 2.18167529570898324e+01; 3.13369030886168121e+00; 1.86242177163711563e+03; 4.60930684685643484e+02; 2.14651530013595320e+01; 3.10324322652044415e+00; 
1880; 1.88041730845685947e+03; 4.85131905644461312e+02; 2.20217564988873562e+01; 3.10694540897105576e+00; 1.88046058330684241e+03; 4.69163834607168837e+02; 2.16552926007623014e+01; 3.07589566544420823e+00; 
1898; 1.89841600696191153e+03; 4.96764216093507343e+02; 2.22843253050471546e+01; 3.10067466429181371e+00; 1.89845592237012124e+03; 4.80787938099189489e+02; 2.19221365950405662e+01; 3.06384487758995760e+00; 
1916; 1.91639622359197847e+03; 5.07811964242665567e+02; 2.25311999482457104e+01; 3.08760653909798011e+00; 1.91643835161616198e+03; 4.91115160222938641e+02; 2.21567824397754691e+01; 3.05241221898644000e+00; 
1935; 1.93542216981766569e+03; 5.19871006095324788e+02; 2.27967712349879719e+01; 3.06818696723990048e+00; 1.93545572566659530e+03; 5.02760519091682511e+02; 2.24176901845056413e+01; 3.03425506963774794e+00; 
1954; 1.95443551903076423e+03; 5.33298358532626935e+02; 2.30891464048902826e+01; 3.07799409739136109e+00; 1.95446761831784693e+03; 5.16114168744922381e+02; 2.27133331295461076e+01; 3.04676841129882714e+00; 
1973; 1.97339043240889487e+03; 5.43285250185471455e+02; 2.33052099908915444e+01; 3.07739181696141184e+00; 1.97341618817466019e+03; 5.26147471136478885e+02; 2.29341286849916486e+01; 3.04903995804137784e+00; 
1992; 1.99234782883052890e+03; 5.54054848446024835e+02; 2.35357996157063205e+01; 3.08246234595718249e+00; 1.99236986772654609e+03; 5.36693747646619499e+02; 2.31636988737005751e+01; 3.05253417265296312e+00; 
2011; 2.01130976351461709e+03; 5.67035620794385864e+02; 2.38104948995057626e+01; 3.05078418374601545e+00; 2.01132641647357036e+03; 5.48723536951326878e+02; 2.34225743511918090e+01; 3.03012497557654914e+00; 
2031; 2.03133115625641858e+03; 5.77643629690970897e+02; 2.40319363602852469e+01; 3.03126917810986107e+00; 2.03135051067732275e+03; 5.58567121550443062e+02; 2.36314253445603377e+01; 3.01104320269664516e+00; 
2051; 2.05128713768290027e+03; 5.89720889937252991e+02; 2.42824719064660073e+01; 3.01664757857366794e+00; 2.05131789246362905e+03; 5.70180535746255032e+02; 2.38763372427140830e+01; 2.99271668593226936e+00; 
2071; 2.07132255100406792e+03; 6.00393472247525096e+02; 2.45008047438711607e+01; 3.03918281170680471e+00; 2.07135143670393063e+03; 5.80103696771236514e+02; 2.40827778508703858e+01; 3.01681651838109444e+00; 
2091; 2.09135628429474582e+03; 6.12302558974760359e+02; 2.47421830175932449e+01; 3.02507563590553818e+00; 2.09138250146920291e+03; 5.91247090213553633e+02; 2.43125642999582539e+01; 3.00644012103468450e+00; 
2111; 2.11130506363740687e+03; 6.24191681937455087e+02; 2.49819658576860029e+01; 3.01807377975948032e+00; 2.11132630650373267e+03; 6.02878794779700343e+02; 2.45514219312307027e+01; 3.00746884535654369e+00; 
2132; 2.13234642734659064e+03; 6.37953447597020158e+02; 2.52553644933219523e+01; 3.00980439085964901e+00; 2.13236250331880274e+03; 6.16372674052808293e+02; 2.48242072460866794e+01; 3.00154812768285906e+00; 
