name=GeneralizedHyperLogLog;numRegisters=256;q=62;base=2.00000000000000000e+00;a=3.90625000000000000e-03;registerStateType=registers with lower bound;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
456; 4.57157894672391478e+02; 5.60333186185921136e+02; 2.36430215098148189e+01; 2.95620480788373596e+00; 4.57233882067095578e+02; 5.49597396788084552e+02; 2.34110002313565921e+01; 2.95184810737564529e+00; 
460; 4.61131932889932386e+02; 5.72642233113309544e+02; 2.39031579722429335e+01; 2.96724500527641011e+00; 4.61209361228580690e+02; 5.61569602945364522e+02; 2.36665808338292294e+01; 2.96558272888741437e+00; 
464; 4.65177998585808552e+02; 5.82566423984319840e+02; 2.41076490624066295e+01; 2.99097510623768192e+00; 4.65261079462304053e+02; 5.71533979264294089e+02; 2.38734927870651532e+01; 2.99036765688755057e+00; 
468; 4.69187183050449676e+02; 5.93874644206998369e+02; 2.43406088792314392e+01; 3.01438206908219497e+00; 4.69273099780643918e+02; 5.83188648609530560e+02; 2.41157182260460417e+01; 3.01460885385425703e+00; 
472; 4.73187836355832872e+02; 6.05987172314627969e+02; 2.45881316310611489e+01; 3.03355035328275013e+00; 4.73278373441603151e+02; 5.95119247632304905e+02; 2.43615477541165362e+01; 3.03340177301906477e+00; 
476; 4.77156163081944158e+02; 6.16820061245866668e+02; 2.48089368610148711e+01; 3.04738034550924475e+00; 4.77252098548726110e+02; 6.05635915301247223e+02; 2.45777982033689248e+01; 3.04206939149568045e+00; 
480; 4.81210788024958958e+02; 6.30001422648899052e+02; 2.50706085886942915e+01; 3.01865763315594959e+00; 4.81310972518257984e+02; 6.18638321749339411e+02; 2.48378677185806822e+01; 3.01595418260677084e+00; 
484; 4.85186111836863120e+02; 6.43862650555691516e+02; 2.53467116065603548e+01; 3.02259217274582337e+00; 4.85291738572384247e+02; 6.32194467310829964e+02; 2.51102743667097208e+01; 3.02303463026009611e+00; 
488; 4.89186057280755961e+02; 6.55504047191766176e+02; 2.55753262993559929e+01; 3.04460447442493942e+00; 4.89289212398092275e+02; 6.44007308742315672e+02; 2.53445307736189989e+01; 3.04286586744281529e+00; 
492; 4.93226797147155992e+02; 6.66019045469045864e+02; 2.57781693343179974e+01; 3.05495285664547378e+00; 4.93329249743313596e+02; 6.54368971086614010e+02; 2.55460773154414369e+01; 3.04669984667202609e+00; 
496; 4.97214706470162980e+02; 6.77110541723488836e+02; 2.59929803969231763e+01; 3.07821018177871109e+00; 4.97317907195886903e+02; 6.65851035122550797e+02; 2.57704124093034039e+01; 3.06966531488964334e+00; 
500; 5.01217133300600040e+02; 6.89946867012329903e+02; 2.62386252220062168e+01; 3.07594797872894654e+00; 5.01321865705847017e+02; 6.78503371702076606e+02; 2.60145352208682326e+01; 3.06591545312825842e+00; 
504; 5.05205758374181755e+02; 7.06090330253658863e+02; 2.65449896778422527e+01; 3.05876184511525961e+00; 5.05304912485820921e+02; 6.94247854352033414e+02; 2.63162508301692348e+01; 3.05080572265708350e+00; 
509; 5.10278628552937050e+02; 7.25009253646220373e+02; 2.68956197673493698e+01; 3.03914153028527378e+00; 5.10375015658786708e+02; 7.13253421593581493e+02; 2.66713845447076601e+01; 3.03752419106589011e+00; 
514; 5.15329328105812124e+02; 7.39854879091204566e+02; 2.71677707197020410e+01; 3.03523028261481898e+00; 5.15422484047102103e+02; 7.28006688181665481e+02; 2.69440759224992306e+01; 3.03686159356118557e+00; 
519; 5.20348848062731236e+02; 7.58306793767609747e+02; 2.75043160735051515e+01; 3.07088824307298580e+00; 5.20441529542362673e+02; 7.46381455750488158e+02; 2.72819253046588166e+01; 3.07205009269730089e+00; 
524; 5.25393083656948420e+02; 7.71905299138000146e+02; 2.77482362874244401e+01; 3.05888883076320006e+00; 5.25489979204182532e+02; 7.59875284561222657e+02; 2.75255380788882249e+01; 3.06471911269807418e+00; 
529; 5.30391938684766842e+02; 7.87716564962889152e+02; 2.80317511343964512e+01; 3.05796921287756529e+00; 5.30498064020237052e+02; 7.75910575662863380e+02; 2.78148589759886526e+01; 3.05778093583975163e+00; 
534; 5.35440438756153867e+02; 8.04519055868835608e+02; 2.83274459148474484e+01; 3.05545221064900119e+00; 5.35551771033959767e+02; 7.92859300968623643e+02; 2.81149659012204545e+01; 3.05064150701679049e+00; 
539; 5.40492475446472554e+02; 8.21564770059904276e+02; 2.86240683184898863e+01; 3.05385429304832012e+00; 5.40600523301085445e+02; 8.09810588042165477e+02; 2.84121261648058692e+01; 3.05586073974999817e+00; 
544; 5.45559888406547771e+02; 8.35862251779679582e+02; 2.88691704061409027e+01; 3.07238349234591857e+00; 5.45670658816990681e+02; 8.23994621724268654e+02; 2.86566488068908747e+01; 3.06622449504091055e+00; 
549; 5.50571530144237386e+02; 8.53874406070628766e+02; 2.91788399199896666e+01; 3.08526292488333720e+00; 5.50686386996968622e+02; 8.42148249566644381e+02; 2.89707498774728691e+01; 3.07892715025197683e+00; 
554; 5.55596850033306509e+02; 8.70744676725585805e+02; 2.94651446067504850e+01; 3.08995618276675854e+00; 5.55713525112494608e+02; 8.59069279261101769e+02; 2.92597524075297777e+01; 3.08930901184608864e+00; 
559; 5.60646258895036908e+02; 8.90531822323519009e+02; 2.97963362508552940e+01; 3.06208494242311202e+00; 5.60761887313407669e+02; 8.78711131353767769e+02; 2.95906553568629249e+01; 3.06513226547662621e+00; 
564; 5.65680485484201995e+02; 9.06655648712537641e+02; 3.00637924628601532e+01; 3.08800458851542992e+00; 5.65801775646511715e+02; 8.94369358761945023e+02; 2.98516827546049441e+01; 3.09000113507697627e+00; 
569; 5.70728402218829046e+02; 9.22421398866394156e+02; 3.03221705132786887e+01; 3.08699773179024062e+00; 5.70852062888304431e+02; 9.10592839102369680e+02; 3.01191417899005422e+01; 3.09155973195109368e+00; 
574; 5.75801583263149610e+02; 9.40062392498726581e+02; 3.06074613492308742e+01; 3.08711727875695852e+00; 5.75924307080268250e+02; 9.27798232477943998e+02; 3.03989354211421805e+01; 3.09272061524742758e+00; 
579; 5.80740554081470918e+02; 9.56565965811181286e+02; 3.08793853128694202e+01; 3.07866899200352462e+00; 5.80869871381439566e+02; 9.44683645462849881e+02; 3.06787748529781581e+01; 3.09257127441681723e+00; 
584; 5.85864680304243734e+02; 9.76487666517617754e+02; 3.11931183737790256e+01; 3.05841955651217123e+00; 5.85981711346457132e+02; 9.64916176928839604e+02; 3.09998225328494286e+01; 3.07450813253002364e+00; 
589; 5.90922619506556998e+02; 9.93632729906463055e+02; 3.14632525994923959e+01; 3.05723833648552157e+00; 5.91031906253609804e+02; 9.82114389454278921e+02; 3.12727636519517986e+01; 3.07234392364517683e+00; 
594; 5.95993004137386606e+02; 1.01231841855864491e+03; 3.17544698124058868e+01; 3.04741204044744007e+00; 5.96104796219743434e+02; 9.99724260758285027e+02; 3.15482819442145725e+01; 3.06525443486876270e+00; 
599; 6.01028872430814658e+02; 1.03576017625992881e+03; 3.21192131429058634e+01; 3.04256369259055326e+00; 6.01148777432147540e+02; 1.02226810877354421e+03; 3.19006405001630000e+01; 3.06831809131316824e+00; 
604; 6.05973932325297483e+02; 1.05670084715904227e+03; 3.24469480588573589e+01; 3.06178781116198051e+00; 6.06091751943561917e+02; 1.04315317845282379e+03; 3.22300752754228341e+01; 3.09312603117799023e+00; 
610; 6.12000003469094622e+02; 1.07967153974606276e+03; 3.27974316962421852e+01; 3.07252490566682912e+00; 6.12120374168667354e+02; 1.06573815083966224e+03; 3.25767119922270609e+01; 3.10808560116801003e+00; 
616; 6.18084084604673649e+02; 1.10326259372197092e+03; 3.31499500012070811e+01; 3.09237376707857026e+00; 6.18212979641738571e+02; 1.09023290406621481e+03; 3.29444323850248466e+01; 3.12688758159236535e+00; 
622; 6.24149271351587913e+02; 1.13089760316259776e+03; 3.35600690675665945e+01; 3.08087395780860041e+00; 6.24271184364240753e+02; 1.11762265008177565e+03; 3.33536260647235991e+01; 3.11287102154556816e+00; 
628; 6.30231050707375971e+02; 1.15685151718299471e+03; 3.39392682585248693e+01; 3.08318770489966898e+00; 6.30353253865072020e+02; 1.14354069453688294e+03; 3.37342984332475808e+01; 3.11193387950463096e+00; 
634; 6.36244969908402254e+02; 1.18532191581315169e+03; 3.43552328754078999e+01; 3.10186202890151019e+00; 6.36366925081929594e+02; 1.17181584869487006e+03; 3.41498684382736855e+01; 3.13031615193794810e+00; 
640; 6.42262833203167588e+02; 1.20838820227856399e+03; 3.46881505441437596e+01; 3.10104182573943454e+00; 6.42383211392191129e+02; 1.19634934325034033e+03; 3.45060813004094200e+01; 3.12999431584877819e+00; 
646; 6.48305417864838660e+02; 1.23145171327356206e+03; 3.50162356877784902e+01; 3.12041894319966451e+00; 6.48425859015424635e+02; 1.21816270161398006e+03; 3.48177815153589236e+01; 3.15339098265816675e+00; 
652; 6.54336196869341620e+02; 1.25342645347603502e+03; 3.53265995768588255e+01; 3.08575438779185340e+00; 6.54459938046718207e+02; 1.23980845147106652e+03; 3.51248794485812681e+01; 3.11684586162406330e+00; 
658; 6.60373033120739024e+02; 1.27658003692986449e+03; 3.56503681711385525e+01; 3.11274587196968477e+00; 6.60498788044276921e+02; 1.26265586514840152e+03; 3.54459013633194928e+01; 3.14405073347753117e+00; 
664; 6.66396176174465154e+02; 1.29719028977335961e+03; 3.59367309241433190e+01; 3.10163217420571025e+00; 6.66523980579312479e+02; 1.28293463282816288e+03; 3.57290379784205925e+01; 3.13421141258014346e+00; 
670; 6.72416212123545961e+02; 1.32007458532444753e+03; 3.62523999798425365e+01; 3.12479860755444738e+00; 6.72541825867102034e+02; 1.30556027052644026e+03; 3.60430214020380717e+01; 3.15459430124332485e+00; 
676; 6.78453920117954340e+02; 1.35170493362401044e+03; 3.66835550305408873e+01; 3.14361808993834435e+00; 6.78582017660785709e+02; 1.33729350354966368e+03; 3.64777560761218140e+01; 3.17237659826064844e+00; 
682; 6.84509085583895967e+02; 1.37961221636766959e+03; 3.70582879515547958e+01; 3.14358169206254834e+00; 6.84628641768079888e+02; 1.36682655841209225e+03; 3.68770497852957604e+01; 3.17280392196569139e+00; 
688; 6.90711684451358792e+02; 1.41702206985807607e+03; 3.75455568249338043e+01; 3.14283259574783980e+00; 6.90814621138456687e+02; 1.40299195942786787e+03; 3.73506340946817517e+01; 3.17410158917732410e+00; 
694; 6.96766886598492079e+02; 1.44501842597480686e+03; 3.79125673692230052e+01; 3.15683194783819232e+00; 6.96868217406665622e+02; 1.43085093077461579e+03; 3.77176916006627962e+01; 3.18816242815948048e+00; 
700; 7.02757087270828379e+02; 1.46982496091984967e+03; 3.82390302008417393e+01; 3.15775728920032472e+00; 7.02869679285214147e+02; 1.45604016407400650e+03; 3.80500342296037459e+01; 3.19072710706533158e+00; 
706; 7.08780459684347193e+02; 1.49668843216975483e+03; 3.85870117541315309e+01; 3.15313932262258678e+00; 7.08891573456971173e+02; 1.48414326438441526e+03; 3.84159090394507601e+01; 3.18422371100911050e+00; 
713; 7.15845653608374278e+02; 1.53363546700244797e+03; 3.90581326044088755e+01; 3.15436026387039670e+00; 7.15962473257374540e+02; 1.52066900719779278e+03; 3.88830652006387609e+01; 3.18202339110834975e+00; 
720; 7.22899091045578416e+02; 1.56622766002833373e+03; 3.94692656523752987e+01; 3.16802078792547626e+00; 7.23008245552691506e+02; 1.55274393988103020e+03; 3.92898765406018384e+01; 3.19746565891116630e+00; 
727; 7.29870840199463146e+02; 1.59047223060063993e+03; 3.97772611821099531e+01; 3.15580820197283263e+00; 7.29991585052143137e+02; 1.57715443186995185e+03; 3.96005662932458620e+01; 3.18898199185426501e+00; 
734; 7.36913194426321070e+02; 1.61762120027460469e+03; 4.01140187279842308e+01; 3.13524512691869806e+00; 7.37035491836143024e+02; 1.60491975633994753e+03; 3.99462832520456317e+01; 3.16529971590937853e+00; 
741; 7.43931715072846373e+02; 1.66318550156190304e+03; 4.06766585192731256e+01; 3.13916122586123914e+00; 7.44053183129151193e+02; 1.64945447875294917e+03; 4.04985499929667441e+01; 3.17107007147050846e+00; 
748; 7.50985828892199947e+02; 1.69179807475931193e+03; 4.10229557758312069e+01; 3.13743066067603449e+00; 7.51108006051049983e+02; 1.67853216739594200e+03; 4.08518355252559715e+01; 3.16809291572807572e+00; 
755; 7.57921077809214921e+02; 1.73455851169435391e+03; 4.15454668541211092e+01; 3.13559724934681894e+00; 7.58046641658094472e+02; 1.72113200925456022e+03; 4.13745088655046729e+01; 3.16468332357909166e+00; 
762; 7.64936381775366272e+02; 1.76757390296340577e+03; 4.19398565213653853e+01; 3.13996122786270737e+00; 7.65061034544383119e+02; 1.75473257886839292e+03; 4.17775375816536609e+01; 3.16795611816323186e+00; 
769; 7.72069144927408956e+02; 1.81288535147809193e+03; 4.24672309068137892e+01; 3.14684737826493954e+00; 7.72187088251931868e+02; 1.79959051658981298e+03; 4.23016900970185503e+01; 3.17683435664788272e+00; 
776; 7.79074185704342767e+02; 1.85133741195178254e+03; 4.29172086022261752e+01; 3.12028501733830144e+00; 7.79201710693242262e+02; 1.83607737588696705e+03; 4.27296901992481324e+01; 3.15200794491657188e+00; 
783; 7.86069847973678634e+02; 1.88137545479974551e+03; 4.32660546874596506e+01; 3.14234892537929245e+00; 7.86206225373788357e+02; 1.86653948344625314e+03; 4.30843312852679503e+01; 3.16589726232749813e+00; 
790; 7.93172638967005128e+02; 1.91127752190521892e+03; 4.36028884810427613e+01; 3.11585316255105038e+00; 7.93303345412587873e+02; 1.89651379387524798e+03; 4.34235155527554184e+01; 3.13445192922282434e+00; 
797; 8.00167067013878636e+02; 1.93658132715948568e+03; 4.38924938194346126e+01; 3.09437411065123458e+00; 8.00309025691011925e+02; 1.92357543562949513e+03; 4.37335773131553296e+01; 3.11640448931373060e+00; 
804; 8.07197107570677076e+02; 1.97847915707490961e+03; 4.43650499859564675e+01; 3.11344713154987174e+00; 8.07344809312840425e+02; 1.96484207459141362e+03; 4.42001620500666021e+01; 3.13939692032550033e+00; 
812; 8.15225722700415304e+02; 2.02595208221290818e+03; 4.48948415218599806e+01; 3.10581853354652759e+00; 8.15375058966231222e+02; 2.01220168926140514e+03; 4.47304221557974984e+01; 3.13363860262231420e+00; 
820; 8.23235547443520204e+02; 2.08223852509609287e+03; 4.55166975717355768e+01; 3.12082227894471087e+00; 8.23383237985091114e+02; 2.06797967165106775e+03; 4.53490173254870257e+01; 3.14875988469417134e+00; 
828; 8.31264029238029025e+02; 2.13279783188109786e+03; 4.60667336047869540e+01; 3.10937590693583843e+00; 8.31409413575981262e+02; 2.11868717281153204e+03; 4.59027566915042868e+01; 3.13952985274325647e+00; 
836; 8.39179278369588815e+02; 2.18409897195521307e+03; 4.66260781216251488e+01; 3.08974701909512506e+00; 8.39335967720241342e+02; 2.17152891880623565e+03; 4.64801058322346208e+01; 3.11905511539711355e+00; 
844; 8.47244100448699101e+02; 2.24383347891318863e+03; 4.72579018915561022e+01; 3.08839247265949179e+00; 8.47400271286862562e+02; 2.22940509197321626e+03; 4.70939831310642205e+01; 3.11780274879954433e+00; 
852; 8.55332635568984188e+02; 2.28064983357916799e+03; 4.76397247446234005e+01; 3.06407598237101375e+00; 8.55480727553136035e+02; 2.26572581821514950e+03; 4.74722061201708669e+01; 3.09407714970463310e+00; 
860; 8.63367761272380903e+02; 2.33338213495782838e+03; 4.81875535690499532e+01; 3.07928366697961620e+00; 8.63530622083056301e+02; 2.31714826179122383e+03; 4.80071137384644047e+01; 3.10140421127153942e+00; 
868; 8.71431898565603092e+02; 2.37741727651543852e+03; 4.86378386521322454e+01; 3.08364722292808136e+00; 8.71594073855236161e+02; 2.36097175799905926e+03; 4.84567269955597837e+01; 3.10274909246992259e+00; 
876; 8.79455178407747894e+02; 2.41595097559123951e+03; 4.90307323804353672e+01; 3.08614075925796705e+00; 8.79599225133597088e+02; 2.39988704566444358e+03; 4.88562444739882622e+01; 3.10699405959425334e+00; 
884; 8.87527172245276006e+02; 2.46527700414862466e+03; 4.95261149304162842e+01; 3.10016004382882171e+00; 8.87657139997364993e+02; 2.44997130864425026e+03; 4.93618945714593806e+01; 3.12377200541933364e+00; 
892; 8.95565361444030941e+02; 2.52051038931331095e+03; 5.00779251475815741e+01; 3.12855789709489507e+00; 8.95688750338304772e+02; 2.50326615131208428e+03; 4.98964855701656376e+01; 3.14787534057529728e+00; 
900; 9.03564984052229534e+02; 2.57497656015920984e+03; 5.06188447998033837e+01; 3.14141507541881726e+00; 9.03684599554350257e+02; 2.55672709687563110e+03; 5.04296621344989831e+01; 3.15629652797808991e+00; 
909; 9.12687813763096983e+02; 2.64313910047371701e+03; 5.12790320708420424e+01; 3.14776365250543000e+00; 9.12799816872824749e+02; 2.62579347948637997e+03; 5.11014175069475058e+01; 3.16337473265626956e+00; 
918; 9.21594502136671508e+02; 2.69926253989766337e+03; 5.18299343457725996e+01; 3.14315952353252603e+00; 9.21708412005785817e+02; 2.68333598619500799e+03; 5.16680139601901303e+01; 3.15967162207245433e+00; 
927; 9.30780872830945441e+02; 2.77596481204072779e+03; 5.25515919138223637e+01; 3.13278890554010303e+00; 9.30883525424983191e+02; 2.75918498227712598e+03; 5.23841885739452806e+01; 3.14665486097651614e+00; 
936; 9.39796589565889121e+02; 2.84016773754481346e+03; 5.31578182886865278e+01; 3.13059021813360072e+00; 9.39887647693659005e+02; 2.82348959186150114e+03; 5.29941108734874291e+01; 3.14761009953251136e+00; 
945; 9.48848853133112584e+02; 2.90099909987258843e+03; 5.37232298864496585e+01; 3.10767160221849092e+00; 9.48938737260669654e+02; 2.88430546447984489e+03; 5.35611035479220803e+01; 3.12327126978942049e+00; 
954; 9.57944302198693322e+02; 2.97345934379870323e+03; 5.43865959953739733e+01; 3.13350403188844151e+00; 9.58028050038264837e+02; 2.95834992695798110e+03; 5.42413563606886129e+01; 3.14566772878054968e+00; 
963; 9.66947533405131480e+02; 3.03872549696696024e+03; 5.49831108339855135e+01; 3.15123689308008004e+00; 9.67015820103625401e+02; 3.02525975499757396e+03; 5.48555643840521228e+01; 3.16194416324452554e+00; 
972; 9.75964166012815781e+02; 3.10180452317260824e+03; 5.55525868974204400e+01; 3.19571653925322074e+00; 9.76030013227489803e+02; 3.08771536807091979e+03; 5.54208838025627841e+01; 3.20654467072583849e+00; 
981; 9.84909575169248342e+02; 3.15891142479017844e+03; 5.60680537096321459e+01; 3.20824165922392313e+00; 9.84994591761108836e+02; 3.14567998826156827e+03; 5.59439292946393607e+01; 3.21824975756090170e+00; 
990; 9.93941844430287915e+02; 3.20412551525839353e+03; 5.64675781112118145e+01; 3.20053447856915385e+00; 9.94023169141240373e+02; 3.19063929775246334e+03; 5.63422879178102320e+01; 3.21163854164934204e+00; 
999; 1.00302761201400904e+03; 3.26898774102806919e+03; 5.70330262435079121e+01; 3.17332783248822592e+00; 1.00310133671494293e+03; 3.25361130718954018e+03; 5.68927969460127088e+01; 3.18405406345528030e+00; 
1008; 1.01209838717017453e+03; 3.33871792992852261e+03; 5.76361097970001666e+01; 3.21644859728188148e+00; 1.01216152143992986e+03; 3.32068516103724278e+03; 5.74749241003613989e+01; 3.22332343250904962e+00; 
1018; 1.02202551033532473e+03; 3.41175669870317961e+03; 5.82713648822759112e+01; 3.19523186314589935e+00; 1.02209218729692179e+03; 3.39183541103902235e+03; 5.80955197426273884e+01; 3.20273345667029918e+00; 
1028; 1.03216222647806967e+03; 3.50356407093513235e+03; 5.90443895868216515e+01; 3.15129958087024420e+00; 1.03222949015493850e+03; 3.48370237609738797e+03; 5.88711626276113762e+01; 3.15788942428579267e+00; 
1038; 1.04217542536729866e+03; 3.56995325866616577e+03; 5.96030123539763181e+01; 3.14249714909305133e+00; 1.04224858159129099e+03; 3.55219401972863443e+03; 5.94486633507496620e+01; 3.15072605194461230e+00; 
1048; 1.05225281734829218e+03; 3.65079536623314925e+03; 6.02719579143997066e+01; 3.14781073692994218e+00; 1.05231648050632452e+03; 3.63202597693844746e+03; 6.01115128155742724e+01; 3.15764719273026273e+00; 
1058; 1.06239189189856143e+03; 3.75425930061594681e+03; 6.11144057172061324e+01; 3.14530128711765622e+00; 1.06245715656734137e+03; 3.73410269321234136e+03; 6.09445358383063862e+01; 3.15614756051527712e+00; 
1068; 1.07239056873585309e+03; 3.83313156636364920e+03; 6.17564124001656580e+01; 3.17600564799115803e+00; 1.07244936563035753e+03; 3.81302746546260551e+03; 6.15892085592113716e+01; 3.18577132502799065e+00; 
1078; 1.08264695674198128e+03; 3.93009844346972113e+03; 6.25180312910432221e+01; 3.15518695973069851e+00; 1.08269280680889710e+03; 3.90819328092292608e+03; 6.23391598048714002e+01; 3.16435825010588490e+00; 
1088; 1.09266821177884890e+03; 4.00623679002241943e+03; 6.31224570878719931e+01; 3.14367460043420444e+00; 1.09270813373295755e+03; 3.98431361034597694e+03; 6.29455883052862433e+01; 3.15226746650248479e+00; 
1098; 1.10270522850540692e+03; 4.08710681308668927e+03; 6.37570987247583574e+01; 3.15117184619589530e+00; 1.10273663447521153e+03; 4.06615930628626211e+03; 6.35902791323836283e+01; 3.15660679592508808e+00; 
1108; 1.11267319692904562e+03; 4.16198046893519586e+03; 6.43439328872389495e+01; 3.14715449324317209e+00; 1.11269517728660253e+03; 4.14091976821547269e+03; 6.41784627305984827e+01; 3.14963278929810997e+00; 
1119; 1.12359183566207184e+03; 4.24289103790357149e+03; 6.49754267639400922e+01; 3.19609694160490498e+00; 1.12361702745549110e+03; 4.22272775970688053e+03; 6.48182907610358114e+01; 3.19605953591034719e+00; 
1130; 1.13474727595464287e+03; 4.34334705248374212e+03; 6.57328717119086718e+01; 3.19036845507203770e+00; 1.13475724115288835e+03; 4.32379748791541897e+03; 6.55832764089194882e+01; 3.19534099478692646e+00; 
1141; 1.14588017020963366e+03; 4.42652642978490258e+03; 6.63529228332099166e+01; 3.16697554974438500e+00; 1.14588202399650231e+03; 4.40748010610475376e+03; 6.62091077405690243e+01; 3.17076164380451209e+00; 
1152; 1.15695343703639719e+03; 4.52186574072687108e+03; 6.70621294193178272e+01; 3.11408599526972996e+00; 1.15694816956705563e+03; 4.49848689303592710e+03; 6.68879848027402915e+01; 3.11999159226363521e+00; 
1163; 1.16787887195087774e+03; 4.61709624225096195e+03; 6.77738360338111079e+01; 3.10803623713875288e+00; 1.16786914751137419e+03; 4.59087532743062093e+03; 6.75808162864509683e+01; 3.11350439622603714e+00; 
1174; 1.17909386614704954e+03; 4.72799840575111648e+03; 6.85715023419134297e+01; 3.09835886697812901e+00; 1.17906807456976117e+03; 4.70049270837966469e+03; 6.83725626880772808e+01; 3.10239047150749903e+00; 
1185; 1.19012761282699739e+03; 4.83290522555040570e+03; 6.93297397387788550e+01; 3.12268862234753053e+00; 1.19008657158942151e+03; 4.80626569840369848e+03; 6.91403824683476813e+01; 3.12729765697976614e+00; 
1196; 1.20123451649064737e+03; 4.94178143538508994e+03; 7.01026481132793862e+01; 3.09722330915603905e+00; 1.20117900843993448e+03; 4.91154284238936270e+03; 6.98907770307961442e+01; 3.09489884538288917e+00; 
1207; 1.21242719410139694e+03; 5.00464726325962965e+03; 7.05350468026030910e+01; 3.10308962348489636e+00; 1.21235796450306566e+03; 4.97852314613986073e+03; 7.03549242237084655e+01; 3.09931782765550068e+00; 
1219; 1.22443125757537723e+03; 5.09543873481531955e+03; 7.11754183406405616e+01; 3.09727801831199523e+00; 1.22435885892494071e+03; 5.07040593175388767e+03; 7.10048488680628793e+01; 3.09525573615377692e+00; 
1231; 1.23657098925677610e+03; 5.21308858115504245e+03; 7.19864755343389504e+01; 3.09479379759022866e+00; 1.23649757260382148e+03; 5.18614981146873652e+03; 7.18047805298116799e+01; 3.09580862388790745e+00; 
1243; 1.24872966253728782e+03; 5.36163575069949366e+03; 7.29986761380521614e+01; 3.07968571443050365e+00; 1.24863442812094740e+03; 5.33422259367642528e+03; 7.28181008639082279e+01; 3.08199123265578434e+00; 
1255; 1.26080640841762306e+03; 5.46924153260841376e+03; 7.37260276557481546e+01; 3.08497636432851996e+00; 1.26070308445640626e+03; 5.43798695971207053e+03; 7.35218456473662911e+01; 3.08802112295615494e+00; 
1267; 1.27281927483501659e+03; 5.58419877026979520e+03; 7.45005691969147819e+01; 3.08244029737510550e+00; 1.27271326222007042e+03; 5.55456085887933477e+03; 7.43096191194926092e+01; 3.08472624824015451e+00; 
1279; 1.28497273754775097e+03; 5.71023915582146037e+03; 7.53297123451772563e+01; 3.07916231978885113e+00; 1.28486674876066195e+03; 5.67967140218726945e+03; 7.51348964274692861e+01; 3.07780977474183315e+00; 
1291; 1.29692814231647026e+03; 5.81388381476239829e+03; 7.60180303838375551e+01; 3.06014575256456034e+00; 1.29680605525941678e+03; 5.78417005181308741e+03; 7.58317860407997273e+01; 3.05738523151469099e+00; 
1303; 1.30900685279945719e+03; 5.95682312581796123e+03; 7.69463504349851775e+01; 3.05635547869252866e+00; 1.30888117939716085e+03; 5.92387711172743366e+03; 7.67417020962255236e+01; 3.05435637224788747e+00; 
1316; 1.32195037151556789e+03; 6.07165180638893071e+03; 7.76932743885569721e+01; 3.03703799819378562e+00; 1.32181742365005539e+03; 6.03977891562149489e+03; 7.74979773781048777e+01; 3.03783113581466147e+00; 
1329; 1.33499849285960022e+03; 6.23209258201979083e+03; 7.87153775664768744e+01; 3.03692821674471292e+00; 1.33486834502625629e+03; 6.19787085138959628e+03; 7.85075370779291148e+01; 3.03596203348337967e+00; 
1342; 1.34788761273551245e+03; 6.35303275225158995e+03; 7.94881674749665308e+01; 3.06069018772875223e+00; 1.34775651021189992e+03; 6.31928185910181401e+03; 7.92852095241104564e+01; 3.05940925222835958e+00; 
1355; 1.36078870671794289e+03; 6.49636544124977991e+03; 8.03918921022725215e+01; 3.08169419265114941e+00; 1.36067390688389833e+03; 6.46127031071932925e+03; 8.01815258734335004e+01; 3.07759128383612302e+00; 
1368; 1.37399193889953972e+03; 6.63287643596010912e+03; 8.12217526539797632e+01; 3.09134319965959881e+00; 1.37387807423932009e+03; 6.59607602322846833e+03; 8.10032361481039089e+01; 3.08679630612173250e+00; 
1381; 1.38708715119833118e+03; 6.76537998765187876e+03; 8.20263773303473585e+01; 3.06891449585357856e+00; 1.38698843515637100e+03; 6.72686595479688822e+03; 8.17985611069952938e+01; 3.06631839743141965e+00; 
1394; 1.40015400590933382e+03; 6.92338609702058329e+03; 8.29789992003305912e+01; 3.06548456683986092e+00; 1.40005388833798793e+03; 6.88547943597163885e+03; 8.27576574823310835e+01; 3.06133686590922371e+00; 
1407; 1.41331289509284011e+03; 7.07476990244026638e+03; 8.38744136074114408e+01; 3.08930354511640370e+00; 1.41319432235017916e+03; 7.03633029442675252e+03; 8.36538144082433917e+01; 3.08636399683568419e+00; 
1421; 1.42741581260346561e+03; 7.24427905371161251e+03; 8.48711753326708731e+01; 3.11059969999045238e+00; 1.42729678178091035e+03; 7.20363911224701860e+03; 8.46403547455381329e+01; 3.10048862984347195e+00; 
1435; 1.44162333742374040e+03; 7.41955452306643110e+03; 8.58818137002110547e+01; 3.08388533233244511e+00; 1.44148369219617075e+03; 7.37605676666832824e+03; 8.56388842884680344e+01; 3.07795010964494598e+00; 
1449; 1.45567726877579958e+03; 7.56936836296703859e+03; 8.67455038873066115e+01; 3.09218670776052118e+00; 1.45551892907522961e+03; 7.52561930176349324e+03; 8.65050453180369914e+01; 3.09037202521306664e+00; 
1463; 1.46977101784636784e+03; 7.73876745131774715e+03; 8.77092969339162210e+01; 3.12224893805300985e+00; 1.46960007090290969e+03; 7.69603267778885402e+03; 8.74784072892588256e+01; 3.12109466243085754e+00; 
