name=GeneralizedHyperLogLog;numRegisters=256;q=62;base=2.00000000000000000e+00;a=3.90625000000000000e-03;registerStateType=registers with lower bound;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
7562; 7.59390809393007748e+03; 2.34350961016851419e+05; 4.83045375258477179e+02; 3.15594407421332557e+00; 7.59210337704476296e+03; 2.33249221767642273e+05; 4.82019717914258933e+02; 3.15309325078144775e+00; 
7637; 7.66895086798525426e+03; 2.39311378149340686e+05; 4.88150100055638575e+02; 3.16020109632487944e+00; 7.66717049893983040e+03; 2.38214310420632828e+05; 4.87138636749697355e+02; 3.15681308845648179e+00; 
7713; 7.74443842253223102e+03; 2.43529364422615065e+05; 4.92484507382009781e+02; 3.19767284350409842e+00; 7.74275964334889977e+03; 2.42487381011874008e+05; 4.91530003804062119e+02; 3.18706839560203825e+00; 
7790; 7.82206724805920749e+03; 2.48373645360911236e+05; 4.97338252060730156e+02; 3.20664144262974338e+00; 7.82031546574127970e+03; 2.47282788943739928e+05; 4.96350442208557752e+02; 3.19472230944458246e+00; 
7867; 7.89961493709956721e+03; 2.53138846660549607e+05; 5.02070824225564309e+02; 3.15514571634854946e+00; 7.89787317874814380e+03; 2.51950214031228243e+05; 5.00996068712332601e+02; 3.14579451050295589e+00; 
7945; 7.97772548860606275e+03; 2.58328734095291613e+05; 5.07205852185069659e+02; 3.14403619590473449e+00; 7.97598819637356701e+03; 2.57092908343922987e+05; 5.06095485090940485e+02; 3.13504742617861920e+00; 
8024; 8.05775491837833033e+03; 2.65102888917202421e+05; 5.13773777457040296e+02; 3.14597535944965623e+00; 8.05598207774871025e+03; 2.63680793666533078e+05; 5.12501649138235052e+02; 3.13510107625041634e+00; 
8104; 8.13753764255118040e+03; 2.70535414024884114e+05; 5.19047821069498355e+02; 3.15069283263873023e+00; 8.13576229900063299e+03; 2.69118916582067613e+05; 5.17793465528743354e+02; 3.14208923431174725e+00; 
8185; 8.21889295583470994e+03; 2.76282508397512604e+05; 5.24531958933197984e+02; 3.18461865713821624e+00; 8.21712458199222965e+03; 2.74837051421796728e+05; 5.23263855672854902e+02; 3.17462798805073065e+00; 
8266; 8.29964791793138465e+03; 2.81907404338053835e+05; 5.29882271789623587e+02; 3.20020135455068111e+00; 8.29787379622187109e+03; 2.80412855333698797e+05; 5.28580094638559103e+02; 3.19167649557932265e+00; 
8348; 8.38295830734180890e+03; 2.86223613182206172e+05; 5.33855345510377447e+02; 3.16883153174712540e+00; 8.38120031601845949e+03; 2.84783933879048796e+05; 5.32617754956898125e+02; 3.16557577100821907e+00; 
8431; 8.46805327854915231e+03; 2.92888606373779825e+05; 5.39921902614201258e+02; 3.18701411499367815e+00; 8.46615121178291520e+03; 2.91477721484097710e+05; 5.38741230828205744e+02; 3.18412452254914591e+00; 
8515; 8.55306190517173673e+03; 2.98874323218931793e+05; 5.45367412478622327e+02; 3.16201996442942335e+00; 8.55104322957469776e+03; 2.97373590542343794e+05; 5.44127260982364760e+02; 3.15609166051803625e+00; 
8600; 8.63759390667564367e+03; 3.05751962231678830e+05; 5.51668977206932254e+02; 3.15007826562712090e+00; 8.63550579720773749e+03; 3.04049977934262075e+05; 5.50262951959247061e+02; 3.14779776960514113e+00; 
8686; 8.72267387491435511e+03; 3.12202881161970785e+05; 5.57546328174383461e+02; 3.14862326901521827e+00; 8.72063049171996499e+03; 3.10404633075648802e+05; 5.56062372507692430e+02; 3.14693732563858619e+00; 
8772; 8.81016751600937641e+03; 3.18925458056159900e+05; 5.63443607451389767e+02; 3.15335853401221700e+00; 8.80794377698952121e+03; 3.17114078685182787e+05; 5.61980536656665890e+02; 3.15038226097821594e+00; 
8859; 8.89686706594731913e+03; 3.25128826396263437e+05; 5.68941922970005180e+02; 3.15989911282301783e+00; 8.89464466927402100e+03; 3.23439677025286248e+05; 5.67599449063891484e+02; 3.15579159072646220e+00; 
8947; 8.98536138319653401e+03; 3.32062686714613985e+05; 5.74970513151639238e+02; 3.17044519391588464e+00; 8.98314205499210038e+03; 3.30430882300461410e+05; 5.73693850552202889e+02; 3.16911227533105899e+00; 
9036; 9.07460441207162876e+03; 3.39069586828672967e+05; 5.81015736617588573e+02; 3.14794682340743037e+00; 9.07231223198939188e+03; 3.37190421071125777e+05; 5.79544513285281596e+02; 3.14646366039199910e+00; 
9126; 9.16668234899623349e+03; 3.44812398861013760e+05; 5.85796334352786971e+02; 3.15351933699022702e+00; 9.16419642780213508e+03; 3.42980117046627798e+05; 5.84398109125780593e+02; 3.15239157319894359e+00; 
9217; 9.25679759749552977e+03; 3.50737529612517741e+05; 5.90892275161983321e+02; 3.13496648132721401e+00; 9.25425807773001725e+03; 3.48859240766421251e+05; 5.89466772948468702e+02; 3.13268819131281395e+00; 
9309; 9.34880140306408612e+03; 3.55984040903482703e+05; 5.95314949600307727e+02; 3.14110686700682340e+00; 9.34629282002703076e+03; 3.54280492372639012e+05; 5.94045232239996722e+02; 3.13672631672252100e+00; 
9402; 9.44099963254942850e+03; 3.62945721057156101e+05; 6.01186119033171394e+02; 3.14791051359917784e+00; 9.43841033718005201e+03; 3.61187488641840406e+05; 5.99884802264795894e+02; 3.13678652025560734e+00; 
9496; 9.53518004332376950e+03; 3.69749535482833802e+05; 6.06806772941748477e+02; 3.11958531087340107e+00; 9.53251388529758515e+03; 3.67819346734119579e+05; 6.05380940329802343e+02; 3.11446897327530614e+00; 
9590; 9.62894339970599322e+03; 3.76255214379859564e+05; 6.12158987518111417e+02; 3.10363406903652628e+00; 9.62613704572249117e+03; 3.74364008765895967e+05; 6.10784841570537992e+02; 3.10133223590148432e+00; 
9685; 9.72462713605930730e+03; 3.84690025260833616e+05; 6.18966651241058457e+02; 3.09316692979124985e+00; 9.72164328318863591e+03; 3.82711899966530676e+05; 6.17550945075534628e+02; 3.08944012498128862e+00; 
9781; 9.82081487226668287e+03; 3.91641689295404474e+05; 6.24545006578230527e+02; 3.10285738161941538e+00; 9.81789575185428293e+03; 3.89643150169762550e+05; 6.23122663417780359e+02; 3.10084931143653453e+00; 
9878; 9.91873403201440487e+03; 3.98606910594996531e+05; 6.30037815714933345e+02; 3.09891598927374456e+00; 9.91572016731268013e+03; 3.96561686906865914e+05; 6.28600728511170587e+02; 3.10136363323314379e+00; 
9976; 1.00173624778370649e+04; 4.08275746578825638e+05; 6.37624412962678889e+02; 3.11467662767032838e+00; 1.00141660067025077e+04; 4.06087694009619125e+05; 6.36106162477620614e+02; 3.11864567626362943e+00; 
10075; 1.01176977268935298e+04; 4.15958448500491329e+05; 6.43533489896690412e+02; 3.13027892206555425e+00; 1.01144489125995296e+04; 4.13663695531201316e+05; 6.41955978884778347e+02; 3.13414523448236482e+00; 
10175; 1.02171677236898504e+04; 4.23591067371747631e+05; 6.49471285316416584e+02; 3.11825552785369453e+00; 1.02139171010712016e+04; 4.21528718982691760e+05; 6.48085008488012477e+02; 3.11990803376756975e+00; 
10276; 1.03183389115918835e+04; 4.31552638522923458e+05; 6.55560870620063611e+02; 3.13641666705808575e+00; 1.03149244368396012e+04; 4.29518950952538871e+05; 6.54220023515986327e+02; 3.13327505044521981e+00; 
10378; 1.04218969940951974e+04; 4.41887841739440162e+05; 6.63295481402402856e+02; 3.15898383938831850e+00; 1.04184059653669265e+04; 4.39873582047782489e+05; 6.61997688825685259e+02; 3.15686386803752050e+00; 
10481; 1.05231896333388086e+04; 4.50275892197718262e+05; 6.69698385123076037e+02; 3.16484386205415058e+00; 1.05197873707111066e+04; 4.48239912619829294e+05; 6.68382714089129195e+02; 3.16539037202980600e+00; 
10585; 1.06262494004630425e+04; 4.61048762868494028e+05; 6.77751613668260120e+02; 3.17310595002186124e+00; 1.06227809695925807e+04; 4.58643911696801777e+05; 6.76177868636239282e+02; 3.17032223288469872e+00; 
10690; 1.07315810495212118e+04; 4.70634231679742516e+05; 6.84766564604654036e+02; 3.15800400028304118e+00; 1.07281425368516466e+04; 4.67944222327933414e+05; 6.83000270285784723e+02; 3.16189196977294307e+00; 
10796; 1.08372541246847668e+04; 4.81353067198081699e+05; 6.92568526858221503e+02; 3.18400716678413476e+00; 1.08339667507334179e+04; 4.78527904057265201e+05; 6.90714434405429301e+02; 3.18639760751570655e+00; 
10903; 1.09431641724701858e+04; 4.94023223963283177e+05; 7.01719362147765992e+02; 3.18561826863769149e+00; 1.09399967992636102e+04; 4.90975328222705866e+05; 6.99718918614436575e+02; 3.18750458469116582e+00; 
11012; 1.10534450482424854e+04; 5.03468346071938402e+05; 7.08343598861536634e+02; 3.17844873583327603e+00; 1.10504245277627579e+04; 5.00516342648068210e+05; 7.06427560556831622e+02; 3.18306633820985896e+00; 
11122; 1.11652187484635451e+04; 5.12008186734895338e+05; 7.14241084309871212e+02; 3.20138840174978290e+00; 1.11622410545198672e+04; 5.08952764587936515e+05; 7.12273418091023245e+02; 3.19967332257242854e+00; 
11233; 1.12781118097846374e+04; 5.21500951067888062e+05; 7.20739811364571210e+02; 3.16446022819655814e+00; 1.12750566293049942e+04; 5.18130106210519036e+05; 7.18582873537923092e+02; 3.16837600381270512e+00; 
11345; 1.13904099832062147e+04; 5.32619569041229668e+05; 7.28393782556139399e+02; 3.13359347791879816e+00; 1.13873108738777591e+04; 5.29250505078679766e+05; 7.26264617773976511e+02; 3.13557939514722728e+00; 
11458; 1.15058247765258438e+04; 5.43086809828878846e+05; 7.35390780863571877e+02; 3.12124387769466161e+00; 1.15026153340711662e+04; 5.39793445577836013e+05; 7.33350473882409688e+02; 3.12486133777263797e+00; 
11572; 1.16205845544372714e+04; 5.54409567413089797e+05; 7.43000073003510124e+02; 3.12410236754074733e+00; 1.16172636542668024e+04; 5.50765371696240851e+05; 7.40754057227268390e+02; 3.12458120430580166e+00; 
11687; 1.17348629903304463e+04; 5.65646372083846945e+05; 7.50570120801833809e+02; 3.13242712732983453e+00; 1.17314767010605719e+04; 5.61751591975425719e+05; 7.48180068591906434e+02; 3.13361774224146883e+00; 
11803; 1.18512017861946060e+04; 5.74987286783914431e+05; 7.56745581151004558e+02; 3.13254677401086390e+00; 1.18478271620543419e+04; 5.71259746501950314e+05; 7.54486760681792362e+02; 3.13491667794031903e+00; 
11921; 1.19699315766444925e+04; 5.87832864752077730e+05; 7.65139572600429801e+02; 3.10680179382078325e+00; 1.19666793371303593e+04; 5.83933788132854388e+05; 7.62789083752639158e+02; 3.10976803881144592e+00; 
12040; 1.20898763135584450e+04; 5.98329811101647792e+05; 7.71908132129380078e+02; 3.11785078984320041e+00; 1.20865788726195915e+04; 5.94370866925849696e+05; 7.69546149071863738e+02; 3.11969192377672133e+00; 
12160; 1.22098526979511371e+04; 6.08161615970845800e+05; 7.78252095710536764e+02; 3.11188563440284449e+00; 1.22065014303066182e+04; 6.04514050694567501e+05; 7.76113179680647704e+02; 3.11396624254636700e+00; 
12281; 1.23319082984518391e+04; 6.20060296084139496e+05; 7.85791728916055717e+02; 3.14330188578963154e+00; 1.23285112448259679e+04; 6.16638594402969233e+05; 7.83824773797089847e+02; 3.14318575402280143e+00; 
12403; 1.24517000023624769e+04; 6.35327067128744558e+05; 7.95584927521031773e+02; 3.18193482090028468e+00; 1.24483491349472843e+04; 6.31824440574751468e+05; 7.93579168409984277e+02; 3.17601983783063302e+00; 
12527; 1.25741393234648986e+04; 6.46619490179442684e+05; 8.02743654202703624e+02; 3.16547390576467969e+00; 1.25707093060562038e+04; 6.43686825565466774e+05; 8.01109432056291553e+02; 3.15948290441701740e+00; 
12652; 1.27003117455896336e+04; 6.56847490796454716e+05; 8.09020065285490205e+02; 3.12410993053780928e+00; 1.26968139610295748e+04; 6.53784445482629002e+05; 8.07326547550289888e+02; 3.12279443633749709e+00; 
12778; 1.28262381219228519e+04; 6.69974843179985299e+05; 8.17097256618418328e+02; 3.14669702689696118e+00; 1.28227143820264846e+04; 6.66879927785042790e+05; 8.15402079850813607e+02; 3.14246074387682617e+00; 
12905; 1.29535266537300613e+04; 6.84229934296841384e+05; 8.25757287690881185e+02; 3.14652767853428328e+00; 1.29499558438967179e+04; 6.81147602890563430e+05; 8.24091363254158978e+02; 3.14228605176825937e+00; 
13034; 1.30828224559396276e+04; 6.96374118685056223e+05; 8.33060914027945955e+02; 3.12056163467599479e+00; 1.30791677465809516e+04; 6.93377528678258066e+05; 8.31467018796932280e+02; 3.11660429218090718e+00; 
13164; 1.32120528440832859e+04; 7.10067532445626217e+05; 8.41283814548413261e+02; 3.10721478679571472e+00; 1.32086615795489088e+04; 7.07160557483723736e+05; 8.39741567862352895e+02; 3.10152380870685418e+00; 
13295; 1.33451648373601547e+04; 7.26013323777348618e+05; 8.50586158404884259e+02; 3.11762066819658923e+00; 1.33415290891151599e+04; 7.23391076341395034e+05; 8.49250328352897782e+02; 3.11112946716110272e+00; 
13427; 1.34779074901833810e+04; 7.41074753170630662e+05; 8.59350441097147268e+02; 3.09700139802249064e+00; 1.34743258803580466e+04; 7.38081319311380619e+05; 8.57812089189534049e+02; 3.09212272624434625e+00; 
13561; 1.36119281445046254e+04; 7.56028493283728254e+05; 8.68006231187912135e+02; 3.10040588431409292e+00; 1.36082220601626104e+04; 7.52822676655152463e+05; 8.66367562694466983e+02; 3.09520865083303276e+00; 
13696; 1.37469367200367269e+04; 7.74680584088197676e+05; 8.78684263339284939e+02; 3.10013628347661419e+00; 1.37432671595437387e+04; 7.71001972645713366e+05; 8.76794039825989330e+02; 3.09260899553686031e+00; 
13832; 1.38828294898117401e+04; 7.92799100027012173e+05; 8.88940640871190908e+02; 3.08169915415370266e+00; 1.38791332495052939e+04; 7.88739822642799816e+05; 8.86858658092635665e+02; 3.07225960046964275e+00; 
13970; 1.40214335638704069e+04; 8.12021799793453421e+05; 8.99653482348087550e+02; 3.08239763510766585e+00; 1.40177385896903870e+04; 8.07840460818322375e+05; 8.97530772660578918e+02; 3.07368620657511471e+00; 
14109; 1.41621827309428900e+04; 8.28237448248831322e+05; 9.08520250395276321e+02; 3.05967282320115652e+00; 1.41585537591980337e+04; 8.24185943726534606e+05; 9.06493446570842593e+02; 3.05605337947103584e+00; 
14250; 1.43022132297268308e+04; 8.50280734536218573e+05; 9.20627238993996002e+02; 3.07219705864592862e+00; 1.42985685247359543e+04; 8.45881890791477286e+05; 9.18435076201061861e+02; 3.07035784112868892e+00; 
14392; 1.44417969003547696e+04; 8.63247998337343452e+05; 9.27775978915386872e+02; 3.08190654660936447e+00; 1.44381679039912851e+04; 8.58889120826376253e+05; 9.25612038311639367e+02; 3.07848139978657853e+00; 
14535; 1.45872740524962574e+04; 8.84544716737163137e+05; 9.39048529189402643e+02; 3.12050008690403891e+00; 1.45835629654204367e+04; 8.79814197547768010e+05; 9.36726126430414638e+02; 3.11649227386339289e+00; 
14680; 1.47312552837305338e+04; 8.98514598497279570e+05; 9.46513335556868469e+02; 3.11749197439233194e+00; 1.47275216399101919e+04; 8.93872957863878575e+05; 9.44253489061131859e+02; 3.11451633397268113e+00; 
14826; 1.48774442590533527e+04; 9.19121985545897624e+05; 9.57327255308417307e+02; 3.13236750829764521e+00; 1.48738959796667150e+04; 9.14291219713232829e+05; 9.54985442216267643e+02; 3.13252406178210885e+00; 
14974; 1.50257617533473676e+04; 9.37966147876634612e+05; 9.67102305222697737e+02; 3.11287716779849344e+00; 1.50220358764711109e+04; 9.32967936874416773e+05; 9.64707464180758507e+02; 3.11070618399315046e+00; 
15123; 1.51754584509414708e+04; 9.60952617613762035e+05; 9.78877279610975393e+02; 3.13720835127602582e+00; 1.51716630717401713e+04; 9.55602542925333837e+05; 9.76337261592605159e+02; 3.13538771906850933e+00; 
15274; 1.53285876124374681e+04; 9.76873966438971111e+05; 9.86860759685650692e+02; 3.15071486373765497e+00; 1.53247858121284044e+04; 9.71884850020546932e+05; 9.84533214933350223e+02; 3.15025698794221443e+00; 
15426; 1.54801005303396614e+04; 9.93649590012562228e+05; 9.95350552634360383e+02; 3.11434639188045459e+00; 1.54762971974414431e+04; 9.88747122548461892e+05; 9.93084746876112604e+02; 3.11617359824581275e+00; 
15580; 1.56373328212231245e+04; 1.01447901918583969e+06; 1.00558041289418566e+03; 3.09395676620192406e+00; 1.56334085942235852e+04; 1.00922180957032542e+06; 1.00317961085410059e+03; 3.08995184888954411e+00; 
15735; 1.57937788557697768e+04; 1.03777244968086283e+06; 1.01701400963568824e+03; 3.09344682115152558e+00; 1.57897931469377254e+04; 1.03182463839085994e+06; 1.01430880378685458e+03; 3.08894450755849004e+00; 
15892; 1.59511768065175747e+04; 1.05202166349055548e+06; 1.02397254311868232e+03; 3.07154385584454648e+00; 1.59469956921513967e+04; 1.04556472787638288e+06; 1.02104857951087388e+03; 3.06615296219335143e+00; 
16050; 1.61097321397179894e+04; 1.07367193779003760e+06; 1.03445831683772622e+03; 3.04773064679204930e+00; 1.61054468457904732e+04; 1.06787992077995371e+06; 1.03189416515059361e+03; 3.04337083276098763e+00; 
16210; 1.62674686196360526e+04; 1.09646751310521550e+06; 1.04554525050919096e+03; 3.07725831649156589e+00; 1.62630697718859592e+04; 1.09031486627437640e+06; 1.04283194503541381e+03; 3.06812315105789768e+00; 
16372; 1.64280293551069626e+04; 1.12075711043470120e+06; 1.05717445192408877e+03; 3.08767584957621199e+00; 1.64235652714162425e+04; 1.11408171203293046e+06; 1.05424035912912245e+03; 3.07995135671922160e+00; 
16535; 1.65927798657358508e+04; 1.14702306303805090e+06; 1.06943188196050937e+03; 3.08072734682427241e+00; 1.65880298990190895e+04; 1.13945781031875941e+06; 1.06613584506327720e+03; 3.07423214517532184e+00; 
16700; 1.67576736181131564e+04; 1.16647740807023924e+06; 1.07849485944253820e+03; 3.05089602386919356e+00; 1.67529061363470246e+04; 1.15877009552321862e+06; 1.07516093505113759e+03; 3.04339341901372107e+00; 
16866; 1.69243796476728639e+04; 1.18707302843976929e+06; 1.08796362309470396e+03; 3.06113204748415280e+00; 1.69194592621032934e+04; 1.17965710049789865e+06; 1.08480376464744427e+03; 3.05419014327101657e+00; 
17034; 1.70929817259668635e+04; 1.21174396548679355e+06; 1.09921113599197838e+03; 3.04480759321470140e+00; 1.70879851349106939e+04; 1.20390936668165214e+06; 1.09589916136948341e+03; 3.03683684707966783e+00; 
17204; 1.72617132196205639e+04; 1.23225099731510854e+06; 1.10856672401625860e+03; 3.06394448040476286e+00; 1.72567128588936575e+04; 1.22449051089611137e+06; 1.10531075512878306e+03; 3.05786098654022487e+00; 
17376; 1.74329700216845085e+04; 1.25667020678902883e+06; 1.11956447934824041e+03; 3.05690447943731813e+00; 1.74278019348604284e+04; 1.24887563394241477e+06; 1.11632978706434824e+03; 3.05241222158443559e+00; 
17549; 1.76043956562636413e+04; 1.28390806086734729e+06; 1.13174174710243551e+03; 3.07602022909874107e+00; 1.75994295376372393e+04; 1.27600600014969590e+06; 1.12847811759173783e+03; 3.07341622065884978e+00; 
17724; 1.77776492703618205e+04; 1.30973105595064978e+06; 1.14317663190790086e+03; 3.05573194755243849e+00; 1.77727101411108415e+04; 1.30194384286478464e+06; 1.13998735300781004e+03; 3.05353586453021331e+00; 
17901; 1.79571284410123735e+04; 1.34333490064586746e+06; 1.15766337886079214e+03; 3.07533104060888007e+00; 1.79519936744610386e+04; 1.33506621024347073e+06; 1.15432484830243152e+03; 3.07342101448884142e+00; 
18080; 1.81362563162278166e+04; 1.36863539127166267e+06; 1.16853353317572078e+03; 3.07448978062581180e+00; 1.81310995247439496e+04; 1.36071987725801207e+06; 1.16537921546119560e+03; 3.07245547464546309e+00; 
18260; 1.83166202421834751e+04; 1.40113055561837205e+06; 1.18233865867333270e+03; 3.11040403804572030e+00; 1.83114469343351557e+04; 1.39378239394841273e+06; 1.17946411852838378e+03; 3.10977734410850859e+00; 
18442; 1.85024434668050126e+04; 1.43107120714005292e+06; 1.19474591209204596e+03; 3.10393936844287710e+00; 1.84971432164400285e+04; 1.42407216836950928e+06; 1.19207021355713687e+03; 3.10232400660442353e+00; 
18626; 1.86884890670925051e+04; 1.46320350989999459e+06; 1.20801433203166675e+03; 3.08022683318603763e+00; 1.86829096122816845e+04; 1.45561576968790567e+06; 1.20514607650601670e+03; 3.07989695056150126e+00; 
18812; 1.88728279970032927e+04; 1.49088680636323569e+06; 1.21950266959273267e+03; 3.07170781010924543e+00; 1.88674436288953511e+04; 1.48405247972405539e+06; 1.21695459395120974e+03; 3.07383854357212583e+00; 
19000; 1.90610896918818762e+04; 1.53002440675352816e+06; 1.23543209295342672e+03; 3.05704777373476144e+00; 1.90556557884089452e+04; 1.52253555295218364e+06; 1.23265485281515816e+03; 3.05908539507677757e+00; 
19189; 1.92483909244801907e+04; 1.56546308597189956e+06; 1.24977430124854391e+03; 3.06487266791958479e+00; 1.92431937218504609e+04; 1.55754495603497582e+06; 1.24683920236210884e+03; 3.06676233211358396e+00; 
19380; 1.94406301699039068e+04; 1.59460567878418113e+06; 1.26132060209987799e+03; 3.07497590323526060e+00; 1.94353830877834662e+04; 1.58718614256545645e+06; 1.25861783562486426e+03; 3.07912509753461583e+00; 
19573; 1.96352362008440068e+04; 1.62501279918220616e+06; 1.27323974745006876e+03; 3.05490957693852083e+00; 1.96299407972010740e+04; 1.61745609720848547e+06; 1.27051715565851327e+03; 3.06100192816636829e+00; 
19768; 1.98341727267634924e+04; 1.66083718190399208e+06; 1.28703471287167667e+03; 3.06911531778446767e+00; 1.98288046067392752e+04; 1.65315109882567031e+06; 1.28431067060308260e+03; 3.07706717490915294e+00; 
19965; 2.00317512716332749e+04; 1.69069380465126969e+06; 1.29855229867210301e+03; 3.07959868868519937e+00; 2.00260502961533457e+04; 1.68317667528366786e+06; 1.29593577642692344e+03; 3.08775943518959872e+00; 
20164; 2.02333232407071555e+04; 1.72359435858763265e+06; 1.31102579947363574e+03; 3.05608866709775739e+00; 2.02273316905006905e+04; 1.71586970548601868e+06; 1.30838022090840627e+03; 3.06290939289789499e+00; 
20365; 2.04387662288995780e+04; 1.76871023454422923e+06; 1.32788131172110184e+03; 3.05280146089797721e+00; 2.04326647025444909e+04; 1.76070407875440409e+06; 1.32518887966356328e+03; 3.05597328943905611e+00; 
20568; 2.06424754347328089e+04; 1.81125487293585204e+06; 1.34376645387403710e+03; 3.04691537044783844e+00; 2.06363957073350357e+04; 1.80253038999286923e+06; 1.34084019078002211e+03; 3.05320696885350840e+00; 
20773; 2.08502498804580246e+04; 1.84054207517766953e+06; 1.35446466589087004e+03; 3.02738771318988675e+00; 2.08439693567465547e+04; 1.83235757264325442e+06; 1.35178434783297098e+03; 3.03409972076153034e+00; 
20980; 2.10598682732195157e+04; 1.89149565146067203e+06; 1.37299552453516571e+03; 3.04799098826498494e+00; 2.10532831651972519e+04; 1.88103755234400625e+06; 1.36954997354703096e+03; 3.05015639482017376e+00; 
21189; 2.12697749856509727e+04; 1.91936563737944490e+06; 1.38305496603443953e+03; 3.05375714846923296e+00; 2.12630623271750228e+04; 1.90856913351858896e+06; 1.37952307164904551e+03; 3.05418688896194235e+00; 
21400; 2.14822006914622543e+04; 1.95889259688379942e+06; 1.39718847805402947e+03; 3.03495519542546077e+00; 2.14753903299807680e+04; 1.94732118425537297e+06; 1.39342652565564686e+03; 3.03530605417663901e+00; 
21613; 2.16963749358260829e+04; 2.01032800930696144e+06; 1.41540687767969075e+03; 3.03594347842020706e+00; 2.16893576229541650e+04; 1.99824016626742831e+06; 1.41152742788945534e+03; 3.04003194613535577e+00; 
21829; 2.19114048092682024e+04; 2.05515114175926824e+06; 1.43120948472567829e+03; 3.01193555857900197e+00; 2.19044368062881003e+04; 2.04192840633172425e+06; 1.42696800755614868e+03; 3.01830054321367225e+00; 
22047; 2.21312850171563587e+04; 2.08855664293026435e+06; 1.44272404804703024e+03; 3.02207574171188043e+00; 2.21243940150544149e+04; 2.07611502246176265e+06; 1.43879296248469518e+03; 3.02574500954551606e+00; 
22267; 2.23514234248253051e+04; 2.14151337238710141e+06; 1.46095381779435093e+03; 3.02491304739855771e+00; 2.23444535045522316e+04; 2.12776790670612175e+06; 1.45662928068149472e+03; 3.03088351253946220e+00; 
22489; 2.25727208388490471e+04; 2.18993868003142159e+06; 1.47747402724170706e+03; 3.03713675065899213e+00; 2.25657350994860062e+04; 2.17552636619280139e+06; 1.47296914112267382e+03; 3.04131341748473227e+00; 
22713; 2.27938943466340934e+04; 2.23062218837114284e+06; 1.49133440014431699e+03; 3.02344224053288269e+00; 2.27869356470671300e+04; 2.21691687808605470e+06; 1.48709461641780672e+03; 3.02636002386554948e+00; 
22940; 2.30191254430279987e+04; 2.28023118259371864e+06; 1.50796894757795326e+03; 2.99089772954358102e+00; 2.30125908680725879e+04; 2.26760684307220019e+06; 1.50410684758252705e+03; 2.99461270232569499e+00; 
23169; 2.32536403694023902e+04; 2.33262240558267804e+06; 1.52494538048092113e+03; 3.00113743896794416e+00; 2.32467675597133675e+04; 2.31929764325420046e+06; 1.52093716172313452e+03; 3.00153815900761067e+00; 
23400; 2.34834069854609843e+04; 2.37009974812631775e+06; 1.53725177602844838e+03; 3.00721017516723066e+00; 2.34762962464787779e+04; 2.35693787033817871e+06; 1.53333517311494506e+03; 3.00941625751925868e+00; 
23633; 2.37140695784813943e+04; 2.40415494874346489e+06; 1.54841295273202741e+03; 3.00023041407440738e+00; 2.37069346035427770e+04; 2.39167045486436458e+06; 1.54473432319715016e+03; 3.00416891410561604e+00; 
23869; 2.39550511992098109e+04; 2.44814991356789647e+06; 1.56228841917312252e+03; 3.01150006901851386e+00; 2.39475692844303921e+04; 2.43552240328451619e+06; 1.55863699135771185e+03; 3.01293057966875333e+00; 
24107; 2.41928383729405905e+04; 2.49111526463606814e+06; 1.57599081163786582e+03; 3.01847087348800303e+00; 2.41853943686384337e+04; 2.47808167984064529e+06; 1.57223916844939527e+03; 3.01828538535735458e+00; 
24348; 2.44349055685303392e+04; 2.54402550221419986e+06; 1.59263081860568127e+03; 3.04145631424914242e+00; 2.44275965895459776e+04; 2.53144205575055396e+06; 1.58905834967858959e+03; 3.04238268107239884e+00; 
24591; 2.46799300052282888e+04; 2.59189115056936024e+06; 1.60747709306834327e+03; 3.04074412942612815e+00; 2.46727151181169793e+04; 2.57927218084520381e+06; 1.60393105223271027e+03; 3.04031913615520244e+00; 
24836; 2.49293195441705284e+04; 2.64701743107329728e+06; 1.62428719558738544e+03; 3.05348831494755446e+00; 2.49220534022234751e+04; 2.63385425537413964e+06; 1.62063230479337017e+03; 3.05517986069748959e+00; 
25084; 2.51768828533782835e+04; 2.70202133585014753e+06; 1.64115633362530139e+03; 3.04175874635434473e+00; 2.51695319615838198e+04; 2.68731336387289315e+06; 1.63706983584101499e+03; 3.04194055415415177e+00; 
25334; 2.54248329552741307e+04; 2.75189434005525894e+06; 1.65639479421163810e+03; 3.08466771619446378e+00; 2.54176570980473844e+04; 2.73682307407339150e+06; 1.65221807399013551e+03; 3.08646435262036301e+00; 
25587; 2.56811399831946655e+04; 2.80995929719122266e+06; 1.67364780069024800e+03; 3.07213449714027442e+00; 2.56737206213905374e+04; 2.79480283760540932e+06; 1.66951560981951707e+03; 3.07220801324725645e+00; 
25842; 2.59370939316041513e+04; 2.87136959860824933e+06; 1.69184122859690797e+03; 3.08319667335908232e+00; 2.59296381877845888e+04; 2.85536218140261993e+06; 1.68750754944813070e+03; 3.08036091816492608e+00; 
26100; 2.61961532966846607e+04; 2.94247868375054980e+06; 1.71266845223680662e+03; 3.08205760240725235e+00; 2.61886620094565224e+04; 2.92645969869363122e+06; 1.70839068914951781e+03; 3.08107813574627443e+00; 
26361; 2.64588266609593447e+04; 2.98359678257402824e+06; 1.72453667023336516e+03; 3.07349062700604714e+00; 2.64510258253601678e+04; 2.96738464629138727e+06; 1.72025579407820101e+03; 3.07249625364925283e+00; 
