name=GeneralizedHyperLogLog;numRegisters=4096;q=65534;base=1.00099999999999989e+00;a=2.44140625000000000e-04;seed=ecc818200c3c6ef3;numCycles=1000;
cardinality; avg time in seconds;avg estimated cardinality;
1;3.0270600000000001e-05;4094.4484784705901
2;3.3805700000000001e-05;4094.9706329107698
5;3.6269300000000002e-05;4096.4332767284895
10;4.05485e-05;4098.9680612022603
20;4.2499300000000002e-05;4104.0257865258918
50;4.9144400000000003e-05;4118.9869217131027
100;5.6586199999999997e-05;4144.1343666083858
200;7.15604e-05;4194.9669459648303
500;0.0001105342;4349.4447647201896
1000;0.00017234910000000001;4614.1256733895143
2000;0.00028566060000000001;5176.6028696386029
5000;0.00055156719999999995;7091.9675625942082
10000;0.00097389470000000002;10952.272721571442
20000;0.0016860688;20148.719269227324
50000;0.0036142077000000002;49986.557210782485
100000;0.0061104191999999998;99953.395027668928
200000;0.0091111588999999993;200039.3327101841
500000;0.013512245000000001;500497.90504242666
1000000;0.017660392;999415.85755385819
2000000;0.023259812500000001;2000495.4764313502
5000000;0.036084804099999999;4999628.898808782
10000000;0.053852516699999999;10007370.833027091
