name=SetSketch1;numRegisters=4096;q=65534;base=1.00099999999999989e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;3.33166805430666763e-02; 1.11000120240878396e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 3.33166777701448397e-02; 1.11000101763961937e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;9.99794599797650285e-01; 2.51808988538511586e-04; 9.99794599797650285e-01; 2.51808988538511586e-04; 9.99794599841325127e-01; 2.51808985446361135e-04; 9.99794599841325127e-01; 2.51808985446361135e-04; 
2;1.99976118134570080e+00; 1.01661943796246173e-03; 1.99976118134570080e+00; 1.01661943796246173e-03; 1.99976118153795035e+00; 1.01661942472764180e-03; 1.99976118153795035e+00; 1.01661942472764180e-03; 
3;2.99978205731256065e+00; 2.23245537067662215e-03; 2.99978205731256065e+00; 2.23245537067662215e-03; 2.99978205736184211e+00; 2.23245536887651348e-03; 2.99978205736184211e+00; 2.23245536887651348e-03; 
4;4.00087949524726660e+00; 3.91377360559840796e-03; 4.00087949524726660e+00; 3.91377360559840796e-03; 4.00087949514991159e+00; 3.91377360380968427e-03; 4.00087949514991159e+00; 3.91377360380968427e-03; 
5;5.00113474811401471e+00; 6.28646481327828615e-03; 5.00113474811401471e+00; 6.28646481327828615e-03; 5.00113474820906223e+00; 6.28646477625832440e-03; 5.00113474820906223e+00; 6.28646477625832440e-03; 
6;6.00046099014137102e+00; 8.87136360091432020e-03; 6.00046099014137102e+00; 8.87136360091432020e-03; 6.00046099014071288e+00; 8.87136347019086037e-03; 6.00046099014071288e+00; 8.87136347019086037e-03; 
7;6.99817051534007373e+00; 1.23519737011049922e-02; 6.99817051534007373e+00; 1.23519737011049922e-02; 6.99817051504235987e+00; 1.23519734979354659e-02; 6.99817051504235987e+00; 1.23519734979354659e-02; 
8;7.99803450814864281e+00; 1.65470235829288798e-02; 7.99803450814864281e+00; 1.65470235829288798e-02; 7.99803450754209333e+00; 1.65470236066823755e-02; 7.99803450754209333e+00; 1.65470236066823755e-02; 
9;8.99900513303992788e+00; 2.14945360129416979e-02; 8.99900513303992788e+00; 2.14945360129416979e-02; 8.99900513167492377e+00; 2.14945355517694239e-02; 8.99900513167492377e+00; 2.14945355517694239e-02; 
10;9.99697420127799674e+00; 2.70704442495615441e-02; 9.99697420127799674e+00; 2.70704442495615441e-02; 9.99697419961435685e+00; 2.70704437047856496e-02; 9.99697419961435685e+00; 2.70704437047856496e-02; 
11;1.09929974544328282e+01; 3.19131226934635526e-02; 1.09929974544328282e+01; 3.19131226934635526e-02; 1.09929974527455840e+01; 3.19131221365917817e-02; 1.09929974527455840e+01; 3.19131221365917817e-02; 
12;1.19908589219189956e+01; 3.72810211610673445e-02; 1.19908589219189956e+01; 3.72810211610673445e-02; 1.19908589197042943e+01; 3.72810208200063872e-02; 1.19908589197042943e+01; 3.72810208200063872e-02; 
13;1.29952325540881830e+01; 4.27447678861918243e-02; 1.29952325540881830e+01; 4.27447678861918243e-02; 1.29952325516130287e+01; 4.27447675209256112e-02; 1.29952325516130287e+01; 4.27447675209256112e-02; 
14;1.39941761071193973e+01; 4.93688443505504934e-02; 1.39941761071193973e+01; 4.93688443505504934e-02; 1.39941761055095419e+01; 4.93688449095902870e-02; 1.39941761055095419e+01; 4.93688449095902870e-02; 
15;1.49911615861428320e+01; 5.83332867051798154e-02; 1.49911615861428320e+01; 5.83332867051798154e-02; 1.49911615842946553e+01; 5.83332872150563661e-02; 1.49911615842946553e+01; 5.83332872150563661e-02; 
16;1.59895245570935316e+01; 6.99348889901306309e-02; 1.59895245570935316e+01; 6.99348889901306309e-02; 1.59895245550462963e+01; 6.99348900283425778e-02; 1.59895245550462963e+01; 6.99348900283425778e-02; 
17;1.69882711177872849e+01; 7.84846710510791884e-02; 1.69882711177872849e+01; 7.84846710510791884e-02; 1.69882711167763425e+01; 7.84846718883634026e-02; 1.69882711167763425e+01; 7.84846718883634026e-02; 
18;1.79906043236408522e+01; 8.40133919542530444e-02; 1.79906043236408522e+01; 8.40133919542530444e-02; 1.79906043228425467e+01; 8.40133935853031588e-02; 1.79906043228425467e+01; 8.40133935853031588e-02; 
19;1.89941583425491949e+01; 9.23376902556447970e-02; 1.89941583425491949e+01; 9.23376902556447970e-02; 1.89941583415554334e+01; 9.23376909868464102e-02; 1.89941583415554334e+01; 9.23376909868464102e-02; 
20;1.99872149072994638e+01; 1.03942547456534001e-01; 1.99872149072994638e+01; 1.03942547456534001e-01; 1.99872149066114702e+01; 1.03942547351520476e-01; 1.99872149066114702e+01; 1.03942547351520476e-01; 
21;2.09928970700945712e+01; 1.12335723507741750e-01; 2.09928970700945712e+01; 1.12335723507741750e-01; 2.09928970674714961e+01; 1.12335723815265534e-01; 2.09928970674714961e+01; 1.12335723815265534e-01; 
22;2.19939440502972445e+01; 1.20286947267146602e-01; 2.19939440502972445e+01; 1.20286947267146602e-01; 2.19939440470102205e+01; 1.20286947475301650e-01; 2.19939440470102205e+01; 1.20286947475301650e-01; 
23;2.29991550902815405e+01; 1.31199050752199120e-01; 2.29991550902815405e+01; 1.31199050752199120e-01; 2.29991550869040751e+01; 1.31199050810371448e-01; 2.29991550869040751e+01; 1.31199050810371448e-01; 
24;2.39969195896007896e+01; 1.43906152698298123e-01; 2.39969195896007896e+01; 1.43906152698298123e-01; 2.39969195850122361e+01; 1.43906154231579486e-01; 2.39969195850122361e+01; 1.43906154231579486e-01; 
