name=GeneralizedHyperLogLog;numRegisters=1024;q=62;base=2.00000000000000000e+00;a=9.76562500000000000e-04;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;7.38659860935147663e+02; 5.45618390156742418e+05; 0.00000000000000000e+00; 0.00000000000000000e+00; 7.09782712893370558e+02; 5.03791499522283673e+05; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;7.39140087240167873e+02; 5.44850804942043964e+05; 1.00048227477244867e+00; 2.32589011687030044e-07; 7.10257496910261580e+02; 5.03046214004030451e+05; 1.00048655367602723e+00; 3.04943042093391259e-07; 
2;7.39619079440358973e+02; 5.44081938999665435e+05; 2.00094160184168901e+00; 1.00280783972952797e-03; 7.10730995190537215e+02; 5.02299657204517396e+05; 2.00094039371770771e+00; 1.00381140485924364e-03; 
3;7.40095256706646069e+02; 5.43309466421202058e+05; 3.00039759811007567e+00; 4.00381528422673674e-03; 7.11201681486677558e+02; 5.01549672114014102e+05; 3.00034141367027285e+00; 4.00329984007421341e-03; 
4;7.40571479566934954e+02; 5.42537611814557109e+05; 3.99978037232143269e+00; 7.99008876616833993e-03; 7.11672459957041156e+02; 5.00800379955346696e+05; 3.99969397900797929e+00; 7.98738074731844029e-03; 
5;7.41056438771848548e+02; 5.41779167879841640e+05; 5.00124532879258599e+00; 1.09783558387355658e-02; 7.12152093740617715e+02; 5.00064173197541269e+05; 5.00108329647729910e+00; 1.09726871064722425e-02; 
6;7.41534646711058599e+02; 5.41011323542902945e+05; 6.00056312141101511e+00; 1.68908106398983973e-02; 7.12624864898722535e+02; 4.99318810034561844e+05; 6.00037288592602902e+00; 1.68800534269676790e-02; 
7;7.42021778215990935e+02; 5.40257142655923497e+05; 7.00082300129227342e+00; 2.27561081550714181e-02; 7.13106705348988498e+02; 4.98586811497833056e+05; 7.00074105480958853e+00; 2.27439499381076327e-02; 
8;7.42492142620954382e+02; 5.39478850371819804e+05; 7.99912561252195076e+00; 3.14361040856799279e-02; 7.13571533315995111e+02; 4.97831335783220769e+05; 7.99882398152345253e+00; 3.13912378849171420e-02; 
9;7.42976792064253345e+02; 5.38722091997135081e+05; 9.00149510492423843e+00; 3.71777566401237380e-02; 7.14050839458824612e+02; 4.97096851903088740e+05; 9.00107821577825362e+00; 3.70562740700227725e-02; 
10;7.43457759248350726e+02; 5.37960461729560047e+05; 1.00017991350237772e+01; 4.76743510231026277e-02; 7.14526472586865452e+02; 4.96357733189152670e+05; 1.00012305335559137e+01; 4.74529631729046913e-02; 
11;7.43945690495157351e+02; 5.37209580871677026e+05; 1.10020021192432331e+01; 5.89470216780712333e-02; 7.15009150106675179e+02; 4.95629084997596568e+05; 1.10015007349088254e+01; 5.87935066754012373e-02; 
12;7.44427459495481116e+02; 5.36450200566335581e+05; 1.20000874106220454e+01; 7.27004811497388853e-02; 7.15485619352228809e+02; 4.94892240221135493e+05; 1.19996011161922649e+01; 7.25944111763490579e-02; 
13;7.44909085211546085e+02; 5.35691149441044545e+05; 1.29981152977552483e+01; 8.49807058772154567e-02; 7.15961922476139989e+02; 4.94155711979494838e+05; 1.29976464602732431e+01; 8.48559122417709005e-02; 
14;7.45389675652580763e+02; 5.34931120889908401e+05; 1.40011938124659974e+01; 9.35904246038210541e-02; 7.16437154860802480e+02; 4.93418227573530050e+05; 1.40006108678865395e+01; 9.34403270592391588e-02; 
