name=SetSketch2;numRegisters=256;q=65534;base=1.00099999999999989e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;3.33166805430666763e-02; 1.11000120240878396e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 3.33166777701448397e-02; 1.11000101763961937e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;1.00008080469431881e+00; 1.45878208699978274e-05; 1.00008080469431881e+00; 1.45878208699978274e-05; 1.00008080458560333e+00; 1.45877962655166450e-05; 1.00008080458560333e+00; 1.45877962655166450e-05; 
2;2.00212665657453082e+00; 4.70626658035252707e-03; 2.00212665657453082e+00; 4.70626658035252707e-03; 2.00212665577671212e+00; 4.70626537261107682e-03; 2.00212665577671212e+00; 4.70626537261107682e-03; 
3;3.00322456833112028e+00; 1.34977910574079242e-02; 3.00322456833112028e+00; 1.34977910574079242e-02; 3.00322456694702300e+00; 1.34977881057505491e-02; 3.00322456694702300e+00; 1.34977881057505491e-02; 
4;4.00220773484159942e+00; 2.63127365496627456e-02; 4.00220773484159942e+00; 2.63127365496627456e-02; 4.00220773403544428e+00; 2.63127318162169194e-02; 4.00220773403544428e+00; 2.63127318162169194e-02; 
5;5.01562189799938452e+00; 4.32523558385268028e-02; 5.01562189799938452e+00; 4.32523558385268028e-02; 5.01562189723958962e+00; 4.32523479262661992e-02; 5.01562189723958962e+00; 4.32523479262661992e-02; 
6;6.02180592971149853e+00; 6.70035983546584807e-02; 6.02180592971149853e+00; 6.70035983546584807e-02; 6.02180592573009399e+00; 6.70035867157174753e-02; 6.02180592573009399e+00; 6.70035867157174753e-02; 
7;7.02747181379970343e+00; 9.43408359965098725e-02; 7.02747181379970343e+00; 9.43408359965098725e-02; 7.02747180752100054e+00; 9.43408188902968570e-02; 7.02747180752100054e+00; 9.43408188902968570e-02; 
8;8.03012763129509466e+00; 1.19471386923346343e-01; 8.03012763129509466e+00; 1.19471386923346343e-01; 8.03012762304825323e+00; 1.19471363271508521e-01; 8.03012762304825323e+00; 1.19471363271508521e-01; 
9;9.02886910228567352e+00; 1.54043734794740539e-01; 9.02886910228567352e+00; 1.54043734794740539e-01; 9.02886909514502634e+00; 1.54043706184819773e-01; 9.02886909514502634e+00; 1.54043706184819773e-01; 
