name=SetSketch2;numRegisters=1024;q=65534;base=1.00099999999999989e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;3.33166805430666763e-02; 1.11000120240878396e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 3.33166777701448397e-02; 1.11000101763961937e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;9.99949818471927099e-01; 1.35331593007585604e-06; 9.99949818471927099e-01; 1.35331593007585604e-06; 9.99949818563962478e-01; 1.35331248863335280e-06; 9.99949818563962478e-01; 1.35331248863335280e-06; 
2;1.99984487216910845e+00; 1.30014932237899287e-03; 1.99984487216910845e+00; 1.30014932237899287e-03; 1.99984487184565940e+00; 1.30014903524095773e-03; 1.99984487184565940e+00; 1.30014903524095773e-03; 
3;3.00128978224633602e+00; 3.49785960803311894e-03; 3.00128978224633602e+00; 3.49785960803311894e-03; 3.00128978186270245e+00; 3.49785890969332713e-03; 3.00128978186270245e+00; 3.49785890969332713e-03; 
4;4.00054051696072133e+00; 6.30995763336217493e-03; 4.00054051696072133e+00; 6.30995763336217493e-03; 4.00054051698553259e+00; 6.30995655281425902e-03; 4.00054051698553259e+00; 6.30995655281425902e-03; 
5;5.00376289881599234e+00; 1.08159337268776065e-02; 5.00376289881599234e+00; 1.08159337268776065e-02; 5.00376289671213925e+00; 1.08159315608769326e-02; 5.00376289671213925e+00; 1.08159315608769326e-02; 
6;5.99688371359087391e+00; 1.67821794754678781e-02; 5.99688371359087391e+00; 1.67821794754678781e-02; 5.99688371259955222e+00; 1.67821761439409314e-02; 5.99688371259955222e+00; 1.67821761439409314e-02; 
7;6.99878707800375288e+00; 2.28236316845490464e-02; 6.99878707800375288e+00; 2.28236316845490464e-02; 6.99878707601956318e+00; 2.28236274092510176e-02; 6.99878707601956318e+00; 2.28236274092510176e-02; 
8;8.00208315461421726e+00; 3.12800860920522117e-02; 8.00208315461421726e+00; 3.12800860920522117e-02; 8.00208315245192203e+00; 3.12800801185686567e-02; 8.00208315245192203e+00; 3.12800801185686567e-02; 
9;9.00454015002960695e+00; 3.78740375977038232e-02; 9.00454015002960695e+00; 3.78740375977038232e-02; 9.00454014769370836e+00; 3.78740309921908741e-02; 9.00454014769370836e+00; 3.78740309921908741e-02; 
