name=SetSketch1;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numCycles=1000;aggregationMode=stream;
cardinality; avg time in seconds (incl. allocation); avg time in seconds (excl. allocation);sum of consumed states;
1;0.00011057390000000001;0.00010945870000000006;23341000;
2;0.00022745399999999998;0.00022631809999999942;27345000;
5;0.00052904500000000001;0.00052783600000000017;32689000;
10;0.00090580789999999999;0.00090452140000000082;36668000;
20;0.0015985952999999998;0.0015972406;40735000;
50;0.0022957884000000001;0.0022943872999999985;45877000;
100;0.0031788417999999998;0.0031773828000000036;50105000;
200;0.003827067;0.0038252975999999977;54326000;
500;0.0048961435000000001;0.0048945932000000044;59924000;
1000;0.0057712769000000004;0.0057696941999999972;63819000;
2000;0.0066171082000000001;0.006615534400000002;68064000;
5000;0.0081981473999999995;0.0081965649000000015;73375000;
10000;0.0088670267000000007;0.0088654357999999912;77518000;
20000;0.010348529799999999;0.01034662150000001;81802000;
50000;0.0120237173;0.012022087700000007;87009000;
100000;0.0141610152;0.014159370099999994;91124000;
200000;0.0164169516;0.016414931699999996;95203000;
500000;0.021762806900000001;0.021761156900000012;100616000;
1000000;0.028774788900000001;0.028772522999999973;104821000;
2000000;0.041275671099999994;0.041273979199999963;108778000;
5000000;0.077107983500000005;0.077106246899999981;114237000;
10000000;0.1353382343;0.13533631559999998;118240000;
