name=GeneralizedHyperLogLog;numRegisters=256;q=65534;base=1.00099999999999989e+00;a=3.90625000000000000e-03;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;2.55872106570751981e+02; 6.54705349209550113e+04; 0.00000000000000000e+00; 0.00000000000000000e+00; 2.55872085269388975e+02; 6.54705240201040797e+04; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;2.56358808173644491e+02; 6.52082063170538750e+04; 1.00195799806123254e+00; 3.83377633341962018e-06; 2.56358786860490738e+02; 6.52081954320515797e+04; 1.00190112137111642e+00; 4.92004498935771043e-06; 
2;2.56870818486416624e+02; 6.49593061730963527e+04; 2.00382953648189854e+00; 4.04577711917248044e-03; 2.56870797159485733e+02; 6.49592953018729531e+04; 2.00379484571595468e+00; 4.05624258063656904e-03; 
3;2.57383296673251436e+02; 6.47111153084799225e+04; 2.99953994467266050e+00; 1.80262907635390622e-02; 2.57383275332370431e+02; 6.47111044509536150e+04; 2.99962720007157557e+00; 1.80177946149093701e-02; 
4;2.57885008810915167e+02; 6.44579327642883436e+04; 4.00217860955783244e+00; 2.89498156334679971e-02; 2.57884987456566819e+02; 6.44579219211917953e+04; 4.00227812052782639e+00; 2.90217522408779405e-02; 
5;2.58371775880318239e+02; 6.41976874415326383e+04; 5.00569874651474844e+00; 4.26681280812805167e-02; 2.58371754512180303e+02; 6.41976766133675410e+04; 5.00547506316757929e+00; 4.27502940307726426e-02; 
6;2.58878090654876814e+02; 6.39478515386974032e+04; 5.99785097650563248e+00; 7.18624504324398700e-02; 2.58878069273340145e+02; 6.39478407248534131e+04; 5.99775899260597267e+00; 7.22643564944579209e-02; 
7;2.59385042778851016e+02; 6.36988408357203662e+04; 6.99592000636684475e+00; 1.02288700998106136e-01; 2.59385021383909930e+02; 6.36988300361948568e+04; 6.99591391161522225e+00; 1.02967432829972366e-01; 
8;2.59894587035167660e+02; 6.34516087175893845e+04; 8.00510114242052673e+00; 1.26039707470626677e-01; 2.59894565626952669e+02; 6.34515979323635111e+04; 8.00508348403884362e+00; 1.26843139449361209e-01; 
9;2.60432211528990877e+02; 6.32189766284055586e+04; 9.00900183809807231e+00; 1.56231225832812876e-01; 2.60432190107833833e+02; 6.32189658564695492e+04; 9.00998070632461712e+00; 1.57280873594175585e-01; 
10;2.60921849150569471e+02; 6.29626988272103263e+04; 1.00053916112161385e+01; 1.98957011029735925e-01; 2.60921827716395569e+02; 6.29626880706073061e+04; 1.00059398752698829e+01; 2.00578450535022573e-01; 
11;2.61418262180892327e+02; 6.27103316415899171e+04; 1.10139929457584227e+01; 2.29988424092219340e-01; 2.61418240733340781e+02; 6.27103208998746268e+04; 1.10139939750459561e+01; 2.32034700640762759e-01; 
12;2.61928860223808385e+02; 6.24655235634815617e+04; 1.20046678262312980e+01; 2.93700381092870277e-01; 2.61928838763324961e+02; 6.24655128362959076e+04; 1.20049115458274791e+01; 2.93950210745462126e-01; 
13;2.62436364546268464e+02; 6.22197175474299002e+04; 1.30128087643492591e+01; 3.34341353538641195e-01; 2.62436343072639204e+02; 6.22197068348238827e+04; 1.30128959496353751e+01; 3.36091690182057812e-01; 
14;2.62952360499449242e+02; 6.19785985636161204e+04; 1.40059847909950737e+01; 3.90486275458817034e-01; 2.62952339012653852e+02; 6.19785878652429674e+04; 1.40065830983582895e+01; 3.91796618828469001e-01; 
15;2.63459159508223593e+02; 6.17333962056280288e+04; 1.50093782214091664e+01; 4.59254136131905244e-01; 2.63459138008207674e+02; 6.17333855218780955e+04; 1.50097884667226538e+01; 4.61329940780829506e-01; 
16;2.63965845422103939e+02; 6.14886501876251932e+04; 1.60230330115271435e+01; 5.02994264518590861e-01; 2.63965823908792458e+02; 6.14886395184944631e+04; 1.60229056869108213e+01; 5.06738400723096838e-01; 
17;2.64458314572678375e+02; 6.12373161701077479e+04; 1.70289054003941089e+01; 5.48685890858022662e-01; 2.64458293046242659e+02; 6.12373055163189420e+04; 1.70274835933288173e+01; 5.52961835028281667e-01; 
18;2.64964149570982045e+02; 6.09931093936824691e+04; 1.80420249090299833e+01; 6.18232066887297149e-01; 2.64964128031549819e+02; 6.09930987547497789e+04; 1.80397034352738324e+01; 6.21949749132772567e-01; 
19;2.65484457524870265e+02; 6.07564974971204429e+04; 1.90463058293715797e+01; 6.84580253449848297e-01; 2.65484435972872973e+02; 6.07564868726593995e+04; 1.90441629253731577e+01; 6.84764594006137206e-01; 
20;2.66001797572315752e+02; 6.05189481930850670e+04; 2.00534402712387383e+01; 7.48841198123764040e-01; 2.66001776007418869e+02; 6.05189375830829813e+04; 2.00512357044274481e+01; 7.48371051784006092e-01; 
21;2.66520328712068192e+02; 6.02824047335474024e+04; 2.10699390345335367e+01; 8.05805349516947045e-01; 2.66520307134723225e+02; 6.02823941381997720e+04; 2.10673792270989750e+01; 8.05029604687614753e-01; 
22;2.67038211701382181e+02; 6.00460290084262597e+04; 2.20698719472365177e+01; 8.93354056467879243e-01; 2.67038190111355448e+02; 6.00460184276711007e+04; 2.20674190173517211e+01; 8.89039212674016643e-01; 
23;2.67542001816360823e+02; 5.98031877301726927e+04; 2.30725123721116923e+01; 9.66438984560457071e-01; 2.67541980213127829e+02; 5.98031771643848988e+04; 2.30690531100113958e+01; 9.64936410453263838e-01; 
