name=SetSketch2;numRegisters=16384;q=62;base=2.00000000000000000e+00;a=3.00000000000000000e+01;numExamples=1000;
trueDifference1;trueDifference2;trueIntersection;true1;true2;trueUnion;trueJaccard;trueCosine;trueInclusionCoefficient1;trueInclusionCoefficient2;trueAlpha;trueBeta;mlDeprecatedMeanDifference1;mlDeprecatedMeanDifference2;mlDeprecatedMeanIntersection;mlDeprecatedMean1;mlDeprecatedMean2;mlDeprecatedMeanUnion;mlDeprecatedMeanJaccard;mlDeprecatedMeanCosine;mlDeprecatedMeanInclusionCoefficient1;mlDeprecatedMeanInclusionCoefficient2;mlDeprecatedMeanAlpha;mlDeprecatedMeanBeta;mlDeprecatedMSEDifference1;mlDeprecatedMSEDifference2;mlDeprecatedMSEIntersection;mlDeprecatedMSE1;mlDeprecatedMSE2;mlDeprecatedMSEUnion;mlDeprecatedMSEJaccard;mlDeprecatedMSECosine;mlDeprecatedMSEInclusionCoefficient1;mlDeprecatedMSEInclusionCoefficient2;mlDeprecatedMSEAlpha;mlDeprecatedMSEBeta;newMeanDifference1;newMeanDifference2;newMeanIntersection;newMean1;newMean2;newMeanUnion;newMeanJaccard;newMeanCosine;newMeanInclusionCoefficient1;newMeanInclusionCoefficient2;newMeanAlpha;newMeanBeta;newMSEDifference1;newMSEDifference2;newMSEIntersection;newMSE1;newMSE2;newMSEUnion;newMSEJaccard;newMSECosine;newMSEInclusionCoefficient1;newMSEInclusionCoefficient2;newMSEAlpha;newMSEBeta;simpleDeprecatedMeanDifference1;simpleDeprecatedMeanDifference2;simpleDeprecatedMeanIntersection;simpleDeprecatedMean1;simpleDeprecatedMean2;simpleDeprecatedMeanUnion;simpleDeprecatedMeanJaccard;simpleDeprecatedMeanCosine;simpleDeprecatedMeanInclusionCoefficient1;simpleDeprecatedMeanInclusionCoefficient2;simpleDeprecatedMeanAlpha;simpleDeprecatedMeanBeta;simpleDeprecatedMSEDifference1;simpleDeprecatedMSEDifference2;simpleDeprecatedMSEIntersection;simpleDeprecatedMSE1;simpleDeprecatedMSE2;simpleDeprecatedMSEUnion;simpleDeprecatedMSEJaccard;simpleDeprecatedMSECosine;simpleDeprecatedMSEInclusionCoefficient1;simpleDeprecatedMSEInclusionCoefficient2;simpleDeprecatedMSEAlpha;simpleDeprecatedMSEBeta;inclExclMeanDifference1;inclExclMeanDifference2;inclExclMeanIntersection;inclExclMean1;inclExclMean2;inclExclMeanUnion;inclExclMeanJaccard;inclExclMeanCosine;inclExclMeanInclusionCoefficient1;inclExclMeanInclusionCoefficient2;inclExclMeanAlpha;inclExclMeanBeta;inclExclMSEDifference1;inclExclMSEDifference2;inclExclMSEIntersection;inclExclMSE1;inclExclMSE2;inclExclMSEUnion;inclExclMSEJaccard;inclExclMSECosine;inclExclMSEInclusionCoefficient1;inclExclMSEInclusionCoefficient2;inclExclMSEAlpha;inclExclMSEBeta;collLowerBoundMeanJaccard;collUpperBoundMeanJaccard;collLowerBoundMSEJaccard;collUpperBoundMSEJaccard;
450;450;100;550;550;1000;0.10000000000000001;0.18181818181818182;0.18181818181818182;0.18181818181818182;0.45000000000000001;0.45000000000000001;449.83910773691827;450.09750677923165;100.05897440607751;549.89808214299592;550.15648118530873;999.99558892222888;0.10006553666831343;0.18191422162613352;0.18195811576866108;0.18187234741320871;0.44983809822918347;0.45009636510250323;12.604673693836341;12.589010734893769;7.8314858868340904;8.4499089876899376;8.7466793550850177;21.149311933175717;8.8485275172384421e-06;2.4173550396073113e-05;2.463478117871615e-05;2.4452687184545977e-05;5.6380697332327821e-06;5.4903120979329457e-06;449.83278705309471;450.06777016548619;100.07700305486202;549.90979010795661;550.14477322034782;999.97756027344212;0.10008641623179525;0.18194804515986041;0.18198865082593899;0.18191054015816444;0.44983940358619995;0.45007418018200479;15.304889657525342;15.323369675665056;8.4499300940462891;10.18260577789672;10.602406068571003;22.377019126731064;9.6677568294445186e-06;2.6403136989287262e-05;2.7090860038535434e-05;2.6850596906381492e-05;7.6594818699154608e-06;7.4709112700303885e-06;449.7381773492275;450.15445089236908;100.08096754335426;549.8191448925819;550.23541843572366;999.97359578495184;0.10009077855130197;0.18195537062179623;0.18202607020342967;0.18188800415569267;0.44974648133997713;0.45016274010872059;15.773166931006774;15.636295250747757;8.4504069599737797;10.684207798593947;10.879910120567184;22.378639036674343;9.6686753219723083e-06;2.6404928679713998e-05;2.7136042568704061e-05;2.6893255923330144e-05;8.0416283362803447e-06;7.8644122434064675e-06;450.01023584086278;450.24521895325449;99.89955426709389;549.90979010795661;550.1447732203477;1000.1550090612111;0.099908420756589081;0.18161942878416054;0.18165920876515368;0.18158274853554787;0.44992864943536925;0.45016292980804168;30.813782635408941;31.829972693213321;28.073026922958498;10.182605777896724;10.602406068571003;34.769418293250808;3.2526526403491001e-05;8.9081211195440757e-05;8.9488977766308058e-05;8.9811785196211379e-05;1.3102873349202776e-05;1.34568555925391e-05;0.10008720732600815;0.20131879403594435;9.6668663055797879e-06;0.010271299986404765;
495;495;10;505;505;1000;0.01;0.019801980198019802;0.019801980198019802;0.019801980198019802;0.495;0.495;495.05991056896113;495.20908630018471;9.9433807759847674;505.00329134494643;505.15246707616973;1000.2123776451324;0.0099474553202372057;0.01968391526144735;0.019687079003885936;0.019680970734047093;0.49495173868082515;0.49510080599893846;13.43020272056563;13.472810268702352;7.6775613259362085;7.3984859193810397;7.5807228026952513;22.950516271526237;7.807668245307991e-06;3.0012143322067088e-05;3.0034577264867408e-05;2.9999661654309479e-05;4.800468724159413e-06;4.7289839913710733e-06;495.05300989359;495.20430867788616;9.9492199248197153;505.00222981841011;505.15352860270593;1000.2065384962953;0.009954428525834268;0.019696457071098895;0.019700103105038242;0.019693148607448183;0.49494694335123024;0.4950986281229362;16.384640994696646;15.74948073783381;8.2675383038799524;9.1068336294796879;8.9851602840836993;24.478862845357892;8.4210751311343981e-06;3.2363354825091728e-05;3.2401635637920625e-05;3.2340323641439961e-05;6.6060778963980051e-06;6.3415591820193038e-06;495.00318454272104;495.24852897304618;9.9520224526745871;504.95520699539526;505.20055142572016;1000.2037359684415;0.00995725768531785;0.019702040637234585;0.019706931939748536;0.019697553858147383;0.49489852868096168;0.49514421363372069;17.16566558941194;16.901006476582353;8.2658352602335583;10.216813996560434;9.810698059432811;24.477598080038401;8.4194645108336268e-06;3.2356604109080637e-05;3.2381244101361236e-05;3.2349803344203352e-05;7.4086745547501702e-06;7.4700313179184061e-06;494.99775407693483;495.14905286123064;10.004475741474741;505.00222981841006;505.15352860270605;1000.1512826796406;0.010024270671512512;0.01979447669985495;0.019796845207003214;0.01979245432793152;0.4949123514247365;0.49506337790375127;29.677033419787929;30.361917815110413;28.036798177434846;9.1068336294796879;8.9851602840836975;32.614432474170869;2.8492527614075596e-05;0.00010934410306088215;0.00010930008420148858;0.00010940925085270986;1.1291622752733492e-05;1.1696626916529317e-05;0.0099537129101175525;0.13247872159786103;8.421063981621553e-06;0.015005804819001366;
499;500;1;500;501;1000;0.001;0.0019980029950087343;0.002;0.001996007984031936;0.499;0.5;498.39530642756426;499.50412695911916;1.6103239884528813;500.0056304160168;501.11445094757215;999.50975737513693;0.0016139746918136084;0.0032154097474746445;0.0032191210918189541;0.0032117432072191268;0.4986383134281126;0.49974771188007344;11.236077451920094;11.039196183347894;4.0492311765657929;7.9872103254751243;8.0547623404304076;20.411356051586321;4.0841725673586354e-06;1.6143972112652187e-05;1.6179654742866161e-05;1.6109552301835936e-05;4.5547167902492554e-06;4.4199550625885116e-06;498.3561831518096;499.45945569134699;1.652221260216401;500.00840441202598;501.11167695156291;999.46786010337348;0.0016566116961881613;0.0032998531941592136;0.0033039138718440938;0.0032958571808031005;0.49861971180468756;0.49972367649912419;12.978740670424893;12.578971107003504;4.3791095218970222;8.9054360669725998;9.0360127534732175;21.464439693875249;4.4228996938581893e-06;1.7472805017704978e-05;1.7514181028737535e-05;1.7433284932985681e-05;5.6587721736965157e-06;5.3897743911427119e-06;498.31951432684167;499.492802849567;1.6538820935905019;499.9733964204317;501.14668494315686;999.46619926999858;0.0016582784420050211;0.0033031767500232121;0.0033073344641399434;0.0032990963748675065;0.49858365237084273;0.49975806918715054;13.767178517552106;12.960213995205576;4.3838958685333527;9.7172110388556305;9.3855389707871488;21.468032893371269;4.4277510401814375e-06;1.7491987978133175e-05;1.7532313241500464e-05;1.7453912011221047e-05;6.2281085740550424e-06;5.986120046118418e-06;497.33488663223068;498.43815917176795;2.6735177797951062;500.00840441202598;501.11167695156286;998.44656358379461;0.0026856256451381548;0.0053320200196655971;0.0053379411476692359;0.0053262068892708739;0.49810473918124759;0.49920963517361461;19.516779565132087;19.300800568278639;15.245620954175962;8.9054360669726069;9.0360127534732211;23.857796617578565;1.5456578481246811e-05;6.052464636497211e-05;6.0647588569914368e-05;6.0407381765961088e-05;8.384481414117351e-06;8.2020200734536792e-06;0.0016558558827599957;0.12570505938012291;4.4195916195316794e-06;0.015555901222447639;
540;360;100;640;460;1000;0.10000000000000001;0.18430244519362141;0.15625;0.21739130434782608;0.54000000000000004;0.35999999999999999;540.18107860022064;360.07587392360358;100.02091615131033;640.20199475152936;460.09679007491314;1000.2778686751333;0.099999523548310459;0.18429122546265322;0.15623367982984837;0.21738979840301575;0.54002696979616427;0.35997350665552441;15.942598455693433;10.194170083950162;7.3581920322228331;12.108179557703624;5.9377337008718918;23.485933962372734;8.4037815611853912e-06;2.353103376769444e-05;1.7335084473590943e-05;3.2899425969117169e-05;4.70233846249835e-06;5.4691786090965218e-06;540.20722723062545;360.07793403610356;100.00681177985729;640.21403901048291;460.08474581596045;1000.2919730465868;0.099985231029533495;0.18426704254995557;0.1562099910706595;0.21736685922688226;0.54004447515246357;0.35997029381800294;19.169497565771017;12.334806678857976;8.0423797511140798;14.267886345252403;6.9948917744631816;24.95241708732679;9.3185478461100126e-06;2.6102176545967182e-05;1.9277206223519725e-05;3.6795372679064512e-05;6.392684730453831e-06;7.2825610904829812e-06;540.20852885922466;360.06910745103232;100.01057425809343;640.21910311731835;460.07968170912551;1000.2882105683507;0.099989421652539351;0.18427431465050984;0.15621592028021744;0.217376374727384;0.54004736098081974;0.3599632173666415;20.851501378652809;12.376527134477406;8.0852883704530836;15.119038016639188;7.7743184543577941;25.002654385207592;9.3720744606171352e-06;2.6169848813134969e-05;1.9737930808321754e-05;3.6355424718963409e-05;7.5728959405923505e-06;7.5950685233487681e-06;540.08316235980203;359.95386916527855;100.1308766506816;640.21403901048302;460.08474581596039;1000.1679081757636;0.10013462624326204;0.18448949551198035;0.15639873888530109;0.21762904067770253;0.53998194794726417;0.35988342580947419;30.758364449459538;24.904942172717714;23.812529771738394;14.267886345252341;6.9948917744631975;33.34126944425072;2.7609688523101261e-05;7.7324124727009191e-05;5.6144287269503883e-05;0.00010797238825428364;9.6417108622646954e-06;1.3407796095546309e-05;0.094750887772458173;0.19718656634557866;3.7026575392407631e-05;0.009450900016382097;
594;396;10;604;406;1000;0.01;0.02019382153885356;0.016556291390728478;0.024630541871921183;0.59399999999999997;0.39600000000000002;594.1296006984162;396.24317594863999;9.9138398297372774;604.04344052815418;406.15701577837683;1000.2866164767931;0.0099170954330907411;0.020012220791951436;0.016410339436429059;0.024404968769689485;0.59395592035388112;0.396126984213028;15.573092935634042;10.89804304763746;7.5966915394182655;9.8410093378324692;4.8043385143508592;20.788652289140678;7.716616740635811e-06;3.0846717364047893e-05;2.0744449369945026e-05;4.5885200215486556e-05;4.1599498221926359e-06;5.5080031457749821e-06;594.16828531645388;396.22155954206522;9.9053057240058084;604.07359104046054;406.12686526607098;1000.2951505825254;0.0099093767815917055;0.01999583081564868;0.016396558197266643;0.024385613052972412;0.59398871245504814;0.39610191076335988;18.515097449245854;12.391082779653939;8.1329939748807778;11.440225593940857;5.8624318183374928;22.030084539211437;8.2704922468633831e-06;3.3054450409965888e-05;2.2253001069636735e-05;4.9122206373573492e-05;5.6829547992171239e-06;6.7442693876201983e-06;594.10464801784428;396.2794207955061;9.9081937465900207;604.01284176443437;406.18761454209584;1000.2922625599404;0.0099122928639785654;0.020001152184369889;0.016403332989752419;0.024388663785879838;0.59392621505104759;0.39616149208497375;20.542951290440929;13.096056826597943;8.1331359707388735;13.293415714505603;6.7439513632898436;22.028060765975187;8.2708099795274266e-06;3.3051973927292654e-05;2.2264693040263184e-05;4.9098513737421402e-05;7.0341358908714907e-06;7.9092616585070986e-06;594.12034989166887;396.17362411728038;9.9532411487906689;604.07359104046043;406.12686526607109;1000.2472151577401;0.0099719227656502353;0.02008331750699794;0.016470277181191907;0.024489361836254487;0.59396298631052025;0.39606509092382991;32.839034556237976;26.113783062093013;26.578145470452164;11.440225593940863;5.8624318183375079;31.631570433071143;2.7034776123277235e-05;0.00010784003748987694;7.2587942667750541e-05;0.0001602435918804716;9.190015006304198e-06;1.2750392204126521e-05;0.0035618091544295702;0.12755597844643046;4.830100426589761e-05;0.013824075565407131;
599;400;1;600;401;1000;0.001;0.0020386946747183244;0.0016666666666666668;0.0024937655860349127;0.59899999999999998;0.40000000000000002;598.52909702875945;399.48652298569948;1.5980374980240442;600.12713452678304;401.08456048372364;999.61365751248331;0.0016013734286171198;0.0032552985741522069;0.0026613845880729538;0.0039818005747081836;0.5987582531140121;0.39964037345737186;12.976001490101513;8.0390367166213625;4.005162769117014;10.215738040550013;4.9743638184929804;17.637915291417375;4.0354568332812727e-06;1.6618599130173505e-05;1.1106935827444752e-05;2.4867064959343844e-05;3.9535746516241737e-06;4.6879159641054145e-06;598.5140029376272;399.45754578385004;1.6200731445153365;600.13407608214186;401.07761892836538;999.59162186599224;0.0016238925499444455;0.0033006994261034371;0.0026985218588738932;0.0040373284954379873;0.59875588593013596;0.39962022151991977;14.608822938201554;8.9828567574337086;4.2317479780403735;11.321749836644731;5.5287930092250601;18.327530584579655;4.2675492309456169e-06;1.7567985436896529e-05;1.1743332236929865e-05;2.6284345935955508e-05;4.7781763514990004e-06;5.5333959373619823e-06;598.44439829586941;399.5244470944138;1.6214248101123843;600.06582310598105;401.14587190452579;999.59027020039434;0.0016252478879211615;0.003303257825609834;0.0027014610034128994;0.0040392200470841964;0.59868667259382446;0.3996880795182553;16.188300593153514;9.3817614550599764;4.2365206514144189;12.550982838024261;6.2733878810550872;18.327312390574239;4.272365186258908e-06;1.7584556909860245e-05;1.1765792447248263e-05;2.6284702474573741e-05;5.8640125040823593e-06;6.2658950065353429e-06;597.4915344685752;398.43507731479843;2.6425416135667366;600.13407608214186;401.07761892836538;998.56915339693842;0.002654727441088708;0.0053786155296744039;0.0043978212176861613;0.0065782648936271761;0.59834276974107559;0.39900250281783739;21.560260421043974;16.564741039952068;14.696723820221427;11.321749836644733;5.5287930092250637;22.395876507759393;1.4906316591995833e-05;6.0795710740873128e-05;4.0650771550366415e-05;9.0932246738808031e-05;6.6268241126627703e-06;9.165480472393457e-06;1.8540179769718445e-05;0.12072200707446423;9.9324347136760733e-07;0.014337819389703925;
623;277;100;723;377;1000;0.10000000000000001;0.19154030571213676;0.13831258644536654;0.26525198938992045;0.623;0.27700000000000002;623.02327381968564;277.03692212776366;100.05250187972506;723.07577569941122;377.08942400748964;1000.1126978271759;0.10004686927757411;0.19160607669220206;0.13837028234249238;0.26532628473556075;0.62294895811971185;0.27700417260271409;18.077677704918919;8.2996806246495591;7.0133240952235179;15.90437290048701;3.9923764925693352;23.900066173667351;7.9130050289480936e-06;2.3876437749287251e-05;1.2729995201216344e-05;4.6238807704092432e-05;3.6921721449667151e-06;5.6246568625251131e-06;623.07904800427627;277.02771147100617;100.02922011580927;723.10826812008509;377.05693158681481;1000.1359795910921;0.10002226548552955;0.1915663383948884;0.13833326196300874;0.26528874018173904;0.62298887263314717;0.27698886188132227;21.905239152885635;9.5965542026108572;7.5402889829695114;18.447724647713951;4.8101935376194849;25.136367519572303;8.6313708771173227e-06;2.5964530217746906e-05;1.4034558097107856e-05;5.025477750697142e-05;5.3568226918860536e-06;7.0204968003946244e-06;623.02796253243605;277.06014465759085;100.03854625843668;723.06650879087306;377.0986909160269;1000.1266534484633;0.1000326147192917;0.19157884557060087;0.13835518298258334;0.26528210549042303;0.62294330478289739;0.27702408049781035;23.379764412637268;9.5504839468010445;7.653664816126323;18.836082792919274;5.6803937846463928;25.192888298125123;8.7627150166705056e-06;2.6146632847571385e-05;1.4525492068386492e-05;4.9561034447764826e-05;6.4398626716343419e-06;7.0811557694786372e-06;622.86465799333541;276.81332146006446;100.24361012675026;723.10826812008509;377.05693158681481;999.92158958015023;0.1002723829826814;0.19197182357258302;0.13862639351838799;0.26584965102097385;0.6229030317345442;0.27682458528277537;34.482711006316947;23.536493332314819;23.691317995921207;18.447724647713919;4.8101935376194671;35.502749489755871;2.7525256360662179e-05;8.3163226503024862e-05;4.3959603759876814e-05;0.00015960410457470554;7.6684479741686619e-06;1.5011164444437657e-05;0.080669348512998493;0.18631657393093495;0.0003826306668890498;0.0074558650039134068;
685;305;10;695;315;1000;0.01;0.021372352121250049;0.014388489208633094;0.031746031746031744;0.68500000000000005;0.30499999999999999;685.33559039202623;305.27139502014813;9.7225875607576739;695.05817795278404;314.99398258090508;1000.3295729729322;0.0097239614132400946;0.020775364930014365;0.013985642185250358;0.030861724512029148;0.68510644781985675;0.30516959076690281;18.411147155257602;8.3734796573666728;6.3703632166423754;14.860007145809911;3.0316529929446605;23.23817152573092;6.4529121778492294e-06;2.8951605349123148e-05;1.3115316679866159e-05;6.393527224911872e-05;2.8567440279517286e-06;5.4196951700888428e-06;685.36382229761307;305.29915419763569;9.6945920192202522;695.058414316832;314.99374621685587;1000.3575685144676;0.009696436311552311;0.020715984283995657;0.013946036016244603;0.030772861987161258;0.68511436900083111;0.30518919468761718;21.602774904476572;9.3447825681048347;6.8274451104432341;16.993240079975543;3.5765273156603463;24.265913035005898;6.9232875417329502e-06;3.1055728469092123e-05;1.407737237364189e-05;6.8546525577466209e-05;4.0132468363229381e-06;6.5288602699995658e-06;685.41223299560625;305.24368233414117;9.6981226019707236;695.11035559757704;314.94180493611191;1000.3540379317174;0.009700000040335513;0.020723629872574475;0.013951182761154517;0.030784499943648212;0.68516460089112463;0.30513539906853981;24.453234702784819;9.9273011942327027;6.8267999745792531;18.789394646915543;5.217894487285859;24.262014856740468;6.922793736407667e-06;3.1012034864085713e-05;1.410775333023989e-05;6.8225272582256657e-05;6.0264266565746591e-06;7.4749152199920378e-06;685.21039052807191;305.14572242809538;9.8480237887607753;695.058414316832;314.99374621685581;1000.204136744929;0.0098626687154434976;0.021036090587106968;0.014162199736052185;0.031246903218897473;0.68506232379711651;0.30507500748744054;31.846295769732176;21.456295736579488;21.532075808794481;16.993240079975543;3.5765273156603326;31.916316370384862;2.1866660097547081e-05;9.7877957552454698e-05;4.4395750298183539e-05;0.00021583805157732706;5.5960047039739474e-06;1.3326119655164601e-05;0;0.11423233122017176;0.00010000000000000183;0.010868220916532818;
691;308;1;692;309;1000;0.001;0.0021625577457933874;0.0014450867052023121;0.0032362459546925568;0.69099999999999995;0.308;690.71172161790923;307.59637018428788;1.3890201336975994;692.10074175160719;308.98539031798515;999.69711193589444;0.0013914426747773678;0.0030018334579383333;0.0020057235849136922;0.0044926941040410433;0.69091825571386412;0.30769030161135813;17.155537056114209;5.7666870989666004;3.0146698338832252;15.462543071461099;3.2869739288150588;21.861270779228555;3.0321320744143667e-06;1.4068933769234833e-05;6.27915739019936e-06;3.1524313774308617e-05;2.9064151049976163e-06;4.1000902254063051e-06;690.67108875626218;307.61247284546386;1.4012852339333333;692.07237399019436;309.01375807939701;999.68484683565782;0.001404114685077365;0.0030286853332065367;0.00202390055796776;0.0045323728336942861;0.69088540523826047;0.30771048007666135;18.990689923062181;6.2236924962814228;3.196685883921246;16.745382512664893;3.5108542963298657;22.46469318473472;3.2173966125033564e-06;1.4922816674792178e-05;6.6621337090565838e-06;3.3428823027856112e-05;3.5018149812563157e-06;4.6840507748874526e-06;690.62665018169275;307.65410445126093;1.4026887183192809;692.02933890001248;309.05679316957998;999.68344335127097;0.0014055176220193388;0.0030311789420232067;0.0020265327613180604;0.0045339837429612664;0.69084159971415782;0.30775288266382173;20.576848822970057;6.6469028509090329;3.1965431992127828;17.846614885488393;4.4230222164176256;22.460804831067414;3.2172507583796617e-06;1.4913288205375861e-05;6.6684425886787168e-06;3.3356395051094238e-05;4.6230413392233962e-06;5.3135328084990214e-06;689.76453540272769;306.70591949192931;2.3078385874673124;692.07237399019436;309.01375807939701;998.77829348212481;0.002317121376103611;0.0049833301742913281;0.0033305612211816911;0.007456398161104342;0.69060341494016964;0.30707946368372568;23.775992573875865;12.409472524206054;11.276234903919494;16.745382512664889;3.5108542963298754;25.35622684347479;1.1420340153004788e-05;5.2503253844542095e-05;2.3454418887718846e-05;0.00011753953287611125;4.3851033829306609e-06;8.3974202462535418e-06;0;0.10716847447323745;1.0000000000000152e-06;0.011275501829212702;
694;206;100;794;306;1000;0.10000000000000001;0.20287523483519407;0.12594458438287154;0.32679738562091504;0.69399999999999995;0.20599999999999999;694.22931712882917;206.0662371923672;100.0122677625414;794.24158489137108;306.078504954908;1000.3078220837371;0.099986349939056168;0.20284152345966014;0.12592155777451475;0.32675194432433641;0.69401180216010072;0.20600184790084236;20.190896534716316;6.5496441109398624;5.9337797000786532;19.312060217133872;2.6886761736258924;25.050066176866942;6.6496416341540472e-06;2.2487400217607962e-05;8.8758765055444421e-06;5.9169712420071079e-05;2.7223758637827679e-06;5.0802293497934578e-06;694.17930025097962;206.08953144503988;100.02562907512916;794.20492932610989;306.1151605201693;1000.2944607711496;0.10000199109945719;0.20286204208432776;0.12594563312905938;0.32675778903151342;0.69396918818286724;0.2060288207176747;24.94589777669923;7.3707619403733;6.3241797987212145;22.720618082674871;3.2152095683626434;26.300693889363004;7.2146335906233252e-06;2.4218235732956746e-05;9.7685900115633373e-06;6.3570853081539196e-05;4.2750522802027531e-06;6.2329113077823092e-06;694.19830520931271;206.06913558458382;100.02632452619106;794.2246297355025;306.09546011077481;1000.2937653200883;0.10000282318555019;0.20286667771240724;0.12594420915304758;0.32677776041313472;0.69398878492065397;0.20600839189379347;25.938884113077183;7.4055875991483697;6.5542638790631882;22.357333217251711;4.456699293519315;26.220216944440612;7.4593094560030835e-06;2.4594358538000737e-05;1.0350720524769043e-05;6.2502832573275383e-05;5.4575021668042022e-06;6.1961928170645623e-06;694.34631772706302;206.25654892112252;99.858611599046796;794.20492932610989;306.11516052016924;1000.4614782472324;0.099830228072318186;0.20251868191513298;0.12573360722459079;0.32620174556070325;0.69401657463638977;0.20615319729129225;35.916944084859786;18.5366110547345;19.404285628128836;22.720618082674864;3.2152095683626536;35.357483482477171;2.2568452717641801e-05;7.6204844558931502e-05;3.0078744926958896e-05;0.00019659726492138042;5.7027535138458802e-06;1.3606063004555178e-05;0.061352060687348532;0.17148553142314207;0.0015014751235760263;0.0051147566404152059;
