name=HyperMinHash;numRegisters=4096;base=1.00067713069306641e+00;bucketBits=12;bucketSize=6;subBucketSize=10;registerStateType=registers;numExamples=1000;
trueDifference1;trueDifference2;trueIntersection;true1;true2;trueUnion;trueJaccard;trueCosine;trueInclusionCoefficient1;trueInclusionCoefficient2;trueAlpha;trueBeta;originalMeanDifference1;originalMeanDifference2;originalMeanIntersection;originalMean1;originalMean2;originalMeanUnion;originalMeanJaccard;originalMeanCosine;originalMeanInclusionCoefficient1;originalMeanInclusionCoefficient2;originalMeanAlpha;originalMeanBeta;originalMSEDifference1;originalMSEDifference2;originalMSEIntersection;originalMSE1;originalMSE2;originalMSEUnion;originalMSEJaccard;originalMSECosine;originalMSEInclusionCoefficient1;originalMSEInclusionCoefficient2;originalMSEAlpha;originalMSEBeta;originalKnownCardMeanDifference1;originalKnownCardMeanDifference2;originalKnownCardMeanIntersection;originalKnownCardMean1;originalKnownCardMean2;originalKnownCardMeanUnion;originalKnownCardMeanJaccard;originalKnownCardMeanCosine;originalKnownCardMeanInclusionCoefficient1;originalKnownCardMeanInclusionCoefficient2;originalKnownCardMeanAlpha;originalKnownCardMeanBeta;originalKnownCardMSEDifference1;originalKnownCardMSEDifference2;originalKnownCardMSEIntersection;originalKnownCardMSE1;originalKnownCardMSE2;originalKnownCardMSEUnion;originalKnownCardMSEJaccard;originalKnownCardMSECosine;originalKnownCardMSEInclusionCoefficient1;originalKnownCardMSEInclusionCoefficient2;originalKnownCardMSEAlpha;originalKnownCardMSEBeta;newMeanDifference1;newMeanDifference2;newMeanIntersection;newMean1;newMean2;newMeanUnion;newMeanJaccard;newMeanCosine;newMeanInclusionCoefficient1;newMeanInclusionCoefficient2;newMeanAlpha;newMeanBeta;newMSEDifference1;newMSEDifference2;newMSEIntersection;newMSE1;newMSE2;newMSEUnion;newMSEJaccard;newMSECosine;newMSEInclusionCoefficient1;newMSEInclusionCoefficient2;newMSEAlpha;newMSEBeta;newKnownCardMeanDifference1;newKnownCardMeanDifference2;newKnownCardMeanIntersection;newKnownCardMean1;newKnownCardMean2;newKnownCardMeanUnion;newKnownCardMeanJaccard;newKnownCardMeanCosine;newKnownCardMeanInclusionCoefficient1;newKnownCardMeanInclusionCoefficient2;newKnownCardMeanAlpha;newKnownCardMeanBeta;newKnownCardMSEDifference1;newKnownCardMSEDifference2;newKnownCardMSEIntersection;newKnownCardMSE1;newKnownCardMSE2;newKnownCardMSEUnion;newKnownCardMSEJaccard;newKnownCardMSECosine;newKnownCardMSEInclusionCoefficient1;newKnownCardMSEInclusionCoefficient2;newKnownCardMSEAlpha;newKnownCardMSEBeta;inclExclMeanDifference1;inclExclMeanDifference2;inclExclMeanIntersection;inclExclMean1;inclExclMean2;inclExclMeanUnion;inclExclMeanJaccard;inclExclMeanCosine;inclExclMeanInclusionCoefficient1;inclExclMeanInclusionCoefficient2;inclExclMeanAlpha;inclExclMeanBeta;inclExclMSEDifference1;inclExclMSEDifference2;inclExclMSEIntersection;inclExclMSE1;inclExclMSE2;inclExclMSEUnion;inclExclMSEJaccard;inclExclMSECosine;inclExclMSEInclusionCoefficient1;inclExclMSEInclusionCoefficient2;inclExclMSEAlpha;inclExclMSEBeta;
487;13;500;987;513;1000;0.5;0.70267215740208533;0.50658561296859173;0.97465886939571145;0.48699999999999999;0.012999999999999999;487.18386134605657;13.090592877061846;500.00273961127243;987.1866009573306;513.09333248833434;1000.2771938343915;0.49987946401590239;0.70254646512243457;0.50650918838315984;0.97449148812530917;0.48702671704958167;0.013093818934516202;72.32275457332095;15.114885446362623;41.649060549135726;124.13397474756232;30.542648341824091;97.921196288933302;3.2542000043126772e-05;2.336663106595093e-05;2.691477687300729e-05;5.7066224879667038e-05;2.755959885421656e-05;1.5268811820930528e-05;487.09646243312625;13.096462433126192;499.90353756687369;987;513;1000.0964624331256;0.499876942396419;0.70253659447009909;0.5064878800069641;0.97447083346369223;0.48704208570042401;0.013080971903155918;14.432122897557827;14.432122897557871;14.432122897557841;5.9841347439383099e-27;2.6366382025127755e-27;14.432122897557834;3.2437245689860798e-05;2.8503336547748069e-05;1.4814804102324963e-05;5.4839752773152774e-05;3.7939900048688802e-06;1.4044159642864883e-05;475.21220843295583;1.1189399639600675;511.97439252437391;987.1866009573306;513.09333248833434;988.30554092128955;0.51807177405364646;0.71938157844511041;0.51865909123696863;0.99781932516192151;0.48079600370300024;0.0011322222433525026;241.48950217532163;141.17254537353301;173.7484964073482;124.13397474756223;30.542648341824087;261.04616795989222;0.00036429866467141392;0.0002974186739928151;0.00018364330220928463;0.00053645498051109388;7.6358194343847713e-05;0.00014085734358089983;475.11869844087545;1.1186984408749443;511.88130155912444;987;513;988.11869844087653;0.51803626619581733;0.71936947700067555;0.51862340583498012;0.99781930128484575;0.48083159696102895;0.001132136843152853;141.17804418875363;141.17804418875374;141.17804418875397;6.8630141447759018e-27;2.3393701698765313e-27;141.17804418875357;0.00032533691926834788;0.00027882559864743497;0.00014492151175899901;0.00053645392956143802;3.8052707425302942e-05;0.00014085917391410077;487.25253630165014;13.159267832654729;499.93406465567978;987.1866009573306;513.09333248833445;1000.3458687899841;0.49980038706866575;0.70246301144129775;0.50646035960576619;0.97435394245489682;0.48704620074708505;0.013153412184250202;103.06175753602162;3.4677856593673066;31.964289547181551;124.13397474756242;30.542648341824126;126.69787046659289;3.9622120946012755e-05;2.2562964472648178e-05;3.8006540175526882e-05;1.3052350682765561e-05;3.6164575694329645e-05;3.4085757247738843e-06;
489;11;500;989;511;1000;0.5;0.70333367001142699;0.50556117290192115;0.97847358121330719;0.48899999999999999;0.010999999999999999;489.19390479706277;11.08875123778788;499.95462862195956;989.14853341902256;511.0433798597474;1000.2372846568101;0.49985062781516471;0.70318759490342009;0.50545503283752991;0.97830650093373983;0.48905674809523247;0.011092624089601358;70.86067067912235;14.700889468481318;41.572837960232235;121.96615602645295;30.724064743872276;96.438890753858388;3.2149527142788086e-05;2.2993606280402816e-05;2.6532552095993091e-05;5.5996062670735799e-05;2.7183919780267728e-05;1.482699426958803e-05;489.11662747711961;11.116627477119078;499.88337252288028;989;511;1000.1166274771175;0.49984639622603466;0.70316961394841382;0.50544324825367148;0.97824534740289837;0.48905232768566465;0.011101276088301503;14.234637968307814;14.234637968307824;14.234637968307858;6.5269720209262341e-27;2.2844402073241818e-27;14.234637968307757;3.1985748565384395e-05;2.8166263276289354e-05;1.455304401838612e-05;5.4513570215753702e-05;3.7120669560629976e-06;1.3904858832232156e-05;479.04845544409528;0.94330188482087807;510.10007797492699;989.14853341902256;511.04337985974735;990.09183530384416;0.5152422736756479;0.71747050714087346;0.51573371552554326;0.99815423797367653;0.48380495123938122;0.0009527750849710739;199.26817579951825;101.1474484824093;132.59305606343131;121.96615602645275;30.724064743872272;220.27273678498375;0.00026913842560520579;0.00021772318919815588;0.00014042483483581831;0.00038736698332960794;6.3926834500308168e-05;0.00010095716731632722;478.94318126218548;0.94318126218642062;510.05681873781469;989;511;989.94318126218775;0.51523849437668878;0.71748026847444113;0.51572984705542213;0.99815424410530973;0.48380875291567454;0.00095275270763653212;101.14972495062973;101.14972495062987;101.14972495063004;6.7983906594201965e-27;2.4589236177845862e-27;101.14972495062955;0.00023223542889955391;0.0002001462762612395;0.00010341228227451403;0.00038736725483829565;2.6951798857635753e-05;0.00010095748886696007;489.17879874231431;11.073645183039931;499.96973467670716;989.14853341902256;511.04337985974729;1000.2221786020618;0.49989597475859243;0.70322171894671837;0.50549054511710578;0.97833274332569464;0.48903397008042299;0.011070055160984348;100.34645933419587;2.8411600604741039;31.491826376017425;121.96615602645286;30.724064743872265;124.14596158513939;3.7852381449152066e-05;2.1102089899658958e-05;3.6694555119520858e-05;1.0777120399380792e-05;3.5361656360025029e-05;2.8033538998477651e-06;
490;410;100;590;510;1000;0.10000000000000001;0.18230093920774315;0.16949152542372881;0.19607843137254902;0.48999999999999999;0.40999999999999998;490.10988335949008;410.30659640207546;100.09004379444433;590.19992715393471;510.39664019651934;1000.5065235560119;0.10004461105842793;0.18236059626111317;0.1695902507305086;0.19610480413797607;0.48985672154156301;0.41009866740000905;42.96116007114842;33.01846564894133;10.884503073392127;44.803361162156079;34.420384511740124;68.366004351820919;1.1240707275279206e-05;3.0862767260398455e-05;2.8777035413972802e-05;3.7695319174186034e-05;2.1693378453051507e-05;2.1321245173870624e-05;489.9687202936949;409.96872029369439;100.03127970630592;590;510;999.96872029369558;0.10004463117243177;0.18235796240611987;0.16954454187509457;0.19613976413001161;0.48997930736550888;0.40997606146205873;9.2982371583791519;9.2982371583791341;9.2982371583791288;3.1148519941449947e-27;1.4766466403778659e-27;9.2982371583791252;1.1241131138605993e-05;3.090141960245644e-05;2.6711396605513211e-05;3.57487011087241e-05;2.4163786852491115e-06;3.2339154953295408e-06;117.09758468651275;37.294297729098183;473.10234246742209;590.19992715393482;510.39664019651929;627.49422488303196;0.75401429452011104;0.86202078844175212;0.80168991184979144;0.92694981359139161;0.18654565240840665;0.059440053071482382;139115.29424478751;138911.53334661049;139226.67983587386;44.803361162156079;34.420384511740117;138803.41863722919;0.42781652489332056;0.46204837583912522;0.39980281787096461;0.53417713364105124;0.092206563774671041;0.12289772276666588;117.1762753516541;37.176275351654347;472.82372464834634;590;510;627.176275351654;0.75389468101403379;0.86196209083096742;0.80139614347177268;0.92710534244773535;0.18683064789349393;0.059274671092473322;138997.9348858741;138997.9348858741;138997.9348858741;3.1536260853584179e-27;2.6107888083704938e-27;138997.93488587407;0.42758142392873766;0.46194062773637146;0.39930461041618498;0.53440190267540977;0.091912337490797233;0.12300916832197827;489.927036801925;410.12374984451048;100.272890352009;590.19992715393482;510.39664019651934;1000.3236769984438;0.10031172203101685;0.18271656214269613;0.16992161393616434;0.19648726699388713;0.48973275449751563;0.40995552347146702;102.75209181115991;90.406103260300398;55.869220798785904;44.803361162156094;34.420384511740075;140.55985597779738;6.8927570678110696e-05;0.00018862140807676973;0.00016530613141671073;0.00022010502885032641;3.4243475731124969e-05;3.7793711941220829e-05;
491;9;500;991;509;1000;0.5;0.70400263705238475;0.50454086781029261;0.98231827111984282;0.49099999999999999;0.0089999999999999993;491.21333420346309;9.0914130001586493;499.94827072746216;991.16160493092423;509.03968372762102;1000.2530179310839;0.4998366207077396;0.70384547773230188;0.50442220190718778;0.98214487639302528;0.49106780910274056;0.0090955701895192014;71.416350976429428;14.526770569112465;41.467818276215766;122.40109511306902;30.555735149781281;96.770147997779063;3.2178789157591633e-05;2.2924673355723359e-05;2.6515424331545225e-05;5.5808299255515033e-05;2.7217597197011783e-05;1.4627715441012847e-05;491.12286260239563;9.1228626023953669;499.87713739760432;991;509;1000.1228626023957;0.49983702098444505;0.70382964586022156;0.50441688940222495;0.98207689076150262;0.49105530421261029;0.0091076748029433868;14.221930886531053;14.221930886531053;14.221930886531039;5.9065865615114635e-27;2.4298430493745188e-27;14.221930886531034;3.194666106367683e-05;2.819467721582862e-05;1.4481423514487143e-05;5.4893762516475787e-05;3.6785657311282159e-06;1.3944092819589716e-05;482.89205681191862;0.77013560861390062;508.26954811900703;991.16160493092434;509.03968372762102;991.93174053953942;0.51244102221287013;0.71557361561241795;0.51283925722422774;0.99848716255837922;0.48678255509282153;0.00077642269430865855;166.38843614264266;67.739221168122469;98.814083689404811;122.40109511306919;30.555735149781263;187.60841834981332;0.00019128550903746899;0.00015170299620674677;0.00010548030774879421;0.0002614656106352565;5.4402960630140489e-05;6.7635883133559716e-05;482.77003034261878;0.77003034261835146;508.22996965738128;991;509;991.77003034261963;0.51244740916087861;0.71559047773569961;0.51284557987626822;0.99848717025025879;0.48677617915807514;0.0007764116810456595;67.740842509713573;67.740842509713715;67.740842509713829;7.5480230895463771e-27;2.601095285567138e-27;67.740842509713801;0.00015495763106757987;0.00013429478768586101;6.8976838478408692e-05;0.00026146588329408079;1.7842923562053131e-05;6.7635975678435721e-05;491.21148088502218;9.0895596817178586;499.95012404590375;991.16160493092423;509.03968372762108;1000.2511646126444;0.49986225197673301;0.70386128017333449;0.504444546443368;0.98214549913428295;0.49105175820154745;0.0090859898217191884;101.10516261067112;2.4180886142584952;30.964281552472443;122.40109511306892;30.555735149781292;124.85381440091061;3.7529428907735662e-05;2.0630348669208832e-05;3.6486314316171475e-05;9.2467439472941925e-06;3.5342893122655017e-05;2.3865443662895893e-06;
492;8;500;992;508;1000;0.5;0.70433993368932613;0.50403225806451613;0.98425196850393704;0.49199999999999999;0.0080000000000000002;492.24245065284686;8.0883906393894858;499.94248894623809;992.18493959908324;508.0308795856277;1000.2733302384729;0.49982088520223639;0.70417269306617503;0.50389634712420961;0.98408423120608013;0.4920866069065758;0.0080925078911879278;71.721754357624519;14.3493714980594;41.143065854921879;122.58781382095847;30.528265066961588;97.21383224068515;3.1951934697564173e-05;2.2678526800801809e-05;2.6390597092330263e-05;5.5359829265120978e-05;2.7205552140559284e-05;1.4438191392065162e-05;492.13179300544147;8.1317930054413026;499.86820699455848;992;508;1000.1317930054418;0.49982331283867171;0.70415427953590004;0.50389940221225638;0.98399253345385573;0.4920598380519694;0.0081168491093582609;14.014943804940152;14.014943804940142;14.014943804940129;5.1957282225987054e-27;2.077645054185925e-27;14.014943804940113;3.147467808690253e-05;2.7810959734847512e-05;1.4241902767442091e-05;5.4308015860174721e-05;3.6099917003637402e-06;1.3765821163070922e-05;484.83702344092819;0.68296342747124839;507.34791615815567;992.18493959908324;508.03087958562764;992.86790302655527;0.51102949867659664;0.71461605887016888;0.51138131581341617;0.99865577972890573;0.48828262768725778;0.00068787363614538917;152.1268092242515;53.546688115088422;84.385900386601207;122.58781382095859;30.528265066961556;173.57336919266154;0.00015800935168167223;0.00012338837536298098;9.0468497041941488e-05;0.00020749900201786123;5.0280946239877021e-05;5.3474919853162034e-05;484.68285547997021;0.6828554799715949;507.31714452002973;992;508;992.68285547997152;0.5110566312401903;0.71464744786139101;0.51140841181454566;0.99865579629926959;0.4882554875533211;0.00068788120648855563;53.548152513774355;53.548152513774212;53.548152513774404;9.5642758326443824e-27;2.5590900200859295e-27;53.548152513774305;0.00012226658819709286;0.00010625982766417729;5.4415314973186889e-05;0.00020749950598988705;1.4023379918441985e-05;5.3474732376703882e-05;492.21959832603937;8.0655383125827473;499.96534127304398;992.18493959908324;508.03087958562764;1000.2504779116663;0.49987771193554831;0.70421797281170107;0.5039397167028572;0.98412611768432712;0.49206004250620594;0.0080622455582465176;101.156055323597;2.1599236266539319;30.593373388873097;122.58781382095859;30.52826506696157;125.00837780130068;3.7024690446095733e-05;2.0131076048287429e-05;3.6171925210767507e-05;8.2849207077471719e-06;3.5247448674542049e-05;2.1333739965185424e-06;
493;7;500;993;507;1000;0.5;0.70467911529399074;0.50352467270896273;0.98619329388560162;0.49299999999999999;0.0070000000000000001;493.24267619575033;7.1248984074561941;499.92801074144847;993.17068693719966;507.05290914890497;1000.2955853446555;0.4997952109992187;0.70448103438003762;0.50338148467619548;0.98595297651177094;0.49307561399979188;0.0071291750009898;71.347948347217468;14.12850004432163;40.90674925697931;122.7350861780031;30.006588450574146;97.311396018636202;3.1610719369842663e-05;2.2466874865708857e-05;2.5964904014009427e-05;5.4757476947040291e-05;2.6678460294014737e-05;1.4202718037102008e-05;493.14707041206049;7.1470704120605424;499.85292958793951;993;507;1000.1470704120605;0.49979991672754109;0.70447184039827659;0.50337656554676646;0.98590321417739601;0.49306762814609167;0.0071324551263676822;13.699742659033877;13.699742659033856;13.69974265903388;5.7256408025154885e-27;2.2133543734329063e-27;13.699742659033889;3.0743790549652962e-05;2.721167036917969e-05;1.3893571880336449e-05;5.3296230131351847e-05;3.5122936075545449e-06;1.3473281745642068e-05;486.71771484758852;0.59993705929449037;506.45297208961011;993.17068693719966;507.05290914890503;993.77062399649344;0.50966433310503712;0.71368862625412255;0.50997225264058621;0.99881680917081594;0.48973193422134625;0.00060373267361529923;139.45902153344645;40.967399502838191;71.584202788892924;122.73508617800297;30.006588450574142;161.58391513146844;0.00012890241640658382;9.8592388890874453e-05;7.7148709563338642e-05;0.00015937862270664426;4.6248413326984687e-05;4.091889978934407e-05;486.59987703440379;0.59987703440350926;506.40012296559661;993;507;993.59987703440379;0.50966203259856757;0.71369918127232768;0.50996991235205946;0.99881681058302896;0.48973423298168411;0.00060373441974831453;40.968124388404227;40.968124388404043;40.968124388404071;7.4575502100483896e-27;2.3135207757342492e-27;40.968124388404327;9.3369998332584549e-05;8.1374601278781672e-05;4.1547757148381386e-05;0.00015937865694246584;1.0666962089507651e-05;4.0918841549265099e-05;493.1834508442779;7.0656730559838969;499.98723609292159;993.17068693719955;507.05290914890497;1000.2363599931847;0.49990531007184741;0.70457609581689018;0.50346050119453556;0.98606432243651587;0.49303099902482239;0.007063690903329309;100.12056489620711;1.890338446123343;31.516655459195935;122.73508617800292;30.006588450574185;123.23594476721091;3.7031324692207615e-05;2.0097539793325446e-05;3.5952986714297397e-05;7.3509406864272745e-06;3.482726104686093e-05;1.8789586941060648e-06;
494;6;500;994;506;1000;0.5;0.7050201891062009;0.50301810865191143;0.98814229249011853;0.49399999999999999;0.0060000000000000001;494.30366103267653;6.1476205616127695;499.89584134255898;994.1995023752346;506.04346190417152;1000.3471229368474;0.49973760489157854;0.70477346239910266;0.50282874462967997;0.9878562908902162;0.4941105981133514;0.0061517969950697082;71.983466609360391;13.518996894283349;40.303439926574427;123.12331189060991;29.952319467281953;98.30275049847954;3.1095176347115634e-05;2.1851377542714856e-05;2.5814239828106495e-05;5.2623621450090255e-05;2.6676944816023446e-05;1.3581842660053725e-05;494.18341011967715;6.1834101196769637;499.81658988032279;994;506;1000.183410119677;0.49974467717382282;0.70476157343168433;0.50283359142889628;0.98777982189787172;0.49408612890003212;0.0061691939261474754;13.217386865548551;13.217386865548557;13.217386865548583;6.2038545941477073e-27;2.2521284646463291e-27;13.217386865548457;2.9639025816854431e-05;2.6278991867307632e-05;1.3377434491808549e-05;5.1623157936964265e-05;3.372736717352951e-06;1.3015299783102893e-05;488.66934856469294;0.51330809362944441;505.53015381054246;994.1995023752346;506.04346190417152;994.7128104688652;0.5082536685513811;0.71272927089513272;0.50851612013780334;0.99898566531455935;0.49123027598424174;0.00051605546437688966;128.37634945720635;30.109474527861522;60.467555413829679;123.12331189060978;29.952319467281946;151.12199549264821;0.00010331656935823868;7.6743778509816719e-05;6.5485970778564226e-05;0.00011760077998958158;4.2922898178321709e-05;3.0079375735039034e-05;488.51324445230074;0.5132444523007702;505.48675554769898;994;506;994.51324445230205;0.50827554778929485;0.71275673597384004;0.50853798344838963;0.9989856829005892;0.49120838187907678;0.00051607033162622213;30.110130154725422;30.110130154725486;30.110130154725521;8.6983211288779322e-27;2.9015944924711675e-27;30.110130154725347;6.849767444878193e-05;5.9865378346612934e-05;3.0474729822319976e-05;0.00011760115825401787;7.7946091445192143e-06;3.0079185898523007e-05;494.19719898926434;6.0411585182002279;500.00230338597197;994.19950237523437;506.04346190417147;1000.2406608934356;0.49991825103116999;0.70493494453231553;0.5029547689297077;0.98806141965192396;0.4940424446154319;0.0060393043533988819;100.18880027089709;1.6613213549354175;31.183433165095778;123.12331189060997;29.9523194672819;123.77041538214684;3.6594608838792556e-05;1.9682249692826042e-05;3.5616907994596109e-05;6.483522012076225e-06;3.4631595325983457e-05;1.6522562409467695e-06;
495;5;500;995;505;1000;0.5;0.70536316242416586;0.50251256281407031;0.99009900990099009;0.495;0.0050000000000000001;495.35769562999633;5.2253710213110578;499.82803722064301;995.18573285064053;505.05340824195389;1000.4111038719503;0.49963820327089709;0.70501906120117808;0.50226305110760272;0.98965848405214307;0.49513212065437001;0.0052296760747327807;72.954417830464095;12.921626433505716;39.601158167548959;123.26264618534465;29.721323606454682;98.6564969075459;3.0702635807132311e-05;2.1279587743858134e-05;2.5845522883814372e-05;5.0498355083325153e-05;2.6912068543763566e-05;1.2977225362032686e-05;495.24970371947961;5.2497037194794149;499.7502962805205;995;505;1000.2497037194795;0.4996443509091712;0.70501089881368384;0.50226160430202993;0.98960454709014056;0.49511973519391256;0.0052359138969160215;12.633361005751368;12.633361005751409;12.633361005751535;1.0404381142268552e-26;3.36365241276446e-27;12.633361005751217;2.8295426040357635e-05;2.514226778596232e-05;1.2760648474282327e-05;4.9537735538678058e-05;3.2071293448632052e-06;1.2450301851380033e-05;490.56107730231878;0.42875269363378765;504.62465554832045;995.18573285064053;505.05340824195383;995.61448554427238;0.50688409160304182;0.71179677990797718;0.50710251001662598;0.99915106525103536;0.49268523792163849;0.00043067047531977244;120.28749071210136;20.900868961942006;51.065124619375801;123.26264618534459;29.721323606454671;142.50484586579259;8.2605189305841645e-05;5.8759734424711196e-05;5.6336024368524679e-05;8.1957531546778437e-05;4.062118005910031e-05;2.0883373651643409e-05;490.4287092026492;0.42870920264910423;504.5712907973508;995;505;995.42870920265023;0.50688843210331258;0.71181200269052658;0.50710682492196091;0.99915107088584321;0.49268089452521663;0.00043067337146965475;20.901244661723499;20.901244661723549;20.901244661723492;3.2053248736429822e-27;1.7028288391228344e-27;20.901244661723503;4.7460914243339437e-05;4.1596586221649497e-05;2.1111835218023681e-05;8.1957630278300378e-05;5.3794309577367248e-06;2.0883329610561009e-05;495.22454249821578;5.0922178895313062;499.96119035242208;995.18573285064053;505.05340824195383;1000.2779507401708;0.49985876493218462;0.7052179286437319;0.50241547284797317;0.9899164980568117;0.49505069280296393;0.0050905422648512191;101.00730870401908;1.3052438376175886;30.911501834540246;123.26264618534445;29.721323606454703;123.78266151822149;3.6587094029676759e-05;1.945770782625542e-05;3.5750140279270169e-05;5.1179174293158901e-06;3.4851509002177777e-05;1.2986221969176863e-06;
495;495;10;505;505;1000;0.01;0.019801980198019802;0.019801980198019802;0.019801980198019802;0.495;0.495;495.09667640310647;495.18985374613368;10.009636202591354;505.10631260569841;505.19948994872453;1000.2961663518303;0.010007475117402119;0.019814642389965435;0.019816857678863813;0.019813624626564531;0.49495056237166107;0.49504196251093652;30.827390545551889;32.688803791568894;1.3253912293097527;30.746560086905475;32.445404756264438;63.692660111740537;1.3343376943749286e-06;5.1372405742217614e-06;5.1514604354863556e-06;5.1715947903801006e-06;1.5725098903493667e-05;1.5817140430072232e-05;494.99389955042113;494.99389955042113;10.006100449578721;505;505;999.9938995504217;0.010007483628316665;0.019814060296195469;0.019814060296195469;0.019814060296195469;0.4949962581858437;0.4949962581858437;1.3100892725387143;1.3100892725387143;1.3100892725387066;1.7965328928886071e-27;1.7965328928886071e-27;1.3100892725387254;1.3343753359190543e-06;5.1371013529603187e-06;5.1371013529603187e-06;5.1371013529603187e-06;3.3359383397976358e-07;3.3359383397976358e-07;60.863544139138227;60.956721482164397;444.24276846655988;505.10631260569835;505.19948994872453;566.06303408786255;0.78480856649027819;0.87945626821759459;0.87956245246715614;0.87940328224446429;0.10751494082098265;0.10767649268873908;188490.98471386399;188410.37714010282;188576.56873459573;30.74656008690555;32.445404756264445;188326.29497637541;0.60033392381921769;0.7390076633863214;0.73923679346618232;0.73896341356088358;0.15019409312662574;0.15006914446115735;60.6677614460583;60.6677614460583;444.3322385539422;505;505;565.66776144605808;0.7855030765332558;0.87986581891869764;0.87986581891869764;0.87986581891869764;0.1072484617333723;0.1072484617333723;188644.97757526994;188644.97757526994;188644.97757526994;1.6155871338926322e-27;1.6155871338926322e-27;188644.97757526988;0.60140984664344876;0.73971170502997774;0.73971170502997774;0.73971170502997774;0.15035246166086219;0.15035246166086219;494.37703647819717;494.47021382122176;10.72927612750216;505.10631260569829;505.19948994872453;999.57652642692085;0.010792059088886016;0.0212435457540655;0.021247739767535547;0.021240626928517234;0.49455778109817611;0.49465015981293814;88.597227980241286;88.536033967182036;56.244255035432147;30.746560086905507;32.445404756264459;122.39086391592069;5.8013064009566468e-05;0.0002205271239386344;0.0002205670833579039;0.00022059552291665342;3.0406095937916713e-05;2.9520465566878925e-05;
496;4;500;996;504;1000;0.5;0.705708042604968;0.50200803212851408;0.99206349206349209;0.496;0.0040000000000000001;496.4884280042225;4.2619062087962494;499.77915500058407;996.26758300480867;504.04106120937979;1000.5294892136034;0.49953025122080258;0.70527570655061511;0.50167010041109084;0.99154988606773331;0.49620297098099636;0.004266777798201388;74.643641219426215;11.548361648579784;37.949950808474547;126.54006770254948;29.672667804276301;101.86608387678942;2.8403984663213974e-05;1.9038119947089871e-05;2.495817760715661e-05;4.5315902962809717e-05;2.6870832188135472e-05;1.1607086898124272e-05;496.30567235677921;4.3056723567786888;499.69432764322073;996;504;1000.3056723567774;0.49955784166763817;0.70527661172380918;0.50170113217190893;0.99145699929210596;0.49614856519967326;0.004293593132688657;10.9294903329577;10.929490332957627;10.929490332957513;1.2136290549801452e-26;2.614019982638279e-27;10.929490332957768;2.4460045171757868e-05;2.1772587040538258e-05;1.1017453683163985e-05;4.3026779151540031e-05;2.7614412597107875e-06;1.0784336076047378e-05;492.56824125466539;0.341719459240032;503.69934175013958;996.26758300480867;504.0410612093799;996.60930246404541;0.50545045031978253;0.71081902121044194;0.5056238508721832;0.9993220720996514;0.49420665374149197;0.00034289593872624058;114.31393890129291;13.386791164553468;43.303638106503918;126.54006770254925;29.672667804276312;138.02112377660055;6.4877027039221606e-05;4.3514722588430894e-05;4.8291318101100151e-05;5.270176192073692e-05;3.8434027473935851e-05;1.3378202401329142e-05;492.34166192439284;0.34166192439137866;503.65833807560733;996;504;996.34166192438829;0.50550766167392058;0.7108714798100163;0.50568106232490895;0.99932209935636396;0.49414942567756459;0.00034291264851717845;13.387190921101981;13.387190921101986;13.387190921101954;8.1554838518900073e-27;2.9112880152745233e-27;13.387190921102096;3.034290862322056e-05;2.6668560992187362e-05;1.3494934477973926e-05;5.2702156246464739e-05;3.4255930119270678e-06;1.3378067040343489e-05;496.28230645953835;4.0557846641126742;499.98527654526742;996.26758300480867;504.0410612093799;1000.3233676689194;0.4998607318833147;0.70557711322436401;0.50189496799976063;0.99195296580229197;0.49608494688908233;0.0040543212276029673;102.65579469056294;1.0690891071439201;30.51087089739347;126.54006770254959;29.672667804276355;126.83804471757173;3.6027160336314815e-05;1.8912538383233409e-05;3.5426901300420063e-05;4.2048338507212822e-06;3.4799522906809395e-05;1.0654002873807204e-06;
