name=SetSketch1;numRegisters=1024;q=65534;base=1.00099999999999989e+00;a=3.00000000000000000e+01;seed=524c5f4ac61ddad7;numCycles=1000;
cardinality; avg time in seconds;avg estimated cardinality;
1;0.00015487810000000001;1.0001050093037649
2;0.00023556839999999999;2.0013410653725634
5;0.00044783900000000001;5.0083781967122345
10;0.00072987400000000004;10.011805193922363
20;0.0011136485;20.000869444717775
50;0.0017522530000000001;50.072434520223503
100;0.0022870879;100.16599526550999
200;0.0028675225000000001;200.46453966348184
500;0.0037104517999999999;501.0337250170881
1000;0.0043800892000000003;999.88862683054958
2000;0.0050433429999999996;2001.5675017050987
5000;0.0059021708999999999;5005.5783196114962
10000;0.0065790318999999998;9998.3145660213922
20000;0.0074404036999999998;20036.508094729976
50000;0.0087768467999999999;50008.809025395152
100000;0.0099278509999999997;100100.07819795693
200000;0.011905491000000001;199993.48402182097
500000;0.016419996700000002;500233.95677682356
1000000;0.022939217500000001;1002446.204360337
2000000;0.035583076599999999;2003554.822766036
5000000;0.071765595099999996;4999912.7782385182
10000000;0.13132764259999999;10006509.83013027
