name=SetSketch2;numRegisters=16384;q=62;base=2.00000000000000000e+00;a=3.00000000000000000e+01;seed=80ccde04166e17e6;numCycles=1000;
cardinality; avg time in seconds;avg estimated cardinality;
1;0.00054950039999999999;0.99999594518730794
2;0.00098974070000000004;1.9995863036762012
5;0.0020401853;5.000762868245566
10;0.0032837228;9.9982685603810726
20;0.0048425825000000004;20.000932863669156
50;0.0068027345000000001;49.996502432987228
100;0.0082495837999999998;100.0008751196537
200;0.0097037528999999994;199.99035389922381
500;0.0116205522;500.19630989633174
1000;0.013062594699999999;999.75296043678736
2000;0.0146125423;1999.8061245467165
5000;0.016560931599999999;5000.7841550391386
10000;0.018135783199999998;10001.822943638064
20000;0.0199278752;20001.522165729137
50000;0.022622622200000001;50011.516085017422
100000;0.024891827200000001;100006.82764544984
200000;0.027953387699999999;200031.82115523325
500000;0.034770223900000001;499925.25691358029
1000000;0.043061616300000001;1000241.4180561443
2000000;0.055842864499999999;2000816.1308519645
5000000;0.089532624500000005;5000190.3320074603
10000000;0.1430273081;9995436.0490490161
