name=SetSketch1;numRegisters=256;q=65534;base=1.00099999999999989e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
0; 4.99750208145997507e-02; 2.49750270542014588e-03; 9.92261828258733658e-16; 1.00000000000000000e+00; 4.99750166541737123e-02; 2.49750228958566444e-03; 2.94902990916057206e-15; 1.00000000000000000e+00; 
1; 1.00393233487517497e+00; 4.03110754648597618e-03; 6.33691114732996413e-02; 3.04818767109286615e+00; 1.00393233432558127e+00; 4.03110755378664407e-03; 6.33691115650086012e-02; 3.04818766123539087e+00; 
2; 2.00774429735756588e+00; 1.59109244228162437e-02; 1.25900557112563649e-01; 3.16757350396347759e+00; 2.00774429604151949e+00; 1.59109244630098144e-02; 1.25900557353139042e-01; 3.16757351837103274e+00; 
3; 3.01032687977508573e+00; 3.62276102251852389e-02; 1.90055165095023126e-01; 3.19097563117664995e+00; 3.01032687780771768e+00; 3.62276102360520533e-02; 1.90055165230510248e-01; 3.19097559682158494e+00; 
4; 4.01465486493516632e+00; 6.43851124743064634e-02; 2.53318667705400291e-01; 3.08423590134906744e+00; 4.01465486220184076e+00; 6.43851122827632100e-02; 2.53318667485459559e-01; 3.08423589187378333e+00; 
5; 5.01818819154794049e+00; 1.00007523424965827e-01; 3.15716190768199179e-01; 3.02163849034666043e+00; 5.01818818835281011e+00; 1.00007523137020160e-01; 3.15716190496246163e-01; 3.02163848591127016e+00; 
6; 6.02383567549761700e+00; 1.44315197284395846e-01; 3.79139892200711981e-01; 3.04027793502341970e+00; 6.02383567194505165e+00; 1.44315196899272885e-01; 3.79139891916164096e-01; 3.04027793328299101e+00; 
7; 7.02915969396681906e+00; 1.95910655251096272e-01; 4.41656390759667894e-01; 3.03887457326224020e+00; 7.02915968921615253e+00; 1.95910654204227458e-01; 4.41656389888162859e-01; 3.03887456784861953e+00; 
8; 8.03536583226906131e+00; 2.58613206225551229e-01; 5.07309042037952462e-01; 3.07810390759210906e+00; 8.03536582709153713e+00; 2.58613203956619964e-01; 5.07309040162654212e-01; 3.07810391262489080e+00; 
9; 9.03827398519813130e+00; 3.23322217198719841e-01; 5.67324703547954612e-01; 3.11632597000244882e+00; 9.03827397977582159e+00; 3.23322214363132576e-01; 5.67324701414675503e-01; 3.11632595946598068e+00; 
