name=SetSketch2;numRegisters=4096;q=62;base=1.00099999999999989e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numCycles=1000;aggregationMode=bulk;
cardinality; avg time in seconds (incl. allocation); avg time in seconds (excl. allocation);sum of consumed states;
1;8.4220499999999998e-05;8.3034499999999999e-05;258048000;
2;0.00016473219999999999;0.00016353079999999979;258048000;
5;0.00030784559999999999;0.00030661519999999984;258048000;
10;0.0004730197;0.0004717681000000001;258048000;
20;0.00049716630000000005;0.00049593440000000064;258048000;
50;0.00052091650000000002;0.00051935710000000092;258048000;
100;0.00055168440000000001;0.00055043940000000101;258048000;
200;0.00056238860000000002;0.00056115269999999946;258048000;
500;0.00055678419999999991;0.00055553650000000009;258048000;
1000;0.00057414510000000001;0.00057289649999999956;258048000;
2000;0.00057063609999999994;0.00056907549999999979;258048000;
5000;0.00060531919999999996;0.00060407149999999938;258048000;
10000;0.00074573170000000004;0.00074430469999999817;258048000;
20000;0.00090050129999999994;0.00089915090000000056;258048000;
50000;0.00084218810000000004;0.00084083730000000074;258048000;
100000;0.0018946022000000001;0.0018931891;258048000;
200000;0.0027378469999999999;0.002736399300000001;258048000;
500000;0.0051850426000000002;0.0051831508999999982;258048000;
1000000;0.0092259744999999994;0.0092243741000000035;258048000;
2000000;0.017288124799999999;0.017286408900000005;258048000;
5000000;0.041978571100000001;0.041976528400000032;258048000;
10000000;0.083408094599999996;0.083406267899999997;258048000;
