name=GeneralizedHyperLogLog;numRegisters=4096;q=65534;base=1.00099999999999989e+00;a=2.44140625000000000e-04;registerStateType=registers with lower bound;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
273; 2.73015443068928107e+02; 9.25040195995512882e+00; 3.04140813959212863e+00; 3.00400641515517242e+00; 2.73021032145363392e+02; 9.14141682849257720e+00; 3.02340445150063752e+00; 3.00185043741166613e+00; 
275; 2.75013130267864767e+02; 9.41050020595196912e+00; 3.06762575977216390e+00; 3.01760297822989942e+00; 2.75018711988221014e+02; 9.29325777212060267e+00; 3.04842707533203949e+00; 3.01465557263574979e+00; 
277; 2.77014802732046576e+02; 9.55044435372387746e+00; 3.09034386967661900e+00; 3.00926117088365341e+00; 2.77020612689767745e+02; 9.42841875381685313e+00; 3.07050384641305696e+00; 3.00705372105187463e+00; 
279; 2.79016063054235588e+02; 9.71425956342668506e+00; 3.11672930196308284e+00; 3.00945606868263660e+00; 2.79022070387461895e+02; 9.58752953110974637e+00; 3.09629495189120529e+00; 3.00639756220471144e+00; 
281; 2.81022036977413848e+02; 9.84790526475459949e+00; 3.13805985226238882e+00; 2.99262183083453559e+00; 2.81028106201866194e+02; 9.71558636499988459e+00; 3.11685681519323809e+00; 2.98916133362002556e+00; 
283; 2.83024179353834086e+02; 1.00032705938763193e+01; 3.16270231806986191e+00; 2.99286923357135448e+00; 2.83030370762139228e+02; 9.86896423144029633e+00; 3.14134395573729819e+00; 2.99193430639687818e+00; 
285; 2.85027825224255480e+02; 1.01697233682893344e+01; 3.18887897625237349e+00; 2.96909976902989570e+00; 2.85033960945010392e+02; 1.00314250660729307e+01; 3.16706042258226228e+00; 2.97131497393235078e+00; 
287; 2.87031177001797857e+02; 1.03065302427135457e+01; 3.21022713172641927e+00; 2.96078325635627682e+00; 2.87037472751823600e+02; 1.01678793801691221e+01; 3.18849104954678486e+00; 2.96209696676342382e+00; 
289; 2.89030893427763999e+02; 1.04344839153062239e+01; 3.23009744611939631e+00; 2.96284492415910750e+00; 2.89037349439966306e+02; 1.02943672120300143e+01; 3.20826623448930404e+00; 2.96180542589765539e+00; 
291; 2.91034563930560353e+02; 1.05892143142665844e+01; 3.25392373127751577e+00; 2.93713183523731658e+00; 2.91040738166265214e+02; 1.04485589134656003e+01; 3.23216635018604093e+00; 2.94043797494431036e+00; 
293; 2.93040629997542055e+02; 1.07266841593174842e+01; 3.27490967243637421e+00; 2.95422324625121968e+00; 2.93046803236159519e+02; 1.05866031646952123e+01; 3.25336942596135303e+00; 2.95839068291234186e+00; 
295; 2.95037921026955416e+02; 1.08710975570712911e+01; 3.29691667361883090e+00; 2.96080968629752217e+00; 2.95044370164555630e+02; 1.07326246956815297e+01; 3.27576799913834682e+00; 2.96124233738878084e+00; 
297; 2.97037694557119266e+02; 1.10174252511242194e+01; 3.31903666317314983e+00; 2.97420864429846254e+00; 2.97044455573187236e+02; 1.08763404951980203e+01; 3.29763008798902657e+00; 2.97375715533208984e+00; 
299; 2.99041430692827305e+02; 1.11813239666025588e+01; 3.34359200027372339e+00; 2.98581871081754846e+00; 2.99048125868935188e+02; 1.10377352757663267e+01; 3.32196014071592405e+00; 2.98430245387724336e+00; 
301; 3.01043592777289518e+02; 1.13149417098506362e+01; 3.36348649166588265e+00; 2.98901747458212919e+00; 3.01050645746902262e+02; 1.11673161285723790e+01; 3.34136964984318618e+00; 2.98602106398858869e+00; 
304; 3.04041384590626933e+02; 1.15700572143595544e+01; 3.40122691539659971e+00; 2.99289906503351588e+00; 3.04048648359582273e+02; 1.14196924129984669e+01; 3.37895335127734064e+00; 2.99083389082033824e+00; 
307; 3.07042630337853041e+02; 1.17830423763677601e+01; 3.43237891711596710e+00; 2.96809040285789560e+00; 3.07049705799269191e+02; 1.16344575991650778e+01; 3.41056988385871662e+00; 2.96498717740997764e+00; 
310; 3.10045410930274159e+02; 1.20053137754802837e+01; 3.46457091468652889e+00; 2.98759464619176818e+00; 3.10052054717238377e+02; 1.18571370520750605e+01; 3.44302590151284482e+00; 2.98623954893674037e+00; 
313; 3.13049712286984800e+02; 1.22699669541309522e+01; 3.50249848574611056e+00; 3.00406332949201982e+00; 3.13056803245286858e+02; 1.21169998993867143e+01; 3.48048463445989009e+00; 3.00387175129116057e+00; 
316; 3.16050469687085297e+02; 1.25330464490807891e+01; 3.53984452480137834e+00; 2.99680329537798373e+00; 3.16057704187570152e+02; 1.23731163390776686e+01; 3.51707073653836577e+00; 2.99541660450842651e+00; 
319; 3.19046825620429217e+02; 1.27443147013853313e+01; 3.56961091194220259e+00; 3.01794261055376323e+00; 3.19054195757242326e+02; 1.25750182044745067e+01; 3.54571304879166727e+00; 3.01897398433834407e+00; 
322; 3.22043446701066102e+02; 1.29817655308772029e+01; 3.60275976371498796e+00; 3.02600915701021345e+00; 3.22051138722719088e+02; 1.28042076387667780e+01; 3.57793131149909049e+00; 3.02383484582327577e+00; 
325; 3.25037893294304354e+02; 1.32830526641904552e+01; 3.64439525332219372e+00; 2.99336337466602886e+00; 3.25045354455451275e+02; 1.30923271056556416e+01; 3.61804782707835138e+00; 2.99494960202718774e+00; 
328; 3.28045360729880997e+02; 1.34847592385607165e+01; 3.67187985134937245e+00; 3.00550784421141381e+00; 3.28052685689910732e+02; 1.32893396814847282e+01; 3.64507392237294869e+00; 3.00618381760823539e+00; 
331; 3.31041505709522937e+02; 1.37551345867926891e+01; 3.70855927050784606e+00; 3.01117956665204023e+00; 3.31048838100880232e+02; 1.35525090640449903e+01; 3.68104929387635238e+00; 3.01140070189640241e+00; 
334; 3.34038822005365489e+02; 1.39296447313857676e+01; 3.73204201252951684e+00; 3.01524376466596644e+00; 3.34045763954768404e+02; 1.37219267311967013e+01; 3.70402921041947275e+00; 3.01860876004156786e+00; 
337; 3.37032042438301744e+02; 1.41544006093782748e+01; 3.76209700719236873e+00; 3.00770983476458120e+00; 3.37039862901730316e+02; 1.39483322857145104e+01; 3.73453387115181457e+00; 3.01365844243372027e+00; 
340; 3.40026379995015077e+02; 1.43867837400808991e+01; 3.79289966067438922e+00; 3.06666250121363282e+00; 3.40033984813186635e+02; 1.41704399854529584e+01; 3.76421107510268094e+00; 3.07071839467563512e+00; 
343; 3.43024204213084261e+02; 1.45699983476002721e+01; 3.81698997950863284e+00; 3.06998550351403132e+00; 3.43031569490605705e+02; 1.43403104072685696e+01; 3.78672863756190248e+00; 3.07287764393906349e+00; 
346; 3.46026558502698663e+02; 1.47958868594138391e+01; 3.84645050733116234e+00; 3.06830973298470910e+00; 3.46034186329842896e+02; 1.45564013207551763e+01; 3.81513205742700556e+00; 3.07065206546000935e+00; 
349; 3.49018376335179084e+02; 1.50425983808110040e+01; 3.87843534058727712e+00; 3.03857195795117763e+00; 3.49026241686079516e+02; 1.48019052213919409e+01; 3.84723492853031024e+00; 3.03936698459349453e+00; 
352; 3.52013199974266115e+02; 1.53054543538144827e+01; 3.91219632872556655e+00; 3.03018134561502173e+00; 3.52020690266587451e+02; 1.50648582735581140e+01; 3.88129233457447809e+00; 3.02971484549137582e+00; 
355; 3.55004683903029502e+02; 1.56328970586320910e+01; 3.95384308232945703e+00; 3.02388520010537176e+00; 3.55012070600461243e+02; 1.53841472765914808e+01; 3.92224445658298970e+00; 3.02410634505607279e+00; 
358; 3.58004323139485791e+02; 1.58481114507273304e+01; 3.98096630997956291e+00; 3.01882418399459684e+00; 3.58011378913172791e+02; 1.56010718998933129e+01; 3.94980283308271796e+00; 3.01807969094890582e+00; 
361; 3.60998269315311916e+02; 1.61550158004149687e+01; 4.01932989503790594e+00; 3.02022930970410464e+00; 3.61005772465148709e+02; 1.59000684107455026e+01; 3.98748480741826894e+00; 3.02499418357149841e+00; 
364; 3.64003441432657610e+02; 1.64552447850080661e+01; 4.05650501559524290e+00; 3.03388062841706452e+00; 3.64011001124700101e+02; 1.62015825532885813e+01; 4.02510391524788957e+00; 3.03766816482273461e+00; 
367; 3.67002855897094037e+02; 1.66772216990288271e+01; 4.08377442360380449e+00; 3.04073095691745143e+00; 3.67010800542647246e+02; 1.64173857217995760e+01; 4.05182293172815111e+00; 3.04605360686833881e+00; 
370; 3.69997723283368941e+02; 1.69286334631393878e+01; 4.11444142985420847e+00; 3.05276797200533290e+00; 3.70005269720355898e+02; 1.66730127441046747e+01; 4.08325666278181210e+00; 3.06433154877788283e+00; 
373; 3.73009861063728749e+02; 1.71717994171319539e+01; 4.14387526073771895e+00; 3.06871758111402970e+00; 3.73016644475088754e+02; 1.69191967265068222e+01; 4.11326144172188179e+00; 3.07959033951612193e+00; 
376; 3.76000424989037015e+02; 1.75727517428340398e+01; 4.19198658898360854e+00; 3.05795734595642843e+00; 3.76007369083908884e+02; 1.73094235502685088e+01; 4.16045300981405131e+00; 3.06595490576981522e+00; 
379; 3.78999046076404454e+02; 1.79353386368615624e+01; 4.23501330893910755e+00; 3.05761221946635064e+00; 3.79005661799804329e+02; 1.76651811011167723e+01; 4.20299286760515489e+00; 3.06756188242321226e+00; 
382; 3.81998779029628508e+02; 1.81918281835042563e+01; 4.26518776758253804e+00; 3.07808945638911791e+00; 3.82005336176561968e+02; 1.79172903887841777e+01; 4.23287867933914175e+00; 3.08719343410573099e+00; 
385; 3.84989119462050496e+02; 1.84613242809114233e+01; 4.29665054371486121e+00; 3.08097829924787625e+00; 3.84996140306002928e+02; 1.81865802206502778e+01; 4.26457094247622326e+00; 3.09363291465289603e+00; 
388; 3.87990205068400883e+02; 1.88770692042355819e+01; 4.34476389042610300e+00; 3.07234968261671693e+00; 3.87997373921524854e+02; 1.85909074727035701e+01; 4.31171666235333362e+00; 3.07969255682967225e+00; 
391; 3.90978810279252912e+02; 1.92303242465609650e+01; 4.38518816498169439e+00; 3.03684448549640074e+00; 3.90985708698744418e+02; 1.89364454124615449e+01; 4.35157915832515219e+00; 3.04493510906867959e+00; 
394; 3.93985777688060466e+02; 1.95112114148713403e+01; 4.41712679699311117e+00; 3.00023989974040051e+00; 3.93992469467615933e+02; 1.92036058667030218e+01; 4.38218543169786301e+00; 3.00621119433865136e+00; 
397; 3.96987966957787705e+02; 1.97668574079496047e+01; 4.44597712700423031e+00; 2.99043515370144419e+00; 3.96995098261465955e+02; 1.94589222262169024e+01; 4.41122411572754380e+00; 2.99664293880252997e+00; 
400; 3.99977735414183542e+02; 2.00316715608982996e+01; 4.47562016363283277e+00; 2.98292166875755438e+00; 3.99984618841925794e+02; 1.97242964441263489e+01; 4.44117775641807278e+00; 2.98319179589522809e+00; 
404; 4.03980650582873238e+02; 2.04529166730026262e+01; 4.52244870319824788e+00; 2.99488177089089103e+00; 4.03988457752235036e+02; 2.01355806057859432e+01; 4.48725387985817825e+00; 2.99650093517184635e+00; 
408; 4.07974575831747984e+02; 2.08775967508088414e+01; 4.56913015381239074e+00; 2.97975990638911714e+00; 4.07982435895646063e+02; 2.05370071112851988e+01; 4.53174344083197589e+00; 2.98239943404349450e+00; 
412; 4.11983419675601908e+02; 2.13642298718995640e+01; 4.62211585366943467e+00; 2.96694839177653691e+00; 4.11991944546515811e+02; 2.10003486204852265e+01; 4.58260665234910292e+00; 2.96835485676210409e+00; 
416; 4.15983045879977965e+02; 2.17281118828257149e+01; 4.66131145072287012e+00; 2.97596258920383594e+00; 4.15991578854458055e+02; 2.13500387901293074e+01; 4.62060254452133634e+00; 2.97669964712579693e+00; 
420; 4.19977071272058140e+02; 2.21435789168736434e+01; 4.70564057172969896e+00; 2.98398757614684929e+00; 4.19985713208402387e+02; 2.17606991727855608e+01; 4.66481457942022448e+00; 2.98034241742339612e+00; 
424; 4.23971703179298061e+02; 2.25706195789021429e+01; 4.75077034477992655e+00; 2.96627281818980348e+00; 4.23980777878707670e+02; 2.21664446946311671e+01; 4.70808615094119443e+00; 2.96500060666397358e+00; 
428; 4.27965348525311072e+02; 2.29738447566524719e+01; 4.79297861793211588e+00; 2.95627682566629124e+00; 4.27973847068141481e+02; 2.25556428404119842e+01; 4.74920612993025504e+00; 2.95776066522922321e+00; 
432; 4.31957325601085302e+02; 2.35162869270043728e+01; 4.84917166356084994e+00; 2.99149243791581831e+00; 4.31967012040244242e+02; 2.30912177001433925e+01; 4.80521898508848277e+00; 2.99088668538671376e+00; 
436; 4.35955982793302155e+02; 2.39259343249722711e+01; 4.89121629152573156e+00; 2.99659521718122823e+00; 4.35965046773362417e+02; 2.34912878070777538e+01; 4.84665514339789816e+00; 2.99259808186538390e+00; 
440; 4.39952599841100891e+02; 2.43822115828659776e+01; 4.93760719456318142e+00; 3.00021075809029059e+00; 4.39962545677451033e+02; 2.39513463787469867e+01; 4.89386795413091047e+00; 2.99827498859985653e+00; 
444; 4.43962276993547562e+02; 2.48565126029355419e+01; 4.98548789766054856e+00; 2.99927389233068808e+00; 4.43971302288918821e+02; 2.44111956349603823e+01; 4.94068538528199142e+00; 3.00251148133042856e+00; 
448; 4.47962220836924018e+02; 2.53815235526997931e+01; 5.03786624351392565e+00; 2.99837775517943550e+00; 4.47971766500248748e+02; 2.49205424623292515e+01; 4.99196808201145359e+00; 3.00259842990742243e+00; 
452; 4.51953653932634722e+02; 2.57262238850971379e+01; 5.07189076451147969e+00; 3.00424272584462626e+00; 4.51963661782215468e+02; 2.52667714289290295e+01; 5.02647500370360678e+00; 3.00639981800126233e+00; 
456; 4.55949605282222308e+02; 2.62769796606254751e+01; 5.12585993107942883e+00; 2.99451964698651585e+00; 4.55959494955272248e+02; 2.57950146773488491e+01; 5.07871775340002785e+00; 2.99522491990976469e+00; 
460; 4.59945959219787483e+02; 2.66668953436305003e+01; 5.16371716282995052e+00; 3.00771222203857524e+00; 4.59955614100914659e+02; 2.61789512215515323e+01; 5.11634450692228882e+00; 3.00961198372727923e+00; 
464; 4.63950845659230538e+02; 2.71346652305349352e+01; 5.20886255158634004e+00; 3.00431204104119631e+00; 4.63961448146691168e+02; 2.66347505787918877e+01; 5.16074261452729832e+00; 3.00395806073436011e+00; 
468; 4.67943814224575533e+02; 2.76736984302332800e+01; 5.26027961128239241e+00; 2.99909038754348689e+00; 4.67954098440614814e+02; 2.71631480460819539e+01; 5.21162557106014113e+00; 2.99308042152990650e+00; 
472; 4.71933502554852680e+02; 2.81493692893480763e+01; 5.30518118249857107e+00; 3.02913582159396499e+00; 4.71943593037250935e+02; 2.76145581137578056e+01; 5.25465283042670350e+00; 3.02545804595749201e+00; 
476; 4.75938670201024706e+02; 2.86149403977683221e+01; 5.34894186297867780e+00; 3.02297947437572745e+00; 4.75949622759292765e+02; 2.80894609851413399e+01; 5.29970972023565334e+00; 3.01395238575296265e+00; 
480; 4.79925830204146337e+02; 2.90801412893635280e+01; 5.39209051581545395e+00; 3.00792964803984075e+00; 4.79937626404641549e+02; 2.85440938855510140e+01; 5.34230319433043199e+00; 3.00432225984323686e+00; 
484; 4.83928197307304572e+02; 2.93590391011054734e+01; 5.41792243156240882e+00; 3.00721925521925604e+00; 4.83939735523220918e+02; 2.88296054688867542e+01; 5.36898255368047028e+00; 2.99666366724090683e+00; 
488; 4.87920657410328261e+02; 2.98816681206091204e+01; 5.46583688688871394e+00; 3.00945932994374976e+00; 4.87932003044321277e+02; 2.93367020435236867e+01; 5.41590975345251380e+00; 2.99736364774514819e+00; 
492; 4.91929362561736355e+02; 3.03830954414801973e+01; 5.51163367739509980e+00; 3.03781318715489634e+00; 4.91940102706883010e+02; 2.98337455432614007e+01; 5.46169917310888042e+00; 3.02331743748818926e+00; 
496; 4.95915338077221691e+02; 3.08403685525650815e+01; 5.55276515903534307e+00; 3.03241315584335069e+00; 4.95928004646687668e+02; 3.02994575533485637e+01; 5.50402345765800138e+00; 3.01959391700578061e+00; 
500; 4.99921650460418618e+02; 3.12100743470733164e+01; 5.58604830776828098e+00; 3.02345371294976628e+00; 4.99934238188971278e+02; 3.06721557905413675e+01; 5.53785438367167338e+00; 3.00808846366451865e+00; 
504; 5.03918808317470734e+02; 3.17760684496226951e+01; 5.63644181734460936e+00; 3.02574595242098354e+00; 5.03930602685027225e+02; 3.12296788951299966e+01; 5.58792116155950147e+00; 3.00489293466461094e+00; 
509; 5.08930951419238397e+02; 3.23091277715066596e+01; 5.68369246748987322e+00; 3.01102182146897279e+00; 5.08941640888306893e+02; 3.17157439072095784e+01; 5.63137089182483042e+00; 2.98744881254667760e+00; 
514; 5.13932031456991695e+02; 3.28445878083044462e+01; 5.73061672819480172e+00; 3.00439352940030835e+00; 5.13941826631448407e+02; 3.22291938217286287e+01; 5.67677810742323263e+00; 2.97966970941275155e+00; 
519; 5.18938873926935571e+02; 3.35845648884134604e+01; 5.79489676280827215e+00; 3.01412598058431014e+00; 5.18949186624147956e+02; 3.29627729886174521e+01; 5.74109667132091328e+00; 2.99171266064600117e+00; 
524; 5.23938939785239313e+02; 3.42691362992918584e+01; 5.85366619730446125e+00; 3.04441679052267444e+00; 5.23951872306701262e+02; 3.36186365524652615e+01; 5.79795828525898393e+00; 3.01721211297063530e+00; 
529; 5.28943180594084765e+02; 3.48596461009761640e+01; 5.90393238918669638e+00; 3.02877967712986784e+00; 5.28957082955342230e+02; 3.42097032453043184e+01; 5.84874870143879555e+00; 3.00589594596713150e+00; 
534; 5.33948138898369166e+02; 3.54972849518997009e+01; 5.95773408084290867e+00; 3.03884370245678959e+00; 5.33961817377139823e+02; 3.48242576950633449e+01; 5.90108462762352204e+00; 3.01822038439380025e+00; 
539; 5.38945834886234934e+02; 3.60368040188955590e+01; 6.00282184970917498e+00; 3.02324333651934962e+00; 5.38958268576211481e+02; 3.53582893379454717e+01; 5.94613721891901115e+00; 3.00306843624503417e+00; 
544; 5.43950096865976548e+02; 3.66458087961215568e+01; 6.05337248757552526e+00; 3.04615478585844546e+00; 5.43962883257840531e+02; 3.59513278231028792e+01; 5.99582773022657811e+00; 3.02568129228966454e+00; 
549; 5.48966438755756030e+02; 3.72547357747785597e+01; 6.10357349572062979e+00; 3.05016682823802388e+00; 5.48980474194049293e+02; 3.65407144367220980e+01; 6.04486006286532618e+00; 3.02809717501355946e+00; 
554; 5.53956566107303729e+02; 3.80740696032015364e+01; 6.17026604776217180e+00; 3.03920553673430760e+00; 5.53971896031914980e+02; 3.73229960532791480e+01; 6.10919030807331787e+00; 3.01558800179367337e+00; 
559; 5.58936833679505185e+02; 3.89197482504318231e+01; 6.23824961558825919e+00; 3.03080546116843852e+00; 5.58951719954477880e+02; 3.81576752971498721e+01; 6.17700124124596872e+00; 3.00883246615939504e+00; 
564; 5.63945605736198559e+02; 3.97408864345474058e+01; 6.30380263798074481e+00; 3.02241806237893940e+00; 5.63962846185721787e+02; 3.89687346245611508e+01; 6.24238369684576977e+00; 2.99879022636661796e+00; 
569; 5.68919674000375949e+02; 4.05950912479053159e+01; 6.37092136050114721e+00; 3.03508121762436689e+00; 5.68938893699344476e+02; 3.98108463606870018e+01; 6.30928778712041805e+00; 3.00907487265924134e+00; 
574; 5.73919220465943908e+02; 4.13150008231441390e+01; 6.42716698787437934e+00; 3.05765301154901392e+00; 5.73938138194361613e+02; 4.05096888827662980e+01; 6.36442157621330651e+00; 3.03416953563452019e+00; 
579; 5.78919533321760014e+02; 4.19612272539275892e+01; 6.47724882705772664e+00; 3.04341712392227182e+00; 5.78937147257090828e+02; 4.11400803972999825e+01; 6.41374539017636813e+00; 3.02236249478231089e+00; 
584; 5.83931683060873866e+02; 4.27843690688620057e+01; 6.54061937928596659e+00; 3.03420518973495801e+00; 5.83949870505251965e+02; 4.19411395070161319e+01; 6.47600390215852961e+00; 3.01217078752622269e+00; 
589; 5.88938766665576054e+02; 4.34988083038653741e+01; 6.59507837577541700e+00; 3.02985788063537331e+00; 5.88957542250823849e+02; 4.26658182438572027e+01; 6.53176971297919007e+00; 3.01279395183166443e+00; 
594; 5.93941652671903398e+02; 4.42771987336706161e+01; 6.65385559829595508e+00; 3.02440318546776377e+00; 5.93960007237269565e+02; 4.34112422463327334e+01; 6.58859945855427842e+00; 3.00838264761182872e+00; 
599; 5.98939756772238979e+02; 4.50047582560202954e+01; 6.70828808337337712e+00; 3.02203120058783092e+00; 5.98959051243381055e+02; 4.41467156981430051e+01; 6.64417330429259856e+00; 3.00679445437374415e+00; 
604; 6.03938302328104328e+02; 4.59638595991895684e+01; 6.77938441132174940e+00; 3.04112924306641164e+00; 6.03956993032636092e+02; 4.50805987842609781e+01; 6.71407098450851691e+00; 3.02211842196736491e+00; 
610; 6.09931442470208935e+02; 4.71206065768027855e+01; 6.86410274121184649e+00; 3.03659984087986246e+00; 6.09950339464857620e+02; 4.62081908234627576e+01; 6.79747928681745783e+00; 3.01272484729862988e+00; 
616; 6.15941840374200183e+02; 4.82075697566093737e+01; 6.94292353512095506e+00; 3.04644266760156679e+00; 6.15961664794153762e+02; 4.72675859955215572e+01; 6.87503573863543149e+00; 3.02940502408177981e+00; 
622; 6.21933118157792705e+02; 4.91431625073054832e+01; 7.00989938062512596e+00; 3.03745729238481577e+00; 6.21953149842852213e+02; 4.81793319801638518e+01; 6.94097522275788759e+00; 3.02508604404210679e+00; 
628; 6.27916970401281901e+02; 5.00290500766320250e+01; 7.07263431561180234e+00; 3.02022078596377153e+00; 6.27937245615726852e+02; 4.90443589974744185e+01; 7.00288661087186526e+00; 3.00663067289963060e+00; 
634; 6.33920233440159336e+02; 5.09878603120332414e+01; 7.14013288447521877e+00; 3.02789455571628263e+00; 6.33940198612739096e+02; 4.99797095560840958e+01; 7.06937998343319762e+00; 3.02112730282083275e+00; 
640; 6.39892219351932908e+02; 5.20311775289791782e+01; 7.21245872507301389e+00; 3.05184405449103435e+00; 6.39911918898818840e+02; 5.09719570537130338e+01; 7.13892140125716868e+00; 3.04544099311843786e+00; 
646; 6.45904390398290388e+02; 5.29894849019456302e+01; 7.27875976427346938e+00; 3.04906465452686115e+00; 6.45924340649136980e+02; 5.19500429694011956e+01; 7.20724070862268285e+00; 3.04705835047944662e+00; 
652; 6.51889830231322662e+02; 5.42351955733277222e+01; 7.36363077533072197e+00; 3.06042649518011656e+00; 6.51908945108396779e+02; 5.31636991991355927e+01; 7.29077555585485904e+00; 3.06405023974657764e+00; 
658; 6.57903495768608764e+02; 5.53865592716466253e+01; 7.44158895700175460e+00; 3.06013229411025423e+00; 6.57922380405243530e+02; 5.42831512395298788e+01; 7.36730116379392452e+00; 3.06058560958798642e+00; 
664; 6.63908031878911402e+02; 5.64681233306982335e+01; 7.51396467887637520e+00; 3.06704845523578351e+00; 6.63926172007698142e+02; 5.53715463270671577e+01; 7.44083972106775260e+00; 3.06581369909774049e+00; 
670; 6.69927410759800182e+02; 5.73981457379002151e+01; 7.57580863935372495e+00; 3.07657898749281467e+00; 6.69944409845002724e+02; 5.62672973193509733e+01; 7.50094707713756037e+00; 3.07220129773422457e+00; 
676; 6.75938703734358796e+02; 5.83715320338857495e+01; 7.63988054891593915e+00; 3.09095804712824407e+00; 6.75954120823176027e+02; 5.72103132388142086e+01; 7.56361080040138312e+00; 3.08117819156420047e+00; 
682; 6.81918990892947932e+02; 5.95593355743976218e+01; 7.71704432402534657e+00; 3.07982171449735409e+00; 6.81934449980632394e+02; 5.83807222175072766e+01; 7.64044667624008511e+00; 3.06735644838363974e+00; 
688; 6.87915240141858021e+02; 6.05927658826642670e+01; 7.78367404566191823e+00; 3.06947315240918561e+00; 6.87929543749929849e+02; 5.94196205448549222e+01; 7.70809032521554549e+00; 3.05630068967282842e+00; 
694; 6.93924807071237865e+02; 6.18835579253764791e+01; 7.86625094621580701e+00; 3.07436588931301724e+00; 6.93937989978598011e+02; 6.06736075726726440e+01; 7.78907968439902554e+00; 3.06273540032112601e+00; 
700; 6.99925416070119240e+02; 6.31483751957349853e+01; 7.94624517826740817e+00; 3.08558166031353220e+00; 6.99939471256511524e+02; 6.18829094132123387e+01; 7.86633623006442484e+00; 3.07067465457758804e+00; 
706; 7.05914234626079178e+02; 6.40661068100783950e+01; 8.00367110210774335e+00; 3.10439246566862437e+00; 7.05929126991618091e+02; 6.28101912662959521e+01; 7.92497118499362241e+00; 3.09049598878540221e+00; 
713; 7.12911779245244702e+02; 6.54842176495891266e+01; 8.09175103102040616e+00; 3.10939022015245614e+00; 7.12926708652649268e+02; 6.41965792512448274e+01; 8.01194156429312443e+00; 3.09453033623377394e+00; 
720; 7.19895018642264745e+02; 6.69580456770974024e+01; 8.18211614386066799e+00; 3.09583233232420341e+00; 7.19910254498725863e+02; 6.56984781298343989e+01; 8.10496291631465837e+00; 3.08439163734876320e+00; 
727; 7.26900185414097450e+02; 6.81543653999939067e+01; 8.25496229236903645e+00; 3.09647487906249674e+00; 7.26915153375117484e+02; 6.69013964751149928e+01; 8.17888730362275851e+00; 3.08638400719628692e+00; 
734; 7.33921611526560014e+02; 6.95785627583893955e+01; 8.34100821277745652e+00; 3.07063270614180839e+00; 7.33935948735273769e+02; 6.82961979906116738e+01; 8.26390315928851216e+00; 3.06164234942829694e+00; 
741; 7.40928023538711159e+02; 7.11159186556574099e+01; 8.43271830696825653e+00; 3.06480163574631526e+00; 7.40941138675650791e+02; 6.97877857737629910e+01; 8.35370104314601569e+00; 3.05901721535391236e+00; 
748; 7.47927821554944330e+02; 7.26003583532339718e+01; 8.52027867063647548e+00; 3.07667672527192115e+00; 7.47941471089232664e+02; 7.12527583846522106e+01; 8.44093198357011865e+00; 3.07012516642568567e+00; 
755; 7.54927499042524005e+02; 7.41724823383958807e+01; 8.61203959289324139e+00; 3.06861760314759291e+00; 7.54942452658112074e+02; 7.27697829626666959e+01; 8.53032656268845102e+00; 3.06775157707917723e+00; 
762; 7.61932372402162173e+02; 7.55361276618008901e+01; 8.69088914725136519e+00; 3.05328433526572240e+00; 7.61947344713359371e+02; 7.40967686778705286e+01; 8.60778694547322232e+00; 3.04621069905214847e+00; 
769; 7.68928131351797674e+02; 7.73574832768681517e+01; 8.79501666708334540e+00; 3.03952560416443029e+00; 7.68944061609025994e+02; 7.58416200928424900e+01; 8.70852978345130069e+00; 3.03133390172732131e+00; 
776; 7.75913408116738196e+02; 7.84663216928525600e+01; 8.85769854638356513e+00; 3.02659414473101185e+00; 7.75930236914616330e+02; 7.68782163467940478e+01; 8.76774483312049746e+00; 3.01266373350050820e+00; 
783; 7.82922070476385898e+02; 7.99031113461145566e+01; 8.93851432484528630e+00; 3.01861378402923464e+00; 7.82941117591822263e+02; 7.82179562410108673e+01; 8.84389558413138666e+00; 3.00628302017965821e+00; 
790; 7.89924073555070436e+02; 8.13746134241519314e+01; 9.02046831373576019e+00; 3.04481784762919538e+00; 7.89943535634396767e+02; 7.96731439885347044e+01; 8.92580280781241875e+00; 3.03038491691390011e+00; 
797; 7.96935469691031699e+02; 8.30215019825610909e+01; 9.11138506604705611e+00; 3.03324021559769630e+00; 7.96954489676256799e+02; 8.12670181789708721e+01; 9.01470726032762926e+00; 3.02262314734149529e+00; 
804; 8.03931619032266667e+02; 8.46329140323601479e+01; 9.19936074276968618e+00; 3.03310843529460161e+00; 8.03950161454971408e+02; 8.28669670161156660e+01; 9.10299308664709628e+00; 3.01942243300467084e+00; 
812; 8.11927157506111485e+02; 8.64110198903165383e+01; 9.29546738262264149e+00; 3.04148897464429435e+00; 8.11946690559144372e+02; 8.45090541337814898e+01; 9.19272605037795465e+00; 3.02636520497930261e+00; 
820; 8.19910788305936649e+02; 8.79797405550883127e+01; 9.37932736547409895e+00; 3.06488428996869944e+00; 8.19931096269160207e+02; 8.60224279977011719e+01; 9.27457170297245703e+00; 3.04978296382382741e+00; 
828; 8.27890685477367015e+02; 8.99198532800564010e+01; 9.48197783245658599e+00; 3.05029544881922288e+00; 8.27909912543295491e+02; 8.80115226409326681e+01; 9.38101310579388326e+00; 3.03473781856272229e+00; 
