name=SetSketch1;numRegisters=256;q=65534;base=1.00099999999999989e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;3.33166805430666763e-02; 1.11000120240878396e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 3.33166777701448397e-02; 1.11000101763961937e-03; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;1.00235198318427599e+00; 4.08539676026602443e-03; 1.00235198318427599e+00; 4.08539676026602443e-03; 1.00235198277364468e+00; 4.08539669315691710e-03; 1.00235198277364468e+00; 4.08539669315691710e-03; 
2;2.00723351268621197e+00; 1.57811585862063092e-02; 2.00723351268621197e+00; 1.57811585862063092e-02; 2.00723351184858023e+00; 1.57811586129483969e-02; 2.00723351184858023e+00; 1.57811586129483969e-02; 
3;3.01466310724672670e+00; 3.67211333193630807e-02; 3.01466310724672670e+00; 3.67211333193630807e-02; 3.01466310595714670e+00; 3.67211336720451448e-02; 3.01466310595714670e+00; 3.67211336720451448e-02; 
4;4.02947027384911483e+00; 6.39754768496054310e-02; 4.02947027384911483e+00; 6.39754768496054310e-02; 4.02947027146095849e+00; 6.39754773236924784e-02; 4.02947027146095849e+00; 6.39754773236924784e-02; 
5;5.03149705186011342e+00; 1.07370659017341954e-01; 5.03149705186011342e+00; 1.07370659017341954e-01; 5.03149704865383818e+00; 1.07370659496743195e-01; 5.03149704865383818e+00; 1.07370659496743195e-01; 
6;6.03350911259103206e+00; 1.55158336940535491e-01; 6.03350911259103206e+00; 1.55158336940535491e-01; 6.03350910895437842e+00; 1.55158335260902142e-01; 6.03350910895437842e+00; 1.55158335260902142e-01; 
7;7.04118173908134359e+00; 2.10531559188378126e-01; 7.04118173908134359e+00; 2.10531559188378126e-01; 7.04118173322737029e+00; 2.10531559999593859e-01; 7.04118173322737029e+00; 2.10531559999593859e-01; 
8;8.04760797558033758e+00; 2.67625723192097154e-01; 8.04760797558033758e+00; 2.67625723192097154e-01; 8.04760797225398861e+00; 2.67625723804661320e-01; 8.04760797225398861e+00; 2.67625723804661320e-01; 
9;9.05506569410006890e+00; 3.31565593312175555e-01; 9.05506569410006890e+00; 3.31565593312175555e-01; 9.05506569100096748e+00; 3.31565597809940993e-01; 9.05506569100096748e+00; 3.31565597809940993e-01; 
10;1.00641789233514487e+01; 4.05337249936203237e-01; 1.00641789233514487e+01; 4.05337249936203237e-01; 1.00641789172439058e+01; 4.05337253533742725e-01; 1.00641789172439058e+01; 4.05337253533742725e-01; 
11;1.10722497404308164e+01; 4.89817069098393287e-01; 1.10722497404308164e+01; 4.89817069098393287e-01; 1.10722497361902246e+01; 4.89817069923530801e-01; 1.10722497361902246e+01; 4.89817069923530801e-01; 
12;1.20857839405146841e+01; 6.01246720505368981e-01; 1.20857839405146841e+01; 6.01246720505368981e-01; 1.20857839387477988e+01; 6.01246718111343226e-01; 1.20857839387477988e+01; 6.01246718111343226e-01; 
13;1.31049503981258439e+01; 7.24419064849724736e-01; 1.31049503981258439e+01; 7.24419064849724736e-01; 1.31049503962151128e+01; 7.24419057018292234e-01; 1.31049503962151128e+01; 7.24419057018292234e-01; 
14;1.41189806622798582e+01; 8.10016719957742271e-01; 1.41189806622798582e+01; 8.10016719957742271e-01; 1.41189806563749496e+01; 8.10016712254512661e-01; 1.41189806563749496e+01; 8.10016712254512661e-01; 
15;1.51098041611731961e+01; 9.48775490118585307e-01; 1.51098041611731961e+01; 9.48775490118585307e-01; 1.51098041538674224e+01; 9.48775481623208905e-01; 1.51098041538674224e+01; 9.48775481623208905e-01; 
16;1.61052107192037326e+01; 1.04300556482271189e+00; 1.61052107192037326e+01; 1.04300556482271189e+00; 1.61052107127647766e+01; 1.04300555477685641e+00; 1.61052107127647766e+01; 1.04300555477685641e+00; 
17;1.70983571132122520e+01; 1.13313349680264830e+00; 1.70983571132122520e+01; 1.13313349680264830e+00; 1.70983571037378788e+01; 1.13313348298653582e+00; 1.70983571037378788e+01; 1.13313348298653582e+00; 
18;1.81103863862368968e+01; 1.26898186336241725e+00; 1.81103863862368968e+01; 1.26898186336241725e+00; 1.81103863781456944e+01; 1.26898184858811169e+00; 1.81103863781456944e+01; 1.26898184858811169e+00; 
19;1.91272079891499622e+01; 1.39609487792664622e+00; 1.91272079891499622e+01; 1.39609487792664622e+00; 1.91272079858190764e+01; 1.39609485732418404e+00; 1.91272079858190764e+01; 1.39609485732418404e+00; 
20;2.01211625055645698e+01; 1.55114792216898878e+00; 2.01211625055645698e+01; 1.55114792216898878e+00; 2.01211625003631873e+01; 1.55114790242660328e+00; 2.01211625003631873e+01; 1.55114790242660328e+00; 
21;2.11186283077880503e+01; 1.74140931661907183e+00; 2.11186283077880503e+01; 1.74140931661907183e+00; 2.11186283031580295e+01; 1.74140929050490789e+00; 2.11186283031580295e+01; 1.74140929050490789e+00; 
22;2.21152526251137793e+01; 1.89856324486231709e+00; 2.21152526251137793e+01; 1.89856324486231709e+00; 2.21152526144676038e+01; 1.89856321317903820e+00; 2.21152526144676038e+01; 1.89856321317903820e+00; 
23;2.31403904418078383e+01; 2.05039889313970480e+00; 2.31403904418078383e+01; 2.05039889313970480e+00; 2.31403904258214510e+01; 2.05039885111769316e+00; 2.31403904258214510e+01; 2.05039885111769316e+00; 
24;2.41555551566740689e+01; 2.21553672025488124e+00; 2.41555551566740689e+01; 2.21553672025488124e+00; 2.41555551373411852e+01; 2.21553667981890445e+00; 2.41555551373411852e+01; 2.21553667981890445e+00; 
25;2.51674162350086696e+01; 2.39633461362611211e+00; 2.51674162350086696e+01; 2.39633461362611211e+00; 2.51674162130812462e+01; 2.39633457830213503e+00; 2.51674162130812462e+01; 2.39633457830213503e+00; 
26;2.61682529598672566e+01; 2.57351814224659270e+00; 2.61682529598672566e+01; 2.57351814224659270e+00; 2.61682529376998403e+01; 2.57351809210383120e+00; 2.61682529376998403e+01; 2.57351809210383120e+00; 
27;2.71996140504118209e+01; 2.87113943951073436e+00; 2.71996140504118209e+01; 2.87113943951073436e+00; 2.71996140332589356e+01; 2.87113936985992790e+00; 2.71996140332589356e+01; 2.87113936985992790e+00; 
28;2.82100571215253737e+01; 3.10751731439462597e+00; 2.82100571215253737e+01; 3.10751731439462597e+00; 2.82100571095686554e+01; 3.10751722424357402e+00; 2.82100571095686554e+01; 3.10751722424357402e+00; 
29;2.91999523181845895e+01; 3.39243429404289376e+00; 2.91999523181845895e+01; 3.39243429404289376e+00; 2.91999523060901396e+01; 3.39243419364991228e+00; 2.91999523060901396e+01; 3.39243419364991228e+00; 
30;3.02243269288493508e+01; 3.67297987033018325e+00; 3.02243269288493508e+01; 3.67297987033018325e+00; 3.02243269149433473e+01; 3.67297975976718405e+00; 3.02243269149433473e+01; 3.67297975976718405e+00; 
31;3.12073631366978290e+01; 3.83523787164240249e+00; 3.12073631366978290e+01; 3.83523787164240249e+00; 3.12073631289446034e+01; 3.83523779192602943e+00; 3.12073631289446034e+01; 3.83523779192602943e+00; 
32;3.22086456051933254e+01; 4.19487308084380839e+00; 3.22086456051933254e+01; 4.19487308084380839e+00; 3.22086455945642953e+01; 4.19487298941657372e+00; 3.22086455945642953e+01; 4.19487298941657372e+00; 
