name=GeneralizedHyperLogLog;numRegisters=1024;q=65534;base=1.00099999999999989e+00;a=9.76562500000000000e-04;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;1.02348842628300793e+03; 1.04752855873528018e+06; 0.00000000000000000e+00; 0.00000000000000000e+00; 1.02348834107755590e+03; 1.04752838432166527e+06; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;1.02398109740328312e+03; 1.04649040629358997e+06; 1.00048859199141948e+00; 2.38722207577281351e-07; 1.02398101218929628e+03; 1.04649023194899957e+06; 1.00048111670808804e+00; 3.08540163161422289e-07; 
2;1.02448756552749137e+03; 1.04548098535280128e+06; 2.00195566298680738e+00; 3.82462010484462638e-06; 1.02448748030149341e+03; 1.04548081106776255e+06; 2.00195143961284394e+00; 4.43380977191659869e-06; 
3;1.02499214028897859e+03; 1.04446818970566348e+06; 3.00340069428579515e+00; 1.01546022784635239e-03; 1.02499205505096666e+03; 1.04446801548051718e+06; 3.00340436853510884e+00; 1.01740638109833995e-03; 
4;1.02549375532348995e+03; 1.04344983579393174e+06; 4.00381920957037174e+00; 4.02595318047101799e-03; 1.02549367007126261e+03; 1.04344966162470018e+06; 4.00382695684007484e+00; 4.02834043670236269e-03; 
5;1.02599635441291139e+03; 1.04243398581134353e+06; 5.00622047909464296e+00; 6.05543684534221548e-03; 1.02599626914790633e+03; 1.04243381170082919e+06; 5.00623321131350707e+00; 6.05965241927999918e-03; 
6;1.02650162813504130e+03; 1.04142409596338146e+06; 6.00558251283853206e+00; 1.20154865625900116e-02; 1.02650154285564258e+03; 1.04142392190785683e+06; 6.00562451980652945e+00; 1.20188156815911103e-02; 
7;1.02700945383470548e+03; 1.04041987749336788e+06; 7.00290288692970631e+00; 2.28525160617417608e-02; 1.02700936854224142e+03; 1.04041970349513576e+06; 7.00300645183118409e+00; 2.28577160532378205e-02; 
8;1.02749891210719693e+03; 1.03937872206200683e+06; 8.00824502858923282e+00; 2.48974242310804200e-02; 1.02749882680106589e+03; 1.03937854812300403e+06; 8.00825330542379277e+00; 2.49308790752746888e-02; 
9;1.02799490988411117e+03; 1.03835139099062723e+06; 9.00852613482507536e+00; 3.46757889344863346e-02; 1.02799482456423129e+03; 1.03835121710958879e+06; 9.00848571699139988e+00; 3.46987335214278339e-02; 
10;1.02850098664113261e+03; 1.03734512905206368e+06; 1.00087756118179207e+01; 4.32662198053907834e-02; 1.02850090130707235e+03; 1.03734495522641938e+06; 1.00087710183746310e+01; 4.32623571922711309e-02; 
11;1.02900459827125269e+03; 1.03633433501439344e+06; 1.10130337224482542e+01; 4.90419120044173276e-02; 1.02900451292336925e+03; 1.03633416124532709e+06; 1.10130242594240837e+01; 4.90071407720387153e-02; 
12;1.02950988120201828e+03; 1.03532743046610430e+06; 1.20182777590108341e+01; 5.48372743851433739e-02; 1.02950979584099014e+03; 1.03532725675473094e+06; 1.20182737339614274e+01; 5.47495428814328763e-02; 
13;1.03000870777603859e+03; 1.03430787835300446e+06; 1.30224840348818276e+01; 6.23974479350776975e-02; 1.03000862240168203e+03; 1.03430770470008603e+06; 1.30224164359585615e+01; 6.23825635426006608e-02; 
14;1.03050717538714207e+03; 1.03328810018824076e+06; 1.40236233715735512e+01; 7.53173666117794294e-02; 1.03050708999878498e+03; 1.03328792659249040e+06; 1.40234910267841943e+01; 7.52629126281609689e-02; 
15;1.03101072786093710e+03; 1.03227919056086999e+06; 1.50267562823432783e+01; 8.51862198347946575e-02; 1.03101064245853286e+03; 1.03227901702136674e+06; 1.50266085847854196e+01; 8.51290231643890838e-02; 
16;1.03151591848755925e+03; 1.03127410353712132e+06; 1.60237673089235848e+01; 1.02404102609045256e-01; 1.03151583307296664e+03; 1.03127393005737499e+06; 1.60236766801802659e+01; 1.02456902428554042e-01; 
17;1.03200482402656280e+03; 1.03023643314496381e+06; 1.70288600486289354e+01; 1.15942626644394975e-01; 1.03200473859710337e+03; 1.03023625972234749e+06; 1.70285024711769992e+01; 1.16139838061498274e-01; 
18;1.03251486145967442e+03; 1.02924207361845940e+06; 1.80278234705313167e+01; 1.32298274733346793e-01; 1.03251477601623264e+03; 1.02924190025118552e+06; 1.80275732861179030e+01; 1.32373590893780591e-01; 
19;1.03299904928998740e+03; 1.02819581820078380e+06; 1.90348833204137939e+01; 1.47530384114509916e-01; 1.03299896383347095e+03; 1.02819564489514136e+06; 1.90342157178520601e+01; 1.47649733223017415e-01; 
20;1.03351051102093902e+03; 1.02720538413650671e+06; 2.00276564169810030e+01; 1.76432004548352062e-01; 1.03351042555061281e+03; 1.02720521088636562e+06; 2.00271797336999597e+01; 1.76544790831195203e-01; 
21;1.03401361412962365e+03; 1.02619849220960878e+06; 2.10285278918907999e+01; 1.93787508622320276e-01; 1.03401352864587875e+03; 1.02619831901721773e+06; 2.10280141955645732e+01; 1.93917546621159398e-01; 
22;1.03452151879088728e+03; 1.02520184672918543e+06; 2.20252764582116747e+01; 2.19524934352557516e-01; 1.03452143329263185e+03; 1.02520167359154543e+06; 2.20248524675679853e+01; 2.19189553216983274e-01; 
23;1.03504066535105949e+03; 1.02422841645495233e+06; 2.30250430789857887e+01; 2.36953872460809817e-01; 1.03504057983941152e+03; 1.02422824337242893e+06; 2.30249377266541551e+01; 2.36544404003507597e-01; 
