name=SetSketch2;numRegisters=16384;q=254;base=1.19999999999999996e+00;a=3.00000000000000000e+01;seed=1b297f07fc96869e;numExamples=1000;
trueDifference1;trueDifference2;trueIntersection;true1;true2;trueUnion;trueJaccard;trueCosine;trueInclusionCoefficient1;trueInclusionCoefficient2;trueAlpha;trueBeta;mlMeanDifference1;mlMeanDifference2;mlMeanIntersection;mlMean1;mlMean2;mlMeanUnion;mlMeanJaccard;mlMeanCosine;mlMeanInclusionCoefficient1;mlMeanInclusionCoefficient2;mlMeanAlpha;mlMeanBeta;mlMSEDifference1;mlMSEDifference2;mlMSEIntersection;mlMSE1;mlMSE2;mlMSEUnion;mlMSEJaccard;mlMSECosine;mlMSEInclusionCoefficient1;mlMSEInclusionCoefficient2;mlMSEAlpha;mlMSEBeta;simpleMeanDifference1;simpleMeanDifference2;simpleMeanIntersection;simpleMean1;simpleMean2;simpleMeanUnion;simpleMeanJaccard;simpleMeanCosine;simpleMeanInclusionCoefficient1;simpleMeanInclusionCoefficient2;simpleMeanAlpha;simpleMeanBeta;simpleMSEDifference1;simpleMSEDifference2;simpleMSEIntersection;simpleMSE1;simpleMSE2;simpleMSEUnion;simpleMSEJaccard;simpleMSECosine;simpleMSEInclusionCoefficient1;simpleMSEInclusionCoefficient2;simpleMSEAlpha;simpleMSEBeta;inclExclMeanDifference1;inclExclMeanDifference2;inclExclMeanIntersection;inclExclMean1;inclExclMean2;inclExclMeanUnion;inclExclMeanJaccard;inclExclMeanCosine;inclExclMeanInclusionCoefficient1;inclExclMeanInclusionCoefficient2;inclExclMeanAlpha;inclExclMeanBeta;inclExclMSEDifference1;inclExclMSEDifference2;inclExclMSEIntersection;inclExclMSE1;inclExclMSE2;inclExclMSEUnion;inclExclMSEJaccard;inclExclMSECosine;inclExclMSEInclusionCoefficient1;inclExclMSEInclusionCoefficient2;inclExclMSEAlpha;inclExclMSEBeta;collLowerBoundMeanJaccard;collUpperBoundMeanJaccard;collLowerBoundMSEJaccard;collUpperBoundMSEJaccard;
450;450;100;550;550;1000;0.10000000000000001;0.18181818181818182;0.18181818181818182;0.18181818181818182;0.45000000000000001;0.45000000000000001;449.9162362098379;449.96314826480932;99.991587204385709;549.90782341422391;549.95473546919368;999.87097167903278;0.10000706598637675;0.18182410996905179;0.18183259146201511;0.18181755268329716;0.44997310078213243;0.45001983323149131;8.7511184964849225;9.0661030785995518;4.1181178126205795;8.0080478842129708;8.0602248031716446;16.969427462280031;4.4680273797679842e-06;1.2205465383443495e-05;1.2480045094392249e-05;1.2632170339707995e-05;4.2417526343072118e-06;4.3911697100371077e-06;449.915493289241;449.98388775071538;99.981588921730946;549.89708221097214;549.96547667244624;999.88096996168781;0.099996623903148299;0.1818070895836196;0.18181968917097791;0.18179826208865699;0.44996752274818019;0.45003585334867063;12.229254205375595;12.715618544390829;4.4691753933500538;11.281410720004228;10.929584467483339;17.603298556129612;4.9234585276169665e-06;1.3451410938873818e-05;1.3916977300666558e-05;1.4361408679191588e-05;7.2892862855070068e-06;7.7142721594535238e-06;449.73683268181583;449.81326026712173;100.15623296724034;549.89306564905633;549.96949323436297;999.70632591617982;0.10020473668668459;0.18211966008289485;0.18213208622737431;0.1821099062057257;0.44985984264978407;0.44993542066353176;24.502725604837835;26.318775331604247;21.915721413849756;9.3124072309500399;9.2199888993783716;29.71197977946473;2.547333667724515e-05;6.9559856967269055e-05;6.9488167260605183e-05;7.061321468107024e-05;1.0285869319383422e-05;1.132200563721614e-05;0.09999549402006358;0.1337460371020856;4.9232046488749881e-06;0.0011430074386292947;
495;495;10;505;505;1000;0.01;0.019801980198019802;0.019801980198019802;0.019801980198019802;0.495;0.495;495.00881713907688;495.03430534322581;10.00771544110883;505.01653258018666;505.04202078433508;1000.050837923411;0.010009457131181487;0.019815335858186661;0.019816210515149056;0.019814673126414099;0.49498246735814072;0.49500807551067805;8.8571529536937277;8.5997932011970537;2.6820687340444458;6.6404055432474216;6.6600060590346448;17.253585720116554;2.7258893390765023e-06;1.0480059864949938e-05;1.0494929616547194e-05;1.0474179520809524e-05;3.4550532801573085e-06;3.3164137456890587e-06;494.99243730735839;495.05718164228603;10.004467207438566;504.99690451479637;505.0616488497248;1000.0540861570818;0.01000642617390048;0.019809360428855491;0.019811149236027458;0.019808107609932891;0.4949644051953066;0.49502916863079532;13.185523781528438;13.035233810921;2.7776748379625555;10.729926142789084;10.842510626493628;17.649765886756459;2.8263503772384432e-06;1.0866348286129677e-05;1.088803811388705e-05;1.086745991842845e-05;7.6106366664692379e-06;7.4799999820127323e-06;494.83895542301883;494.8727592279422;10.173419356780254;505.01237477979936;505.04617858472318;999.88513400774093;0.010193743449337383;0.020134317118326014;0.020135336695159236;0.020133597504295237;0.4948859246916692;0.49492033185899365;26.923948692387025;26.231837963938133;24.15531712161016;7.9665431224199432;7.4649943249906583;29.348051988856724;2.4578180826309642e-05;9.4302897304429374e-05;9.4330354668077147e-05;9.4293139816234247e-05;9.9686184116820213e-06;9.8644286842106514e-06;0.010005183909152464;0.050842373990697687;2.8260972087472478e-06;0.001670478500862252;
499;500;1;500;501;1000;0.001;0.0019980029950087343;0.002;0.001996007984031936;0.499;0.5;498.8136919393724;499.79802831073317;1.2135822745706748;500.02727421394326;501.01161058530448;999.82530252467711;0.0012151747531423246;0.0024244141317042666;0.002426986071646139;0.002421870810907124;0.49890009936742014;0.4998847258794375;8.1966469146989809;8.0128938848000253;1.5453428544782626;6.7152416685437872;6.7011738333244919;16.48913864812123;1.5534102934169971e-06;6.1680034748485192e-06;6.1833599467071829e-06;6.1530919814887355e-06;3.3272707456152881e-06;3.2415083204813268e-06;498.76780764324246;499.83770619675471;1.2166854796246862;499.98449312286772;501.05439167637996;999.822199319623;0.0012184198744057029;0.0024308479384734069;0.0024335529694788039;0.0024282091353586559;0.49885584918713038;0.49992573093846498;11.030985857759935;11.188499070234428;1.5759029271414211;9.4421122381437979;9.707969376653752;16.734856591024148;1.5847972750486134e-06;6.2919290113848648e-06;6.3086874241233131e-06;6.2761924329085849e-06;6.18754707598312e-06;6.1328282289763777e-06;497.30922940137464;498.30155907282318;2.714048162525017;500.02327756389963;501.0156072353472;998.32483663672178;0.0027263793862413658;0.0054159266950911597;0.005422234056909659;0.0054097027549322423;0.49813924705816315;0.4991343735555952;18.6183758461998;17.092484198481625;13.952972043313979;7.6348247641640388;6.980627824130984;22.383791618041208;1.4138508641296841e-05;5.5487016006993175e-05;5.5632575997963043e-05;5.5345748874417643e-05;7.2719460510990733e-06;6.814640017616688e-06;0.0012175058859004964;0.042563709684480609;1.5835971269379434e-06;0.0017295867452692584;
540;360;100;640;460;1000;0.10000000000000001;0.18430244519362141;0.15625;0.21739130434782608;0.54000000000000004;0.35999999999999999;540.03459219055514;360.13552391084124;99.906202190387759;639.94079438094298;460.04172610122862;1000.0763182917842;0.099901568261256485;0.184128790531256;0.15611759415461932;0.21716806605758626;0.5399914967943531;0.36010693494439061;10.648991413782769;7.4054567891848713;4.1058867795681611;9.8756706053214742;5.5395007854690776;16.780597832771665;4.5396623980461185e-06;1.2747865912800859e-05;9.3418339788588121e-06;1.8349326654626237e-05;3.7207695294407679e-06;4.4275556414789998e-06;539.9973760089938;360.1713083290075;99.906918072084721;639.90429408107991;460.07822640109151;1000.0756024100865;0.099902884462145555;0.18412909577341802;0.15613024694209515;0.21715363463314086;0.53995379517625675;0.36014332036159885;15.504658576002392;10.004622310144406;4.4414283298927941;13.329633951208695;8.6026404609215295;17.382785944286457;4.9741120979777086e-06;1.3882391492167147e-05;1.0776516454484352e-05;1.9800222130936543e-05;7.4611718135609729e-06;7.1984340992523748e-06;540.17701792727314;360.25567838468544;99.774912085106664;639.95193001237953;460.03059046979178;1000.2076083970646;0.099772956570706714;0.18388363692126555;0.15590687097944347;0.21688388017529994;0.54005619967673113;0.36017084375256248;26.431786822435271;23.452887806607844;21.209606925589298;11.345675965141083;6.6951122349789927;28.881487303496456;2.4681838153776594e-05;6.928236361068169e-05;5.0128053079490522e-05;9.7129647140766103e-05;8.5971894194630783e-06;1.2438048209140507e-05;0.098445292568906342;0.13231220388077994;7.3981090026584857e-06;0.0010483393064755228;
594;396;10;604;406;1000;0.01;0.02019382153885356;0.016556291390728478;0.024630541871921183;0.59399999999999997;0.39600000000000002;593.96707011626336;395.97519184442467;10.019102363023451;603.98617247928689;405.99429420744815;999.96136432371281;0.010021705669450274;0.020232134791826603;0.016587940165343103;0.024677190817952999;0.59398817568562556;0.39599011864492362;10.87946995230554;6.2926561365448972;2.5603029690607624;8.8751312186585505;4.1853496806713268;15.995365048890163;2.6027721431501613e-06;1.0403313591893611e-05;6.9983711285327542e-06;1.5478745718173003e-05;3.0449146146895087e-06;3.488422791409726e-06;593.92856673623351;395.99091458485657;10.030492682822741;603.95905941905676;406.02140726767891;999.94997400391253;0.0100334416936594;0.020255202617511958;0.016608431344370761;0.024703425755420016;0.59395555256281685;0.3960110057435231;16.475332266237295;9.9152939937765634;2.6692907171821627;13.879220114796208;7.9433961474759931;16.342742108989892;2.7164737332641422e-06;1.0852769300716512e-05;7.3205617165144144e-06;1.6126286795277594e-05;7.4660538756693467e-06;7.5772215456630555e-06;594.12178979151633;396.1381450162346;9.8602659394922618;603.9820557310079;405.99841095572742;1000.1202007472434;0.0098782998535240727;0.019904534838673573;0.016319685224029143;0.024277195799086233;0.59404127392806549;0.39608042621841083;28.51341029463017;24.304000370221434;22.842786384458179;10.200826353186667;4.741040329317685;29.47678042631944;2.3227879663949362e-05;9.2872217505306559e-05;6.2429170859534049e-05;0.00013818451650959217;7.2812354953149772e-06;1.1668179031373908e-05;0.0082526756506484267;0.049234570497940083;5.7741232850685741e-06;0.0015416413254715929;
599;400;1;600;401;1000;0.001;0.0020386946747183244;0.0016666666666666668;0.0024937655860349127;0.59899999999999998;0.40000000000000002;598.65166659268129;399.65239244940591;1.2938313501760434;599.9454979428574;400.94622379958014;999.59789039226268;0.0012955731097724808;0.0026374862137915666;0.0021560086004577838;0.0032265211612677231;0.598890528930625;0.39981389795960132;10.853939786742806;5.2961637789632823;1.5918324857376456;9.6822459278507225;3.8328716084684267;15.271882643416367;1.5997807304636981e-06;6.6128665571592222e-06;4.4195823625196193e-06;9.8952517315899994e-06;2.9818130306678067e-06;3.3872274341121875e-06;598.58064307580639;399.69618799280335;1.3074453369150174;599.888088412721;401.00363332971784;999.58427640552407;0.0013093300530795571;0.0026653000561076023;0.0021792382932350344;0.003259869660921946;0.59882704705801004;0.39986362288891236;14.939527710320547;8.0673223609315468;1.6466844418688735;13.461731431856887;6.6531617669402161;15.474001530353188;1.6555111143005205e-06;6.841584228504203e-06;4.5755937111030115e-06;1.0231662881386076e-05;6.2674562990301507e-06;6.5177991757365711e-06;597.53418628786039;398.51222633124132;2.4226545616684256;599.95684084952961;400.93488089290958;998.46906718076968;0.0024337433482258149;0.0049354229153272906;0.004034536833720191;0.0060375618680434534;0.59844562546422864;0.39912063118754587;19.607337484367942;14.179117147026373;11.427056081088395;10.67375013222631;4.2079076988342665;21.706469819012426;1.1593014714232461e-05;4.7412853228843053e-05;3.1671502393056724e-05;7.098341993838205e-05;5.206623232741567e-06;7.6268170810155176e-06;0.00032958470623605061;0.040968890011805113;8.8243194312156644e-07;0.0015997390324576795;
623;277;100;723;377;1000;0.10000000000000001;0.19154030571213676;0.13831258644536654;0.26525198938992045;0.623;0.27700000000000002;622.97020125785832;277.05082381857756;99.960888156450579;722.93108941430739;377.01171197502714;999.98191323288552;0.099965486260274627;0.1914705479285331;0.13827188055665846;0.26513944332842665;0.62297871004058436;0.27705580369914112;13.561696436111578;5.2444432343642706;3.7274013794210688;13.300153359803867;3.5677604104512017;18.197362824029383;4.1044717110117194e-06;1.2363908200037949e-05;6.7002583198468899e-06;2.4159619354273279e-05;3.0638400733314603e-06;3.8310527003166306e-06;622.95217150731901;277.06618432802799;99.962222776994651;722.91439428431386;377.02840710502284;999.98057861234111;0.09996748772478109;0.19147175103124112;0.13827916934217518;0.26513199056380748;0.62296066611242684;0.2770718461627934;18.381058886765214;7.2533520988617992;4.1145765108263026;16.183460308756491;6.5607490619184494;18.762163407355473;4.5932132133292534e-06;1.3557560478549616e-05;7.9586020301650735e-06;2.5805158120621744e-05;6.617350904314905e-06;5.9710458650249798e-06;623.11847204575281;277.12605943732297;99.849134953130317;722.9676069988833;376.97519439045362;1000.0936664362058;0.099857232350191172;0.19125637015738284;0.13810786944731671;0.26486206543674295;0.62305127318440612;0.27709149446540304;29.029485098885299;19.945210953577348;20.033902375554156;15.671435561852251;4.1710379799528052;29.084858438333153;2.320495306271021e-05;7.0318334526869896e-05;3.7144234808320901e-05;0.00013515007697987875;6.7021773165049488e-06;1.2926447110201867e-05;0.094576085490884379;0.12873429890491186;3.407582025009458e-05;0.00082964078900100643;
685;305;10;695;315;1000;0.01;0.021372352121250049;0.014388489208633094;0.031746031746031744;0.68500000000000005;0.30499999999999999;684.85805057631467;305.05506925803422;10.004233654845089;694.86228423115915;315.05930291288013;999.91735348919315;0.010006890917797641;0.021380458180155732;0.014397210130550486;0.031751227262126279;0.68491260626373796;0.30508050281846488;13.71693023552036;4.5197411143708868;2.2462681249330783;12.033345314841352;2.9087170170282528;18.105404883687026;2.2832472110600824e-06;1.0206182489256582e-05;4.6436873911038774e-06;2.2455324534288214e-05;2.4097101703987177e-06;2.9752256165323057e-06;684.84932702058779;305.06462439786094;10.003817862794756;694.85314488338258;315.06844226065573;999.91776928124352;0.010006713193893842;0.021379744195461105;0.014397528082788755;0.03174908618339442;0.68490230547709974;0.30509098132900725;19.802101760540509;7.7402905955864592;2.3093682400505138;17.514340482020579;6.2577372485771257;18.518010376077228;2.3513526461501646e-06;1.0498297939656514e-05;4.7943523615150143e-06;2.3056515285162633e-05;6.5361026460885535e-06;6.7991207063683511e-06;684.93614934521418;305.04706415647325;9.9691868211761374;694.90533616638913;315.01625097764895;999.95240032286199;0.009985342684597687;0.021296023808349222;0.014340765440316023;0.0316250645662806;0.68496087411800888;0.30505378319739412;29.15544196585563;19.192678837840994;20.409541149511629;14.310117831160081;3.2482147289133843;27.437311084709997;2.0745354589925112e-05;9.2764231938524981e-05;4.2116279629999909e-05;0.00020436093622688308;5.4890317834907811e-06;1.1897093136711647e-05;0.0034551782057274088;0.044832052101482396;4.5178965584422803e-05;0.0012152601287821663;
691;308;1;692;309;1000;0.001;0.0021625577457933874;0.0014450867052023121;0.0032362459546925568;0.69099999999999995;0.308;690.78206059607191;307.83743813884979;1.2110303679935435;691.99309096406523;309.04846850684362;999.83052910291519;0.0012125165378213979;0.0026182350521438622;0.0017501446749888117;0.0039169512238947145;0.69089733272694254;0.30789015073523662;13.600812494385432;4.0853910877392874;1.4490737925059354;12.113634671731383;2.9910876691794299;18.202556644949023;1.4563819833962883e-06;6.770932995650253e-06;3.0280171348060672e-06;1.5141510858929018e-05;2.3858604395538067e-06;2.6808049750070301e-06;690.69458652931473;307.91135165588935;1.2178106428524105;691.91239717216786;309.1291622987419;999.82374882805618;0.0012194476925046353;0.0026328788922112606;0.0017604405058039014;0.0039378176762922927;0.69081343780511262;0.30796711450238379;18.489979072704127;6.635019985021569;1.4820851249014186;16.677551747820878;5.579322482082989;18.456188899161461;1.4901268191704265e-06;6.926014803942335e-06;3.0996457102815139e-06;1.5479268622141612e-05;5.6354170165119918e-06;5.7974280236648881e-06;689.69170803785278;306.72951554605214;2.3101679435016522;692.00187598135392;309.03968348955385;998.731391527406;0.0023193279758440726;0.0049888895208279127;0.0033352020982395682;0.0074626264725514398;0.69056342409040172;0.30711724793375406;21.288505215551314;11.239607443202836;10.656714558334969;13.773541103390476;3.1543743202575216;22.013631873012287;1.0795283748503361e-05;4.9655179290092028e-05;2.2202920409386645e-05;0.00011105704324288343;4.0825641478077858e-06;7.3796681375223802e-06;0;0.036495045216038517;1.0000000000000152e-06;0.0012617037849297051;
694;206;100;794;306;1000;0.10000000000000001;0.20287523483519407;0.12594458438287154;0.32679738562091504;0.69399999999999995;0.20599999999999999;694.00299405672899;206.03928278663636;99.95234266468357;793.95533672141119;305.99162545131958;999.99461950804823;0.099955432514954035;0.20278660550096511;0.12589202949462133;0.32665159165290991;0.69400397399940672;0.20604059348563922;15.604935699302105;4.2018409776613241;3.1272696059695431;16.033261259401147;2.551468290475337;19.439480935616849;3.4395160758305097e-06;1.1612126865038833e-05;4.6511509771250339e-06;3.1149686239231492e-05;2.4156034832869445e-06;3.4558392265375515e-06;693.9412933499259;206.07867718468989;99.963495819058011;793.90478916898348;306.04217300374762;999.98346635367261;0.099968566124722033;0.20279909712275482;0.12591686718744918;0.3266324565823433;0.69394812909375503;0.20608330478152301;22.491256881977336;5.3883977341385005;3.6657842597038526;19.84375915134245;5.2815108310068961;20.433303788562089;4.1410580454667984e-06;1.3169978097627389e-05;6.1086701031500334e-06;3.2736403733463219e-05;6.2053957687550255e-06;5.0191898435280004e-06;694.0128430319254;206.09650645680014;99.918806342003492;793.93164937392805;306.01531279880373;1000.0281558307298;0.099931785968369213;0.20270962622817668;0.12585324338887519;0.32650552121159809;0.69398519961513094;0.20608301441649937;30.627480441536139;15.954973784480941;16.894377216099624;18.226763728866334;2.7708851431687864;30.035131552381781;1.9755499926370801e-05;6.6493935262434856e-05;2.6370106941168191e-05;0.00017058237292794546;4.918953032254628e-06;1.1504085736877266e-05;0.089241256466120134;0.12380316384937316;0.00012003883709046116;0.00057025256632247431;
