name=SetSketch2;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
0; 3.60673760222274126e-02; 1.30085561312877547e-03; 3.33066907387546962e-15; 1.00000000000000000e+00; 3.46573590280002605e-02; 1.20113253479558167e-03; 2.99760216648792266e-15; 1.00000000000000000e+00; 
1; 1.00000696626124586e+00; 6.57370147195351281e-07; 8.10753734742932506e-04; 3.11980105083432235e+00; 9.99998128745283599e-01; 4.32101302967750888e-07; 6.57341464821392728e-04; 3.07762319972529363e+00; 
2; 2.00007931033148090e+00; 3.76549467831545316e-04; 1.94047205005088153e-02; 3.07391586174469245e+00; 2.00002110737313821e+00; 3.42722219098624825e-04; 1.85127462462332942e-02; 3.06673010331488438e+00; 
3; 3.00049278117844365e+00; 1.00108141733539348e-03; 3.16360330010822186e-02; 2.97568178089688384e+00; 3.00045963361566681e+00; 9.20310464760750531e-04; 3.03331370237253338e-02; 2.97879003716267965e+00; 
4; 4.00051257152219630e+00; 1.91486502071613819e-03; 4.37561686068462657e-02; 3.15903627916412288e+00; 4.00043028365934195e+00; 1.76263527622605204e-03; 4.19815451382935245e-02; 3.16154626029943264e+00; 
5; 5.00149235654560798e+00; 3.14814496615893743e-03; 5.60884822231776936e-02; 3.05049134808563993e+00; 5.00134780185748706e+00; 2.90125616800608480e-03; 5.38464446194830276e-02; 3.04455797072524348e+00; 
6; 6.00171729460677827e+00; 4.63126887169018966e-03; 6.80317556066563078e-02; 3.00013785688489154e+00; 6.00157511767315999e+00; 4.27933936406116842e-03; 6.53976939071775898e-02; 3.01198350570896078e+00; 
7; 7.00124529901276560e+00; 6.42497691071896616e-03; 8.01462796459561089e-02; 3.01359771847570590e+00; 7.00106622532377987e+00; 5.93853703317220611e-03; 7.70545274252667223e-02; 3.01545555281201105e+00; 
8; 8.00106907180086502e+00; 8.46075947657663231e-03; 9.19761738824861758e-02; 3.01024455602138374e+00; 8.00082699833245314e+00; 7.83531086359882077e-03; 8.85134280059082790e-02; 2.99970281811350192e+00; 
9; 9.00019073905109934e+00; 1.06756861413914005e-02; 1.03323035960069573e-01; 2.99356450375173999e+00; 8.99998630529898769e+00; 9.91030540207860425e-03; 9.95505158928557815e-02; 2.99681249236978164e+00; 
10; 9.99982743003760710e+00; 1.32067406619682543e-02; 1.14920454583056358e-01; 2.98167617971003951e+00; 9.99969954144414075e+00; 1.22350503988444600e-02; 1.10611754002459997e-01; 2.98502325144115899e+00; 
11; 1.09998928531370392e+01; 1.61226003915867187e-02; 1.26974756983962822e-01; 2.95401993646530814e+00; 1.09998627424356563e+01; 1.49365312758918470e-02; 1.22215025411170020e-01; 2.96657621661218451e+00; 
12; 1.20002694851973875e+01; 1.92231351526062841e-02; 1.38647259368278097e-01; 3.03334909756904425e+00; 1.20002487515161373e+01; 1.77889424188609063e-02; 1.33374962198847813e-01; 3.03762537960307677e+00; 
13; 1.29998191374521870e+01; 2.23701934170046739e-02; 1.49566576165076237e-01; 3.05455038629798992e+00; 1.29996776667244660e+01; 2.07021809118708919e-02; 1.43882163637924526e-01; 3.07090928628163473e+00; 
14; 1.40006454702751704e+01; 2.60776048497486333e-02; 1.61484328087503681e-01; 3.06472858691691563e+00; 1.40002927125410679e+01; 2.41167793830643282e-02; 1.55295504450168959e-01; 3.06985020344222015e+00; 
15; 1.50014138952401410e+01; 2.98252902432171382e-02; 1.72694212825638155e-01; 3.02238777984122731e+00; 1.50009105981655395e+01; 2.75595256063821126e-02; 1.66008121540372283e-01; 3.02258115414155393e+00; 
16; 1.60011859048792751e+01; 3.40798918702431702e-02; 1.84603590159727049e-01; 2.98977369917036029e+00; 1.60006860896665586e+01; 3.15516345267257969e-02; 1.77626472710841810e-01; 2.98551412192879928e+00; 
17; 1.70014249121576349e+01; 3.89133006898327860e-02; 1.97259398547130677e-01; 3.00764510129418783e+00; 1.70007842267997908e+01; 3.60603336263926530e-02; 1.89893966767559652e-01; 3.00880539674279657e+00; 
18; 1.80005283761912409e+01; 4.40339601890012977e-02; 2.09842038227809641e-01; 3.01366819761446303e+00; 1.79999903248207573e+01; 4.08750653553277415e-02; 2.02175827590041823e-01; 3.00853436554796172e+00; 
19; 1.90007603055152181e+01; 4.87629081742229492e-02; 2.20821942093050588e-01; 2.99338288367217364e+00; 1.90002267786681465e+01; 4.53113084367434485e-02; 2.12864409914337582e-01; 2.98306938292057833e+00; 
20; 2.00004956614729608e+01; 5.35268930638989199e-02; 2.31358266296242260e-01; 2.94554403360707839e+00; 2.00000793028664390e+01; 4.97911485911363347e-02; 2.23139289015161391e-01; 2.94364536751648620e+00; 
21; 2.09992538767691350e+01; 5.92355760937181564e-02; 2.43382454983596591e-01; 3.01968772951209452e+00; 2.09990125560713849e+01; 5.50940894779165663e-02; 2.34719224675791011e-01; 3.01093976034455135e+00; 
22; 2.19993546524543007e+01; 6.50119053353618304e-02; 2.54973506196050081e-01; 3.01481422160233281e+00; 2.19992230419529804e+01; 6.04143180569991292e-02; 2.45792014502490691e-01; 3.00393513500373155e+00; 
23; 2.30018145657433806e+01; 7.14643254573983505e-02; 2.67321964695312220e-01; 3.03266868323813421e+00; 2.30016015869662773e+01; 6.63762626324650717e-02; 2.57630932831550530e-01; 3.02077191407700640e+00; 
24; 2.40031309357245277e+01; 7.84444292655984005e-02; 2.80061826222510357e-01; 2.99653781921924534e+00; 2.40027657454524785e+01; 7.28943566873327398e-02; 2.69975382839665545e-01; 2.98986403192185213e+00; 
25; 2.50035994960183210e+01; 8.60333957960423279e-02; 2.93292412831387406e-01; 3.03925578231004945e+00; 2.50032272013809909e+01; 7.98829227496087729e-02; 2.82617246325937543e-01; 3.03603740850640236e+00; 
26; 2.60037649296542490e+01; 9.30696565135135240e-02; 3.05049966100984393e-01; 3.03183428406578015e+00; 2.60033269058559107e+01; 8.63551767261336450e-02; 2.93843680251182626e-01; 3.02036081824749081e+00; 
27; 2.70048030992093970e+01; 1.00465957049433716e-01; 3.16927258668953993e-01; 3.02023654711932066e+00; 2.70042040461399893e+01; 9.33084777727620218e-02; 3.05435433060433803e-01; 3.01724178570003421e+00; 
28; 2.80059931819741728e+01; 1.08749387124137911e-01; 3.29717255984521396e-01; 2.97384288333327174e+00; 2.80052074702905784e+01; 1.00960467879691346e-01; 3.17700094637794639e-01; 2.97030929283125289e+00; 
29; 2.90068537983199057e+01; 1.17538582042936532e-01; 3.42770488069679302e-01; 2.98951700582332869e+00; 2.90060496896937607e+01; 1.09059388700960810e-01; 3.30185992973008546e-01; 2.99037512889757595e+00; 
30; 3.00073347264081818e+01; 1.26379221768029681e-01; 3.55422879900193833e-01; 2.99733996179227269e+00; 3.00065027552723365e+01; 1.17208716125664497e-01; 3.42295822790070536e-01; 2.99977098814209953e+00; 
31; 3.10056943717830578e+01; 1.34805762540112090e-01; 3.67114882114727259e-01; 2.99547564456422277e+00; 3.10048255629751530e+01; 1.25034080917236640e-01; 3.53568656499991307e-01; 2.99571126207066785e+00; 
32; 3.20060798418428831e+01; 1.41346301568827326e-01; 3.75911342063513898e-01; 2.99971831857545812e+00; 3.20051213756124326e+01; 1.31150316750714563e-01; 3.62110602250957425e-01; 2.99423487212009443e+00; 
33; 3.30060247717329815e+01; 1.51153923683500446e-01; 3.88738505693822123e-01; 3.04863247369160106e+00; 3.30050157402663231e+01; 1.40233846085606240e-01; 3.74444506482854267e-01; 3.04076434382681837e+00; 
34; 3.40063973292904080e+01; 1.59272029018752509e-01; 3.99037721521038669e-01; 3.11144247744258884e+00; 3.40054679697423410e+01; 1.47845752668996577e-01; 3.84468274342491589e-01; 3.10318220482139440e+00; 
35; 3.50052301219219260e+01; 1.68529053673901391e-01; 4.10489585128027967e-01; 3.04761822721277742e+00; 3.50042979150278484e+01; 1.56580071015471195e-01; 3.95678656161644271e-01; 3.03192962671557531e+00; 
36; 3.60048054589453415e+01; 1.79091330664779780e-01; 4.23164552188750154e-01; 3.09126783021988505e+00; 3.60038628626423147e+01; 1.66283738125420744e-01; 4.07760734276400527e-01; 3.08137264720962811e+00; 
37; 3.70042755241536838e+01; 1.88350598247025214e-01; 4.33972715893796546e-01; 3.04420492465975023e+00; 3.70035465837376165e+01; 1.75051868804157212e-01; 4.18376971818418486e-01; 3.04568799124221679e+00; 
38; 3.80052836592453644e+01; 1.99722327282470802e-01; 4.46871805138170264e-01; 3.01761498165955011e+00; 3.80045423876627240e+01; 1.85535276280167694e-01; 4.30714108190676903e-01; 3.01658526949819361e+00; 
39; 3.90053138439501481e+01; 2.09691389328340388e-01; 4.57889891121012693e-01; 2.99432785080565766e+00; 3.90044975891333934e+01; 1.94929399183223467e-01; 4.41485187605666241e-01; 2.99006484363039737e+00; 
40; 4.00072333316448407e+01; 2.20948374412104936e-01; 4.69995801391267509e-01; 2.99577644511157004e+00; 4.00061994950642230e+01; 2.05483255073612453e-01; 4.53260213712345095e-01; 2.99226526253778013e+00; 
41; 4.10070943464605691e+01; 2.29646793669182309e-01; 4.79162252183410298e-01; 3.00997737241887853e+00; 4.10062998299705583e+01; 2.13609180297470308e-01; 4.62135794371970887e-01; 3.00454775849142530e+00; 
42; 4.20076420536748572e+01; 2.42876302499748092e-01; 4.92765564457764316e-01; 3.03195192897409038e+00; 4.20069648412519143e+01; 2.25885894498371237e-01; 4.75223511081585892e-01; 3.02546107055065194e+00; 
43; 4.30072463135132210e+01; 2.52221646740959926e-01; 5.02164452825390684e-01; 3.07087861204588286e+00; 4.30066386284901228e+01; 2.34509596165924594e-01; 4.84216402838331339e-01; 3.06149485859147852e+00; 
44; 4.40072117230024844e+01; 2.65078958341027626e-01; 5.14807681947701989e-01; 3.03129439784359356e+00; 4.40067087281724341e+01; 2.46351252278206673e-01; 4.96292499685939026e-01; 3.02660012799007472e+00; 
45; 4.50065078426200813e+01; 2.79418937051103211e-01; 5.28560862186684854e-01; 3.00111691004342918e+00; 4.50061066382771742e+01; 2.59568855099347295e-01; 5.09442405055076097e-01; 3.00176226171209093e+00; 
46; 4.60087386636750537e+01; 2.92548818606031658e-01; 5.40807224769791151e-01; 3.00653093950904537e+00; 4.60081450479660887e+01; 2.71664512747458564e-01; 5.21150814007894203e-01; 3.01242620956942941e+00; 
47; 4.70070083918319170e+01; 3.07597810705241670e-01; 5.54570728716519579e-01; 2.99232904167207270e+00; 4.70066581154963146e+01; 2.85661050575840736e-01; 5.34431211732509182e-01; 2.99481397387287052e+00; 
48; 4.80044878420333205e+01; 3.19298760142386728e-01; 5.65047448818480347e-01; 2.97082910496578467e+00; 4.80043751752931200e+01; 2.96414763752058941e-01; 5.44422282417992509e-01; 2.97405413577573929e+00; 
49; 4.90032910886918103e+01; 3.31834113315903678e-01; 5.76041041984966085e-01; 3.00126591047800950e+00; 4.90033711016376330e+01; 3.08363710894542897e-01; 5.55294828508505534e-01; 3.00516538861556093e+00; 
50; 5.00031062969724829e+01; 3.46775601670603506e-01; 5.88868366096975904e-01; 2.97168520732269403e+00; 5.00031826828602632e+01; 3.22112976477930690e-01; 5.67541053147470609e-01; 2.97676114242376544e+00; 
51; 5.10039598440841715e+01; 3.59182321262299598e-01; 5.99305131712658978e-01; 2.96071593834106528e+00; 5.10038856269977856e+01; 3.33509208532747570e-01; 5.77489489458969607e-01; 2.96380891449786832e+00; 
52; 5.20066942234760319e+01; 3.74097793615545404e-01; 6.11598709112107453e-01; 2.98955371704045358e+00; 5.20064675806279055e+01; 3.47437546502888106e-01; 5.89402847722769407e-01; 2.99031316141825698e+00; 
53; 5.30087119873103134e+01; 3.87841197941721616e-01; 6.22708036899171646e-01; 2.98862631866201767e+00; 5.30083560295913614e+01; 3.60358018867983187e-01; 6.00240114985204909e-01; 2.98918651485282982e+00; 
54; 5.40112192060995113e+01; 4.04438315495947942e-01; 6.35855679309735300e-01; 2.95988895336681646e+00; 5.40105567076304212e+01; 3.75619703259574500e-01; 6.12787287061002828e-01; 2.96175426791646990e+00; 
55; 5.50112369953577627e+01; 4.21526035488748230e-01; 6.49153114006299936e-01; 2.98454806542688855e+00; 5.50103829374909523e+01; 3.91289344564670072e-01; 6.25445072867097940e-01; 2.98947290017661960e+00; 
56; 5.60097294457391470e+01; 4.37720454225440259e-01; 6.61532910829878196e-01; 2.96186765383993977e+00; 5.60088255497083622e+01; 4.06029940770504416e-01; 6.37143665465526032e-01; 2.96941735567638965e+00; 
57; 5.70093212347675902e+01; 4.58578974990705657e-01; 6.77120439488507420e-01; 2.93087482485797812e+00; 5.70082064950579763e+01; 4.25282970768940616e-01; 6.52085595767771586e-01; 2.94192037041604681e+00; 
58; 5.80118486350896987e+01; 4.78809649069232901e-01; 6.91859276815550928e-01; 2.93148348819486504e+00; 5.80106268838204215e+01; 4.44268724605950571e-01; 6.66450143631324710e-01; 2.94054339891748917e+00; 
59; 5.90118395018965956e+01; 4.92945162909987911e-01; 7.02000704490262861e-01; 2.95392657119175306e+00; 5.90105105043284510e+01; 4.57529651647403057e-01; 6.76327717121045557e-01; 2.96414060695971004e+00; 
60; 6.00124856477245459e+01; 5.10600113922074939e-01; 7.14453793133592696e-01; 2.93404160300682681e+00; 6.00110485186082769e+01; 4.73963125536218943e-01; 6.88361137610761231e-01; 2.94168921724920063e+00; 
61; 6.10124842647002552e+01; 5.28511164353774210e-01; 7.26880531785425998e-01; 2.93177098639531852e+00; 6.10108236547480303e+01; 4.90623998995688204e-01; 7.00361940351970969e-01; 2.94108688841522303e+00; 
62; 6.20121751420497773e+01; 5.46585416797988444e-01; 7.39213895103480345e-01; 2.95808989681050116e+00; 6.20104493563875465e+01; 5.07686230978272257e-01; 7.12444413220679196e-01; 2.96925117107683478e+00; 
63; 6.30108674926456089e+01; 5.61568880129403758e-01; 7.49300192001180920e-01; 2.98478359898330048e+00; 6.30090236484252131e+01; 5.21541472804844086e-01; 7.22121905618394955e-01; 2.99329845918691717e+00; 
64; 6.40083987351973889e+01; 5.77671278577057135e-01; 7.60000486726250313e-01; 3.01351737953474696e+00; 6.40066590858227755e+01; 5.36714736240440415e-01; 7.32577909042063879e-01; 3.01832061209806435e+00; 
65; 6.50060891308580580e+01; 5.94371279389410145e-01; 7.70930737404340816e-01; 3.05211716844798620e+00; 6.50045615967031267e+01; 5.52416157397780494e-01; 7.43233038308511063e-01; 3.05472024504218487e+00; 
66; 6.60049483844873919e+01; 6.09152761457038450e-01; 7.80466703292335695e-01; 3.04570144378560403e+00; 6.60034340764169229e+01; 5.66293598114899432e-01; 7.52516980030393468e-01; 3.04710080392827320e+00; 
67; 6.70014513052680201e+01; 6.26897642143183442e-01; 7.91767349577010338e-01; 3.05737085227741678e+00; 6.70000691397450652e+01; 5.82986157147924899e-01; 7.63535298704402288e-01; 3.06294769560519287e+00; 
68; 6.80010861601083434e+01; 6.44170636771531302e-01; 8.02601680179996890e-01; 3.06141472347485566e+00; 6.79996084123272624e+01; 5.99372459516476330e-01; 7.74191388595588559e-01; 3.06734921736519173e+00; 
69; 6.90029797178726767e+01; 6.63460290724218194e-01; 8.14525267874249503e-01; 3.05364289672060529e+00; 6.90013178519484569e+01; 6.17312312565090338e-01; 7.85691145318139550e-01; 3.06025700166627468e+00; 
70; 7.00035778262588337e+01; 6.86276145678317739e-01; 8.28410130815392165e-01; 3.05161845623674965e+00; 7.00016689598198525e+01; 6.38326909080322413e-01; 7.98951890700211109e-01; 3.05680956641437129e+00; 
71; 7.10044013850748001e+01; 7.04116702449693932e-01; 8.39105077007111566e-01; 3.07054209025235769e+00; 7.10025798162647277e+01; 6.54899481331228772e-01; 8.09254487710303283e-01; 3.07625434439075107e+00; 
72; 7.20047921898982963e+01; 7.20158810507308900e-01; 8.48608181331812705e-01; 3.08232739699750802e+00; 7.20029844339231317e+01; 6.70087400010083822e-01; 8.18583223114330516e-01; 3.08567543651611098e+00; 
73; 7.30060859544434209e+01; 7.45664443002206134e-01; 8.63497194066499163e-01; 3.03127048364005880e+00; 7.30042144745910235e+01; 6.93845310061844467e-01; 8.32963113388442311e-01; 3.03478003965282594e+00; 
74; 7.40102129107420978e+01; 7.63882881463214147e-01; 8.73944264766003065e-01; 3.02143720307733732e+00; 7.40082769781139405e+01; 7.10351715203268119e-01; 8.42783012902236339e-01; 3.02410299716960118e+00; 
75; 7.50093050544395510e+01; 7.88068440993417219e-01; 8.87683421584123167e-01; 3.02696531077028341e+00; 7.50076317271000761e+01; 7.32700844044027022e-01; 8.55945442645436039e-01; 3.02640203094000304e+00; 
