name=SetSketch2;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numExamples=10000;
76; 7.60050459860414520e+01; 8.07374391198416030e-01; 8.98525975819998712e-01; 3.04873064562840934e+00; 7.60039986428298562e+01; 7.50929673322741853e-01; 8.66552759027554909e-01; 3.04643268992555116e+00; 
77; 7.70085488416857942e+01; 8.26269855996881630e-01; 9.08953669502857498e-01; 3.06590102544015419e+00; 7.70075462001893101e+01; 7.68643058168885895e-01; 8.76690431698436745e-01; 3.06353439310199160e+00; 
78; 7.80093604521399868e+01; 8.48358454586316646e-01; 9.21016197752268284e-01; 3.10081945099475620e+00; 7.80084885152583638e+01; 7.89690645991753759e-01; 8.88604856559128131e-01; 3.09860158733860658e+00; 
79; 7.90064899554405997e+01; 8.69533691147922783e-01; 9.32465319261958969e-01; 3.07911645625779995e+00; 7.90055033413066354e+01; 8.09293587148045890e-01; 8.99590629332313596e-01; 3.07182964099729183e+00; 
80; 8.00073468829410643e+01; 8.87966553326999031e-01; 9.42291131571370233e-01; 3.09583758221129290e+00; 8.00065363282832038e+01; 8.26639461796303432e-01; 9.09173656794381668e-01; 3.08241624678564641e+00; 
81; 8.10078464124849944e+01; 9.15959422542024004e-01; 9.57025525444930136e-01; 3.07705994732477395e+00; 8.10069120004561682e+01; 8.52448932388393810e-01; 9.23255737397874587e-01; 3.06594362587382241e+00; 
82; 8.20090038625538398e+01; 9.39181469826612214e-01; 9.69071927302467384e-01; 3.07804822434177172e+00; 8.20080702105914554e+01; 8.74152078274932687e-01; 9.34926173543095818e-01; 3.06145478350112032e+00; 
83; 8.30098803391217501e+01; 9.65959325677447689e-01; 9.82782633432384589e-01; 3.08277722181147507e+00; 8.30091606082538789e+01; 8.98854260950890049e-01; 9.48034991024760298e-01; 3.06685275986625472e+00; 
84; 8.40082981289478568e+01; 9.83484749907001743e-01; 9.91673278334643915e-01; 3.05659417463269989e+00; 8.40077686567059345e+01; 9.15967317502298650e-01; 9.57030284513130658e-01; 3.04041753669247061e+00; 
85; 8.50099134323063055e+01; 1.01259998370506521e+00; 1.00623143837040785e+00; 3.07672734367471179e+00; 8.50091897417381972e+01; 9.42333394617993481e-01; 9.70695082538687304e-01; 3.05635919635346864e+00; 
86; 8.60112528977183786e+01; 1.03321719332338335e+00; 1.01641062844518082e+00; 3.05897468809985051e+00; 8.60102810217723714e+01; 9.60924352413190852e-01; 9.80213575199053611e-01; 3.03807862328495082e+00; 
87; 8.70112612779827117e+01; 1.05921390504458390e+00; 1.02911956966271600e+00; 3.06867178771246341e+00; 8.70103787727145885e+01; 9.84784741804213604e-01; 9.92308935201708042e-01; 3.05138116188272601e+00; 
88; 8.80146527777871768e+01; 1.08488467188633320e+00; 1.04147490031659840e+00; 3.07097708654763446e+00; 8.80136472608541993e+01; 1.00844646603545951e+00; 1.00412161529699295e+00; 3.05524819828754168e+00; 
89; 8.90149875404292885e+01; 1.11039159569401757e+00; 1.05364461244097662e+00; 3.07921662470241442e+00; 8.90141315009882703e+01; 1.03201345847009329e+00; 1.01578233847115107e+00; 3.06471725185963129e+00; 
90; 9.00150271203380612e+01; 1.13939454384596695e+00; 1.06731847613555519e+00; 3.10425868028993079e+00; 9.00142635258306001e+01; 1.05858557648278739e+00; 1.02877700611633016e+00; 3.08889151361808789e+00; 
91; 9.10147379084133945e+01; 1.16554641889896526e+00; 1.07950415142998790e+00; 3.13348571205507787e+00; 9.10140195038621727e+01; 1.08258340754292548e+00; 1.04037822980606465e+00; 3.11589017756549636e+00; 
92; 9.20178010094411860e+01; 1.18935597490767964e+00; 1.09043069425368166e+00; 3.13007874943437781e+00; 9.20171529313320065e+01; 1.10523176877565721e+00; 1.05116009519120523e+00; 3.11315283137141119e+00; 
93; 9.30183067524403384e+01; 1.21927858079035056e+00; 1.10405771751545956e+00; 3.12188187391801497e+00; 9.30177994747189274e+01; 1.13231480475275625e+00; 1.06395393859531362e+00; 3.10439625871795677e+00; 
94; 9.40229680866394801e+01; 1.24980789179823049e+00; 1.11771210908459850e+00; 3.11498432168349915e+00; 9.40223000057884661e+01; 1.16054997145545458e+00; 1.07705741778109498e+00; 3.09744486837459787e+00; 
95; 9.50233052832161889e+01; 1.27461053298963045e+00; 1.12874593986595029e+00; 3.08217979390504926e+00; 9.50227168514407765e+01; 1.18361058299026656e+00; 1.08770148830038904e+00; 3.06462747633004096e+00; 
96; 9.60240909123144064e+01; 1.30075302007746396e+00; 1.14025113375138432e+00; 3.04612988645770777e+00; 9.60235253211023405e+01; 1.20780118762874489e+00; 1.09874826365995260e+00; 3.02817961517557510e+00; 
97; 9.70270215283408675e+01; 1.33488291105605406e+00; 1.15505530086753128e+00; 3.01839885447374279e+00; 9.70263219294915871e+01; 1.23898310105547615e+00; 1.11278491052104478e+00; 3.00156166582898631e+00; 
98; 9.80262784867950785e+01; 1.35287690390407489e+00; 1.16283547634041162e+00; 3.02462311724636246e+00; 9.80254596541499552e+01; 1.25541726511335705e+00; 1.12016475177713404e+00; 3.00739614388624643e+00; 
99; 9.90258698209993327e+01; 1.37719176485675954e+00; 1.17325296386510058e+00; 3.00740068074753131e+00; 9.90250258829765073e+01; 1.27844977006074689e+00; 1.13040854351070053e+00; 2.98729914961379350e+00; 
100; 1.00026850557983849e+02; 1.40424945346008601e+00; 1.18470608211322292e+00; 3.00173909327536181e+00; 1.00025980067426971e+02; 1.30343853237057195e+00; 1.14138668665227816e+00; 2.98267914899816766e+00; 
101; 1.01024834836931177e+02; 1.42631078137887313e+00; 1.19402429299135227e+00; 2.97111377835318491e+00; 1.01023984406548891e+02; 1.32389268744497346e+00; 1.15035535191846683e+00; 2.95644418700418532e+00; 
102; 1.02025156850107138e+02; 1.44565448684673759e+00; 1.20209052060959443e+00; 2.93969910182439431e+00; 1.02024278018427481e+02; 1.34207057408411568e+00; 1.15822327377123191e+00; 2.92576189660415897e+00; 
103; 1.03021674570843558e+02; 1.47564031079173330e+00; 1.21456598164549412e+00; 2.94185159925156547e+00; 1.03020988729205001e+02; 1.36949099535481245e+00; 1.17006430105407055e+00; 2.93078279225731508e+00; 
104; 1.04019621455982971e+02; 1.50758575911681891e+00; 1.22768104879969586e+00; 2.92179417039522749e+00; 1.04018940692411064e+02; 1.39917248378388148e+00; 1.18271456148762644e+00; 2.91138746666731940e+00; 
105; 1.05017573680877760e+02; 1.53619678633892587e+00; 1.23930946582333434e+00; 2.90496752744334508e+00; 1.05016721193572536e+02; 1.42566594430916704e+00; 1.19389545019430843e+00; 2.89540042487285154e+00; 
106; 1.06019416087394305e+02; 1.56616155881644525e+00; 1.25131314001202076e+00; 2.91165874799339841e+00; 1.06018332295041930e+02; 1.45354643459871413e+00; 1.20549175092872352e+00; 2.89926104263545525e+00; 
107; 1.07018447998663916e+02; 1.59868139652411401e+00; 1.26425514350125989e+00; 2.90455569980070027e+00; 1.07017329490574141e+02; 1.48284541781241641e+00; 1.21759808909543321e+00; 2.89139072794764784e+00; 
108; 1.08021018484989526e+02; 1.62540775204621046e+00; 1.27474153275672109e+00; 2.90933374834969660e+00; 1.08019697147349547e+02; 1.50798081166556885e+00; 1.22784072014730228e+00; 2.89718270795987021e+00; 
109; 1.09023096117635774e+02; 1.65810037073438443e+00; 1.28746531607051362e+00; 2.88487353453390183e+00; 1.09021250033511592e+02; 1.53896540697622486e+00; 1.24036843036736122e+00; 2.87096515534481522e+00; 
110; 1.10020432994848065e+02; 1.69574227226567609e+00; 1.30204637589727046e+00; 2.88847541265032737e+00; 1.10018588984747183e+02; 1.57404244694634388e+00; 1.25447076354628662e+00; 2.87530612012268838e+00; 
111; 1.11021717083456807e+02; 1.72573253477705624e+00; 1.31349187399967859e+00; 2.89575862557495656e+00; 1.11019679972558819e+02; 1.60126113123851210e+00; 1.26525642852292797e+00; 2.88652245490859416e+00; 
112; 1.12025386369189064e+02; 1.75031799965022183e+00; 1.32275225643716543e+00; 2.91108407722547735e+00; 1.12023083640304250e+02; 1.62518752335699479e+00; 1.27461942120277549e+00; 2.90361454000423214e+00; 
113; 1.13026380019609348e+02; 1.77514637172289769e+00; 1.33208500715544131e+00; 2.89625198447856036e+00; 1.13023528905211862e+02; 1.64820172634787743e+00; 1.28360746218125654e+00; 2.89006619599356362e+00; 
114; 1.14023993412017049e+02; 1.80806513512286848e+00; 1.34442904286640497e+00; 2.89595960910501660e+00; 1.14021115965582197e+02; 1.67798750610294345e+00; 1.29519945263286007e+00; 2.89347534749477520e+00; 
115; 1.15021794274652663e+02; 1.83710151132386645e+00; 1.35522194526071571e+00; 2.88254827766159938e+00; 1.15018812854388443e+02; 1.70649621970479015e+00; 1.30619382030942166e+00; 2.88285205770475716e+00; 
116; 1.16021926571034598e+02; 1.86433399681312295e+00; 1.36523009866314715e+00; 2.88508047501436504e+00; 1.16018739399135995e+02; 1.73283097756261917e+00; 1.31623698948277013e+00; 2.88762372860325156e+00; 
117; 1.17020906780606623e+02; 1.90224267824565896e+00; 1.37905967411504382e+00; 2.88799095883957158e+00; 1.17017402120216488e+02; 1.76838114904965948e+00; 1.32969106008186055e+00; 2.89246505006625032e+00; 
118; 1.18022392845103326e+02; 1.93436475371454408e+00; 1.39063414103160143e+00; 2.88381247249891581e+00; 1.18018726108838337e+02; 1.79831209728909736e+00; 1.34088084114022021e+00; 2.89158744249945432e+00; 
119; 1.19026303628909147e+02; 1.96739609806374105e+00; 1.40239231927800523e+00; 2.85935837750931521e+00; 1.19022593913988089e+02; 1.82830846276895898e+00; 1.35196079004521241e+00; 2.86980696622565379e+00; 
120; 1.20027827334463964e+02; 2.00457992705701171e+00; 1.41555839389043792e+00; 2.87153435688003134e+00; 1.20024097854930773e+02; 1.86220436219974217e+00; 1.36441330086872714e+00; 2.88133587664238977e+00; 
121; 1.21027011413232685e+02; 2.04991222148879970e+00; 1.43149663116752346e+00; 2.87845791759629765e+00; 1.21023141350193654e+02; 1.90348815232516788e+00; 1.37947549098791988e+00; 2.88627836755045042e+00; 
122; 1.22022821329269235e+02; 2.08660762424440094e+00; 1.44432919072308774e+00; 2.88026198253732924e+00; 1.22019040663071934e+02; 1.93730325190734720e+00; 1.39174017153243668e+00; 2.88775608672710637e+00; 
123; 1.23021038928522870e+02; 2.11466968635018748e+00; 1.45403818720031386e+00; 2.89302086064429176e+00; 1.23017158283137391e+02; 1.96349887815240320e+00; 1.40114398670235851e+00; 2.90259319297118346e+00; 
124; 1.24021811150049629e+02; 2.14385639633356107e+00; 1.46402891708704619e+00; 2.88472954434557538e+00; 1.24017490372213075e+02; 1.98901118112690445e+00; 1.41021461771134304e+00; 2.89230482752519302e+00; 
125; 1.25024536711741334e+02; 2.17892439531333260e+00; 1.47591407103878614e+00; 2.89538992943681084e+00; 1.25020114667311844e+02; 2.02085316411091531e+00; 1.42142483595505453e+00; 2.90405273213857162e+00; 
126; 1.26029611260848938e+02; 2.20483602446921623e+00; 1.48457374276260823e+00; 2.90089476537697388e+00; 1.26024750177933072e+02; 2.04495540687917821e+00; 1.42980517399101004e+00; 2.91131729304324827e+00; 
