name=SetSketch1;numRegisters=4096;q=65534;base=1.00099999999999989e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
0; 4.99750208145997507e-02; 2.49750270542014588e-03; 9.92261828258733658e-16; 1.00000000000000000e+00; 4.99750166541737123e-02; 2.49750228958566444e-03; 2.94902990916057206e-15; 1.00000000000000000e+00; 
1; 1.00007538819509256e+00; 2.42958014562765396e-04; 1.55869282151039745e-02; 3.07095627663870241e+00; 1.00007538814162755e+00; 2.42958014863844571e-04; 1.55869282250206721e-02; 3.07095626836827007e+00; 
2; 1.99996895415177867e+00; 9.61442516596135405e-04; 3.10071210006901896e-02; 3.04992241782437157e+00; 1.99996895410378195e+00; 9.61442519925864367e-04; 3.10071210543351357e-02; 3.04992246336785122e+00; 
3; 2.99988183886324977e+00; 2.16860946157950004e-03; 4.65681811919388677e-02; 2.99979439840536966e+00; 2.99988183875592673e+00; 2.16860946330722478e-03; 4.65681812102171286e-02; 2.99979441740328401e+00; 
4; 3.99989309945865879e+00; 3.83904482460989838e-03; 6.19599338030970767e-02; 2.99517129192811460e+00; 3.99989309921067404e+00; 3.83904483754554573e-03; 6.19599339070563554e-02; 2.99517128101247909e+00; 
5; 5.00075458142268303e+00; 6.05630885586129833e-03; 7.78186318482782385e-02; 2.96268046566616139e+00; 5.00075458099071479e+00; 6.05630885675455775e-03; 7.78186318582061443e-02; 2.96268047577266991e+00; 
6; 5.99998597044774407e+00; 8.74395813535513121e-03; 9.35091329150620487e-02; 3.00159587744582623e+00; 5.99998597004563017e+00; 8.74395816547986551e-03; 9.35091330760807055e-02; 3.00159587927990090e+00; 
7; 7.00053151589549660e+00; 1.19484576262611619e-02; 1.09307708406653575e-01; 2.98968537419827962e+00; 7.00053151535709794e+00; 1.19484576473099895e-02; 1.09307708505553880e-01; 2.98968539827398150e+00; 
8; 8.00043615375326489e+00; 1.58407307475626376e-02; 1.25859209108694831e-01; 2.94549970504154279e+00; 8.00043615324232782e+00; 1.58407307321099394e-02; 1.25859209049076437e-01; 2.94549969407100454e+00; 
9; 9.00062088902763513e+00; 1.98081076728521127e-02; 1.40739909654892859e-01; 2.97360583750433349e+00; 9.00062088856677356e+00; 1.98081077294469735e-02; 1.40739909857987955e-01; 2.97360584065836875e+00; 
