name=GeneralizedHyperLogLog;numRegisters=256;q=62;base=1.00099999999999989e+00;a=3.90625000000000000e-03;registerStateType=registers;numCycles=1000;aggregationMode=stream;
cardinality; avg time in seconds (incl. allocation); avg time in seconds (excl. allocation);sum of consumed states;
1;1.3400000000000001e-07;2.7099999999999938e-08;63000;
2;1.2320000000000002e-07;3.3199999999999966e-08;126000;
5;1.3889999999999998e-07;4.8500000000000342e-08;315000;
10;1.6850000000000001e-07;7.8300000000001065e-08;605000;
20;2.2010000000000002e-07;1.3060000000000187e-07;1235000;
50;4.1460000000000002e-07;3.2410000000000413e-07;2906000;
100;6.6670000000000001e-07;5.7260000000000469e-07;5247000;
200;1.5057e-06;1.4160999999999878e-06;9027000;
500;5.0324000000000003e-06;4.8900000000000049e-06;14006000;
1000;9.493899999999999e-06;9.3462999999999972e-06;15764000;
2000;1.7287799999999997e-05;1.7115200000000219e-05;16128000;
5000;3.9187899999999998e-05;3.902399999999993e-05;16128000;
10000;8.1928600000000007e-05;8.1759000000000137e-05;16128000;
20000;0.0001645397;0.0001643598000000001;16128000;
50000;0.00041333629999999998;0.00041311849999999911;16128000;
100000;0.00083570109999999993;0.00083542070000000102;16128000;
200000;0.0016089260999999999;0.001608574299999999;16128000;
500000;0.0038620397000000001;0.0038616197000000004;16128000;
1000000;0.0075527620000000002;0.0075523163000000039;16128000;
2000000;0.015000616000000001;0.015000136399999984;16128000;
5000000;0.037471133000000004;0.037470551899999975;16128000;
10000000;0.074651506699999995;0.074650921800000034;16128000;
