name=SetSketch2;numRegisters=256;q=62;base=2.00000000000000000e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;2.40449173481493937e-02; 5.78158050279339668e-04; 0.00000000000000000e+00; 0.00000000000000000e+00; 2.31049060186651577e-02; 5.33836682131348141e-04; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;1.00020318333999780e+00; 5.70583061269848605e-05; 1.00020318333999780e+00; 5.70583061269848605e-05; 1.00016026844269779e+00; 3.90966593267633584e-05; 1.00016026844269779e+00; 3.90966593267633584e-05; 
2;2.00248336639005764e+00; 6.00778109657712153e-03; 2.00248336639005764e+00; 6.00778109657712153e-03; 2.00215930418178756e+00; 5.47480758304732910e-03; 2.00215930418178756e+00; 5.47480758304732910e-03; 
3;3.00021105297421808e+00; 1.71530258947375537e-02; 3.00021105297421808e+00; 1.71530258947375537e-02; 3.00010792128994686e+00; 1.59507632317691730e-02; 3.00010792128994686e+00; 1.59507632317691730e-02; 
4;4.00689262903054821e+00; 3.17709405291284122e-02; 4.00689262903054821e+00; 3.17709405291284122e-02; 4.00595887567868036e+00; 2.92825922893456166e-02; 4.00595887567868036e+00; 2.92825922893456166e-02; 
5;5.01546986170459608e+00; 5.25989538034243587e-02; 5.01546986170459608e+00; 5.25989538034243587e-02; 5.01386402107400553e+00; 4.84873095282890576e-02; 5.01386402107400553e+00; 4.84873095282890576e-02; 
6;6.03126822873360613e+00; 7.87576069211257113e-02; 6.03126822873360613e+00; 7.87576069211257113e-02; 6.02848414208906913e+00; 7.26272065209855461e-02; 6.02848414208906913e+00; 7.26272065209855461e-02; 
7;7.02815811602534524e+00; 1.06247742993925129e-01; 7.02815811602534524e+00; 1.06247742993925129e-01; 7.02535899538299535e+00; 9.81540460699795725e-02; 7.02535899538299535e+00; 9.81540460699795725e-02; 
8;8.02698186379236489e+00; 1.43676024119782336e-01; 8.02698186379236489e+00; 1.43676024119782336e-01; 8.02445169171937422e+00; 1.32592332870779067e-01; 8.02445169171937422e+00; 1.32592332870779067e-01; 
9;9.03167922036521631e+00; 1.75681681685724095e-01; 9.03167922036521631e+00; 1.75681681685724095e-01; 9.02831373038406859e+00; 1.61794023167311313e-01; 9.02831373038406859e+00; 1.61794023167311313e-01; 
10;1.00475403952915787e+01; 2.16454528314539152e-01; 1.00475403952915787e+01; 2.16454528314539152e-01; 1.00440328330637794e+01; 1.98715989782449837e-01; 1.00440328330637794e+01; 1.98715989782449837e-01; 
11;1.10494725899663315e+01; 2.54857991461664324e-01; 1.10494725899663315e+01; 2.54857991461664324e-01; 1.10456895431957278e+01; 2.34811482077910777e-01; 1.10456895431957278e+01; 2.34811482077910777e-01; 
12;1.20341733820494383e+01; 3.00539459671544162e-01; 1.20341733820494383e+01; 3.00539459671544162e-01; 1.20305926486925028e+01; 2.77711662478161592e-01; 1.20305926486925028e+01; 2.77711662478161592e-01; 
13;1.30301805387990761e+01; 3.57114101517335913e-01; 1.30301805387990761e+01; 3.57114101517335913e-01; 1.30269684801464543e+01; 3.29885076471903127e-01; 1.30269684801464543e+01; 3.29885076471903127e-01; 
14;1.40338341666580302e+01; 4.07273185037035246e-01; 1.40338341666580302e+01; 4.07273185037035246e-01; 1.40305468094789845e+01; 3.77357221452193303e-01; 1.40305468094789845e+01; 3.77357221452193303e-01; 
15;1.50272785973891700e+01; 4.80672080632956578e-01; 1.50272785973891700e+01; 4.80672080632956578e-01; 1.50236164466297186e+01; 4.46246471945683121e-01; 1.50236164466297186e+01; 4.46246471945683121e-01; 
16;1.60320041165158749e+01; 5.62272891830658539e-01; 1.60320041165158749e+01; 5.62272891830658539e-01; 1.60269818931149040e+01; 5.22403845901067143e-01; 1.60269818931149040e+01; 5.22403845901067143e-01; 
17;1.70383887098592872e+01; 6.22538735299006718e-01; 1.70383887098592872e+01; 6.22538735299006718e-01; 1.70339256527383185e+01; 5.78292972985688825e-01; 1.70339256527383185e+01; 5.78292972985688825e-01; 
18;1.80386545617506577e+01; 6.73967219202294743e-01; 1.80386545617506577e+01; 6.73967219202294743e-01; 1.80340630531373343e+01; 6.26163455041537698e-01; 1.80340630531373343e+01; 6.26163455041537698e-01; 
19;1.90253433109706407e+01; 7.60478046089383630e-01; 1.90253433109706407e+01; 7.60478046089383630e-01; 1.90209446304620862e+01; 7.07166268001883980e-01; 1.90209446304620862e+01; 7.07166268001883980e-01; 
20;2.00076074324971387e+01; 8.63203397136317108e-01; 2.00076074324971387e+01; 8.63203397136317108e-01; 2.00040229995925749e+01; 8.04611910805034025e-01; 2.00040229995925749e+01; 8.04611910805034025e-01; 
21;2.09947769233917541e+01; 9.54318838021096516e-01; 2.09947769233917541e+01; 9.54318838021096516e-01; 2.09908796798684847e+01; 8.95470595505181599e-01; 2.09908796798684847e+01; 8.95470595505181599e-01; 
22;2.20251876790509691e+01; 1.06861313966048055e+00; 2.20251876790509691e+01; 1.06861313966048055e+00; 2.20193205947759800e+01; 1.00032657602343367e+00; 2.20193205947759800e+01; 1.00032657602343367e+00; 
23;2.30307945360635813e+01; 1.17818155280740089e+00; 2.30307945360635813e+01; 1.17818155280740089e+00; 2.30252729434993952e+01; 1.10531103051402124e+00; 2.30252729434993952e+01; 1.10531103051402124e+00; 
24;2.40481552290766381e+01; 1.32889184893798906e+00; 2.40481552290766381e+01; 1.32889184893798906e+00; 2.40404130317320011e+01; 1.24688863862518384e+00; 2.40404130317320011e+01; 1.24688863862518384e+00; 
25;2.50614339387852354e+01; 1.41404594618781698e+00; 2.50614339387852354e+01; 1.41404594618781698e+00; 2.50534272057713494e+01; 1.32938801056839506e+00; 2.50534272057713494e+01; 1.32938801056839506e+00; 
26;2.60749806341152741e+01; 1.54384439927408224e+00; 2.60749806341152741e+01; 1.54384439927408224e+00; 2.60648220557187962e+01; 1.45324872895044144e+00; 2.60648220557187962e+01; 1.45324872895044144e+00; 
27;2.70856112607817145e+01; 1.69902980842060947e+00; 2.70856112607817145e+01; 1.69902980842060947e+00; 2.70751125090464164e+01; 1.59896358340774647e+00; 2.70751125090464164e+01; 1.59896358340774647e+00; 
28;2.80781508367958814e+01; 1.80901828156878031e+00; 2.80781508367958814e+01; 1.80901828156878031e+00; 2.80682259842701249e+01; 1.70075891037321636e+00; 2.80682259842701249e+01; 1.70075891037321636e+00; 
29;2.90794814692103536e+01; 1.90661563105836152e+00; 2.90794814692103536e+01; 1.90661563105836152e+00; 2.90700433680774104e+01; 1.79377176743510303e+00; 2.90700433680774104e+01; 1.79377176743510303e+00; 
30;3.00860291618087921e+01; 2.05359365164958474e+00; 3.00860291618087921e+01; 2.05359365164958474e+00; 3.00761437908032470e+01; 1.93242059941412614e+00; 3.00761437908032470e+01; 1.93242059941412614e+00; 
31;3.11041647512017860e+01; 2.23360734601444477e+00; 3.11041647512017860e+01; 2.23360734601444477e+00; 3.10922167136783081e+01; 2.09774474502892172e+00; 3.10922167136783081e+01; 2.09774474502892172e+00; 
32;3.20917063992562248e+01; 2.43121686824338212e+00; 3.20917063992562248e+01; 2.43121686824338212e+00; 3.20789121698014910e+01; 2.27632191828013175e+00; 3.20789121698014910e+01; 2.27632191828013175e+00; 
33;3.30934000836365598e+01; 2.62273183107811469e+00; 3.30934000836365598e+01; 2.62273183107811469e+00; 3.30787620872368677e+01; 2.45191239522154714e+00; 3.30787620872368677e+01; 2.45191239522154714e+00; 
34;3.40860763908685627e+01; 2.74919729411531222e+00; 3.40860763908685627e+01; 2.74919729411531222e+00; 3.40734801337931756e+01; 2.56797949266691150e+00; 3.40734801337931756e+01; 2.56797949266691150e+00; 
35;3.50799684297205587e+01; 2.91620015880385575e+00; 3.50799684297205587e+01; 2.91620015880385575e+00; 3.50655803910566561e+01; 2.72224821324207600e+00; 3.50655803910566561e+01; 2.72224821324207600e+00; 
36;3.60615495346310340e+01; 2.97239237383034371e+00; 3.60615495346310340e+01; 2.97239237383034371e+00; 3.60479510847487745e+01; 2.77423203096272086e+00; 3.60479510847487745e+01; 2.77423203096272086e+00; 
37;3.70741318028630218e+01; 3.16257490976113287e+00; 3.70741318028630218e+01; 3.16257490976113287e+00; 3.70612739721454219e+01; 2.94582010119935545e+00; 3.70612739721454219e+01; 2.94582010119935545e+00; 
38;3.80730559922299037e+01; 3.35856887854329722e+00; 3.80730559922299037e+01; 3.35856887854329722e+00; 3.80606561405131245e+01; 3.12319016558166895e+00; 3.80606561405131245e+01; 3.12319016558166895e+00; 
39;3.90876084662355865e+01; 3.53661845859137447e+00; 3.90876084662355865e+01; 3.53661845859137447e+00; 3.90740910075629415e+01; 3.27904524555355659e+00; 3.90740910075629415e+01; 3.27904524555355659e+00; 
40;4.00835018824173659e+01; 3.66790965756112897e+00; 4.00835018824173659e+01; 3.66790965756112897e+00; 4.00681413068280392e+01; 3.40337498396531135e+00; 4.00681413068280392e+01; 3.40337498396531135e+00; 
41;4.10839571571949378e+01; 3.91694497867359015e+00; 4.10839571571949378e+01; 3.91694497867359015e+00; 4.10678312291574414e+01; 3.63445720368853209e+00; 4.10678312291574414e+01; 3.63445720368853209e+00; 
42;4.20942622281547258e+01; 4.01760620298017646e+00; 4.20942622281547258e+01; 4.01760620298017646e+00; 4.20764079365738013e+01; 3.73727682568944530e+00; 4.20764079365738013e+01; 3.73727682568944530e+00; 
43;4.31018029789071093e+01; 4.24778671903382410e+00; 4.31018029789071093e+01; 4.24778671903382410e+00; 4.30813685977518332e+01; 3.95828613534490392e+00; 4.30813685977518332e+01; 3.95828613534490392e+00; 
44;4.41203107203054543e+01; 4.46788297064812312e+00; 4.41203107203054543e+01; 4.46788297064812312e+00; 4.41001377257602911e+01; 4.16368825878635551e+00; 4.41001377257602911e+01; 4.16368825878635551e+00; 
45;4.51085362414452078e+01; 4.53138553686864842e+00; 4.51085362414452078e+01; 4.53138553686864842e+00; 4.50915640871541967e+01; 4.22354017153788774e+00; 4.50915640871541967e+01; 4.22354017153788774e+00; 
46;4.61033087482733492e+01; 4.64638527084657760e+00; 4.61033087482733492e+01; 4.64638527084657760e+00; 4.60859436670322395e+01; 4.32867109543920758e+00; 4.60859436670322395e+01; 4.32867109543920758e+00; 
47;4.71450005980874352e+01; 4.90466771870658924e+00; 4.71450005980874352e+01; 4.90466771870658924e+00; 4.71254422139010245e+01; 4.56645163452110037e+00; 4.71254422139010245e+01; 4.56645163452110037e+00; 
48;4.81291762562238432e+01; 4.98316850600785788e+00; 4.81291762562238432e+01; 4.98316850600785788e+00; 4.81122002414135181e+01; 4.63776835842260393e+00; 4.81122002414135181e+01; 4.63776835842260393e+00; 
49;4.91150037123637517e+01; 5.40834139760286625e+00; 4.91150037123637517e+01; 5.40834139760286625e+00; 4.90989137424933517e+01; 5.03557145755620184e+00; 4.90989137424933517e+01; 5.03557145755620184e+00; 
50;5.01027487337814321e+01; 5.53283811763405531e+00; 5.01027487337814321e+01; 5.53283811763405531e+00; 5.00871472223067187e+01; 5.15093090798122510e+00; 5.00871472223067187e+01; 5.15093090798122510e+00; 
51;5.10843532967253395e+01; 5.80946067217076223e+00; 5.10843532967253395e+01; 5.80946067217076223e+00; 5.10702758964667041e+01; 5.40769819078976877e+00; 5.10702758964667041e+01; 5.40769819078976877e+00; 
52;5.21022626030443021e+01; 6.04821774314144989e+00; 5.21022626030443021e+01; 6.04821774314144989e+00; 5.20877453103478132e+01; 5.62227707304780111e+00; 5.20877453103478132e+01; 5.62227707304780111e+00; 
53;5.31008528647997196e+01; 6.15746406209061092e+00; 5.31008528647997196e+01; 6.15746406209061092e+00; 5.30869104897639517e+01; 5.70868683737561433e+00; 5.30869104897639517e+01; 5.70868683737561433e+00; 
54;5.40940840619449972e+01; 6.38549323386815981e+00; 5.40940840619449972e+01; 6.38549323386815981e+00; 5.40813084675253322e+01; 5.92619863870657770e+00; 5.40813084675253322e+01; 5.92619863870657770e+00; 
55;5.50884901678702121e+01; 6.59559226373089658e+00; 5.50884901678702121e+01; 6.59559226373089658e+00; 5.50779383753659744e+01; 6.12213906332775970e+00; 5.50779383753659744e+01; 6.12213906332775970e+00; 
56;5.61026784155977083e+01; 6.80893235542578967e+00; 5.61026784155977083e+01; 6.80893235542578967e+00; 5.60915344409423824e+01; 6.32268594709392495e+00; 5.60915344409423824e+01; 6.32268594709392495e+00; 
57;5.70914563781994389e+01; 7.12476152803909635e+00; 5.70914563781994389e+01; 7.12476152803909635e+00; 5.70801228956852427e+01; 6.62045273485767805e+00; 5.70801228956852427e+01; 6.62045273485767805e+00; 
58;5.80761820984571031e+01; 7.40698804788060094e+00; 5.80761820984571031e+01; 7.40698804788060094e+00; 5.80645233255543189e+01; 6.89393686522858395e+00; 5.80645233255543189e+01; 6.89393686522858395e+00; 
59;5.90963502213299705e+01; 7.67331340861268352e+00; 5.90963502213299705e+01; 7.67331340861268352e+00; 5.90808796136525487e+01; 7.13184983206057410e+00; 5.90808796136525487e+01; 7.13184983206057410e+00; 
60;6.00639171615503429e+01; 8.02870997357606520e+00; 6.00639171615503429e+01; 8.02870997357606520e+00; 6.00498690480502830e+01; 7.44875916992799780e+00; 6.00498690480502830e+01; 7.44875916992799780e+00; 
61;6.10679818534020384e+01; 8.28419187226050902e+00; 6.10679818534020384e+01; 8.28419187226050902e+00; 6.10540516743571189e+01; 7.68691428533137611e+00; 6.10540516743571189e+01; 7.68691428533137611e+00; 
62;6.20804037563691793e+01; 8.50338141870121156e+00; 6.20804037563691793e+01; 8.50338141870121156e+00; 6.20660152511589160e+01; 7.88533989470160179e+00; 6.20660152511589160e+01; 7.88533989470160179e+00; 
