name=SetSketch2;numRegisters=16384;q=62;base=2.00000000000000000e+00;a=3.00000000000000000e+01;numExamples=1000;
true cardinality; simple mean; simple mse; simple corrected mean; simple corrected mse; ml mean; ml mse;ml corrected mean; ml corrected mse;
0;2.40449173481493937e-02; 5.78158050279339668e-04; 0.00000000000000000e+00; 0.00000000000000000e+00; 2.31049060186651577e-02; 5.33836682131348141e-04; 0.00000000000000000e+00; 0.00000000000000000e+00; 
1;9.99994136931018573e-01; 1.37366380321830909e-08; 9.99994136931018573e-01; 1.37366380321830909e-08; 1.00000269142377585e+00; 9.92999896938310069e-09; 1.00000269142377585e+00; 9.92999896938310069e-09; 
2;1.99993227314866995e+00; 9.40631008695459216e-05; 1.99993227314866995e+00; 9.40631008695459216e-05; 1.99993400608393879e+00; 8.58801967168574144e-05; 1.99993400608393879e+00; 8.58801967168574144e-05; 
3;3.00028947313449823e+00; 2.64661393619150748e-04; 3.00028947313449823e+00; 2.64661393619150748e-04; 3.00020413878327386e+00; 2.42253248874401203e-04; 3.00020413878327386e+00; 2.42253248874401203e-04; 
4;3.99952915368310302e+00; 5.00328532288286335e-04; 3.99952915368310302e+00; 5.00328532288286335e-04; 3.99954024475174874e+00; 4.59562197151265801e-04; 3.99954024475174874e+00; 4.59562197151265801e-04; 
5;5.00011316547055884e+00; 7.82868578421155848e-04; 5.00011316547055884e+00; 7.82868578421155848e-04; 5.00005082126461797e+00; 7.22605410540511713e-04; 5.00005082126461797e+00; 7.22605410540511713e-04; 
6;5.99931237092683833e+00; 1.15981500990975750e-03; 5.99931237092683833e+00; 1.15981500990975750e-03; 5.99930382744761737e+00; 1.06949822389648002e-03; 5.99930382744761737e+00; 1.06949822389648002e-03; 
7;6.99899370732009452e+00; 1.54344418602263798e-03; 6.99899370732009452e+00; 1.54344418602263798e-03; 6.99904413700275718e+00; 1.42511159300000518e-03; 6.99904413700275718e+00; 1.42511159300000518e-03; 
8;7.99728341466565773e+00; 2.02629972125568415e-03; 7.99728341466565773e+00; 2.02629972125568415e-03; 7.99753612682297010e+00; 1.88113753692505429e-03; 7.99753612682297010e+00; 1.88113753692505429e-03; 
9;8.99751317645713655e+00; 2.53870022003739810e-03; 8.99751317645713655e+00; 2.53870022003739810e-03; 8.99760691238818566e+00; 2.35791061853591775e-03; 8.99760691238818566e+00; 2.35791061853591775e-03; 
10;9.99875734496032642e+00; 3.11385579727473322e-03; 9.99875734496032642e+00; 3.11385579727473322e-03; 9.99865534400212752e+00; 2.87415047327169897e-03; 9.99865534400212752e+00; 2.87415047327169897e-03; 
11;1.10001442017835878e+01; 3.83868692810703698e-03; 1.10001442017835878e+01; 3.83868692810703698e-03; 1.10000510464773402e+01; 3.54264096574220247e-03; 1.10000510464773402e+01; 3.54264096574220247e-03; 
12;1.19986415499535024e+01; 4.59586433612923541e-03; 1.19986415499535024e+01; 4.59586433612923541e-03; 1.19986294656824644e+01; 4.23779316992815326e-03; 1.19986294656824644e+01; 4.23779316992815326e-03; 
13;1.29986724452681006e+01; 5.41802968307018157e-03; 1.29986724452681006e+01; 5.41802968307018157e-03; 1.29988613423191346e+01; 5.01254191720422286e-03; 1.29988613423191346e+01; 5.01254191720422286e-03; 
14;1.40011182922656374e+01; 6.40600836181836383e-03; 1.40011182922656374e+01; 6.40600836181836383e-03; 1.40013067081030300e+01; 5.93347137612186461e-03; 1.40013067081030300e+01; 5.93347137612186461e-03; 
15;1.50004153161628366e+01; 7.45072781624594917e-03; 1.50004153161628366e+01; 7.45072781624594917e-03; 1.50006590090768626e+01; 6.91150753958948236e-03; 1.50006590090768626e+01; 6.91150753958948236e-03; 
16;1.60001727018823274e+01; 8.74348600879441308e-03; 1.60001727018823274e+01; 8.74348600879441308e-03; 1.60002756129041970e+01; 8.12063982005691715e-03; 1.60002756129041970e+01; 8.12063982005691715e-03; 
17;1.69987534479835922e+01; 1.02061970398334943e-02; 1.69987534479835922e+01; 1.02061970398334943e-02; 1.69989609444644607e+01; 9.43953881279695553e-03; 1.69989609444644607e+01; 9.43953881279695553e-03; 
18;1.79985669399077075e+01; 1.12283613511864212e-02; 1.79985669399077075e+01; 1.12283613511864212e-02; 1.79985289292710249e+01; 1.03545452409770679e-02; 1.79985289292710249e+01; 1.03545452409770679e-02; 
19;1.89995577013593469e+01; 1.22172572653190779e-02; 1.89995577013593469e+01; 1.22172572653190779e-02; 1.89993513448213776e+01; 1.13016642557950964e-02; 1.89993513448213776e+01; 1.13016642557950964e-02; 
20;1.99985524875577987e+01; 1.35682765403169585e-02; 1.99985524875577987e+01; 1.35682765403169585e-02; 1.99983158483742898e+01; 1.25620090308158506e-02; 1.99983158483742898e+01; 1.25620090308158506e-02; 
21;2.10010313837449232e+01; 1.47336108250393817e-02; 2.10010313837449232e+01; 1.47336108250393817e-02; 2.10004900075039203e+01; 1.36512161156546897e-02; 2.10004900075039203e+01; 1.36512161156546897e-02; 
22;2.20016494232635047e+01; 1.60885366900517281e-02; 2.20016494232635047e+01; 1.60885366900517281e-02; 2.20010710236249416e+01; 1.48854079433942341e-02; 2.20010710236249416e+01; 1.48854079433942341e-02; 
23;2.30025308166836986e+01; 1.71662404021180638e-02; 2.30025308166836986e+01; 1.71662404021180638e-02; 2.30016706013185974e+01; 1.59423659032726615e-02; 2.30016706013185974e+01; 1.59423659032726615e-02; 
24;2.40010300079226511e+01; 1.80849964216754505e-02; 2.40010300079226511e+01; 1.80849964216754505e-02; 2.40004536064286604e+01; 1.67979402032218395e-02; 2.40004536064286604e+01; 1.67979402032218395e-02; 
25;2.50015120418166958e+01; 1.96418413172792378e-02; 2.50015120418166958e+01; 1.96418413172792378e-02; 2.50011062532547861e+01; 1.82215212798212886e-02; 2.50011062532547861e+01; 1.82215212798212886e-02; 
26;2.60015409665683741e+01; 2.17288343420298860e-02; 2.60015409665683741e+01; 2.17288343420298860e-02; 2.60013430264586241e+01; 2.01313401199945084e-02; 2.60013430264586241e+01; 2.01313401199945084e-02; 
27;2.69985586378059388e+01; 2.36576956384407511e-02; 2.69985586378059388e+01; 2.36576956384407511e-02; 2.69985417819230733e+01; 2.19201861848333235e-02; 2.69985417819230733e+01; 2.19201861848333235e-02; 
28;2.80028084755032083e+01; 2.50729090740235243e-02; 2.80028084755032083e+01; 2.50729090740235243e-02; 2.80028445602375236e+01; 2.33861353142379470e-02; 2.80028445602375236e+01; 2.33861353142379470e-02; 
29;2.90030795148349156e+01; 2.79873209491184535e-02; 2.90030795148349156e+01; 2.79873209491184535e-02; 2.90030535570824028e+01; 2.60525685718287631e-02; 2.90030535570824028e+01; 2.60525685718287631e-02; 
30;2.99984352275389021e+01; 2.96037112244594176e-02; 2.99984352275389021e+01; 2.96037112244594176e-02; 2.99985935757173685e+01; 2.73831817607319977e-02; 2.99985935757173685e+01; 2.73831817607319977e-02; 
31;3.10006019999618196e+01; 3.17059643725831966e-02; 3.10006019999618196e+01; 3.17059643725831966e-02; 3.10005286909197650e+01; 2.93919141628341297e-02; 3.10005286909197650e+01; 2.93919141628341297e-02; 
32;3.19994917222801831e+01; 3.35965183492854466e-02; 3.19994917222801831e+01; 3.35965183492854466e-02; 3.19994469718936294e+01; 3.11144540529868958e-02; 3.19994469718936294e+01; 3.11144540529868958e-02; 
33;3.29996773561702597e+01; 3.59874405353103471e-02; 3.29996773561702597e+01; 3.59874405353103471e-02; 3.29994359585929686e+01; 3.31435634463692411e-02; 3.29994359585929686e+01; 3.31435634463692411e-02; 
34;3.39990796035111558e+01; 3.75567884221830184e-02; 3.39990796035111558e+01; 3.75567884221830184e-02; 3.39987405807855652e+01; 3.45062962405670234e-02; 3.39987405807855652e+01; 3.45062962405670234e-02; 
35;3.49973567689650693e+01; 3.97593510757158139e-02; 3.49973567689650693e+01; 3.97593510757158139e-02; 3.49972044576143517e+01; 3.66242140753374329e-02; 3.49972044576143517e+01; 3.66242140753374329e-02; 
36;3.59937060489249561e+01; 4.18308778762875796e-02; 3.59937060489249561e+01; 4.18308778762875796e-02; 3.59936487685435296e+01; 3.85971868979765528e-02; 3.59936487685435296e+01; 3.85971868979765528e-02; 
37;3.69904557697718914e+01; 4.46533075839014720e-02; 3.69904557697718914e+01; 4.46533075839014720e-02; 3.69903826743033903e+01; 4.12738057217143170e-02; 3.69903826743033903e+01; 4.12738057217143170e-02; 
38;3.79919031806414225e+01; 4.59086060778795754e-02; 3.79919031806414225e+01; 4.59086060778795754e-02; 3.79915457122739895e+01; 4.25866597740497538e-02; 3.79915457122739895e+01; 4.25866597740497538e-02; 
39;3.89945460015990903e+01; 4.79788386801154876e-02; 3.89945460015990903e+01; 4.79788386801154876e-02; 3.89939574940618598e+01; 4.44090425080115592e-02; 3.89939574940618598e+01; 4.44090425080115592e-02; 
40;3.99952740955610082e+01; 5.05303725176613483e-02; 3.99952740955610082e+01; 5.05303725176613483e-02; 3.99945804880561369e+01; 4.68046602515454699e-02; 3.99945804880561369e+01; 4.68046602515454699e-02; 
41;4.09944731843589381e+01; 5.31017998768115035e-02; 4.09944731843589381e+01; 5.31017998768115035e-02; 4.09937272784729174e+01; 4.92252916198886656e-02; 4.09937272784729174e+01; 4.92252916198886656e-02; 
42;4.19937681074860691e+01; 5.69815710069429895e-02; 4.19937681074860691e+01; 5.69815710069429895e-02; 4.19930518622075155e+01; 5.29791927291059228e-02; 4.19930518622075155e+01; 5.29791927291059228e-02; 
43;4.29955497377026035e+01; 6.08809722839053630e-02; 4.29955497377026035e+01; 6.08809722839053630e-02; 4.29945750671964007e+01; 5.66355390520804705e-02; 4.29945750671964007e+01; 5.66355390520804705e-02; 
44;4.39921049261849575e+01; 6.41907228805911334e-02; 4.39921049261849575e+01; 6.41907228805911334e-02; 4.39909382609205295e+01; 5.96575686372160033e-02; 4.39909382609205295e+01; 5.96575686372160033e-02; 
45;4.49927378294489841e+01; 6.73518844556700302e-02; 4.49927378294489841e+01; 6.73518844556700302e-02; 4.49914330807634570e+01; 6.26327350951355055e-02; 4.49914330807634570e+01; 6.26327350951355055e-02; 
46;4.59890971640566306e+01; 6.98688931781446254e-02; 4.59890971640566306e+01; 6.98688931781446254e-02; 4.59878806103287872e+01; 6.49827722583098816e-02; 4.59878806103287872e+01; 6.49827722583098816e-02; 
47;4.69837290935938512e+01; 7.39145066625672142e-02; 4.69837290935938512e+01; 7.39145066625672142e-02; 4.69826330097011606e+01; 6.85278373749382413e-02; 4.69826330097011606e+01; 6.85278373749382413e-02; 
48;4.79820061264399342e+01; 7.69178789624118953e-02; 4.79820061264399342e+01; 7.69178789624118953e-02; 4.79812057528522757e+01; 7.11416267499591359e-02; 4.79812057528522757e+01; 7.11416267499591359e-02; 
49;4.89813145741181657e+01; 7.86222619867399108e-02; 4.89813145741181657e+01; 7.86222619867399108e-02; 4.89806554199020923e+01; 7.26720171211605037e-02; 4.89806554199020923e+01; 7.26720171211605037e-02; 
50;4.99804672876101819e+01; 8.28486944330255465e-02; 4.99804672876101819e+01; 8.28486944330255465e-02; 4.99799102678550113e+01; 7.67701881007712417e-02; 4.99799102678550113e+01; 7.67701881007712417e-02; 
51;5.09781242507731491e+01; 8.74045093782016419e-02; 5.09781242507731491e+01; 8.74045093782016419e-02; 5.09778904083957087e+01; 8.09860548315666229e-02; 5.09778904083957087e+01; 8.09860548315666229e-02; 
52;5.19808945433409164e+01; 9.03930588516594080e-02; 5.19808945433409164e+01; 9.03930588516594080e-02; 5.19806217025344566e+01; 8.38208813851812201e-02; 5.19806217025344566e+01; 8.38208813851812201e-02; 
53;5.29785178886453636e+01; 9.36464503341614685e-02; 5.29785178886453636e+01; 9.36464503341614685e-02; 5.29787373239184092e+01; 8.69086298553656128e-02; 5.29787373239184092e+01; 8.69086298553656128e-02; 
54;5.39777570348540792e+01; 9.68394286821060990e-02; 5.39777570348540792e+01; 9.68394286821060990e-02; 5.39780661716813199e+01; 9.00114320900644305e-02; 5.39780661716813199e+01; 9.00114320900644305e-02; 
55;5.49770043779610020e+01; 9.91807908251889081e-02; 5.49770043779610020e+01; 9.91807908251889081e-02; 5.49773876710787803e+01; 9.23917392957310929e-02; 5.49773876710787803e+01; 9.23917392957310929e-02; 
56;5.59760221058530689e+01; 1.04825048000859011e-01; 5.59760221058530689e+01; 1.04825048000859011e-01; 5.59768398543332921e+01; 9.76847995855812945e-02; 5.59768398543332921e+01; 9.76847995855812945e-02; 
57;5.69740852775480775e+01; 1.08485635262448726e-01; 5.69740852775480775e+01; 1.08485635262448726e-01; 5.69757105946688398e+01; 1.01067524211138876e-01; 5.69757105946688398e+01; 1.01067524211138876e-01; 
58;5.79731268955803856e+01; 1.14279011383717405e-01; 5.79731268955803856e+01; 1.14279011383717405e-01; 5.79746204801534901e+01; 1.06232914640452730e-01; 5.79746204801534901e+01; 1.06232914640452730e-01; 
59;5.89730178311587920e+01; 1.18034702652490123e-01; 5.89730178311587920e+01; 1.18034702652490123e-01; 5.89745782441867590e+01; 1.09905196885437512e-01; 5.89745782441867590e+01; 1.09905196885437512e-01; 
60;5.99729412938703987e+01; 1.23617061320212981e-01; 5.99729412938703987e+01; 1.23617061320212981e-01; 5.99746594063294864e+01; 1.14812125377309268e-01; 5.99746594063294864e+01; 1.14812125377309268e-01; 
61;6.09788923077554799e+01; 1.28215928378485916e-01; 6.09788923077554799e+01; 1.28215928378485916e-01; 6.09801833873638657e+01; 1.19146925911080934e-01; 6.09801833873638657e+01; 1.19146925911080934e-01; 
62;6.19786055540228489e+01; 1.31299262370305203e-01; 6.19786055540228489e+01; 1.31299262370305203e-01; 6.19797959284854372e+01; 1.21980088961640851e-01; 6.19797959284854372e+01; 1.21980088961640851e-01; 
63;6.29819317623151846e+01; 1.37095390583621246e-01; 6.29819317623151846e+01; 1.37095390583621246e-01; 6.29826460707466822e+01; 1.27000099624360568e-01; 6.29826460707466822e+01; 1.27000099624360568e-01; 
64;6.39856379278025003e+01; 1.39543258270658305e-01; 6.39856379278025003e+01; 1.39543258270658305e-01; 6.39860131199612212e+01; 1.29512652200141826e-01; 6.39860131199612212e+01; 1.29512652200141826e-01; 
65;6.49862314582024823e+01; 1.43594508778517482e-01; 6.49862314582024823e+01; 1.43594508778517482e-01; 6.49866401059154697e+01; 1.33475072824228713e-01; 6.49866401059154697e+01; 1.33475072824228713e-01; 
66;6.59892283770610675e+01; 1.52686352304350292e-01; 6.59892283770610675e+01; 1.52686352304350292e-01; 6.59896496319879304e+01; 1.41816768155755446e-01; 6.59896496319879304e+01; 1.41816768155755446e-01; 
67;6.69901015922656029e+01; 1.58658387294283942e-01; 6.69901015922656029e+01; 1.58658387294283942e-01; 6.69908106142241024e+01; 1.47428175603241368e-01; 6.69908106142241024e+01; 1.47428175603241368e-01; 
68;6.79933095526599374e+01; 1.60609270221175354e-01; 6.79933095526599374e+01; 1.60609270221175354e-01; 6.79936031843960791e+01; 1.49550278323246910e-01; 6.79936031843960791e+01; 1.49550278323246910e-01; 
69;6.89908843733965256e+01; 1.68490384307722035e-01; 6.89908843733965256e+01; 1.68490384307722035e-01; 6.89913810557850269e+01; 1.56874172976771475e-01; 6.89913810557850269e+01; 1.56874172976771475e-01; 
70;6.99924155851560954e+01; 1.67934397910035615e-01; 6.99924155851560954e+01; 1.67934397910035615e-01; 6.99929155532571201e+01; 1.56306012844910497e-01; 6.99929155532571201e+01; 1.56306012844910497e-01; 
71;7.09892081473960701e+01; 1.74145008546662317e-01; 7.09892081473960701e+01; 1.74145008546662317e-01; 7.09899262903759052e+01; 1.61803286957680009e-01; 7.09899262903759052e+01; 1.61803286957680009e-01; 
72;7.19864078821497628e+01; 1.80304444347812620e-01; 7.19864078821497628e+01; 1.80304444347812620e-01; 7.19871390646644045e+01; 1.67670297771837146e-01; 7.19871390646644045e+01; 1.67670297771837146e-01; 
73;7.29868418160636878e+01; 1.85624105313658055e-01; 7.29868418160636878e+01; 1.85624105313658055e-01; 7.29871760828181522e+01; 1.72854067994026722e-01; 7.29871760828181522e+01; 1.72854067994026722e-01; 
74;7.39847292882433436e+01; 1.91688496201226133e-01; 7.39847292882433436e+01; 1.91688496201226133e-01; 7.39851049013520310e+01; 1.78641981321152027e-01; 7.39851049013520310e+01; 1.78641981321152027e-01; 
75;7.49783741954302201e+01; 1.97570009210804087e-01; 7.49783741954302201e+01; 1.97570009210804087e-01; 7.49791929586462089e+01; 1.84174599551741952e-01; 7.49791929586462089e+01; 1.84174599551741952e-01; 
76;7.59778649142475899e+01; 2.01378229329946118e-01; 7.59778649142475899e+01; 2.01378229329946118e-01; 7.59784999358911506e+01; 1.87435312679544441e-01; 7.59784999358911506e+01; 1.87435312679544441e-01; 
77;7.69761141316030546e+01; 2.01978990047959828e-01; 7.69761141316030546e+01; 2.01978990047959828e-01; 7.69769947265327090e+01; 1.87985844962581305e-01; 7.69769947265327090e+01; 1.87985844962581305e-01; 
