name=SetSketch2;numRegisters=256;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numCycles=1000;aggregationMode=stream;
cardinality; avg time in seconds (incl. allocation); avg time in seconds (excl. allocation);sum of consumed states;
1;6.4743e-06;6.3218000000000002e-06;1450000;
2;1.4429199999999999e-05;1.4251999999999959e-05;1727000;
5;3.5139499999999998e-05;3.4969300000000011e-05;2043000;
10;5.6091899999999997e-05;5.5929399999999919e-05;2309000;
20;0.0001074628;0.00010728410000000003;2572000;
50;0.0001587607;0.00015857860000000008;2926000;
100;0.0002106248;0.0002104352000000001;3165000;
200;0.0002360451;0.00023585419999999968;3394000;
500;0.00027943299999999999;0.0002792414000000003;3755000;
1000;0.000317592;0.00031739320000000003;4028000;
2000;0.00035375210000000002;0.00035355010000000009;4284000;
5000;0.0004415725;0.00044136559999999997;4585000;
10000;0.00051452790000000006;0.00051430850000000038;4812000;
20000;0.00064657989999999997;0.00064634820000000054;5071000;
50000;0.00091237779999999997;0.00091210660000000041;5404000;
100000;0.0013566236000000001;0.0013563315000000001;5738000;
200000;0.0021863774999999999;0.0021860444999999996;6042000;
500000;0.0045156064999999999;0.0045151979000000019;6353000;
1000000;0.0083779482000000006;0.0083774995999999994;6586000;
2000000;0.0161034852;0.016102986099999994;6834000;
5000000;0.039236430499999995;0.039235896100000021;7138000;
10000000;0.077810267100000011;0.077809688099999941;7411000;
