name=SetSketch1;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numCycles=1000;aggregationMode=bulk;
cardinality; avg time in seconds (incl. allocation); avg time in seconds (excl. allocation);sum of consumed states;
1;0.0001088399;0.00010768799999999994;23312000;
2;0.00022966139999999998;0.00022847650000000033;27332000;
5;0.0010480137;0.0010466510000000007;32756000;
10;0.00074276319999999998;0.00074147149999999947;36854000;
20;0.0010289676000000002;0.001027649100000001;40844000;
50;0.0011791286;0.0011777760000000006;46342000;
100;0.0012454482;0.0012441177999999995;50372000;
200;0.0012824291999999999;0.0012810728000000021;54511000;
500;0.0013529116999999998;0.0013515503000000025;59871000;
1000;0.0014149224;0.0014135575999999982;64031000;
2000;0.0042759166000000005;0.0042744033999999962;68190000;
5000;0.0016168135999999999;0.0016154597999999999;73585000;
10000;0.0018088863999999999;0.0018075189999999998;77510000;
20000;0.0020729006000000001;0.0020715199999999994;81631000;
50000;0.0027433399999999999;0.0027419267999999959;87109000;
100000;0.0034179265000000001;0.0034161418000000022;91191000;
200000;0.0044861403999999997;0.0044846049999999939;95210000;
500000;0.0176530786;0.017651423700000023;100677000;
1000000;0.013306885899999999;0.013305246700000018;104753000;
2000000;0.0245349755;0.024533294200000003;108909000;
5000000;0.057496562799999998;0.057494816800000029;114325000;
10000000;0.1124448403;0.11244298740000001;118457000;
