name=GeneralizedHyperLogLog;numRegisters=256;q=65534;base=1.00099999999999989e+00;a=3.90625000000000000e-03;registerStateType=registers with lower bound;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
554; 5.55619573109831890e+02; 8.13728071088542606e+02; 2.84799061450429001e+01; 3.08519946515521637e+00; 5.55759422558826486e+02; 8.06777657206340336e+02; 2.83492872832075982e+01; 3.07416752961108708e+00; 
559; 5.60627413147863194e+02; 8.29946447598736427e+02; 2.87627880088996477e+01; 3.07496573315483746e+00; 5.60776132506879549e+02; 8.23334384581235099e+02; 2.86387803144485638e+01; 3.06678058315758628e+00; 
564; 5.65687171267617600e+02; 8.44658036486449646e+02; 2.90139878265668756e+01; 3.08524969934209059e+00; 5.65835283123963563e+02; 8.38214887623801928e+02; 2.88937125250235951e+01; 3.07405302257289659e+00; 
569; 5.70727328064869766e+02; 8.60153199971053368e+02; 2.92774578426366006e+01; 3.06927377561757586e+00; 5.70879658516209702e+02; 8.54032177501323986e+02; 2.91633170500846575e+01; 3.06062522332844678e+00; 
574; 5.75698744316665739e+02; 8.77165771869771902e+02; 2.95682268595254527e+01; 3.07670216562839816e+00; 5.75857955066519253e+02; 8.71439253031714770e+02; 2.94616234447883762e+01; 3.06441041253863578e+00; 
579; 5.80702099472094346e+02; 8.94092540038967741e+02; 2.98528959638098357e+01; 3.07132691492188359e+00; 5.80873077853509358e+02; 8.88231693487700227e+02; 2.97442981568299203e+01; 3.05997551968560577e+00; 
584; 5.85750311053579821e+02; 9.11598825003407342e+02; 3.01419182571237236e+01; 3.05541004015647166e+00; 5.85921658581488487e+02; 9.06027176199878795e+02; 3.00388815453582758e+01; 3.04187712713244052e+00; 
589; 5.90765670585522571e+02; 9.23998867744847416e+02; 3.03460256891783509e+01; 3.04323799666186368e+00; 5.90943939174752245e+02; 9.18411479467480603e+02; 3.02428930486544338e+01; 3.03168084392098480e+00; 
594; 5.95889655460334779e+02; 9.42330014079967668e+02; 3.06391778009982936e+01; 3.04483415741094587e+00; 5.96059668514207146e+02; 9.36553294577872407e+02; 3.05337691775756355e+01; 3.03669291512917283e+00; 
599; 6.01020496950037909e+02; 9.63882691614454416e+02; 3.09806436939155283e+01; 3.03783036464854517e+00; 6.01195566711540323e+02; 9.57972739828046201e+02; 3.08731635347468867e+01; 3.02849826219535734e+00; 
604; 6.06082330700209354e+02; 9.87211546568690437e+02; 3.13508444132474793e+01; 3.01786206694684811e+00; 6.06258234306954023e+02; 9.81225315910905010e+02; 3.12430103179221348e+01; 3.00895737536756380e+00; 
610; 6.12131132141326702e+02; 1.00915852597057415e+03; 3.16956905866834902e+01; 2.99316379259232157e+00; 6.12312351253899919e+02; 1.00318761017241661e+03; 3.15886157001379466e+01; 2.98960348317079516e+00; 
616; 6.18243730775876770e+02; 1.02860020686756138e+03; 3.19932161414404241e+01; 2.97385466239897944e+00; 6.18429018852039576e+02; 1.02214376436143777e+03; 3.18785763762732408e+01; 2.96980364190535129e+00; 
622; 6.24235611183198898e+02; 1.04952023093783851e+03; 3.23190698129661200e+01; 2.98012263492635787e+00; 6.24430596616021376e+02; 1.04291218031329095e+03; 3.22025523895774199e+01; 2.97626290484829026e+00; 
628; 6.30246048849235308e+02; 1.06996625967823047e+03; 3.26331353725793178e+01; 3.00049338574930857e+00; 6.30445959932108508e+02; 1.06403432684589779e+03; 3.25277052196498104e+01; 2.99585109433286689e+00; 
634; 6.36367355518436852e+02; 1.09521489001979376e+03; 3.30092489746303031e+01; 2.97901719785182628e+00; 6.36573637295236495e+02; 1.08921706488403743e+03; 3.29027879663197353e+01; 2.97311005285421448e+00; 
640; 6.42300930262047927e+02; 1.12361566205071222e+03; 3.34413125038463903e+01; 2.98608610292662169e+00; 6.42509947047840342e+02; 1.11754346288543752e+03; 3.33353210379392308e+01; 2.98029164932401125e+00; 
646; 6.48304801030750355e+02; 1.14957515475519403e+03; 3.38269574003313807e+01; 2.96747969885271168e+00; 6.48515365541200936e+02; 1.14357071906767305e+03; 3.37230433867081416e+01; 2.96027234077363843e+00; 
652; 6.54304494748473644e+02; 1.17546604231550282e+03; 3.42075334724642630e+01; 2.95693388585671446e+00; 6.54525763165157969e+02; 1.16916591446043822e+03; 3.40996544688354106e+01; 2.95073281822097888e+00; 
658; 6.60456085144032727e+02; 1.19908531655203342e+03; 3.45405987544700963e+01; 2.95267936057455893e+00; 6.60678674046313063e+02; 1.19328866340595346e+03; 3.44399966428502893e+01; 2.94768256014939922e+00; 
664; 6.66510288376475955e+02; 1.22211160032091266e+03; 3.48684678841478402e+01; 2.97499885731205049e+00; 6.66740308329069876e+02; 1.21631164169163844e+03; 3.47678350196450623e+01; 2.97165704134048747e+00; 
670; 6.72516959230510452e+02; 1.24337660193872534e+03; 3.51716010180184142e+01; 2.97745958078834505e+00; 6.72749012020700434e+02; 1.23746808133734498e+03; 3.50700871719387806e+01; 2.97425196143971204e+00; 
676; 6.78602288629710529e+02; 1.26604876807366918e+03; 3.54862911835167338e+01; 2.97208265177170716e+00; 6.78838807227967891e+02; 1.26059150592552760e+03; 3.53911384310815507e+01; 2.97134414625504384e+00; 
682; 6.84620606240675897e+02; 1.28997372497348442e+03; 3.58204710731838318e+01; 2.95491432405955523e+00; 6.84858935572850100e+02; 1.28448594597285569e+03; 3.57255151588210893e+01; 2.95719402671485643e+00; 
688; 6.90642802347705469e+02; 1.31060233211823515e+03; 3.61056495284215373e+01; 2.98181379962516857e+00; 6.90887946927130770e+02; 1.30539429488199357e+03; 3.60146367110382357e+01; 2.98117859732174217e+00; 
694; 6.96689660908171390e+02; 1.33242036780584931e+03; 3.64031055269313626e+01; 2.97395113393024024e+00; 6.96940990481320796e+02; 1.32775397849160254e+03; 3.63194789814004722e+01; 2.97345301795672512e+00; 
700; 7.02731034323939639e+02; 1.35392596383152613e+03; 3.66942422643252755e+01; 2.98247190462394629e+00; 7.02980226133226438e+02; 1.34940706367839380e+03; 3.66131850003958093e+01; 2.97783442456073066e+00; 
706; 7.08712635555394968e+02; 1.38744601476996240e+03; 3.71495305907567968e+01; 2.97553225806665544e+00; 7.08962155281216837e+02; 1.38316865931922621e+03; 3.70728242167922488e+01; 2.97320994609897005e+00; 
713; 7.15688477489613888e+02; 1.42156500850055227e+03; 3.76076733830794581e+01; 2.99517039651087291e+00; 7.15939093729955403e+02; 1.41736917115410915e+03; 3.75330640795638004e+01; 2.99672022209804112e+00; 
720; 7.22720816776346055e+02; 1.44663444934983363e+03; 3.79372060834660374e+01; 2.99901122435782419e+00; 7.22978180104008175e+02; 1.44332933886205024e+03; 3.78742627932232665e+01; 2.99933295362329000e+00; 
727; 7.29762392371080864e+02; 1.47697676397216242e+03; 3.83320486324480143e+01; 3.00955036750870875e+00; 7.30022868702186656e+02; 1.47319825749131246e+03; 3.82630438190774882e+01; 3.00785250845111918e+00; 
734; 7.36815457519605161e+02; 1.50469835138109261e+03; 3.86881319054873316e+01; 3.02238561684334472e+00; 7.37070767626219094e+02; 1.50136353986644895e+03; 3.86255605273527678e+01; 3.02035541347156933e+00; 
741; 7.43764315941765176e+02; 1.53892685191191481e+03; 3.91316420468912867e+01; 3.06043756944390744e+00; 7.44020282715736698e+02; 1.53615059368382254e+03; 3.90772118503977310e+01; 3.05565198394366000e+00; 
748; 7.50829384584027252e+02; 1.57077559771264259e+03; 3.95318881485355789e+01; 3.03952789496074605e+00; 7.51085294300692340e+02; 1.56805060568962404e+03; 3.94782416625631356e+01; 3.03688633613980752e+00; 
755; 7.57884973748115158e+02; 1.61147951113417616e+03; 4.00394360300798553e+01; 3.03994193624918463e+00; 7.58135368935030556e+02; 1.60872703643385785e+03; 3.99862038467656902e+01; 3.03685581922805747e+00; 
762; 7.64883670589792700e+02; 1.64867314130541422e+03; 4.05013281909984713e+01; 3.04889433024324186e+00; 7.65144148893484498e+02; 1.64589253161502620e+03; 4.04475816254893346e+01; 3.04438669808518636e+00; 
769; 7.71848430682473008e+02; 1.68037333707453763e+03; 4.08932730375264342e+01; 3.06118200764281001e+00; 7.72117153206649846e+02; 1.67809470590787419e+03; 4.08457838925161667e+01; 3.05926019404107574e+00; 
776; 7.78813359625355929e+02; 1.71677781992870950e+03; 4.13383941094369902e+01; 3.07729556688510364e+00; 7.79085076648830864e+02; 1.71436481511536863e+03; 4.12897943466206101e+01; 3.07779583461615625e+00; 
783; 7.85797356579742882e+02; 1.74462996605684839e+03; 4.16749896487404996e+01; 3.09626471741882847e+00; 7.86073623589055387e+02; 1.74179175656530970e+03; 4.16214439273570136e+01; 3.09642718326703159e+00; 
790; 7.92833718091116339e+02; 1.78696465123232610e+03; 4.21774192312945786e+01; 3.10019871119467094e+00; 7.93113224792753954e+02; 1.78479811763295834e+03; 4.21320062306879990e+01; 3.10230529995432702e+00; 
797; 7.99841217713867877e+02; 1.82151361567078675e+03; 4.25845171109549270e+01; 3.10948634820207692e+00; 8.00124778973693537e+02; 1.82004238286746704e+03; 4.25473634815721056e+01; 3.11179571149284850e+00; 
804; 8.06984710499287303e+02; 1.86321436712557897e+03; 4.30616519697171043e+01; 3.11142845822415426e+00; 8.07259991051603720e+02; 1.86243365996141165e+03; 4.30326169121150599e+01; 3.11358635480977819e+00; 
812; 8.14934191168423695e+02; 1.90325599210924065e+03; 4.35275374251332465e+01; 3.11323094318429527e+00; 8.15226752553311826e+02; 1.90229019460525024e+03; 4.34957269460454938e+01; 3.11869820007092269e+00; 
820; 8.22928728724131702e+02; 1.94242583444303023e+03; 4.39755430040778776e+01; 3.11297361423868635e+00; 8.23229382212772293e+02; 1.94178940733726290e+03; 4.39472467608732629e+01; 3.11804603386853918e+00; 
828; 8.30965133588524964e+02; 1.98221310029222172e+03; 4.44232043316824132e+01; 3.10005627531841643e+00; 8.31269614768489873e+02; 1.98147227630873908e+03; 4.43934893376767619e+01; 3.10439169597330311e+00; 
836; 8.39020898187017110e+02; 2.02876259075814414e+03; 4.49403689893820086e+01; 3.10809258694356227e+00; 8.39329107405260743e+02; 2.02770828477023201e+03; 4.49068516894078300e+01; 3.11207133914782297e+00; 
844; 8.47072161098926699e+02; 2.07675473505144009e+03; 4.54677529820163926e+01; 3.14247142731048656e+00; 8.47386094388819629e+02; 2.07521972466983516e+03; 4.54285602838109526e+01; 3.14764799123251304e+00; 
852; 8.55108539097898074e+02; 2.11950874580350683e+03; 4.59330570556799316e+01; 3.16269008482627179e+00; 8.55431100601112689e+02; 2.11868827407871368e+03; 4.59011527387249529e+01; 3.16636615684866207e+00; 
860; 8.63104053896953587e+02; 2.16345397790971583e+03; 4.64092536819383739e+01; 3.16523525069218614e+00; 8.63436293098581245e+02; 2.16301803438205206e+03; 4.63811375897861140e+01; 3.16858857686001372e+00; 
868; 8.71200745058808252e+02; 2.20760601230126804e+03; 4.68760199181818606e+01; 3.16246206362085935e+00; 8.71540051343357391e+02; 2.20784332760724374e+03; 4.68541499132538775e+01; 3.16522797526517374e+00; 
876; 8.79183632469953181e+02; 2.25490243245644524e+03; 4.73789712504682754e+01; 3.16331539346619683e+00; 8.79527351877515571e+02; 2.25476067036534050e+03; 4.73531251249323617e+01; 3.16528421623945322e+00; 
884; 8.87118222187169977e+02; 2.30221489659167128e+03; 4.78799706242927527e+01; 3.16478244971485312e+00; 8.87466823373174861e+02; 2.30281123037674979e+03; 4.78622227448328204e+01; 3.16532037574144187e+00; 
892; 8.95107530040740016e+02; 2.34586053908093254e+03; 4.83342921343308305e+01; 3.13389346675968827e+00; 8.95459849099705934e+02; 2.34687560720915826e+03; 4.83208552430149112e+01; 3.13613411705815714e+00; 
900; 9.03147639243541789e+02; 2.39992990119660953e+03; 4.88878539965612191e+01; 3.14711883449823038e+00; 9.03505216290654630e+02; 2.40069975264185996e+03; 4.88713946127749992e+01; 3.14959686767065294e+00; 
909; 9.12183130530658786e+02; 2.44701929760764597e+03; 4.93648354360920223e+01; 3.14281271529675488e+00; 9.12541017286185593e+02; 2.44825765334940343e+03; 4.93530024408683730e+01; 3.14747588991428762e+00; 
918; 9.21186476169575371e+02; 2.48766943042010053e+03; 4.97746501749719812e+01; 3.14094761785881582e+00; 9.21548567089773542e+02; 2.48955348866541135e+03; 4.97690783546850710e+01; 3.14592063818366174e+00; 
927; 9.30192759466803295e+02; 2.54134988754147344e+03; 5.03105970400731550e+01; 3.18307410022800807e+00; 9.30556040685696757e+02; 2.54293224019182844e+03; 5.03019563718299381e+01; 3.18563753567135199e+00; 
936; 9.39238302204799993e+02; 2.59033592568121549e+03; 5.07922171647545966e+01; 3.17611859835958610e+00; 9.39610756968248097e+02; 2.59103919748486805e+03; 5.07740251664282809e+01; 3.17732110259404843e+00; 
945; 9.48313047772819232e+02; 2.65465195272308529e+03; 5.14166866608315232e+01; 3.16564407905862444e+00; 9.48693387009267099e+02; 2.65518508614520078e+03; 5.13959529393606829e+01; 3.16687612202012625e+00; 
954; 9.57308296815675703e+02; 2.69617750719903779e+03; 5.18192307872129660e+01; 3.17887893942010713e+00; 9.57692795256540762e+02; 2.69697648443820162e+03; 5.18009628060275844e+01; 3.17756432204922223e+00; 
963; 9.66374528211271013e+02; 2.75099870785626035e+03; 5.23412960023691767e+01; 3.20417815051527066e+00; 9.66760105301894441e+02; 2.75059169901948735e+03; 5.23111203009280956e+01; 3.20252200762958728e+00; 
972; 9.75432341630199517e+02; 2.80059717001093759e+03; 5.28092435180104900e+01; 3.22680230234588095e+00; 9.75820684576052372e+02; 2.80064946979003071e+03; 5.27830639425217853e+01; 3.22633916214300953e+00; 
981; 9.84507503451914658e+02; 2.85603062989537830e+03; 5.33266167071394790e+01; 3.23852590453634637e+00; 9.84906003594747517e+02; 2.85742281643894376e+03; 5.33119681906115090e+01; 3.23927534731920064e+00; 
990; 9.93477854118522487e+02; 2.91042304027275986e+03; 5.38361177185265731e+01; 3.20481563087925547e+00; 9.93883142016004967e+02; 2.91163633832249980e+03; 5.38196762012374066e+01; 3.20549612952924523e+00; 
999; 1.00259832818713244e+03; 2.99122766584298370e+03; 5.45736172532174635e+01; 3.20944111542001220e+00; 1.00300280401862915e+03; 2.99276431292946609e+03; 5.45595259594322073e+01; 3.21162693988615233e+00; 
1008; 1.01170651544873635e+03; 3.05231745379494123e+03; 5.51233090173585794e+01; 3.24738237548930142e+00; 1.01210748086275703e+03; 3.05555707817927532e+03; 5.51242748627260966e+01; 3.25030201249477413e+00; 
1018; 1.02179458281843927e+03; 3.12254540337134586e+03; 5.57507537581816806e+01; 3.24888133860794603e+00; 1.02220564560986054e+03; 3.12646897756722137e+03; 5.57564482600131441e+01; 3.25014161411933156e+00; 
1028; 1.03169576972805589e+03; 3.19322019208907113e+03; 5.63876003941143296e+01; 3.24903604351319197e+00; 1.03211178980130489e+03; 3.19742205553145914e+03; 5.63960569557957641e+01; 3.24884137267795259e+00; 
1038; 1.04166565558767138e+03; 3.26318022881655861e+03; 5.70065189073069192e+01; 3.26237405379068957e+00; 1.04209097649946443e+03; 3.26753144442353141e+03; 5.70157465592124950e+01; 3.26321061187412287e+00; 
1048; 1.05182565990818989e+03; 3.32770392581117403e+03; 5.75592586129986614e+01; 3.23847126916473904e+00; 1.05225843694941682e+03; 3.33306019287753270e+03; 5.75753932476832517e+01; 3.24046572302382518e+00; 
1058; 1.06187371690060854e+03; 3.41486436441517617e+03; 5.83083071421996593e+01; 3.20206500404719119e+00; 1.06231165141321708e+03; 3.42018908776297940e+03; 5.83232265041458007e+01; 3.20534229628039258e+00; 
1068; 1.07205640818724737e+03; 3.48384453817943722e+03; 5.88845488290250998e+01; 3.19926111706213456e+00; 1.07250273277818292e+03; 3.48979710910818631e+03; 5.89026527979553620e+01; 3.20293927415641644e+00; 
1078; 1.08229248812295714e+03; 3.54703697979912840e+03; 5.94021171803949102e+01; 3.20410828599298592e+00; 1.08274134167475654e+03; 3.55347898570299822e+03; 5.94222068323469159e+01; 3.20897857658769192e+00; 
1088; 1.09236354338481692e+03; 3.61892071912999290e+03; 5.99990017271851173e+01; 3.23777614898819355e+00; 1.09281759226208828e+03; 3.62542001591429425e+03; 6.00184206782428902e+01; 3.24250037197694851e+00; 
1098; 1.10233280470759951e+03; 3.69858101219701484e+03; 6.06614194984159809e+01; 3.22995850065813395e+00; 1.10278795476100231e+03; 3.70518554427234676e+03; 6.06816367073176224e+01; 3.23429540188590092e+00; 
1108; 1.11230494786558302e+03; 3.77231786450735126e+03; 6.12681425243332711e+01; 3.22031090659096053e+00; 1.11277089302829586e+03; 3.77943765733885175e+03; 6.12917305764114104e+01; 3.22332645140668683e+00; 
1119; 1.12330360921299166e+03; 3.84397675419994903e+03; 6.18502684063842452e+01; 3.18630940114003813e+00; 1.12377829269891959e+03; 3.85066329539620210e+03; 6.18694691611269434e+01; 3.18920071508168057e+00; 
1130; 1.13425803013331938e+03; 3.89798179045363122e+03; 6.22884497305671445e+01; 3.20114603210423976e+00; 1.13474435267018066e+03; 3.90468658746981782e+03; 6.23071240325756719e+01; 3.20366008928310197e+00; 
1141; 1.14540323179780671e+03; 3.95973114713644372e+03; 6.27721490541086524e+01; 3.18247938150176690e+00; 1.14589222510637342e+03; 3.96695346599190088e+03; 6.27934678091636727e+01; 3.18522289215839827e+00; 
1152; 1.15639694040476411e+03; 4.05494264997051278e+03; 6.35264477603418030e+01; 3.17236529339363171e+00; 1.15689494971206841e+03; 4.06082546893196422e+03; 6.35363276893484823e+01; 3.17577791019591693e+00; 
1163; 1.16737081700302770e+03; 4.14527444223943712e+03; 6.42352738062625690e+01; 3.13503297603889930e+00; 1.16787998722837392e+03; 4.15132544595504442e+03; 6.42457093556132861e+01; 3.13724395807439915e+00; 
1174; 1.17846361711548025e+03; 4.24249233295232079e+03; 6.49812931173172927e+01; 3.12282660896629771e+00; 1.17898064599651366e+03; 4.24859810156196818e+03; 6.49907013888859524e+01; 3.12435968544596632e+00; 
1185; 1.18953542671501850e+03; 4.36416634371742475e+03; 6.59059651945870684e+01; 3.12930872575425445e+00; 1.19005319273372265e+03; 4.36949596278530316e+03; 6.59087339127461860e+01; 3.13040957992728153e+00; 
1196; 1.20058221071249295e+03; 4.45120369319294059e+03; 6.65598004667923391e+01; 3.11797562565088660e+00; 1.20109944707614136e+03; 4.45761384834621822e+03; 6.65703348937338717e+01; 3.11819737190778490e+00; 
1207; 1.21142663933995459e+03; 4.53045316783565158e+03; 6.71629215563886106e+01; 3.10917436936912983e+00; 1.21194832820488864e+03; 4.53630472135812215e+03; 6.71700734653072260e+01; 3.10864518713081894e+00; 
1219; 1.22333173092710331e+03; 4.63814081145332148e+03; 6.79659982537482250e+01; 3.07639449480920613e+00; 1.22386181315847352e+03; 4.64412816743341682e+03; 6.79741931930458207e+01; 3.07526852984598076e+00; 
1231; 1.23526157952039352e+03; 4.71263161668103749e+03; 6.85162065257005963e+01; 3.04544493720817933e+00; 1.23579260916068711e+03; 4.71945376634185504e+03; 6.85309029837980432e+01; 3.04465547266197234e+00; 
1243; 1.24730292205496767e+03; 4.82941607187042428e+03; 6.93606583998402613e+01; 3.07848499453440727e+00; 1.24784422354670005e+03; 4.83503596589379049e+03; 6.93654774662684019e+01; 3.07630654446749308e+00; 
1255; 1.25930967818461818e+03; 4.94598839507161938e+03; 7.01955487834999587e+01; 3.07931800833011060e+00; 1.25985428752608232e+03; 4.95051698689049226e+03; 7.01922565494554789e+01; 3.07670033104064089e+00; 
1267; 1.27139921484114279e+03; 5.06043520604651985e+03; 7.10005782710819062e+01; 3.07100363027666745e+00; 1.27194763674089063e+03; 5.06515767599790161e+03; 7.09977363489717561e+01; 3.06866497966158436e+00; 
1279; 1.28344007382483187e+03; 5.19749529320662987e+03; 7.19567998012461771e+01; 3.07095307855126398e+00; 1.28398813121208332e+03; 5.20223049587916103e+03; 7.19537979740484275e+01; 3.06909041631921564e+00; 
1291; 1.29558772484147994e+03; 5.31310780484913266e+03; 7.27465503348991973e+01; 3.07834949449616690e+00; 1.29614039487767218e+03; 5.31907519510993097e+03; 7.27506119260281423e+01; 3.07759130612243093e+00; 
1303; 1.30749520985171057e+03; 5.40322980059522888e+03; 7.33690867394730617e+01; 3.08439093457562574e+00; 1.30804872828190355e+03; 5.40815197928907037e+03; 7.33666294852408072e+01; 3.08384700147526969e+00; 
1316; 1.32059027903847277e+03; 5.51444797903199651e+03; 7.41173213046784127e+01; 3.09262208487691037e+00; 1.32114102271957063e+03; 5.52026065120926069e+03; 7.41203786863377161e+01; 3.09123438427982711e+00; 
1329; 1.33369315358712106e+03; 5.61433088383655922e+03; 7.47817169717589678e+01; 3.10083461363459545e+00; 1.33425047476305531e+03; 5.62081771768741146e+03; 7.47880353562647144e+01; 3.09885243933545595e+00; 
1342; 1.34663885398789103e+03; 5.75047685964323773e+03; 7.56898797285494851e+01; 3.10611618253326016e+00; 1.34719942471579611e+03; 5.75690454878234596e+03; 7.56959082870876188e+01; 3.10337774763310659e+00; 
1355; 1.35987083259846827e+03; 5.89700905522127050e+03; 7.66373541102439475e+01; 3.09212757250792913e+00; 1.36043181227800278e+03; 5.90418992123390035e+03; 7.66464959186682648e+01; 3.08957384943040614e+00; 
1368; 1.37298506470529469e+03; 6.03905769237119148e+03; 7.75513173470012589e+01; 3.07291874729409509e+00; 1.37354554740999583e+03; 6.04692175699187737e+03; 7.75639649638630146e+01; 3.06979935253460123e+00; 
1381; 1.38597250433266822e+03; 6.12438435542546267e+03; 7.81003108578137812e+01; 3.05844234020903682e+00; 1.38653344713042475e+03; 6.13087205530096708e+03; 7.81041165250319409e+01; 3.05587514191986687e+00; 
1394; 1.39904478526185699e+03; 6.26840118098387666e+03; 7.90123491781229035e+01; 3.06350266495995527e+00; 1.39960955966032930e+03; 6.27474365472096451e+03; 7.90144068834169673e+01; 3.06155351701372513e+00; 
1407; 1.41211995986210877e+03; 6.40113745192992155e+03; 7.98431178182580226e+01; 3.05457914021588595e+00; 1.41268562749407442e+03; 6.40702196004927100e+03; 7.98416908641587071e+01; 3.05291113502333378e+00; 
1421; 1.42618238313419920e+03; 6.55997508901476522e+03; 8.08277056093092199e+01; 3.04777716968422663e+00; 1.42675153553083192e+03; 6.56588959055095438e+03; 8.08257968076314199e+01; 3.04670033773651427e+00; 
1435; 1.44052420622667114e+03; 6.72745069473812327e+03; 8.18347960240831611e+01; 3.02191763344265363e+00; 1.44109296458612971e+03; 6.73288103545280865e+03; 8.18276042543401303e+01; 3.02013185252504046e+00; 
1449; 1.45453773420285870e+03; 6.86109523022706071e+03; 8.26464078476832640e+01; 3.05049250418325713e+00; 1.45510842504001857e+03; 6.86604224994868491e+03; 8.26361264428526852e+01; 3.04851007028331722e+00; 
1463; 1.46854464929557707e+03; 7.00289695413702702e+03; 8.34994240598465751e+01; 3.07449667483630140e+00; 1.46911016836146314e+03; 7.00699373788545290e+03; 8.34844870648432504e+01; 3.07313087745209623e+00; 
1477; 1.48254395244728971e+03; 7.14058574242582654e+03; 8.43199284492578869e+01; 3.10565048902832608e+00; 1.48311108862961055e+03; 7.14449200158946769e+03; 8.43038943190087195e+01; 3.10432135576623525e+00; 
1491; 1.49667735481768000e+03; 7.26879620606446679e+03; 8.50679954409337853e+01; 3.13221411979980680e+00; 1.49723959171335650e+03; 7.27266335864813482e+03; 8.50513424579460775e+01; 3.13200870867811343e+00; 
1505; 1.51062126922917241e+03; 7.38047014440970452e+03; 8.57255590629939519e+01; 3.11883946249821875e+00; 1.51118198301132725e+03; 7.38473570457797359e+03; 8.57118357674467291e+01; 3.11963423310941845e+00; 
1520; 1.52582145366514328e+03; 7.53196016178799255e+03; 8.65914016459632734e+01; 3.11234877728883275e+00; 1.52637871689651092e+03; 7.53616087722157499e+03; 8.65763989085697148e+01; 3.11278597459225237e+00; 
1535; 1.54069729953580463e+03; 7.68369343744564230e+03; 8.74713336782111810e+01; 3.12631933699136377e+00; 1.54125236146075986e+03; 7.68638744157463134e+03; 8.74488159882034495e+01; 3.12713206175084757e+00; 
1550; 1.55571651499190079e+03; 7.83330061192842550e+03; 8.83211303611757614e+01; 3.08603849370957084e+00; 1.55626757301079533e+03; 7.83461648993227027e+03; 8.82911887930306989e+01; 3.08712729418119958e+00; 
1565; 1.57085619379183436e+03; 8.02926537644865039e+03; 8.94145981969451924e+01; 3.09628502169457009e+00; 1.57140340237579312e+03; 8.02903669067360897e+03; 8.93757972198692840e+01; 3.09647377599116824e+00; 
1580; 1.58567873619445731e+03; 8.18985799185208816e+03; 9.03194881910091851e+01; 3.11688099509888428e+00; 1.58622410547446020e+03; 8.18855542227332626e+03; 9.02763309695080665e+01; 3.11728632718960608e+00; 
1595; 1.60071653597062073e+03; 8.34650245336333137e+03; 9.11801714730779196e+01; 3.08336163292989829e+00; 1.60125363468148998e+03; 8.34481155919594130e+03; 9.11356330557174203e+01; 3.08424215300871563e+00; 
1610; 1.61579857825488057e+03; 8.53968093198817223e+03; 9.22282897066309033e+01; 3.06134850727045649e+00; 1.61632952868843768e+03; 8.53757168310994166e+03; 9.21819328810812522e+01; 3.06213998084270411e+00; 
1626; 1.63196934443346800e+03; 8.72004959459432212e+03; 9.31902168772502506e+01; 3.11097458907787638e+00; 1.63249434461705823e+03; 8.71657910883819750e+03; 9.31364729675386229e+01; 3.11167367477162005e+00; 
1642; 1.64816027769023117e+03; 8.89073796024681906e+03; 9.40892604871883407e+01; 3.11476958035570917e+00; 1.64867767608411418e+03; 8.88655601802130695e+03; 9.40317215631877161e+01; 3.11490035824828082e+00; 
1658; 1.66459680237640509e+03; 9.09616463137618848e+03; 9.51453983636772733e+01; 3.12621871048172517e+00; 1.66510694953775601e+03; 9.09177286860467575e+03; 9.50855621893899610e+01; 3.12599911036233502e+00; 
1674; 1.68083000474914343e+03; 9.27352308449487100e+03; 9.60566193430804560e+01; 3.12130229050689589e+00; 1.68132958179912271e+03; 9.26855440835609625e+03; 9.59939145936137237e+01; 3.12050083604585549e+00; 
1690; 1.69688776679345028e+03; 9.50014197829984005e+03; 9.72250001126192558e+01; 3.12338156257487531e+00; 1.69737498757716935e+03; 9.49339574435354552e+03; 9.71545433965398360e+01; 3.12325926042001356e+00; 
1706; 1.71272011217422300e+03; 9.68732045348292377e+03; 9.81945036437819425e+01; 3.16396681517251999e+00; 1.71319677704492551e+03; 9.68014035991707897e+03; 9.81241395380498460e+01; 3.16337052959462239e+00; 
1723; 1.72953348773149401e+03; 9.84562972272694969e+03; 9.90098139619980202e+01; 3.15397789170291043e+00; 1.73000301873302169e+03; 9.83830943229720287e+03; 9.89407254921967763e+01; 3.15333439872390242e+00; 
1740; 1.74675923584702309e+03; 1.00849284177800291e+04; 1.00196013635994035e+02; 3.18193709137619374e+00; 1.74721894129240968e+03; 1.00780893296886425e+04; 1.00129796845421737e+02; 3.18074265336972184e+00; 
1757; 1.76377727736566544e+03; 1.03160239671116906e+04; 1.01341464754663235e+02; 3.20647261015446716e+00; 1.76422662633108803e+03; 1.03080190800973305e+04; 1.01270898840526655e+02; 3.20485703422917689e+00; 
1774; 1.78093610249375320e+03; 1.05752899567947243e+04; 1.02602048902499575e+02; 3.17254356708688245e+00; 1.78137289395090829e+03; 1.05667955058473926e+04; 1.02530170879776904e+02; 3.17132370076095960e+00; 
1791; 1.79790094442782174e+03; 1.07420745789300981e+04; 1.03413981380344509e+02; 3.17049254361272226e+00; 1.79832678541018117e+03; 1.07345146919998842e+04; 1.03348115162073128e+02; 3.16940291437214139e+00; 
1808; 1.81501459815875637e+03; 1.09175871192038649e+04; 1.04251534913760622e+02; 3.15533260851190045e+00; 1.81542720161282750e+03; 1.09103048742285100e+04; 1.04188010588698546e+02; 3.15427492048168334e+00; 
