name=SetSketch1;numRegisters=256;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numCycles=1000;aggregationMode=stream;
cardinality; avg time in seconds (incl. allocation); avg time in seconds (excl. allocation);sum of consumed states;
1;7.6491999999999995e-06;7.5079999999999398e-06;1458000;
2;1.3759e-05;1.3615499999999963e-05;1676000;
5;3.366e-05;3.3499900000000055e-05;2026000;
10;6.6993300000000008e-05;6.6839700000000186e-05;2244000;
20;0.00011828900000000001;0.0001181287000000002;2485000;
50;0.0001520351;0.00015187549999999995;2842000;
100;0.00018364610000000002;0.00018348610000000037;3096000;
200;0.00024650110000000002;0.00024633279999999999;3375000;
500;0.00031415229999999999;0.00031397799999999986;3723000;
1000;0.000395509;0.00039532869999999983;3983000;
2000;0.00046548250000000003;0.00046529819999999969;4278000;
5000;0.00060614890000000002;0.00060594970000000018;4618000;
10000;0.00071153089999999991;0.00071125300000000002;4845000;
20000;0.00091412800000000005;0.00091388509999999962;5117000;
50000;0.0013066423000000001;0.0013063784999999993;5396000;
100000;0.0019102999000000002;0.001910011800000001;5696000;
200000;0.0030545034000000002;0.0030541546999999962;5948000;
500000;0.0064737920000000008;0.0064733748999999943;6318000;
1000000;0.0121405065;0.012140059800000007;6565000;
2000000;0.023695266199999999;0.023694777899999974;6809000;
5000000;0.057067742099999999;0.057067203900000071;7122000;
10000000;0.1135360945;0.11353545640000011;7430000;
