name=SetSketch1;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
0; 3.60673760222274126e-02; 1.30085561312877547e-03; 3.33066907387546962e-15; 1.00000000000000000e+00; 3.46573590280002605e-02; 1.20113253479558167e-03; 2.99760216648792266e-15; 1.00000000000000000e+00; 
1; 1.00023910937684257e+00; 2.64694419625454010e-04; 1.62676748901421017e-02; 3.01581990837868741e+00; 1.00021532629491627e+00; 2.63309466463112476e-04; 1.62253844653934588e-02; 3.01609557267010109e+00; 
2; 2.00092337422044242e+00; 1.04281279963921894e-03; 3.22794079823073565e-02; 2.99845452916808997e+00; 2.00086567095127954e+00; 1.03664508667584716e-03; 3.21853336238721865e-02; 2.99736573143355756e+00; 
3; 3.00084215016439293e+00; 2.36096413244020172e-03; 4.85824548118025529e-02; 2.95523696489470877e+00; 3.00083188639754050e+00; 2.35112611952690816e-03; 4.84812756076871271e-02; 2.94988877290780405e+00; 
4; 4.00138586630591320e+00; 4.15995413352802674e-03; 6.44828156031526378e-02; 2.97776945170915974e+00; 4.00122201632458818e+00; 4.14720316332118245e-03; 6.43871869196320917e-02; 2.97214427723518426e+00; 
5; 5.00171165473320478e+00; 6.52169331866310834e-03; 8.07388602640474601e-02; 3.07771688118407338e+00; 5.00161567756857472e+00; 6.49206134357714279e-03; 8.05571283597648485e-02; 3.06742200959710187e+00; 
6; 6.00231952840155092e+00; 9.47405639196034766e-03; 9.73071229661769538e-02; 3.02601864080924576e+00; 6.00227309661849606e+00; 9.42028504206154395e-03; 9.70315313381404643e-02; 3.01306116954101633e+00; 
7; 7.00244372522057557e+00; 1.28977993666697151e-02; 1.13542184115490941e-01; 3.01704614348947420e+00; 7.00227879402234077e+00; 1.28383618939925635e-02; 1.13283577767460689e-01; 3.01239062263704893e+00; 
8; 8.00170863126253984e+00; 1.65738969161543168e-02; 1.28728308834393512e-01; 3.01157121044437703e+00; 8.00157210083451353e+00; 1.64938738802714278e-02; 1.28418855232545787e-01; 2.99205305702049396e+00; 
9; 9.00213766418664463e+00; 2.06258304729106633e-02; 1.43601047575342616e-01; 3.03561416555272601e+00; 9.00195521593581738e+00; 2.05387772908616796e-02; 1.43300224778281027e-01; 3.02486349104566488e+00; 
10; 1.00010727334348370e+01; 2.52735768387320377e-02; 1.58973035706404697e-01; 3.01961973371718262e+00; 1.00009722864294321e+01; 2.51763365250100499e-02; 1.58667549247189177e-01; 3.01716552074076727e+00; 
11; 1.10035836394852300e+01; 3.09172567251440739e-02; 1.75796513768572082e-01; 3.02022814356379277e+00; 1.10035013341005925e+01; 3.08067289424495058e-02; 1.75483530856788777e-01; 3.01434601682863335e+00; 
12; 1.20051338594109129e+01; 3.68033515305789122e-02; 1.91773290679717295e-01; 3.07809258988645684e+00; 1.20049761279967164e+01; 3.66461232076871687e-02; 1.91367085356515032e-01; 3.07427659629328476e+00; 
13; 1.30058386659629974e+01; 4.33172615492581486e-02; 2.08046080302009745e-01; 3.10271942013277569e+00; 1.30056434801715781e+01; 4.31691232006903430e-02; 2.07695147589545853e-01; 3.10212778948761825e+00; 
14; 1.40069056908434924e+01; 5.12454776946487181e-02; 2.26269284545257354e-01; 3.11802906637373711e+00; 1.40064418920799270e+01; 5.10438545282516851e-02; 2.25837013252217861e-01; 3.12867841363730692e+00; 
15; 1.50077942355503176e+01; 5.93052342381442943e-02; 2.43401898370433439e-01; 3.14946135463456445e+00; 1.50071786943040699e+01; 5.90338869253607401e-02; 2.42862828101478162e-01; 3.15732541514862231e+00; 
16; 1.60089413287678290e+01; 6.78247954272920978e-02; 2.60278404918960538e-01; 3.11650755405583446e+00; 1.60082321504100982e+01; 6.74996186815211008e-02; 2.59676434011918422e-01; 3.11834614458954640e+00; 
17; 1.70087828402980534e+01; 7.63936941468500996e-02; 2.76254512837613819e-01; 3.10172972754337772e+00; 1.70079436011381517e+01; 7.61382212374198675e-02; 2.75817186626173383e-01; 3.10108898573953473e+00; 
18; 1.80075609584270495e+01; 8.64248082131391787e-02; 2.93883718706570540e-01; 3.02029569145582677e+00; 1.80067403757281532e+01; 8.60739438418638148e-02; 2.93306173097171163e-01; 3.02424927621239314e+00; 
19; 1.90075341679098635e+01; 9.58221218935970814e-02; 3.09459784475306865e-01; 3.03308184728525276e+00; 1.90067066363999899e+01; 9.54396609402323043e-02; 3.08860295228168047e-01; 3.03461363533162176e+00; 
20; 2.00089382298296634e+01; 1.06713051988878968e-01; 3.26547332000111323e-01; 3.03614496828406244e+00; 2.00081214254408621e+01; 1.06335948184130238e-01; 3.25990783049060540e-01; 3.03783115614475951e+00; 
21; 2.10081307912119577e+01; 1.17759305626527061e-01; 3.43064419403694143e-01; 3.02280884229014335e+00; 2.10074311203824280e+01; 1.17392203222655006e-01; 3.42544860817552976e-01; 3.02388925427342192e+00; 
22; 2.20095698054176196e+01; 1.30579011183029559e-01; 3.61230438926869180e-01; 2.98044218254548765e+00; 2.20088549487846095e+01; 1.30068443943709838e-01; 3.60541306684452612e-01; 2.97638459738096950e+00; 
23; 2.30099481506808416e+01; 1.42337518783464484e-01; 3.77145267876314083e-01; 2.98922980342693823e+00; 2.30091707615163195e+01; 1.41794397551854218e-01; 3.76444278326901971e-01; 2.98410070961462282e+00; 
24; 2.40091503098568708e+01; 1.53752983339137311e-01; 3.92006702963943743e-01; 2.99933423919642683e+00; 2.40083858330867308e+01; 1.53047290134288166e-01; 3.91122701895105118e-01; 2.99688262718575782e+00; 
25; 2.50092972744563333e+01; 1.67442204885752094e-01; 4.09091390246037301e-01; 2.98920987635552571e+00; 2.50084251140413691e+01; 1.66498140077375290e-01; 4.07954847416678812e-01; 2.98685945042358103e+00; 
26; 2.60103280116261750e+01; 1.80273748394238209e-01; 4.24460929379948226e-01; 3.02380441273458622e+00; 2.60094595813699918e+01; 1.79226255128816458e-01; 4.23245521475562991e-01; 3.01851361147739095e+00; 
27; 2.70101374097916249e+01; 1.93866513422653791e-01; 4.40186036063585640e-01; 3.01678228978140472e+00; 2.70090928898593923e+01; 1.92812490646304319e-01; 4.39010034054244713e-01; 3.01206372361060115e+00; 
28; 2.80092419141643809e+01; 2.08639197577364488e-01; 4.56676892999792194e-01; 3.00912439657725983e+00; 2.80082899756559627e+01; 2.07335018202270072e-01; 4.55265081579834585e-01; 3.00248848954267844e+00; 
29; 2.90084921072899498e+01; 2.24545316618682961e-01; 4.73786028426818384e-01; 2.99833017163636484e+00; 2.90074674650392730e+01; 2.23332974111580734e-01; 4.72522180513746726e-01; 2.99402314284471815e+00; 
30; 3.00097001139309256e+01; 2.40372357389122271e-01; 4.90181869492178568e-01; 3.00443782339935694e+00; 3.00085266061099958e+01; 2.39090509613044733e-01; 4.88894473891132386e-01; 2.99904714820689167e+00; 
31; 3.10067604952145714e+01; 2.55302003124510291e-01; 5.05228956839336441e-01; 3.00517602332819500e+00; 3.10055200516909721e+01; 2.53925561582242720e-01; 5.03880035932737003e-01; 3.00087341451527223e+00; 
32; 3.20079721340375727e+01; 2.74840326357325859e-01; 5.24191540790399091e-01; 3.02225783760196887e+00; 3.20066174520360960e+01; 2.73266005453122240e-01; 5.22706624007839293e-01; 3.01975015997036600e+00; 
33; 3.30081235448320740e+01; 2.93156681617713022e-01; 5.41378508658289848e-01; 3.00575599105590685e+00; 3.30067929139594369e+01; 2.91471017230581109e-01; 5.39837821526541584e-01; 3.01034219527496294e+00; 
34; 3.40077259838669121e+01; 3.09406952222908260e-01; 5.56189950822735035e-01; 3.01978300397964228e+00; 3.40064697563949849e+01; 3.07771697855698523e-01; 5.54734026455821705e-01; 3.01913750407024306e+00; 
35; 3.50070991582088951e+01; 3.30891483040124390e-01; 5.75187869302588917e-01; 2.99058498341392420e+00; 3.50059042330599510e+01; 3.28996794185780372e-01; 5.73552032703009917e-01; 2.98715754693156477e+00; 
36; 3.60085824763941105e+01; 3.49444270926523193e-01; 5.91075809034229183e-01; 3.02081512901592042e+00; 3.60072865718821262e+01; 3.47612327251319020e-01; 5.89541544864757627e-01; 3.01930927507030411e+00; 
37; 3.70085368404384383e+01; 3.71950267349478669e-01; 6.09817505246288083e-01; 3.04261639747704349e+00; 3.70072582254632891e+01; 3.69804293576727450e-01; 6.08072044859693905e-01; 3.04269745085982457e+00; 
38; 3.80090309684834651e+01; 3.91861501640265675e-01; 6.25923272652900597e-01; 3.03806104512450714e+00; 3.80076571960929854e+01; 3.89475096971661605e-01; 6.24032422490734873e-01; 3.03839512683850277e+00; 
39; 3.90108593229861427e+01; 4.15384954382464477e-01; 6.44412158084209485e-01; 3.05061971940841703e+00; 3.90094718171411614e+01; 4.12913296223201998e-01; 6.42513486942683953e-01; 3.05503444156277748e+00; 
40; 4.00129734689064875e+01; 4.37433434980640135e-01; 6.61260254427239680e-01; 3.05952876602720769e+00; 4.00114324533671706e+01; 4.34748131452865227e-01; 6.59255208900827894e-01; 3.06687172791520268e+00; 
41; 4.10132834502185517e+01; 4.59707169595051868e-01; 6.77886951891937040e-01; 3.03492346797272061e+00; 4.10118595243377300e+01; 4.56947670903761372e-01; 6.75875005149801589e-01; 3.03710064534775137e+00; 
42; 4.20142706795430243e+01; 4.85031951188836519e-01; 6.96296128737059150e-01; 3.04672308569768990e+00; 4.20130794348270555e+01; 4.82051614462329303e-01; 6.94176161249388413e-01; 3.05189140599792585e+00; 
43; 4.30151044881911275e+01; 5.05990430715655637e-01; 7.11169659892870620e-01; 3.04322685272985138e+00; 4.30139846014948262e+01; 5.03136472750818964e-01; 7.09183265222644743e-01; 3.04996029406890656e+00; 
44; 4.40166451688791085e+01; 5.29664152219065931e-01; 7.27589919234768234e-01; 3.03319430349996999e+00; 4.40153275092447558e+01; 5.26287219858183608e-01; 7.25294621046188914e-01; 3.03773922754605152e+00; 
45; 4.50158922167012250e+01; 5.50306294922542794e-01; 7.41656074181867186e-01; 3.03692519265999916e+00; 4.50146418279517064e+01; 5.46767790729220771e-01; 7.39292504766181913e-01; 3.04104550062118451e+00; 
46; 4.60136106098124458e+01; 5.75428424135605021e-01; 7.58447872589895988e-01; 3.05938614025410294e+00; 4.60124794875406522e+01; 5.71753046583801550e-01; 7.56040547176228706e-01; 3.06199786662565643e+00; 
47; 4.70125246361336764e+01; 6.00796431030966915e-01; 7.75009396407992712e-01; 3.01643198861202455e+00; 4.70112383665301579e+01; 5.96743327576270355e-01; 7.72409882571426176e-01; 3.01613917883901328e+00; 
48; 4.80120721674402873e+01; 6.22905241320433234e-01; 7.89151128804696733e-01; 3.03168700963006321e+00; 4.80108136552786036e+01; 6.18243873449277892e-01; 7.86210492367527936e-01; 3.03346589630306385e+00; 
49; 4.90132741674866637e+01; 6.46187187668922913e-01; 8.03748085003292867e-01; 3.01949782417349866e+00; 4.90119845443217343e+01; 6.41249373593689720e-01; 8.00690791935988466e-01; 3.02129434993288415e+00; 
50; 5.00151957485700436e+01; 6.77324998774590292e-01; 8.22857270734107860e-01; 3.02805638592463344e+00; 5.00138656780744171e+01; 6.72345366501132857e-01; 8.19849443173967241e-01; 3.02696610169626457e+00; 
51; 5.10163457115989729e+01; 6.98104012248569106e-01; 8.35366284907940848e-01; 3.01581289609996217e+00; 5.10148254852212304e+01; 6.93687748437612828e-01; 8.32747232613575306e-01; 3.01560173114367869e+00; 
52; 5.20149067568190944e+01; 7.25815323942204826e-01; 8.51817534770996976e-01; 2.97421122214572575e+00; 5.20135431084772151e+01; 7.20876135379323602e-01; 8.48936228224531519e-01; 2.97929022279449240e+00; 
53; 5.30162459495521006e+01; 7.49317165101428984e-01; 8.65478615694567521e-01; 2.99369606452630110e+00; 5.30145046179081803e+01; 7.44536475498120742e-01; 8.62743352079551884e-01; 2.99640828859961728e+00; 
54; 5.40176401030060234e+01; 7.76107192493641129e-01; 8.80792835608676494e-01; 2.99838200063474281e+00; 5.40156636265552166e+01; 7.71424777676137707e-01; 8.78168223337235432e-01; 3.00224335279926979e+00; 
55; 5.50169691676122810e+01; 7.99949642476031730e-01; 8.94238049865122564e-01; 2.99529677258579596e+00; 5.50153807206163421e+01; 7.95348698090992179e-01; 8.91690603025682260e-01; 2.99880173201055600e+00; 
56; 5.60189464162811603e+01; 8.32303630999038591e-01; 9.12110006692801512e-01; 3.01351376880378430e+00; 5.60168991944377552e+01; 8.28016161222504321e-01; 9.09796998483648256e-01; 3.01521725057409729e+00; 
57; 5.70166194565686766e+01; 8.60069338395848537e-01; 9.27250307122742701e-01; 3.01658480164216103e+00; 5.70144926635819971e+01; 8.55870538502527367e-01; 9.25019189641395068e-01; 3.02191341670795843e+00; 
58; 5.80179651374504459e+01; 8.92712058198591563e-01; 9.44663597284757128e-01; 2.98717504974167891e+00; 5.80154615929467283e+01; 8.88279006021876927e-01; 9.42358713635851108e-01; 2.99083694126523758e+00; 
59; 5.90172486791281159e+01; 9.23178463832107221e-01; 9.60666928180855750e-01; 2.97598114697442195e+00; 5.90145987805450432e+01; 9.18460820893254315e-01; 9.58252417946259372e-01; 2.97712341167057470e+00; 
60; 6.00176683443763892e+01; 9.56558195146754220e-01; 9.77878328195150637e-01; 2.95833697853542388e+00; 6.00149024903643422e+01; 9.51875316867428212e-01; 9.75527156284423103e-01; 2.95575219000335121e+00; 
61; 6.10183573426401011e+01; 9.78059823594003341e-01; 9.88798681009028346e-01; 2.94543638248518658e+00; 6.10156286200514444e+01; 9.73517206064687501e-01; 9.86545970697752739e-01; 2.94492162683151859e+00; 
62; 6.20135671394561214e+01; 1.00749062304782777e+00; 1.00364662893610346e+00; 2.95863868484706538e+00; 6.20111190325446913e+01; 1.00277678260309688e+00; 1.00132569612408173e+00; 2.95727820482201009e+00; 
63; 6.30156024826549341e+01; 1.04196132340104985e+00; 1.02064581806621302e+00; 2.96357813125599989e+00; 6.30130323118967723e+01; 1.03673767500059522e+00; 1.01811975417788680e+00; 2.96063123422627728e+00; 
64; 6.40134764975621238e+01; 1.07863757541218575e+00; 1.03848734196698200e+00; 2.97437732155819123e+00; 6.40110019318119186e+01; 1.07351687191890899e+00; 1.03604817909946600e+00; 2.97151911675460445e+00; 
65; 6.50152442580853318e+01; 1.11107540604869870e+00; 1.05396537829481218e+00; 2.94950314380587209e+00; 6.50129733759223711e+01; 1.10616142142671303e+00; 1.05166207164843839e+00; 2.94844665068377720e+00; 
66; 6.60131209612505785e+01; 1.14496325323947046e+00; 1.06994910795576148e+00; 2.95358477967325506e+00; 6.60107381398404272e+01; 1.14062452068996900e+00; 1.06794625943571719e+00; 2.95277685455678673e+00; 
67; 6.70149042270053883e+01; 1.17475698130459794e+00; 1.08375958834142105e+00; 2.94473463193959706e+00; 6.70124880274991028e+01; 1.17021234232133287e+00; 1.08169144930082295e+00; 2.94692254484156635e+00; 
68; 6.80140025965325776e+01; 1.21213266009001952e+00; 1.10087991505902161e+00; 2.96821914820845612e+00; 6.80116613470099480e+01; 1.20753578785557902e+00; 1.09881745565015732e+00; 2.96987184400989968e+00; 
69; 6.90141939527330379e+01; 1.24362977002852904e+00; 1.11509116297024002e+00; 2.98181750445772131e+00; 6.90117795957005171e+01; 1.23887676894319254e+00; 1.11298607811073214e+00; 2.98025657622783635e+00; 
70; 7.00101179315661142e+01; 1.27331055699132834e+00; 1.12836527084634253e+00; 2.99031981760323928e+00; 7.00078155663693877e+01; 1.26934392828548970e+00; 1.12662453604020696e+00; 2.99031086054998108e+00; 
71; 7.10109726999696278e+01; 1.30799751186584134e+00; 1.14362455015674613e+00; 3.01868070613337203e+00; 7.10088942330436339e+01; 1.30437217051104826e+00; 1.14205650610187348e+00; 3.01963089380584782e+00; 
72; 7.20134154728901166e+01; 1.34818140091740801e+00; 1.16103463600555235e+00; 3.00835514902835222e+00; 7.20112410863665104e+01; 1.34377974723048021e+00; 1.15916063822396120e+00; 3.01007851604087140e+00; 
73; 7.30101400030346923e+01; 1.38701534189088260e+00; 1.17767250211140606e+00; 3.00290669489109208e+00; 7.30081384595101497e+01; 1.38197796374253934e+00; 1.17554741683155517e+00; 3.00431511419003749e+00; 
74; 7.40111126702180826e+01; 1.42130603911955400e+00; 1.19213361150509822e+00; 3.02915455971368308e+00; 7.40090912818054818e+01; 1.41673165236083709e+00; 1.19023065031781683e+00; 3.02663251822287327e+00; 
75; 7.50116732421621464e+01; 1.46522455044932731e+00; 1.21040831369697610e+00; 3.04954269620735330e+00; 7.50099313898494415e+01; 1.46039751629024050e+00; 1.20842827002098230e+00; 3.04474216804432718e+00; 
