name=SetSketch2;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.00000000000000000e+01;registerStateType=registers with lower bound;bulkAddFirstAttemptSuccessProbability=9.49999999999999956e-01;numCycles=1000;aggregationMode=stream;
cardinality; avg time in seconds (incl. allocation); avg time in seconds (excl. allocation);sum of consumed states;
1;9.5263299999999993e-05;9.4087999999999971e-05;23161000;
2;0.0001979107;0.0001967439999999997;27278000;
5;0.00048034909999999996;0.00047912109999999976;32720000;
10;0.00091036450000000005;0.00090866609999999985;36759000;
20;0.0016499709;0.0016485473000000025;40857000;
50;0.0022518246999999997;0.002250022699999998;46256000;
100;0.0029449509999999999;0.0029434412000000024;50402000;
200;0.0034671473;0.0034656104999999993;54464000;
500;0.0042938461000000001;0.0042922870999999975;59868000;
1000;0.0050064380999999998;0.0050048742999999956;64080000;
2000;0.0057136291000000001;0.0057120458000000087;68173000;
5000;0.0068182463000000006;0.0068166049999999955;73454000;
10000;0.0073886456000000003;0.0073870431999999916;77621000;
20000;0.0084948891999999995;0.0084932937000000066;81744000;
50000;0.0097133825999999989;0.0097117703999999878;87216000;
100000;0.011396281500000001;0.011394656399999991;91410000;
200000;0.013016920600000001;0.013015275399999989;95422000;
500000;0.017012120800000002;0.017010382599999981;100775000;
1000000;0.022350567800000002;0.022348492399999979;105018000;
2000000;0.031193714899999999;0.031191188499999994;109034000;
5000000;0.055919377100000001;0.055917570000000076;114327000;
10000000;0.095299605400000001;0.095297739799999961;118381000;
